# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   4.53815235E+02   8.38539293E-01   1.60517956E-01   9.41633584E-21   5.18605034E-04   3.06417873E-04   6.01004988E-05   0.00000000E+00   0.00000000E+00  
  2                1.85823928E-05   4.89486754E+02   8.38539381E-01   1.60517906E-01   4.75014685E-19   5.18605007E-04   3.06417857E-04   6.01004956E-05   0.00000000E+00   0.00000000E+00  
  3                2.90230586E-05   4.98738708E+02   8.38539369E-01   1.60517910E-01   1.03226371E-18   5.18605057E-04   3.06417887E-04   6.01005015E-05   0.00000000E+00   0.00000000E+00  
  4                4.19174355E-05   5.14969056E+02   8.38539435E-01   1.60517855E-01   4.54713564E-18   5.18605086E-04   3.06417904E-04   6.01005048E-05   0.00000000E+00   0.00000000E+00  
  5                5.78794671E-05   5.21256656E+02   8.38539416E-01   1.60517865E-01   7.17849884E-18   5.18605175E-04   3.06417956E-04   6.01005151E-05   0.00000000E+00   0.00000000E+00  
  6                7.76787827E-05   5.35436329E+02   8.38539514E-01   1.60517777E-01   2.36798105E-17   5.18605208E-04   3.06417976E-04   6.01005190E-05   0.00000000E+00   0.00000000E+00  
  7                1.02251555E-04   5.41098515E+02   8.38539492E-01   1.60517790E-01   3.45722284E-17   5.18605329E-04   3.06418047E-04   6.01005330E-05   0.00000000E+00   0.00000000E+00  
  8                1.32774352E-04   5.54422872E+02   8.38539640E-01   1.60517650E-01   9.80130744E-17   5.18605345E-04   3.06418057E-04   6.01005348E-05   0.00000000E+00   0.00000000E+00  
  9                1.70690257E-04   5.59950404E+02   8.38539612E-01   1.60517668E-01   1.38340512E-16   5.18605491E-04   3.06418143E-04   6.01005518E-05   0.00000000E+00   0.00000000E+00  
  10               2.17806595E-04   5.72922393E+02   8.38539833E-01   1.60517455E-01   3.56376103E-16   5.18605489E-04   3.06418142E-04   6.01005516E-05   0.00000000E+00   0.00000000E+00  
  11               2.76346721E-04   5.78512954E+02   8.38539785E-01   1.60517476E-01   4.94056110E-16   5.18605661E-04   3.06418244E-04   6.01005715E-05   0.00000000E+00   0.00000000E+00  
  12               3.49083791E-04   5.91449600E+02   8.38540112E-01   1.60517156E-01   1.19404196E-15   5.18605506E-04   3.06418152E-04   6.01005535E-05   0.00000000E+00   0.00000000E+00  
  13               4.39433812E-04   5.97221995E+02   8.38540072E-01   1.60517188E-01   1.63932592E-15   5.18606004E-04   3.06418446E-04   6.01006113E-05   0.00000000E+00   0.00000000E+00  
  14               5.51644164E-04   6.10332353E+02   8.38540515E-01   1.60516709E-01   3.78747603E-15   5.18605716E-04   3.06418276E-04   6.01005779E-05   0.00000000E+00   0.00000000E+00  
  15               6.90952711E-04   6.16304179E+02   8.38540460E-01   1.60516757E-01   5.15030009E-15   5.18605870E-04   3.06418367E-04   6.01005956E-05   0.00000000E+00   0.00000000E+00  
  16               8.63890045E-04   6.29579501E+02   8.38541133E-01   1.60516089E-01   1.13883744E-14   5.18606146E-04   3.06418530E-04   6.01006277E-05   0.00000000E+00   0.00000000E+00  
  17               1.07860642E-03   6.35628137E+02   8.38540850E-01   1.60516146E-01   1.52049424E-14   5.18606358E-04   3.06418655E-04   6.01006523E-05   0.00000000E+00   0.00000000E+00  
  18               1.34526047E-03   6.48970634E+02   8.38541733E-01   1.60515268E-01   3.20537143E-14   5.18605562E-04   3.06418185E-04   6.01005600E-05   0.00000000E+00   0.00000000E+00  
  19               1.67643035E-03   6.55041753E+02   8.38541550E-01   1.60515438E-01   4.19107416E-14   5.18609169E-04   3.06420316E-04   6.01009780E-05   0.00000000E+00   0.00000000E+00  
  20               2.08775057E-03   6.68509376E+02   8.38542647E-01   1.60514346E-01   8.48113196E-14   5.18608298E-04   3.06419801E-04   6.01008770E-05   0.00000000E+00   0.00000000E+00  
  21               2.59854768E-03   6.74656512E+02   8.38542163E-01   1.60514579E-01   1.09081854E-13   5.18608638E-04   3.06420002E-04   6.01009165E-05   0.00000000E+00   0.00000000E+00  
  22               3.23279247E-03   6.88332017E+02   8.38543474E-01   1.60513272E-01   2.13433215E-13   5.18607417E-04   3.06419281E-04   6.01007750E-05   0.00000000E+00   0.00000000E+00  
  23               4.02011160E-03   6.94611592E+02   8.38543070E-01   1.60513662E-01   2.71103874E-13   5.18610856E-04   3.06421313E-04   6.01011735E-05   0.00000000E+00   0.00000000E+00  
  24               4.99722799E-03   7.08475521E+02   8.38544561E-01   1.60512174E-01   5.13232027E-13   5.18609630E-04   3.06420589E-04   6.01010314E-05   0.00000000E+00   0.00000000E+00  
