# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   3.47108767E+02   8.38494115E-01   1.60509649E-01   1.73592502E-28   5.29312876E-04   3.74945560E-04   6.05944191E-05   0.00000000E+00   0.00000000E+00  
  2                1.71512268E-05   4.11542949E+02   8.38494356E-01   1.60508963E-01   1.86123742E-23   5.29311210E-04   3.74944380E-04   6.05942285E-05   0.00000000E+00   0.00000000E+00  
  3                2.50618772E-05   4.37998126E+02   8.38494108E-01   1.60509214E-01   7.32005912E-22   5.29310791E-04   3.74944083E-04   6.05941805E-05   0.00000000E+00   0.00000000E+00  
  4                3.42221220E-05   4.57760317E+02   8.38494129E-01   1.60509200E-01   8.39264557E-21   5.29307799E-04   3.74941963E-04   6.05938379E-05   0.00000000E+00   0.00000000E+00  
  5                4.49422982E-05   4.72646383E+02   8.38494142E-01   1.60509194E-01   4.48560730E-20   5.29305093E-04   3.74940047E-04   6.05935281E-05   0.00000000E+00   0.00000000E+00  
  6                5.75472387E-05   4.86923162E+02   8.38494162E-01   1.60509188E-01   2.03280544E-19   5.29299153E-04   3.74935839E-04   6.05928482E-05   0.00000000E+00   0.00000000E+00  
  7                7.24003936E-05   4.99122070E+02   8.38494176E-01   1.60509181E-01   6.80616814E-19   5.29296735E-04   3.74934126E-04   6.05925714E-05   0.00000000E+00   0.00000000E+00  
  8                8.99219876E-05   5.11996912E+02   8.38494205E-01   1.60509171E-01   2.30593669E-18   5.29289767E-04   3.74929190E-04   6.05917737E-05   0.00000000E+00   0.00000000E+00  
  9                1.10610000E-04   5.23352273E+02   8.38494234E-01   1.60509156E-01   6.35909975E-18   5.29284745E-04   3.74925633E-04   6.05911988E-05   0.00000000E+00   0.00000000E+00  
  10               1.35061535E-04   5.35559989E+02   8.38494282E-01   1.60509125E-01   1.81628117E-17   5.29279618E-04   3.74922001E-04   6.05906118E-05   0.00000000E+00   0.00000000E+00  
  11               1.63980977E-04   5.46389994E+02   8.38494338E-01   1.60509081E-01   4.37866413E-17   5.29275456E-04   3.74919053E-04   6.05901354E-05   0.00000000E+00   0.00000000E+00  
  12               1.98202907E-04   5.58125690E+02   8.38494443E-01   1.60508996E-01   1.10028595E-16   5.29268147E-04   3.74913875E-04   6.05892987E-05   0.00000000E+00   0.00000000E+00  
  13               2.38712607E-04   5.68591230E+02   8.38494563E-01   1.60508883E-01   2.39569550E-16   5.29264702E-04   3.74911435E-04   6.05889043E-05   0.00000000E+00   0.00000000E+00  
  14               2.86673035E-04   5.80120805E+02   8.38494790E-01   1.60508674E-01   5.50514982E-16   5.29258115E-04   3.74906769E-04   6.05881502E-05   0.00000000E+00   0.00000000E+00  
  15               3.43452748E-04   5.90524779E+02   8.38495052E-01   1.60508405E-01   1.12235097E-15   5.29255335E-04   3.74904800E-04   6.05878320E-05   0.00000000E+00   0.00000000E+00  
  16               4.10664581E-04   6.02107273E+02   8.38495544E-01   1.60507923E-01   2.42856575E-15   5.29249462E-04   3.74900640E-04   6.05871597E-05   0.00000000E+00   0.00000000E+00  
  17               4.90209602E-04   6.12557455E+02   8.38496089E-01   1.60507337E-01   4.70252041E-15   5.29247167E-04   3.74899014E-04   6.05868969E-05   0.00000000E+00   0.00000000E+00  
  18               5.84331696E-04   6.24192780E+02   8.38497084E-01   1.60506332E-01   9.63416499E-15   5.29241768E-04   3.74895190E-04   6.05862789E-05   0.00000000E+00   0.00000000E+00  
  19               6.95726908E-04   6.34645599E+02   8.38498097E-01   1.60505188E-01   1.77491008E-14   5.29239479E-04   3.74893568E-04   6.05860168E-05   0.00000000E+00   0.00000000E+00  
  20               8.27613633E-04   6.46307716E+02   8.38499915E-01   1.60503317E-01   3.45415192E-14   5.29233731E-04   3.74889496E-04   6.05853588E-05   0.00000000E+00   0.00000000E+00  
  21               9.83790055E-04   6.56809723E+02   8.38501887E-01   1.60501354E-01   6.09963688E-14   5.29230736E-04   3.74887375E-04   6.05850159E-05   0.00000000E+00   0.00000000E+00  
  22               1.16873579E-03   6.68602822E+02   8.38504889E-01   1.60498164E-01   1.13976489E-13   5.29224209E-04   3.74882751E-04   6.05842688E-05   0.00000000E+00   0.00000000E+00  
  23               1.38771691E-03   6.79329839E+02   8.38508105E-01   1.60494957E-01   1.95562569E-13   5.29219972E-04   3.74879750E-04   6.05837837E-05   0.00000000E+00   0.00000000E+00  
  24               1.64691249E-03   6.91510113E+02   8.38513203E-01   1.60489878E-01   3.56905759E-13   5.29212119E-04   3.74874187E-04   6.05828847E-05   0.00000000E+00   0.00000000E+00  
  25               1.95356694E-03   7.02678020E+02   8.38518210E-01   1.60484883E-01   6.02718474E-13   5.29205917E-04   3.74869794E-04   6.05821748E-05   0.00000000E+00   0.00000000E+00  
  26               2.31614942E-03   7.15411102E+02   8.38525890E-01   1.60477222E-01   1.08365256E-12   5.29196537E-04   3.74863150E-04   6.05811010E-05   0.00000000E+00   0.00000000E+00  
  27               2.74452762E-03   7.27240790E+02   8.38533296E-01   1.60469828E-01   1.81978311E-12   5.29187516E-04   3.74856759E-04   6.05800682E-05   0.00000000E+00   0.00000000E+00  
  28               3.25012073E-03   7.40884945E+02   8.38544394E-01   1.60458740E-01   3.27476026E-12   5.29176824E-04   3.74849186E-04   6.05788442E-05   0.00000000E+00   0.00000000E+00  
  29               3.84611358E-03   7.53807112E+02   8.38555074E-01   1.60448061E-01   5.56422125E-12   5.29163653E-04   3.74839856E-04   6.05773364E-05   0.00000000E+00   0.00000000E+00  
  30               4.54786667E-03   7.68642084E+02   8.38569979E-01   1.60433123E-01   1.01004371E-11   5.29155988E-04   3.74834426E-04   6.05764590E-05   0.00000000E+00   0.00000000E+00  
  31               5.37391991E-03   7.82685379E+02   8.38583501E-01   1.60419536E-01   1.72765795E-11   5.29139744E-04   3.74822920E-04   6.05745994E-05   0.00000000E+00   0.00000000E+00  
  32               6.34598904E-03   7.98715926E+02   8.38600883E-01   1.60402012E-01   3.14320593E-11   5.29116811E-04   3.74806675E-04   6.05719742E-05   0.00000000E+00   0.00000000E+00  
  33               7.48893373E-03   8.14148392E+02   8.38616076E-01   1.60386497E-01   5.43865248E-11   5.29098050E-04   3.74793385E-04   6.05698264E-05   0.00000000E+00   0.00000000E+00  
  34               8.83122082E-03   8.31749733E+02   8.38634072E-01   1.60367858E-01   1.00001512E-10   5.29073870E-04   3.74776257E-04   6.05670583E-05   0.00000000E+00   0.00000000E+00  
  35               1.04050790E-02   8.48952642E+02   8.38648918E-01   1.60351810E-01   1.76201608E-10   5.29054332E-04   3.74762417E-04   6.05648217E-05   0.00000000E+00   0.00000000E+00  
  36               1.22466599E-02   8.68617622E+02   8.38665682E-01   1.60333904E-01   3.30393549E-10   5.29031050E-04   3.74745925E-04   6.05621563E-05   0.00000000E+00   7.11024515E-16  
