# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   4.37767149E+02   8.38521830E-01   1.60514623E-01   1.12270483E-21   5.26173669E-04   3.34288931E-04   6.02191797E-05   0.00000000E+00   0.00000000E+00  
  2                1.31404731E-04   5.04160304E+02   8.38521787E-01   1.60514648E-01   8.56571801E-19   5.26181258E-04   3.34293752E-04   6.02200482E-05   0.00000000E+00   0.00000000E+00  
  3                2.67693350E-04   5.33180501E+02   8.38521765E-01   1.60514636E-01   1.03545422E-17   5.26201926E-04   3.34306884E-04   6.02224137E-05   0.00000000E+00   0.00000000E+00  
  4                4.26460301E-04   5.52169697E+02   8.38521748E-01   1.60514623E-01   4.50283686E-17   5.26219221E-04   3.34317871E-04   6.02243930E-05   0.00000000E+00   0.00000000E+00  
  5                6.13295283E-04   5.68666119E+02   8.38521745E-01   1.60514600E-01   1.50385619E-16   5.26234356E-04   3.34327487E-04   6.02261252E-05   0.00000000E+00   0.00000000E+00  
  6                8.34208450E-04   5.81421469E+02   8.38521738E-01   1.60514579E-01   3.57352715E-16   5.26248025E-04   3.34336171E-04   6.02276895E-05   0.00000000E+00   0.00000000E+00  
  7                1.09612790E-03   5.94295137E+02   8.38521752E-01   1.60514544E-01   8.34619883E-16   5.26260751E-04   3.34344256E-04   6.02291460E-05   0.00000000E+00   0.00000000E+00  
  8                1.40712864E-03   6.04929663E+02   8.38521744E-01   1.60514511E-01   1.61039291E-15   5.26272686E-04   3.34351839E-04   6.02305119E-05   0.00000000E+00   0.00000000E+00  
  9                1.77675507E-03   6.16439911E+02   8.38521777E-01   1.60514458E-01   3.24219025E-15   5.26284329E-04   3.34359236E-04   6.02318444E-05   0.00000000E+00   0.00000000E+00  
  10               2.21635439E-03   6.26080523E+02   8.38521790E-01   1.60514416E-01   5.62144599E-15   5.26295295E-04   3.34366202E-04   6.02330994E-05   0.00000000E+00   0.00000000E+00  
  11               2.73969277E-03   6.36714947E+02   8.38521805E-01   1.60514338E-01   1.02429386E-14   5.26305990E-04   3.34372997E-04   6.02343234E-05   0.00000000E+00   0.00000000E+00  
  12               3.36322159E-03   6.45619010E+02   8.38521832E-01   1.60514290E-01   1.64027052E-14   5.26317007E-04   3.34379996E-04   6.02355843E-05   0.00000000E+00   0.00000000E+00  
