# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                N2               H2S             
  12               1.24296829E-02   2.25925764E+02   8.38203364E-01   1.60488623E-01   7.12147371E-04   4.66535260E-04   3.48988909E-05   1.28338994E-47   5.39524583E-05   2.29860108E-05  
  13               1.48933039E-02   2.31947198E+02   8.38203369E-01   1.60488624E-01   7.12144286E-04   4.66533238E-04   3.48987396E-05   2.36966843E-46   5.39522245E-05   2.29860109E-05  
  14               1.77603749E-02   2.40558183E+02   8.38203364E-01   1.60488623E-01   7.12147413E-04   4.66535287E-04   3.48988929E-05   1.23128088E-44   5.39524614E-05   2.29860108E-05  
  15               2.10965601E-02   2.46317726E+02   8.38203364E-01   1.60488623E-01   7.12147455E-04   4.66535315E-04   3.48988950E-05   1.43845076E-43   5.39524646E-05   2.29860108E-05  
  16               2.49799672E-02   2.54809011E+02   8.38203364E-01   1.60488623E-01   7.12147471E-04   4.66535325E-04   3.48988957E-05   4.56468879E-42   5.39524658E-05   2.29860108E-05  
  17               2.94997360E-02   2.60673867E+02   8.38203364E-01   1.60488623E-01   7.12147486E-04   4.66535335E-04   3.48988965E-05   4.24064145E-41   5.39524670E-05   2.29860108E-05  
  18               3.47603162E-02   2.69247938E+02   8.38203364E-01   1.60488623E-01   7.12147502E-04   4.66535345E-04   3.48988973E-05   9.57987032E-40   5.39524682E-05   2.29860108E-05  
  19               4.08814509E-02   2.75309793E+02   8.38203364E-01   1.60488623E-01   7.12147518E-04   4.66535356E-04   3.48988981E-05   7.52545382E-39   5.39524694E-05   2.29860108E-05  
  20               4.80020325E-02   2.84111809E+02   8.38203364E-01   1.60488623E-01   7.12147535E-04   4.66535367E-04   3.48988989E-05   1.32505279E-37   5.39524707E-05   2.29860108E-05  
  21               5.62817881E-02   2.90533279E+02   8.38203364E-01   1.60488623E-01   7.12147553E-04   4.66535379E-04   3.48988998E-05   9.40065675E-37   5.39524721E-05   2.29860108E-05  
  22               6.59079923E-02   2.99693385E+02   8.38203364E-01   1.60488623E-01   7.12147572E-04   4.66535391E-04   3.48989007E-05   1.36959925E-35   5.39524735E-05   2.29860108E-05  
  23               7.70954916E-02   3.06564850E+02   8.38203364E-01   1.60488623E-01   7.12147591E-04   4.66535404E-04   3.48989016E-05   8.99983626E-35   5.39524750E-05   2.29860108E-05  
  24               9.00933687E-02   3.16228841E+02   8.38203364E-01   1.60488623E-01   7.12147612E-04   4.66535417E-04   3.48989026E-05   1.13723199E-33   5.39524765E-05   2.29860108E-05  
  25               1.05186216E-01   3.23752849E+02   8.38203364E-01   1.60488623E-01   7.12147635E-04   4.66535432E-04   3.48989038E-05   7.23613777E-33   5.39524783E-05   2.29860108E-05  
  26               1.22704770E-01   3.34076912E+02   8.38203364E-01   1.60488623E-01   7.12147657E-04   4.66535447E-04   3.48989049E-05   8.20054260E-32   5.39524799E-05   2.29860108E-05  
  27               1.43027585E-01   3.42326198E+02   8.38203363E-01   1.60488623E-01   7.12147686E-04   4.66535466E-04   3.48989063E-05   5.04433706E-31   5.39524821E-05   2.29860107E-05  
  28               1.66592459E-01   3.53422757E+02   8.38203363E-01   1.60488622E-01   7.12147709E-04   4.66535481E-04   3.48989074E-05   5.19363497E-30   5.39524839E-05   2.29860107E-05  
  29               1.93900372E-01   3.62646641E+02   8.38203349E-01   1.60488619E-01   7.12147754E-04   4.66535510E-04   3.48989096E-05   3.18664711E-29   5.39524872E-05   2.29860103E-05  
  30               2.25521329E-01   3.74910181E+02   8.38203351E-01   1.60488618E-01   7.12147757E-04   4.66535512E-04   3.48989097E-05   3.15947434E-28   5.39524875E-05   2.29860100E-05  
  31               2.62098964E-01   3.85459891E+02   8.38203351E-01   1.60488617E-01   7.12148073E-04   4.66535720E-04   3.48989253E-05   1.99581993E-27   5.39525115E-05   2.29860099E-05  
  32               3.04356441E-01   3.99106428E+02   8.38203353E-01   1.60488615E-01   7.12148101E-04   4.66535738E-04   3.48989266E-05   1.90713632E-26   5.39525136E-05   2.29860096E-05  
  33               3.53089933E-01   4.11215713E+02   8.38203026E-01   1.60488549E-01   7.12148128E-04   4.66535755E-04   3.48989279E-05   1.23250722E-25   5.39525156E-05   2.29860002E-05  
  34               4.09180471E-01   4.26664475E+02   8.38203065E-01   1.60488511E-01   7.12147554E-04   4.66535379E-04   3.48988998E-05   1.16084051E-24   5.39524721E-05   2.29859947E-05  
  35               4.73630986E-01   4.40911509E+02   8.38203057E-01   1.60488497E-01   7.12155308E-04   4.66540459E-04   3.48992798E-05   7.91825545E-24   5.39530596E-05   2.29859927E-05  
  36               5.47580574E-01   4.58689672E+02   8.38202995E-01   1.60488460E-01   7.12155351E-04   4.66540488E-04   3.48992819E-05   7.45285777E-23   5.39530629E-05   2.29859875E-05  
  37               6.32249044E-01   4.75526942E+02   8.38202657E-01   1.60488420E-01   7.12155582E-04   4.66540639E-04   3.48992932E-05   5.29943282E-22   5.39530803E-05   2.29859817E-05  
  38               7.28942911E-01   4.96301709E+02   8.38199775E-01   1.60488032E-01   7.12157882E-04   4.66542145E-04   3.48994059E-05   5.02258123E-21   5.39532546E-05   2.29859262E-05  
  39               8.38952918E-01   5.17473630E+02   8.38200239E-01   1.60487572E-01   7.12156436E-04   4.66541198E-04   3.48993351E-05   4.11703765E-20   5.39531450E-05   2.29858602E-05  
  40               9.64084594E-01   5.39693259E+02   8.38200526E-01   1.60487186E-01   7.12210881E-04   4.66576866E-04   3.49020032E-05   3.13461238E-19   5.39572698E-05   2.29858050E-05  
  41               1.10647671E+00   5.62218257E+02   8.38201138E-01   1.60486576E-01   7.12210282E-04   4.66576473E-04   3.49019738E-05   2.07758958E-18   5.39572244E-05   2.29857176E-05  
  42               1.26837852E+00   5.85907416E+02   8.38202121E-01   1.60485596E-01   7.12208444E-04   4.66575269E-04   3.49018837E-05   1.29750870E-17   5.39570852E-05   2.29855772E-05  
  43               1.45216819E+00   6.09896794E+02   8.38203483E-01   1.60484239E-01   7.12205741E-04   4.66573499E-04   3.49017513E-05   7.15443213E-17   5.39568804E-05   2.29853828E-05  
  44               1.66033329E+00   6.35076259E+02   8.38205286E-01   1.60482442E-01   7.12202189E-04   4.66571172E-04   3.49015772E-05   3.73635684E-16   5.39566113E-05   2.29851255E-05  
  45               1.89597585E+00   6.60526185E+02   8.38207330E-01   1.60480406E-01   7.12197960E-04   4.66568401E-04   3.49013700E-05   1.74276637E-15   5.39562909E-05   2.29848339E-05  
  46               2.16280811E+00   6.87286245E+02   8.38209584E-01   1.60478159E-01   7.12193377E-04   4.66565398E-04   3.49011454E-05   7.77928141E-15   5.39559437E-05   2.29845120E-05  
  47               2.46463179E+00   7.14340327E+02   8.38211759E-01   1.60475985E-01   7.12188749E-04   4.66562367E-04   3.49009186E-05   3.14146621E-14   5.39555930E-05   2.29842007E-05  
  48               2.80533237E+00   7.42747526E+02   8.38213864E-01   1.60473867E-01   7.12184450E-04   4.66559550E-04   3.49007079E-05   1.21908476E-13   5.39552673E-05   2.29838973E-05  
  49               3.18895354E+00   7.71342996E+02   8.38215668E-01   1.60472005E-01   7.12180727E-04   4.66557111E-04   3.49005255E-05   4.30387456E-13   5.39549853E-05   2.29836305E-05  
  50               3.62066579E+00   8.01323918E+02   8.38217193E-01   1.60470284E-01   7.12177966E-04   4.66555303E-04   3.49003902E-05   1.46610638E-12   5.39547762E-05   2.29833838E-05  
  51               4.10709508E+00   8.31535804E+02   8.38218406E-01   1.60468832E-01   7.12179349E-04   4.66556209E-04   3.49004579E-05   4.59798182E-12   5.39548809E-05   2.29831752E-05  
  52               4.65513049E+00   8.63298659E+02   8.38219652E-01   1.60467570E-01   7.12181343E-04   4.66557515E-04   3.49005557E-05   1.40257207E-11   5.39550320E-05   2.29829932E-05  
  53               5.27143458E+00   8.95235322E+02   8.38220654E-01   1.60466530E-01   7.12179330E-04   4.66556196E-04   3.49004575E-05   3.96357656E-11   5.39548795E-05   2.29917677E-05  
  54               5.96233256E+00   9.28682563E+02   8.38221472E-01   1.60465595E-01   7.12177851E-04   4.66555228E-04   3.49003873E-05   1.08958823E-10   5.39547675E-05   2.30174172E-05  
  55               6.73461368E+00   9.62093996E+02   8.38221950E-01   1.60464790E-01   7.12177458E-04   4.66554970E-04   3.49003792E-05   2.78142219E-10   5.39547376E-05   2.30874322E-05  
  56               7.59679300E+00   9.97011231E+02   8.38221929E-01   1.60463968E-01   7.12179220E-04   4.66556124E-04   3.49005168E-05   6.92504411E-10   5.39548711E-05   2.32781625E-05  
  57               8.55983951E+00   1.03185279E+03   8.38221270E-01   1.60463149E-01   7.12187373E-04   4.66561465E-04   3.49011380E-05   1.61349121E-09   5.39554888E-05   2.37385284E-05  
  58               9.63488935E+00   1.06833751E+03   8.38220972E-01   1.60462331E-01   7.12199962E-04   4.66569711E-04   3.49026355E-05   3.68754623E-09   5.39564426E-05   2.42859588E-05  
  59               1.08333494E+01   1.10464505E+03   8.38221792E-01   1.60461506E-01   7.12197650E-04   4.66568190E-04   3.49058593E-05   7.92816180E-09   5.39562682E-05   2.42857281E-05  
  60               1.21671210E+01   1.14263041E+03   8.38222914E-01   1.60460366E-01   7.12194729E-04   4.66566235E-04   3.49174421E-05   1.67635147E-08   5.39560511E-05   2.42853757E-05  
  61               1.36510375E+01   1.17842065E+03   8.38224251E-01   1.60458975E-01   7.12191061E-04   4.66563582E-04   3.49562514E-05   3.22951707E-08   5.39557991E-05   2.42849043E-05  
  62               1.53042191E+01   1.21278303E+03   8.38225849E-01   1.60457235E-01   7.12185842E-04   4.66558913E-04   3.50717839E-05   5.81765909E-08   5.39555338E-05   2.42842750E-05  
  63               1.71512949E+01   1.24623337E+03   8.38227678E-01   1.60455066E-01   7.12175241E-04   4.66546673E-04   3.53789490E-05   9.96197231E-08   5.39552852E-05   2.42834461E-05  
  64               1.92174792E+01   1.27915079E+03   8.38229604E-01   1.60452383E-01   7.12146436E-04   4.66508197E-04   3.61161607E-05   1.64007322E-07   5.39551759E-05   2.42823678E-05  
  65               2.15269177E+01   1.31198108E+03   8.38231404E-01   1.60449066E-01   7.12057448E-04   4.66385166E-04   3.77176910E-05   2.62369433E-07   5.39553725E-05   2.42809681E-05  
  66               2.41021928E+01   1.34506481E+03   8.38232810E-01   1.60444977E-01   7.11790245E-04   4.66017741E-04   4.08471481E-05   4.10866962E-07   5.39561615E-05   2.42791514E-05  
  67               2.69640292E+01   1.37881065E+03   8.38233829E-01   1.60439986E-01   7.11047734E-04   4.65017859E-04   4.62890597E-05   6.34401620E-07   5.39577645E-05   2.42767781E-05  
  68               3.01371840E+01   1.41351410E+03   8.38235249E-01   1.60434115E-01   7.09181261E-04   4.62578619E-04   5.46407840E-05   9.70114996E-07   5.39600814E-05   2.42736589E-05  
  69               3.36645476E+01   1.44949647E+03   8.38239123E-01   1.60427644E-01   7.05025031E-04   4.57362717E-04   6.60125196E-05   1.47469239E-06   5.39626171E-05   2.42694749E-05  
  70               3.75966297E+01   1.48692153E+03   8.38248198E-01   1.60421064E-01   6.97030070E-04   4.47870341E-04   8.00842230E-05   2.23083875E-06   5.39640612E-05   2.42635648E-05  
  71               4.19819654E+01   1.52598939E+03   8.38263849E-01   1.60414628E-01   6.84239676E-04   4.33626379E-04   9.65024454E-05   3.36287093E-06   5.39643708E-05   2.42542351E-05  
  72               4.68587826E+01   1.56677449E+03   8.38283191E-01   1.60407849E-01   6.67380117E-04   4.15723477E-04   1.14994933E-04   5.05054018E-06   5.39628237E-05   2.42370992E-05  
  73               5.22454045E+01   1.60937019E+03   8.38305967E-01   1.60400923E-01   6.48883691E-04   3.95227194E-04   1.35587151E-04   7.55822337E-06   5.39631244E-05   2.41306303E-05  
  74               5.81331340E+01   1.65380779E+03   8.38314673E-01   1.60390262E-01   6.27464134E-04   3.73044450E-04   1.57672445E-04   1.12663604E-05   5.39596647E-05   2.41159779E-05  
  75               6.44734108E+01   1.70019958E+03   8.38326345E-01   1.60381157E-01   6.20108972E-04   3.46104621E-04   1.84535211E-04   1.67384893E-05   5.39825694E-05   2.31363795E-05  
  76               7.12687502E+01   1.74617286E+03   8.38347860E-01   1.60372928E-01   5.97978797E-04   3.23045497E-04   2.07437554E-04   2.42426306E-05   5.39776096E-05   2.31058156E-05  
  77               7.85258920E+01   1.79145614E+03   8.38362578E-01   1.60364724E-01   5.78462271E-04   3.01403230E-04   2.28906485E-04   3.42281016E-05   5.39688326E-05   2.30519617E-05  
  78               8.61607656E+01   1.83574139E+03   8.38364235E-01   1.60355667E-01   5.63701867E-04   2.80872490E-04   2.49240751E-04   4.71302583E-05   5.39504791E-05   2.29421233E-05  
  79               9.39612441E+01   1.87773846E+03   8.38348784E-01   1.60345628E-01   5.57295494E-04   2.61297596E-04   2.68605829E-04   6.28782539E-05   5.39199841E-05   2.27293893E-05  
  80               1.01614623E+02   1.91643416E+03   8.38304827E-01   1.60332724E-01   5.62054006E-04   2.42105392E-04   2.87584095E-04   8.10376644E-05   5.38670160E-05   2.23882020E-05  
  81               1.09783899E+02   1.95508836E+03   8.38224546E-01   1.60317076E-01   5.94856264E-04   2.18250340E-04   3.11236207E-04   1.03275703E-04   5.38191211E-05   2.17241408E-05  
  82               1.17378190E+02   1.98913007E+03   8.38217074E-01   1.60311760E-01   5.84103558E-04   2.07270629E-04   3.22006578E-04   1.26809801E-04   5.37344473E-05   2.16990494E-05  
  83               1.23969203E+02   2.01714003E+03   8.38207140E-01   1.60307364E-01   5.75950617E-04   1.98932766E-04   3.30157937E-04   1.49284273E-04   5.36467633E-05   2.16775508E-05  
  84               1.31269196E+02   2.04691400E+03   8.38192638E-01   1.60302597E-01   5.67853818E-04   1.90626286E-04   3.38251371E-04   1.76636372E-04   5.35478808E-05   2.16533773E-05  
  85               1.39370640E+02   2.07824936E+03   8.38163011E-01   1.60295651E-01   5.60044404E-04   1.82584802E-04   3.46045043E-04   2.09623645E-04   5.34359931E-05   2.16266229E-05  
  86               1.48402350E+02   2.11168214E+03   8.38135825E-01   1.60289972E-01   5.52337516E-04   1.74604564E-04   3.53746400E-04   2.50155684E-04   5.33163211E-05   2.15963656E-05  
  87               1.56180093E+02   2.13904773E+03   8.38108765E-01   1.60285129E-01   5.46576982E-04   1.68602266E-04   3.59503469E-04   2.87768848E-04   5.32070527E-05   2.15704417E-05  
  88               1.62499001E+02   2.16061445E+03   8.38084230E-01   1.60281141E-01   5.42305046E-04   1.64107451E-04   3.63793962E-04   3.20517493E-04   5.31148944E-05   2.15489268E-05  
  89               1.69627706E+02   2.18396323E+03   8.38054295E-01   1.60276681E-01   5.37993468E-04   1.59578483E-04   3.68089570E-04   3.59181069E-04   5.30107022E-05   2.15248450E-05  
  90               1.77628993E+02   2.20937325E+03   8.37985724E-01   1.60265498E-01   5.33583677E-04   1.54892577E-04   3.72487477E-04   4.05389317E-04   5.28912889E-05   2.14965258E-05  
  91               1.86637339E+02   2.23669674E+03   8.37940995E-01   1.60259817E-01   5.29229253E-04   1.50253333E-04   3.76820716E-04   4.60121136E-04   5.27573140E-05   2.14656491E-05  
  92               1.96897366E+02   2.26674769E+03   8.37885370E-01   1.60253068E-01   5.24768400E-04   1.45459342E-04   3.81256270E-04   5.26919858E-04   5.26067155E-05   2.14295598E-05  
  93               2.05033713E+02   2.28954370E+03   8.37838364E-01   1.60247661E-01   5.21684087E-04   1.42106974E-04   3.84320334E-04   5.82385340E-04   5.24856557E-05   2.14010952E-05  
  94               2.11232398E+02   2.30657122E+03   8.37800412E-01   1.60243414E-01   5.19470778E-04   1.39684935E-04   3.86518096E-04   6.26777538E-04   5.23932353E-05   2.13788295E-05  
  95               2.18333678E+02   2.32538682E+03   8.37753582E-01   1.60238171E-01   5.17213623E-04   1.37188051E-04   3.88755568E-04   6.78716346E-04   5.22865069E-05   2.13537259E-05  
  96               2.26445244E+02   2.34644011E+03   8.37693085E-01   1.60232065E-01   5.19484177E-04   1.33590232E-04   3.92085269E-04   7.40807695E-04   5.21706851E-05   2.13410810E-05  
  97               2.35683335E+02   2.36946946E+03   8.37629230E-01   1.60225489E-01   5.17171640E-04   1.30855553E-04   3.94478084E-04   8.13490842E-04   5.20323239E-05   2.13084651E-05  
  98               2.46175810E+02   2.39490026E+03   8.37552690E-01   1.60217771E-01   5.14775755E-04   1.27981482E-04   3.96956041E-04   9.00081610E-04   5.18764496E-05   2.12706997E-05  
  99               2.58062286E+02   2.42242897E+03   8.37462513E-01   1.60208909E-01   5.12472575E-04   1.25143821E-04   3.99340010E-04   1.00135543E-03   5.16987881E-05   2.12284121E-05  
  100              2.71495640E+02   2.45245663E+03   8.37354918E-01   1.60198531E-01   5.10173732E-04   1.22241992E-04   4.01718313E-04   1.12155488E-03   5.14997232E-05   2.11799281E-05  
  101              2.86643068E+02   2.48463248E+03   8.37228616E-01   1.60186606E-01   5.08053939E-04   1.19448257E-04   4.03913866E-04   1.26182393E-03   5.12748031E-05   2.11259507E-05  
