# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               CH4              Mg              
  1                1.00000000E-05   3.16984894E+02   8.38531224E-01   1.60520212E-01   1.31604355E-31   4.91203248E-04   3.08864952E-04   5.98332478E-05   5.88193723E-05   0.00000000E+00  
  2                3.43724659E-04   3.68414826E+02   8.38526075E-01   1.60525343E-01   2.35338076E-27   4.91212121E-04   3.08870531E-04   5.98343287E-05   5.88204348E-05   0.00000000E+00  
  3                7.11470820E-04   3.91502723E+02   8.38527326E-01   1.60524096E-01   1.09782145E-25   4.91210473E-04   3.08869495E-04   5.98341279E-05   5.88202375E-05   0.00000000E+00  
  4                1.13266508E-03   4.04904901E+02   8.38527466E-01   1.60523954E-01   8.03398062E-25   4.91210523E-04   3.08869527E-04   5.98341340E-05   5.88202435E-05   0.00000000E+00  
  5                1.61960034E-03   4.18072037E+02   8.38528012E-01   1.60523404E-01   5.19726576E-24   4.91209790E-04   3.08869065E-04   5.98340447E-05   5.88201556E-05   0.00000000E+00  
  6                2.18448878E-03   4.27763883E+02   8.38528065E-01   1.60523306E-01   1.86228158E-23   4.91210172E-04   3.08869305E-04   5.98340912E-05   5.88202013E-05   0.00000000E+00  
  7                2.84114099E-03   4.39153400E+02   8.38528173E-01   1.60522768E-01   8.05295693E-23   4.91208981E-04   3.08868556E-04   5.98339461E-05   5.88200587E-05   0.00000000E+00  
  8                3.60492601E-03   4.48299514E+02   8.38525750E-01   1.60522421E-01   2.42884047E-22   4.91245864E-04   3.08891748E-04   5.98384388E-05   5.88244753E-05   0.00000000E+00  
  9                4.49479159E-03   4.57944891E+02   8.38526250E-01   1.60521924E-01   7.49529673E-22   4.91244249E-04   3.08890733E-04   5.98382421E-05   5.88242819E-05   0.00000000E+00  
  10               5.53351280E-03   4.64995625E+02   8.38526191E-01   1.60521982E-01   1.61581252E-21   4.91244481E-04   3.08890879E-04   5.98382704E-05   5.88243098E-05   0.00000000E+00  
  11               6.74682683E-03   4.73771912E+02   8.38526375E-01   1.60521798E-01   4.17958891E-21   4.91244318E-04   3.08890776E-04   5.98382505E-05   5.88242902E-05   0.00000000E+00  
  12               8.16452271E-03   4.80384799E+02   8.38526289E-01   1.60521884E-01   8.17004587E-21   4.91244575E-04   3.08890938E-04   5.98382818E-05   5.88243209E-05   0.00000000E+00  
  13               9.82115912E-03   4.88979963E+02   8.38526449E-01   1.60521724E-01   1.95404564E-20   4.91244433E-04   3.08890849E-04   5.98382645E-05   5.88243040E-05   0.00000000E+00  
  14               1.17566471E-02   4.95598894E+02   8.38526371E-01   1.60521802E-01   3.66917127E-20   4.91244668E-04   3.08890996E-04   5.98382932E-05   5.88243321E-05   0.00000000E+00  
  15               1.40171463E-02   5.04506313E+02   8.38526548E-01   1.60521625E-01   8.59656660E-20   4.91244505E-04   3.08890894E-04   5.98382733E-05   5.88243126E-05   0.00000000E+00  
  16               1.66561126E-02   5.11513928E+02   8.38526505E-01   1.60521668E-01   1.61394641E-19   4.91244687E-04   3.08891008E-04   5.98382954E-05   5.88243344E-05   0.00000000E+00  
  17               1.97360897E-02   5.20852991E+02   8.38526696E-01   1.60521478E-01   3.73789258E-19   4.91244501E-04   3.08890891E-04   5.98382728E-05   5.88243121E-05   0.00000000E+00  
  18               2.33294037E-02   5.28367932E+02   8.38526685E-01   1.60521488E-01   7.06668298E-19   4.91244633E-04   3.08890975E-04   5.98382889E-05   5.88243280E-05   0.00000000E+00  
  19               2.75194298E-02   5.38470890E+02   8.38526907E-01   1.60521267E-01   1.66094481E-18   4.91244414E-04   3.08890837E-04   5.98382623E-05   5.88243017E-05   0.00000000E+00  
  20               3.24024530E-02   5.46824090E+02   8.38526946E-01   1.60521227E-01   3.23689763E-18   4.91244482E-04   3.08890880E-04   5.98382705E-05   5.88243099E-05   0.00000000E+00  
  21               3.80891718E-02   5.57797024E+02   8.38527188E-01   1.60520986E-01   7.71918794E-18   4.91244241E-04   3.08890728E-04   5.98382412E-05   5.88242810E-05   0.00000000E+00  
  22               4.47056714E-02   5.67091971E+02   8.38527267E-01   1.60520907E-01   1.54832954E-17   4.91244253E-04   3.08890735E-04   5.98382426E-05   5.88242824E-05   0.00000000E+00  
  23               5.23954581E-02   5.79201383E+02   8.38527531E-01   1.60520643E-01   3.78819598E-17   4.91244002E-04   3.08890578E-04   5.98382120E-05   5.88242524E-05   0.00000000E+00  
  24               6.13227560E-02   5.89786029E+02   8.38527656E-01   1.60520518E-01   7.94184390E-17   4.91243958E-04   3.08890550E-04   5.98382067E-05   5.88242472E-05   0.00000000E+00  
  25               7.16737396E-02   6.03253263E+02   8.38527934E-01   1.60520240E-01   1.99832876E-16   4.91243692E-04   3.08890382E-04   5.98381742E-05   5.88242152E-05   0.00000000E+00  
  26               8.36562891E-02   6.15294354E+02   8.38528092E-01   1.60520082E-01   4.36225784E-16   4.91243608E-04   3.08890330E-04   5.98381640E-05   5.88242052E-05   0.00000000E+00  
  27               9.75036875E-02   6.30384755E+02   8.38528375E-01   1.60519798E-01   1.13108759E-15   4.91243367E-04   3.08890179E-04   5.98381347E-05   5.88241764E-05   0.00000000E+00  
  28               1.13488091E-01   6.44289772E+02   8.38528559E-01   1.60519613E-01   2.59467306E-15   4.91243253E-04   3.08890107E-04   5.98381208E-05   5.88241627E-05   0.00000000E+00  
  29               1.31920964E-01   6.61473224E+02   8.38528836E-01   1.60519326E-01   6.99978052E-15   4.91243147E-04   3.08890040E-04   5.98381078E-05   5.88241499E-05   0.00000000E+00  
  30               1.53144038E-01   6.77593450E+02   8.38529029E-01   1.60519127E-01   1.68459999E-14   4.91243005E-04   3.08889951E-04   5.98380905E-05   5.88241329E-05   0.00000000E+00  
  31               1.77530637E-01   6.97145138E+02   8.38529249E-01   1.60518848E-01   4.68658105E-14   4.91243635E-04   3.08890347E-04   5.98381673E-05   5.88242084E-05   0.00000000E+00  
  32               2.05477716E-01   7.15922812E+02   8.38529409E-01   1.60518640E-01   1.18148164E-13   4.91243413E-04   3.08890207E-04   5.98381403E-05   5.88241818E-05   0.00000000E+00  
  33               2.37422123E-01   7.38365562E+02   8.38529530E-01   1.60518364E-01   3.39083890E-13   4.91246954E-04   3.08892434E-04   5.98385716E-05   5.88246058E-05   0.00000000E+00  
  34               2.73827898E-01   7.60226277E+02   8.38529515E-01   1.60518125E-01   8.87972588E-13   4.91246755E-04   3.08892309E-04   5.98385473E-05   5.88245820E-05   0.00000000E+00  
  35               3.15227144E-01   7.85826744E+02   8.38529750E-01   1.60517880E-01   2.58391900E-12   4.91248991E-04   3.08893715E-04   5.98388198E-05   5.88248498E-05   0.00000000E+00  
  36               3.62240975E-01   8.11013590E+02   8.38529969E-01   1.60517648E-01   6.89297668E-12   4.91248886E-04   3.08893649E-04   5.98388070E-05   5.88248372E-05   0.00000000E+00  
  37               4.15512123E-01   8.39957147E+02   8.38530278E-01   1.60517294E-01   1.99321426E-11   4.91248756E-04   3.08893567E-04   5.98387911E-05   5.88248216E-05   0.00000000E+00  
  38               4.75713739E-01   8.68526553E+02   8.38530652E-01   1.60516779E-01   5.28475791E-11   4.91248850E-04   3.08893626E-04   5.98388026E-05   5.88248329E-05   0.00000000E+00  
  39               5.43534165E-01   9.00671363E+02   8.38531300E-01   1.60515708E-01   1.47789603E-10   4.91249804E-04   3.08894226E-04   5.98389187E-05   5.88249471E-05   0.00000000E+00  
  40               6.19605051E-01   9.32287662E+02   8.38531896E-01   1.60513687E-01   3.77845143E-10   4.91253648E-04   3.08896643E-04   5.98393870E-05   5.88254074E-05   0.00000000E+00  
  41               7.04709212E-01   9.67185345E+02   8.38534075E-01   1.60509643E-01   9.95463345E-10   4.91256991E-04   3.08898745E-04   5.98397941E-05   5.88258076E-05   0.00000000E+00  
  42               7.99801770E-01   1.00126416E+03   8.38540758E-01   1.60502982E-01   2.39248944E-09   4.91246682E-04   3.08892261E-04   5.98385382E-05   5.88245729E-05   0.00000000E+00  
  43               9.05894896E-01   1.03817353E+03   8.38552905E-01   1.60490876E-01   5.80981097E-09   4.91227958E-04   3.08880482E-04   5.98362563E-05   5.88223293E-05   9.26846260E-16  
  44               1.02413366E+00   1.07371621E+03   8.38569642E-01   1.60474196E-01   1.28279261E-08   4.91203360E-04   3.08864989E-04   5.98332555E-05   5.88193759E-05   6.44426185E-15  
  45               1.15572573E+00   1.11150623E+03   8.38592830E-01   1.60451078E-01   2.82040135E-08   4.91168904E-04   3.08843215E-04   5.98290405E-05   5.88152078E-05   4.51602479E-14  
  46               1.30195690E+00   1.14750763E+03   8.38617099E-01   1.60426857E-01   5.66413026E-08   4.91134481E-04   3.08821108E-04   5.98247774E-05   5.88108541E-05   2.56951874E-13  
  47               1.46457837E+00   1.18561538E+03   8.38643615E-01   1.60400357E-01   1.13250936E-07   4.91097189E-04   3.08795835E-04   5.98199847E-05   5.88052352E-05   1.46343374E-12  
  48               1.64547483E+00   1.22195649E+03   8.38666546E-01   1.60377377E-01   2.09591553E-07   4.91071067E-04   3.08772636E-04   5.98159732E-05   5.87967450E-05   6.89506593E-12  
  49               1.84668592E+00   1.26048814E+03   8.38688436E-01   1.60355348E-01   3.87620843E-07   4.91058577E-04   3.08742677E-04   5.98120146E-05   5.87740599E-05   3.24655133E-11  
  50               2.07059681E+00   1.29721974E+03   8.38705435E-01   1.60338112E-01   6.69987367E-07   4.91086859E-04   3.08696225E-04   5.98090554E-05   5.87033692E-05   1.28301044E-10  
  51               2.31975265E+00   1.33613384E+03   8.38720557E-01   1.60322633E-01   1.15872407E-06   4.91186487E-04   3.08596609E-04   5.98062727E-05   5.84954221E-05   5.04875488E-10  
  52               2.59691288E+00   1.37315960E+03   8.38731648E-01   1.60311186E-01   1.88667842E-06   4.91427642E-04   3.08384479E-04   5.98042335E-05   5.79480432E-05   1.69367772E-09  
  53               2.90559463E+00   1.41239805E+03   8.38741302E-01   1.60301231E-01   3.07844003E-06   4.91905144E-04   3.07963998E-04   5.98022630E-05   5.66983630E-05   5.66456325E-09  
  54               3.25045864E+00   1.44979169E+03   8.38746869E-01   1.60293885E-01   4.76529126E-06   4.92760816E-04   3.07238054E-04   5.98006595E-05   5.42155381E-05   1.64860246E-08  
  55               3.63649606E+00   1.48957676E+03   8.38753830E-01   1.60288214E-01   7.41141131E-06   4.94189907E-04   3.06184977E-04   5.98015069E-05   4.99613504E-05   2.91941636E-08  
  56               4.06871344E+00   1.52762934E+03   8.38754920E-01   1.60283471E-01   1.10128682E-05   4.96307974E-04   3.04950622E-04   5.97998677E-05   4.40576756E-05   1.24268888E-07  
  57               4.54961949E+00   1.56832371E+03   8.38745053E-01   1.60277976E-01   1.64919803E-05   4.99450320E-04   3.04532074E-04   5.98186658E-05   3.69092962E-05   3.21758147E-07  
  58               5.07664936E+00   1.60771702E+03   8.38740865E-01   1.60276417E-01   2.38368260E-05   5.03196561E-04   3.06238714E-04   5.98203697E-05   2.98856983E-05   6.53416252E-07  
  59               5.64007206E+00   1.65050055E+03   8.38727610E-01   1.60272266E-01   3.50100484E-05   5.07314646E-04   3.07894238E-04   5.98231072E-05   2.41502908E-05   2.51944971E-06  
  60               6.22056836E+00   1.69430805E+03   8.38698248E-01   1.60267081E-01   5.09891176E-05   5.11584716E-04   3.14241855E-04   5.98346769E-05   1.90583618E-05   8.64699065E-06  
  61               6.78861373E+00   1.73408460E+03   8.38640939E-01   1.60259640E-01   7.04881355E-05   5.15393428E-04   3.30584418E-04   5.98553325E-05   1.49732698E-05   2.19898193E-05  
  62               7.30958161E+00   1.76832029E+03   8.38569187E-01   1.60252313E-01   9.19976919E-05   5.18452724E-04   3.56018117E-04   5.98956039E-05   1.18169120E-05   4.24685870E-05  
  63               7.75890536E+00   1.79629224E+03   8.38506406E-01   1.60247762E-01   1.13442052E-04   5.20517851E-04   3.79442431E-04   5.99288916E-05   9.63316079E-06   6.45875174E-05  
  64               8.25239814E+00   1.82558334E+03   8.38478134E-01   1.60244331E-01   1.40242793E-04   5.21708162E-04   3.84146895E-04   5.99287365E-05   8.57397467E-06   6.44705703E-05  
  65               8.66602485E+00   1.84901949E+03   8.38443598E-01   1.60239722E-01   1.65308518E-04   5.22520436E-04   3.84428471E-04   5.99445968E-05   7.85043167E-06   6.43737406E-05  
  66               8.98226251E+00   1.86636111E+03   8.38424892E-01   1.60237878E-01   1.86172609E-04   5.22980768E-04   3.84093055E-04   5.99428217E-05   7.37058538E-06   6.43014198E-05  
  67               9.33656923E+00   1.88519805E+03   8.38402394E-01   1.60235714E-01   2.11260508E-04   5.23441051E-04   3.83633246E-04   5.99408710E-05   6.89793094E-06   6.42214113E-05  
  68               9.73635708E+00   1.90576832E+03   8.38374915E-01   1.60233123E-01   2.41787963E-04   5.23886270E-04   3.83143505E-04   5.99384894E-05   6.43240279E-06   6.41323566E-05  
  69               1.01880140E+01   1.92819007E+03   8.38341258E-01   1.60230009E-01   2.79115457E-04   5.24251233E-04   3.82618314E-04   5.99327433E-05   5.97807765E-06   6.40332548E-05  
  70               1.05127717E+01   1.94377676E+03   8.38315023E-01   1.60227576E-01   3.07745031E-04   5.24682416E-04   3.82411684E-04   5.99837332E-05   5.69197391E-06   6.39629790E-05  
  71               1.07342019E+01   1.95421808E+03   8.38267006E-01   1.60220260E-01   3.28238636E-04   5.24782785E-04   3.82170297E-04   5.99803961E-05   5.51132984E-06   6.39131981E-05  
  72               1.09846731E+01   1.96576954E+03   8.38245203E-01   1.60218298E-01   3.52202073E-04   5.24942445E-04   3.81961357E-04   5.99773316E-05   5.32262397E-06   6.38599832E-05  
  73               1.12708826E+01   1.97875747E+03   8.38219111E-01   1.60215941E-01   3.80844990E-04   5.25125015E-04   3.81743283E-04   5.99737632E-05   5.12230069E-06   6.37995404E-05  
  74               1.15984085E+01   1.99322566E+03   8.38187986E-01   1.60213144E-01   4.14933791E-04   5.25317573E-04   3.81533388E-04   5.99696820E-05   4.91424283E-06   6.37311611E-05  
  75               1.19716248E+01   2.00936909E+03   8.38150582E-01   1.60209793E-01   4.55885538E-04   5.25515212E-04   3.81296479E-04   5.99644911E-05   4.69749309E-06   6.36539611E-05  
  76               1.23973438E+01   2.02719548E+03   8.38105791E-01   1.60205802E-01   5.04812764E-04   5.25713709E-04   3.81088233E-04   5.99582255E-05   4.47730302E-06   6.35671228E-05  
  77               1.28813306E+01   2.04693539E+03   8.38051735E-01   1.60201000E-01   5.63904058E-04   5.25911816E-04   3.80834559E-04   5.99503862E-05   4.25280773E-06   6.34695544E-05  
  78               1.34297120E+01   2.06845151E+03   8.37987126E-01   1.60195282E-01   6.34467357E-04   5.26102604E-04   3.80578204E-04   5.99408025E-05   4.03161327E-06   6.33608554E-05  
  79               1.40489436E+01   2.09198605E+03   8.37909058E-01   1.60188392E-01   7.19667270E-04   5.26286520E-04   3.80318326E-04   5.99288838E-05   3.81110255E-06   6.32398723E-05  
  80               1.47459027E+01   2.11729395E+03   8.37816022E-01   1.60180202E-01   8.21130996E-04   5.26455102E-04   3.80063579E-04   5.99144921E-05   3.60001977E-06   6.31064146E-05  
  81               1.55278960E+01   2.14465071E+03   8.37703838E-01   1.60170347E-01   9.43410201E-04   5.26610207E-04   3.79809143E-04   5.98970969E-05   3.39435806E-06   6.29592316E-05  
  82               1.64027505E+01   2.17368994E+03   8.37570811E-01   1.60158684E-01   1.08833594E-03   5.26742847E-04   3.79564047E-04   5.98766873E-05   3.20290622E-06   6.27983938E-05  
  83               1.73788340E+01   2.20475507E+03   8.37410951E-01   1.60144686E-01   1.26243080E-03   5.26856402E-04   3.79321066E-04   5.98528866E-05   3.01985671E-06   6.26224818E-05  
  84               1.84652179E+01   2.23732740E+03   8.37222808E-01   1.60128233E-01   1.46725926E-03   5.26941513E-04   3.79089903E-04   5.98255445E-05   2.85414104E-06   6.24319226E-05  
  85               1.96717173E+01   2.27182227E+03   8.36998187E-01   1.60108606E-01   1.71174286E-03   5.27002341E-04   3.78861445E-04   5.97943366E-05   2.69864135E-06   6.22251048E-05  
  86               2.10091040E+01   2.30760655E+03   8.36734270E-01   1.60085358E-01   1.99677254E-03   5.27028890E-04   3.78651780E-04   5.97585406E-05   2.56161120E-06   6.20026136E-05  
