# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               H2S             
  18               5.60437049E-03   4.87957409E+02   8.38492486E-01   1.60512746E-01   2.31033235E-20   5.29015232E-04   3.71516018E-04   6.04553567E-05   0.00000000E+00   2.29890924E-05  
  19               6.47322553E-03   4.94399723E+02   8.38492531E-01   1.60512700E-01   4.34605634E-20   5.29016105E-04   3.71516631E-04   6.04554565E-05   0.00000000E+00   2.29890858E-05  
  20               7.46344917E-03   5.06372712E+02   8.38492930E-01   1.60512300E-01   1.42836064E-19   5.29016461E-04   3.71516881E-04   6.04554971E-05   0.00000000E+00   2.29890285E-05  
  21               8.59149540E-03   5.13287380E+02   8.38492978E-01   1.60512250E-01   2.68532598E-19   5.29017350E-04   3.71517505E-04   6.04555987E-05   0.00000000E+00   2.29890214E-05  
  22               9.87642390E-03   5.25842159E+02   8.38493315E-01   1.60511912E-01   8.54416671E-19   5.29017819E-04   3.71517835E-04   6.04556523E-05   0.00000000E+00   2.29889730E-05  
  23               1.13395763E-02   5.33447733E+02   8.38493371E-01   1.60511854E-01   1.63082413E-18   5.29018723E-04   3.71518470E-04   6.04557556E-05   0.00000000E+00   2.29889647E-05  
  24               1.30049867E-02   5.46964665E+02   8.38493666E-01   1.60511559E-01   5.17288504E-18   5.29019288E-04   3.71518866E-04   6.04558202E-05   0.00000000E+00   2.29889223E-05  
  25               1.48993952E-02   5.55618978E+02   8.38493735E-01   1.60511488E-01   1.02509957E-17   5.29020207E-04   3.71519512E-04   6.04559252E-05   0.00000000E+00   2.29889122E-05  
  26               1.70529451E-02   5.70224677E+02   8.38493988E-01   1.60511234E-01   3.23797745E-17   5.29020879E-04   3.71519984E-04   6.04560020E-05   0.00000000E+00   2.29888758E-05  
  27               1.94987561E-02   5.80054646E+02   8.38494062E-01   1.60511157E-01   6.64054886E-17   5.29021831E-04   3.71520652E-04   6.04561108E-05   0.00000000E+00   2.29888648E-05  
  28               2.22734687E-02   5.96094243E+02   8.38494280E-01   1.60510938E-01   2.11749484E-16   5.29022604E-04   3.71521195E-04   6.04561991E-05   0.00000000E+00   2.29888334E-05  
  29               2.54165592E-02   6.07582092E+02   8.38494360E-01   1.60510854E-01   4.58576309E-16   5.29023595E-04   3.71521891E-04   6.04563124E-05   0.00000000E+00   2.29888215E-05  
  30               2.89716404E-02   6.25469820E+02   8.38494546E-01   1.60510666E-01   1.49192333E-15   5.29024548E-04   3.71522560E-04   6.04564213E-05   0.00000000E+00   2.29887945E-05  
  31               3.29879983E-02   6.38826752E+02   8.38494614E-01   1.60510581E-01   3.38662371E-15   5.29025586E-04   3.71523290E-04   6.04565400E-05   0.00000000E+00   2.29887824E-05  
  32               3.75225780E-02   6.58670741E+02   8.38494768E-01   1.60510424E-01   1.10685039E-14   5.29027137E-04   3.71524378E-04   6.04567171E-05   0.00000000E+00   2.29887598E-05  
  33               4.26352117E-02   6.74289652E+02   8.38494802E-01   1.60510334E-01   2.63591941E-14   5.29028137E-04   3.71525081E-04   6.04568314E-05   0.00000000E+00   2.29887468E-05  
  34               4.83892795E-02   6.96750608E+02   8.38494793E-01   1.60510158E-01   8.78510175E-14   5.29033120E-04   3.71528580E-04   6.04574009E-05   0.00000000E+00   2.29887217E-05  
  35               5.48490622E-02   7.15314234E+02   8.38494838E-01   1.60510042E-01   2.21572188E-13   5.29034176E-04   3.71529322E-04   6.04575216E-05   0.00000000E+00   2.29887049E-05  
  36               6.20810429E-02   7.40844417E+02   8.38494878E-01   1.60509781E-01   7.47840746E-13   5.29038364E-04   3.71532264E-04   6.04580002E-05   0.00000000E+00   2.29886673E-05  
  37               7.01474458E-02   7.62756575E+02   8.38495165E-01   1.60509485E-01   1.96991092E-12   5.29039426E-04   3.71533009E-04   6.04581215E-05   0.00000000E+00   2.29886244E-05  
  38               7.91209407E-02   7.92537138E+02   8.38496055E-01   1.60508572E-01   6.86756576E-12   5.29039598E-04   3.71533130E-04   6.04581411E-05   0.00000000E+00   2.29941419E-05  
  39               8.90840323E-02   8.18656420E+02   8.38497671E-01   1.60506873E-01   1.88781470E-11   5.29038907E-04   3.71532644E-04   6.04580622E-05   0.00000000E+00   2.30090333E-05  
  40               1.00135141E-01   8.49571148E+02   8.38501966E-01   1.60502327E-01   5.81145284E-11   5.29034816E-04   3.71529772E-04   6.04575947E-05   0.00000000E+00   2.30667448E-05  
  41               1.12368140E-01   8.76652267E+02   8.38508764E-01   1.60494757E-01   1.44485377E-10   5.29028761E-04   3.71525519E-04   6.04569027E-05   0.00000000E+00   2.32133287E-05  
  42               1.25872759E-01   9.08594085E+02   8.38523633E-01   1.60478349E-01   3.97528283E-10   5.29018195E-04   3.71518099E-04   6.04556952E-05   0.00000000E+00   2.37060187E-05  
  43               1.40735809E-01   9.36485994E+02   8.38543078E-01   1.60457807E-01   9.01288621E-10   5.28987780E-04   3.71496739E-04   6.04522195E-05   0.00000000E+00   2.42853236E-05  
  44               1.57097537E-01   9.69307125E+02   8.38575233E-01   1.60425754E-01   2.23955389E-09   5.28940241E-04   3.71463354E-04   6.04467868E-05   0.00000000E+00   2.42803861E-05  
  45               1.75110367E-01   9.98094217E+02   8.38604468E-01   1.60396612E-01   4.69708678E-09   5.28898867E-04   3.71434297E-04   6.04420586E-05   5.52616783E-16   2.42758495E-05  
  46               1.94921143E-01   1.03188587E+03   8.38638742E-01   1.60362451E-01   1.07038430E-08   5.28850737E-04   3.71400496E-04   6.04365583E-05   4.54177167E-15   2.42704308E-05  
  47               2.16667091E-01   1.06159953E+03   8.38663493E-01   1.60337782E-01   2.09794566E-08   5.28817831E-04   3.71377386E-04   6.04327977E-05   2.53871836E-14   2.42663526E-05  
  48               2.40487648E-01   1.09625030E+03   8.38687956E-01   1.60313385E-01   4.42015114E-08   5.28785744E-04   3.71354851E-04   6.04291306E-05   1.69777850E-13   2.42620198E-05  
  49               2.66512804E-01   1.12676015E+03   8.38703517E-01   1.60297837E-01   8.14014945E-08   5.28767248E-04   3.71341858E-04   6.04270165E-05   7.94320339E-13   2.42588192E-05  
  50               2.94927274E-01   1.16210833E+03   8.38717484E-01   1.60283827E-01   1.59628176E-07   5.28751124E-04   3.71330530E-04   6.04251729E-05   4.28496903E-12   2.42552015E-05  
  51               3.25985244E-01   1.19346900E+03   8.38725727E-01   1.60275467E-01   2.78602377E-07   5.28743448E-04   3.71325142E-04   6.04242939E-05   1.69835261E-11   2.42520084E-05  
  52               3.59941279E-01   1.22963457E+03   8.38732601E-01   1.60268338E-01   5.14053457E-07   5.28737540E-04   3.71321028E-04   6.04236152E-05   7.59603905E-11   2.42475983E-05  
  53               3.97032217E-01   1.26199403E+03   8.38736342E-01   1.60264212E-01   8.57460744E-07   5.28736022E-04   3.71320126E-04   6.04234354E-05   2.62218158E-10   2.42425692E-05  
  54               4.37506874E-01   1.29891392E+03   8.38739039E-01   1.60260781E-01   1.49742314E-06   5.28735671E-04   3.71320400E-04   6.04233844E-05   9.99268981E-10   2.42338663E-05  
  55               4.81604606E-01   1.33223842E+03   8.38739972E-01   1.60258751E-01   2.39728900E-06   5.28737688E-04   3.71323339E-04   6.04235968E-05   3.06887268E-09   2.42205672E-05  
  56               5.29575626E-01   1.36982744E+03   8.38739611E-01   1.60256991E-01   3.98281068E-06   5.28742862E-04   3.71330879E-04   6.04241589E-05   1.02060920E-08   2.41896363E-05  
  57               5.81692305E-01   1.40405709E+03   8.38735375E-01   1.60255394E-01   6.14158505E-06   5.28747583E-04   3.71343869E-04   6.04246533E-05   2.82947707E-08   2.41265783E-05  
  58               6.38344761E-01   1.44228204E+03   8.38731917E-01   1.60254825E-01   9.75853291E-06   5.28809533E-04   3.71408560E-04   6.04316676E-05   5.09692871E-08   2.36082172E-05  
  59               6.99834394E-01   1.47746811E+03   8.38713598E-01   1.60251284E-01   1.45588711E-05   5.28805645E-04   3.71449502E-04   6.04311356E-05   2.10735884E-07   2.35881506E-05  
  60               7.66344379E-01   1.51608878E+03   8.38704487E-01   1.60252990E-01   2.21744323E-05   5.28969682E-04   3.71650032E-04   6.04497709E-05   3.74129119E-07   2.16870587E-05  
  61               8.37653596E-01   1.55174810E+03   8.38693185E-01   1.60251776E-01   3.19616318E-05   5.28983240E-04   3.71794757E-04   6.04512028E-05   1.34572113E-06   2.16710275E-05  
  62               9.13458597E-01   1.58978276E+03   8.38669777E-01   1.60249438E-01   4.64623659E-05   5.29036568E-04   3.72027233E-04   6.04571964E-05   4.73479444E-06   2.15545613E-05  
  63               9.92611713E-01   1.62458465E+03   8.38637580E-01   1.60247166E-01   6.42108937E-05   5.29107013E-04   3.72394618E-04   6.04651746E-05   1.28248981E-05   2.12766430E-05  
  64               1.07247221E+00   1.65960625E+03   8.38581977E-01   1.60243552E-01   8.78504939E-05   5.29296778E-04   3.72943125E-04   6.04868585E-05   2.96742979E-05   2.07796973E-05  
  65               1.14920853E+00   1.68962839E+03   8.38507399E-01   1.60242209E-01   1.13469218E-04   5.29493876E-04   3.73539406E-04   6.05094590E-05   6.59991713E-05   1.99886131E-05  
  66               1.23157831E+00   1.72168949E+03   8.38475142E-01   1.60239279E-01   1.47833462E-04   5.29708165E-04   3.74142676E-04   6.05341570E-05   6.59478542E-05   1.99957899E-05  
  67               1.30439118E+00   1.74753529E+03   8.38443681E-01   1.60236442E-01   1.81392219E-04   5.29870309E-04   3.74695965E-04   6.05530750E-05   6.59039515E-05   1.99929213E-05  
  68               1.36490134E+00   1.76895100E+03   8.38413407E-01   1.60233752E-01   2.14050112E-04   5.29860137E-04   3.74996558E-04   6.05523197E-05   6.58672877E-05   1.99837487E-05  
  69               1.43151087E+00   1.79092392E+03   8.38346719E-01   1.60224648E-01   2.52360783E-04   5.29855073E-04   3.75198909E-04   6.05521388E-05   6.58254790E-05   1.99676840E-05  
  70               1.50529978E+00   1.81476908E+03   8.38302331E-01   1.60220743E-01   3.00435723E-04   5.29845560E-04   3.75396120E-04   6.05516269E-05   6.57820205E-05   1.99433612E-05  
  71               1.58721291E+00   1.83977294E+03   8.38248619E-01   1.60216025E-01   3.58686603E-04   5.29813166E-04   3.75567944E-04   6.05488229E-05   6.57346293E-05   1.99095229E-05  
  72               1.65261986E+00   1.85932350E+03   8.38199965E-01   1.60211681E-01   4.10664796E-04   5.30252686E-04   3.76057233E-04   6.06005820E-05   6.56968365E-05   1.98765470E-05  
  73               1.70160512E+00   1.87324638E+03   8.38162534E-01   1.60208394E-01   4.51229388E-04   5.30232992E-04   3.76200132E-04   6.05996525E-05   6.56690565E-05   1.98497906E-05  
  74               1.75590320E+00   1.88864000E+03   8.38117508E-01   1.60204449E-01   5.00059615E-04   5.30213404E-04   3.76318476E-04   6.05984823E-05   6.56381677E-05   1.98166583E-05  
  75               1.81591233E+00   1.90483559E+03   8.38066104E-01   1.60199947E-01   5.55860298E-04   5.30194462E-04   3.76408172E-04   6.05970920E-05   6.56046068E-05   1.97780383E-05  
  76               1.88202516E+00   1.92247101E+03   8.38004688E-01   1.60194573E-01   6.22542720E-04   5.30175472E-04   3.76467345E-04   6.05953747E-05   6.55676362E-05   1.97311834E-05  
  77               1.95460586E+00   1.94090861E+03   8.37934382E-01   1.60188431E-01   6.98910167E-04   5.30156669E-04   3.76496501E-04   6.05933593E-05   6.55276984E-05   1.96774348E-05  
  78               2.03394931E+00   1.96067316E+03   8.37851226E-01   1.60181167E-01   7.89321559E-04   5.30136722E-04   3.76492131E-04   6.05909057E-05   6.54841610E-05   1.96132028E-05  
  79               2.12012193E+00   1.98111040E+03   8.37756485E-01   1.60172894E-01   8.92353777E-04   5.30115434E-04   3.76458736E-04   6.05880175E-05   6.54376005E-05   1.95405040E-05  
  80               2.21387466E+00   2.00275387E+03   8.37645278E-01   1.60163187E-01   1.01331354E-03   5.30089868E-04   3.76400705E-04   6.05843845E-05   6.53872106E-05   1.94558541E-05  
  81               2.31663056E+00   2.02531606E+03   8.37516967E-01   1.60151990E-01   1.15288769E-03   5.30060122E-04   3.76324533E-04   6.05800665E-05   6.53328099E-05   1.93598269E-05  
  82               2.42908770E+00   2.04916493E+03   8.37366092E-01   1.60138825E-01   1.31701213E-03   5.30024091E-04   3.76233634E-04   6.05748436E-05   6.52737396E-05   1.92490719E-05  
  83               2.55199477E+00   2.07392408E+03   8.37192025E-01   1.60123638E-01   1.50636712E-03   5.29981029E-04   3.76131339E-04   6.05686277E-05   6.52101318E-05   1.91246302E-05  
  84               2.68616847E+00   2.09983540E+03   8.36988976E-01   1.60105924E-01   1.72724784E-03   5.29928978E-04   3.76018072E-04   6.05611447E-05   6.51414101E-05   1.89836788E-05  
  85               2.83249011E+00   2.12663192E+03   8.36755179E-01   1.60085529E-01   1.98157758E-03   5.29867174E-04   3.75894476E-04   6.05522282E-05   6.50675736E-05   1.88269857E-05  
  86               2.99192581E+00   2.15442947E+03   8.36484858E-01   1.60061950E-01   2.27563714E-03   5.29793887E-04   3.75759251E-04   6.05415687E-05   6.49881446E-05   1.86526418E-05  
  87               3.16552248E+00   2.18308595E+03   8.36174586E-01   1.60034887E-01   2.61315340E-03   5.29708076E-04   3.75611630E-04   6.05289386E-05   6.49029525E-05   1.84609286E-05  
  88               3.35443119E+00   2.21258398E+03   8.35819263E-01   1.60003897E-01   2.99967602E-03   5.29608257E-04   3.75450239E-04   6.05140791E-05   6.48116533E-05   1.82513300E-05  
  89               3.55991304E+00   2.24288122E+03   8.35413753E-01   1.59968530E-01   3.44078992E-03   5.29492951E-04   3.75274691E-04   6.04967778E-05   6.47139201E-05   1.80237577E-05  
  90               3.78336979E+00   2.27384990E+03   8.34954289E-01   1.59928459E-01   3.94057814E-03   5.29360931E-04   3.75098663E-04   6.04768919E-05   6.46095446E-05   1.77793305E-05  
  91               4.02634127E+00   2.30554140E+03   8.34431653E-01   1.59882651E-01   4.50668832E-03   5.29209192E-04   3.75167164E-04   6.04541571E-05   6.44978660E-05   1.75174891E-05  
  92               4.29051694E+00   2.33778367E+03   8.33839349E-01   1.59831535E-01   5.14203444E-03   5.29038323E-04   3.80982379E-04   6.04283713E-05   6.43790236E-05   1.72691897E-05  
  93               4.57750749E+00   2.37063282E+03   8.33183826E-01   1.59774353E-01   5.85483790E-03   5.28850940E-04   3.80999544E-04   6.04015251E-05   6.42525037E-05   1.69759989E-05  
  94               4.88933521E+00   2.40393830E+03   8.32454955E-01   1.59710797E-01   6.64763220E-03   5.28635584E-04   3.80777114E-04   6.03695048E-05   6.41181219E-05   1.66701702E-05  
  95               5.22846895E+00   2.43773488E+03   8.31645922E-01   1.59640253E-01   7.52763225E-03   5.28397574E-04   3.80517309E-04   6.03345142E-05   6.39753267E-05   1.63523978E-05  
  96               5.59736080E+00   2.47201539E+03   8.30750891E-01   1.59562212E-01   8.50118173E-03   5.28133677E-04   3.80223578E-04   6.02958749E-05   6.38237039E-05   1.60239304E-05  
  97               5.99878012E+00   2.50661372E+03   8.29770163E-01   1.59476702E-01   9.56795106E-03   5.27843815E-04   3.79897111E-04   6.02534491E-05   6.36631911E-05   1.56884675E-05  
  98               6.43574736E+00   2.54177090E+03   8.28689309E-01   1.59382464E-01   1.07436326E-02   5.27523849E-04   3.79533744E-04   6.02066934E-05   6.34928077E-05   1.53439488E-05  
  99               6.91161822E+00   2.57699080E+03   8.27524096E-01   1.59280874E-01   1.20110732E-02   5.27178087E-04   3.79139953E-04   6.01559368E-05   6.33133543E-05   1.49992027E-05  
  100              7.43008857E+00   2.61294363E+03   8.26240441E-01   1.59168960E-01   1.34073448E-02   5.26796829E-04   3.78704344E-04   6.01000108E-05   6.31227134E-05   1.46457122E-05  
  101              7.99532610E+00   2.64867963E+03   8.24880520E-01   1.59050400E-01   1.48865659E-02   5.26391855E-04   3.78243229E-04   6.00400256E-05   6.29230392E-05   1.42994420E-05  
