# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   4.37158344E+02   8.38494234E-01   1.60509191E-01   1.03249085E-21   5.29346967E-04   3.74841958E-04   6.06057796E-05   0.00000000E+00   0.00000000E+00  
  2                1.61530131E-05   5.00666015E+02   8.38494521E-01   1.60508999E-01   1.69588224E-18   5.29345048E-04   3.74840599E-04   6.06055599E-05   0.00000000E+00   0.00000000E+00  
  3                2.31125857E-05   5.32872906E+02   8.38495945E-01   1.60507632E-01   3.42453747E-17   5.29340519E-04   3.74837392E-04   6.06050414E-05   0.00000000E+00   0.00000000E+00  
  4                3.12768126E-05   5.51913885E+02   8.38498664E-01   1.60504909E-01   1.62619554E-16   5.29331460E-04   3.74830978E-04   6.06040043E-05   0.00000000E+00   0.00000000E+00  
  5                4.09445634E-05   5.72314232E+02   8.38506790E-01   1.60496830E-01   7.82596356E-16   5.29314874E-04   3.74819232E-04   6.06021053E-05   0.00000000E+00   0.00000000E+00  
  6                5.24347376E-05   5.86069276E+02   8.38514840E-01   1.60488622E-01   2.04391872E-15   5.29295772E-04   3.74805706E-04   6.05999182E-05   0.00000000E+00   0.00000000E+00  
  7                6.61228969E-05   6.03029324E+02   8.38533434E-01   1.60470011E-01   6.47251923E-15   5.29264995E-04   3.74783912E-04   6.05963945E-05   0.00000000E+00   0.00000000E+00  
  8                8.24458815E-05   6.14887760E+02   8.38546626E-01   1.60456873E-01   1.35051507E-14   5.29237631E-04   3.74764535E-04   6.05932616E-05   0.00000000E+00   0.00000000E+00  
  9                1.01925722E-04   6.30625181E+02   8.38573059E-01   1.60430317E-01   3.55451162E-14   5.29198973E-04   3.74737161E-04   6.05888356E-05   0.00000000E+00   0.00000000E+00  
  10               1.25193713E-04   6.41843572E+02   8.38588132E-01   1.60415302E-01   6.67911141E-14   5.29167825E-04   3.74715104E-04   6.05852693E-05   0.00000000E+00   0.00000000E+00  
  11               1.53007366E-04   6.57183385E+02   8.38616102E-01   1.60387409E-01   1.58246242E-13   5.29129409E-04   3.74687901E-04   6.05808711E-05   0.00000000E+00   0.00000000E+00  
  12               1.86263114E-04   6.68224428E+02   8.38629788E-01   1.60373773E-01   2.79152624E-13   5.29102769E-04   3.74669036E-04   6.05778210E-05   0.00000000E+00   0.00000000E+00  
  13               2.26032928E-04   6.83425251E+02   8.38653860E-01   1.60349761E-01   6.12136192E-13   5.29070508E-04   3.74646192E-04   6.05741274E-05   0.00000000E+00   0.00000000E+00  
  14               2.73587394E-04   6.94400146E+02   8.38664422E-01   1.60339228E-01   1.02707927E-12   5.29050239E-04   3.74631839E-04   6.05718067E-05   0.00000000E+00   0.00000000E+00  
  15               3.30441787E-04   7.09588892E+02   8.38682900E-01   1.60320779E-01   2.11631883E-12   5.29025386E-04   3.74614240E-04   6.05689613E-05   0.00000000E+00   0.00000000E+00  
  16               3.98386198E-04   7.20643800E+02   8.38690440E-01   1.60313200E-01   3.41998161E-12   5.29011124E-04   3.74604140E-04   6.05673284E-05   0.00000000E+00   0.00000000E+00  
  17               4.79548624E-04   7.36003634E+02   8.38703844E-01   1.60299736E-01   6.72188784E-12   5.28992575E-04   3.74591005E-04   6.05652047E-05   0.00000000E+00   0.00000000E+00  
  18               5.76435695E-04   7.47277776E+02   8.38709003E-01   1.60294440E-01   1.05644918E-11   5.28984224E-04   3.74585092E-04   6.05642486E-05   0.00000000E+00   0.00000000E+00  
  19               6.92028470E-04   7.62902799E+02   8.38718214E-01   1.60284955E-01   1.99638902E-11   5.28970526E-04   3.74575392E-04   6.05626803E-05   0.00000000E+00   0.00000000E+00  
  20               8.29953281E-04   7.74342267E+02   8.38721305E-01   1.60281443E-01   3.04921254E-11   5.28969963E-04   3.74574994E-04   6.05626158E-05   0.00000000E+00   0.00000000E+00  
  21               9.94586719E-04   7.90156662E+02   8.38726945E-01   1.60274984E-01   5.53602977E-11   5.28959979E-04   3.74567924E-04   6.05614728E-05   0.00000000E+00   0.00000000E+00  
  22               1.19111103E-03   8.01767260E+02   8.38728559E-01   1.60272705E-01   8.23456826E-11   5.28963118E-04   3.74570146E-04   6.05618321E-05   0.00000000E+00   0.00000000E+00  
  23               1.42568337E-03   8.17874482E+02   8.38731681E-01   1.60268283E-01   1.44646842E-10   5.28955947E-04   3.74565068E-04   6.05610111E-05   0.00000000E+00   0.00000000E+00  
  24               1.70559786E-03   8.29794525E+02   8.38733086E-01   1.60266886E-01   2.11018612E-10   5.28950928E-04   3.74561514E-04   6.05604365E-05   0.00000000E+00   3.54895399E-16  
  25               2.03944490E-03   8.46389681E+02   8.38736069E-01   1.60263912E-01   3.61926707E-10   5.28945394E-04   3.74557596E-04   6.05598029E-05   0.00000000E+00   1.86207660E-15  
  26               2.43731363E-03   8.58793539E+02   8.38737015E-01   1.60262972E-01   5.21486273E-10   5.28941268E-04   3.74554674E-04   6.05593305E-05   0.00000000E+00   1.86206460E-15  
  27               2.91106435E-03   8.76028887E+02   8.38739101E-01   1.60260893E-01   8.78378577E-10   5.28936839E-04   3.74551538E-04   6.05588235E-05   0.00000000E+00   9.32255450E-15  
  28               3.47452423E-03   8.89143543E+02   8.38739782E-01   1.60260217E-01   1.25922931E-09   5.28933310E-04   3.74549039E-04   6.05584194E-05   0.00000000E+00   9.32250754E-15  
  29               4.14383466E-03   9.07268690E+02   8.38741273E-01   1.60258731E-01   2.09880079E-09   5.28929634E-04   3.74546435E-04   6.05579985E-05   0.00000000E+00   4.55899197E-14  
  30               4.93767221E-03   9.21308381E+02   8.38741786E-01   1.60258221E-01   3.00917249E-09   5.28926547E-04   3.74544250E-04   6.05576451E-05   0.00000000E+00   4.55897221E-14  
  31               5.87837662E-03   9.40490928E+02   8.38742853E-01   1.60257157E-01   4.97848038E-09   5.28923421E-04   3.74542037E-04   6.05572872E-05   4.56490798E-16   2.20479599E-13  
  32               6.99281185E-03   9.55680443E+02   8.38743247E-01   1.60256763E-01   7.16641926E-09   5.28920669E-04   3.74540087E-04   6.05569721E-05   1.75707294E-15   2.20478700E-13  
  33               8.31229715E-03   9.76251932E+02   8.38744013E-01   1.60255996E-01   1.18435445E-08   5.28917935E-04   3.74538152E-04   6.05566591E-05   3.79989685E-15   1.07538844E-12  
  34               9.87292654E-03   9.92909752E+02   8.38744318E-01   1.60255688E-01   1.71995130E-08   5.28915439E-04   3.74536384E-04   6.05563733E-05   1.50628509E-14   1.07538391E-12  
  35               1.17161943E-02   1.01523882E+03   8.38744861E-01   1.60255135E-01   2.85425479E-08   5.28912982E-04   3.74534644E-04   6.05560921E-05   3.19492373E-14   5.43060283E-12  
  36               1.38889055E-02   1.03396068E+03   8.38745101E-01   1.60254884E-01   4.22382521E-08   5.28910658E-04   3.74532998E-04   6.05558259E-05   1.35111849E-13   5.43057652E-12  
  37               1.64438975E-02   1.05866313E+03   8.38745468E-01   1.60254487E-01   7.10064427E-08   5.28908394E-04   3.74531395E-04   6.05555667E-05   4.76147300E-13   2.88519960E-11  
  38               1.94396806E-02   1.07988295E+03   8.38745628E-01   1.60254292E-01   1.07345850E-07   5.28906217E-04   3.74529853E-04   6.05553174E-05   1.30138259E-12   2.88518253E-11  
  39               2.29409403E-02   1.10733964E+03   8.38745819E-01   1.60254017E-01   1.82799316E-07   5.28904123E-04   3.74528371E-04   6.05550777E-05   4.69961225E-12   1.62168599E-10  
  40               2.70172163E-02   1.13158983E+03   8.38745857E-01   1.60253867E-01   2.82990921E-07   5.28902087E-04   3.74526929E-04   6.05548446E-05   1.35158230E-11   1.62167358E-10  
  41               3.17538229E-02   1.16228454E+03   8.38745817E-01   1.60253676E-01   4.88183317E-07   5.28900156E-04   3.74525562E-04   6.05546235E-05   4.99919759E-11   9.59445584E-10  
  42               3.72496733E-02   1.18991294E+03   8.38745616E-01   1.60253556E-01   7.70573593E-07   5.28898286E-04   3.74524238E-04   6.05544095E-05   1.49640050E-10   9.59435673E-10  
  43               4.36123847E-02   1.22437868E+03   8.38745138E-01   1.60253399E-01   1.34452079E-06   5.28896508E-04   3.74522980E-04   6.05542059E-05   5.64513053E-10   5.97392933E-09  
  44               5.09535473E-02   1.25626484E+03   8.38744290E-01   1.60253254E-01   2.17182918E-06   5.28895169E-04   3.74522034E-04   6.05540526E-05   1.77217909E-09   5.97384202E-09  
  45               5.93884412E-02   1.29550334E+03   8.38742478E-01   1.60253023E-01   3.84847081E-06   5.28894403E-04   3.74521498E-04   6.05539648E-05   6.87419073E-09   3.95776716E-08  
  46               6.90279801E-02   1.33255065E+03   8.38738652E-01   1.60252578E-01   6.36220322E-06   5.28899609E-04   3.74525206E-04   6.05545609E-05   2.25701647E-08   3.95767877E-08  
  47               7.99720398E-02   1.37733270E+03   8.38730191E-01   1.60251801E-01   1.14094356E-05   5.28909189E-04   3.74532049E-04   6.05556578E-05   8.84855170E-08   2.77960754E-07  
  48               9.23321955E-02   1.42085546E+03   8.38707064E-01   1.60248912E-01   1.93477319E-05   5.29092035E-04   3.74661695E-04   6.05765922E-05   3.00551388E-07   2.77948030E-07  
  49               1.06143911E-01   1.47563218E+03   8.38686072E-01   1.60249774E-01   3.65421370E-05   5.29119169E-04   3.74681344E-04   6.05796991E-05   1.30262564E-06   2.28211364E-06  
  50               1.21048794E-01   1.52866498E+03   8.38633894E-01   1.60244557E-01   6.46113150E-05   5.29254587E-04   3.74778171E-04   6.05952040E-05   8.57751445E-06   2.28194953E-06  
  51               1.36617984E-01   1.57883681E+03   8.38554067E-01   1.60240627E-01   1.06752167E-04   5.29493999E-04   3.74949600E-04   6.06226164E-05   3.39795518E-05   1.14771119E-05  
  52               1.52195415E-01   1.62469316E+03   8.38428731E-01   1.60231523E-01   1.64148408E-04   5.29973741E-04   3.75292045E-04   6.06775458E-05   6.65169218E-05   1.14759811E-05  
  53               1.67037668E-01   1.66506096E+03   8.38363678E-01   1.60225830E-01   2.34823334E-04   5.29943365E-04   3.75272740E-04   6.06740722E-05   6.64906441E-05   5.55346625E-05  
  54               1.80919759E-01   1.70029791E+03   8.38287980E-01   1.60219131E-01   3.16267744E-04   5.30405568E-04   3.75601684E-04   6.07269964E-05   6.64660013E-05   5.55302693E-05  
  55               1.92881673E-01   1.72893951E+03   8.38211814E-01   1.60212469E-01   3.99037467E-04   5.30385984E-04   3.75589382E-04   6.07247608E-05   6.64447754E-05   5.55261787E-05  
  56               2.06425085E-01   1.75965566E+03   8.38112095E-01   1.60203751E-01   5.07415076E-04   5.30360192E-04   3.75572479E-04   6.07218153E-05   6.64206553E-05   5.55211451E-05  
  57               2.21667842E-01   1.79224495E+03   8.37982385E-01   1.60192414E-01   6.48396873E-04   5.30326476E-04   3.75549526E-04   6.07179644E-05   6.63933703E-05   5.55149622E-05  
  58               2.38679707E-01   1.82645016E+03   8.37815155E-01   1.60177803E-01   8.30161359E-04   5.30282884E-04   3.75518759E-04   6.07129857E-05   6.63626799E-05   5.55073975E-05  
  59               2.57290455E-01   1.86152752E+03   8.37605005E-01   1.60159450E-01   1.05861017E-03   5.30228417E-04   3.75478875E-04   6.07067669E-05   6.63287849E-05   5.54983224E-05  
  60               2.77545576E-01   1.89725942E+03   8.37344098E-01   1.60136664E-01   1.34232673E-03   5.30157754E-04   3.75425222E-04   6.06987015E-05   6.62914655E-05   5.54874991E-05  
  61               3.00285532E-01   1.93465964E+03   8.37012335E-01   1.60107695E-01   1.70311828E-03   5.30067061E-04   3.75354012E-04   6.06883551E-05   6.62490348E-05   5.54742134E-05  
  62               3.25764160E-01   1.97358192E+03   8.36593597E-01   1.60071138E-01   2.15851906E-03   5.29951566E-04   3.75260542E-04   6.06751869E-05   6.62008150E-05   5.54579586E-05  
  63               3.54266183E-01   2.01385223E+03   8.36069904E-01   1.60025426E-01   2.72808937E-03   5.29805894E-04   3.75139613E-04   6.06585875E-05   6.61460698E-05   5.54381729E-05  
  64               3.86113741E-01   2.05526957E+03   8.35422042E-01   1.59968884E-01   3.43273009E-03   5.29624244E-04   3.74986218E-04   6.06378976E-05   6.60840262E-05   5.54142586E-05  
  65               4.21676703E-01   2.09763919E+03   8.34629837E-01   1.59899753E-01   4.29438413E-03   5.29400485E-04   3.74797013E-04   6.06124136E-05   6.60138698E-05   5.53855887E-05  
  66               4.61375575E-01   2.14079423E+03   8.33672294E-01   1.59816203E-01   5.33588176E-03   5.29128198E-04   3.74573568E-04   6.05813843E-05   6.59347448E-05   5.53515098E-05  
  67               5.05683512E-01   2.18457433E+03   8.32528706E-01   1.59716427E-01   6.57972959E-03   5.28800997E-04   3.74330100E-04   6.05440353E-05   6.58458033E-05   5.53113769E-05  
  68               5.55130983E-01   2.22880574E+03   8.31180404E-01   1.59598796E-01   8.04618637E-03   5.28413043E-04   3.74112347E-04   6.04996138E-05   6.57462770E-05   5.52646070E-05  
  69               6.10309169E-01   2.27333756E+03   8.29610704E-01   1.59461843E-01   9.75327712E-03   5.27958976E-04   3.74048792E-04   6.04473791E-05   6.56354618E-05   5.52106742E-05  
  70               6.71870778E-01   2.31796797E+03   8.27807407E-01   1.59304268E-01   1.17117772E-02   5.27433856E-04   3.74514601E-04   6.03866180E-05   6.55127493E-05   5.51491141E-05  
  71               7.40509707E-01   2.36245484E+03   8.25769240E-01   1.59127298E-01   1.39227504E-02   5.26871499E-04   3.76766675E-04   6.03210844E-05   6.53786117E-05   5.50803438E-05  
  72               8.17052925E-01   2.40677805E+03   8.23497156E-01   1.58929071E-01   1.63933847E-02   5.26209726E-04   3.77019114E-04   6.02432845E-05   6.52321331E-05   5.50036924E-05  
  73               9.02462939E-01   2.45091011E+03   8.20984600E-01   1.58709950E-01   1.91262990E-02   5.25480917E-04   3.76413436E-04   6.01571120E-05   6.50732925E-05   5.49192579E-05  
  74               9.97755480E-01   2.49471417E+03   8.18241770E-01   1.58470778E-01   2.21099154E-02   5.24686961E-04   3.75481443E-04   6.00628211E-05   6.49023391E-05   5.48273150E-05  
  75               1.10402920E+00   2.53823656E+03   8.15268848E-01   1.58211556E-01   2.53438681E-02   5.23826976E-04   3.74400899E-04   5.99602381E-05   6.47191212E-05   5.47278344E-05  
  76               1.22251833E+00   2.58142428E+03   8.12078101E-01   1.57933350E-01   2.88147710E-02   5.22904025E-04   3.73216677E-04   5.98495754E-05   6.45239519E-05   5.46211615E-05  
  77               1.35456075E+00   2.62423194E+03   8.08685364E-01   1.57637540E-01   3.25053890E-02   5.21922502E-04   3.71939544E-04   5.97311334E-05   6.43172817E-05   5.45077507E-05  
  78               1.50159593E+00   2.66667067E+03   8.05103058E-01   1.57325207E-01   3.64022059E-02   5.20885922E-04   3.70572684E-04   5.96050332E-05   6.40994338E-05   5.43879501E-05  
  79               1.66516084E+00   2.70877019E+03   8.01342150E-01   1.56997308E-01   4.04932908E-02   5.19797399E-04   3.69118041E-04   5.94712547E-05   6.38706925E-05   5.42620640E-05  
  80               1.84690951E+00   2.75043720E+03   7.97431716E-01   1.56656377E-01   4.47470099E-02   5.18665283E-04   3.67584579E-04   5.93302767E-05   6.36320436E-05   5.41309544E-05  
  81               2.04862647E+00   2.79174809E+03   7.93378960E-01   1.56303042E-01   4.91555235E-02   5.17491603E-04   3.65973354E-04   5.91816894E-05   6.33836378E-05   5.39948092E-05  
  82               2.27221728E+00   2.83270614E+03   7.89200737E-01   1.55938771E-01   5.37004942E-02   5.16281171E-04   3.64289461E-04   5.90252223E-05   6.31260109E-05   5.38541146E-05  
  83               2.51971899E+00   2.87338529E+03   7.84901764E-01   1.55563975E-01   5.83767883E-02   5.15035289E-04   3.62533575E-04   5.88599372E-05   6.28592550E-05   5.37089857E-05  
  84               2.79332341E+00   2.91373284E+03   7.80507440E-01   1.55180868E-01   6.31567712E-02   5.13761226E-04   3.60715104E-04   5.86853307E-05   6.25842430E-05   5.35601722E-05  
  85               3.09539652E+00   2.95383633E+03   7.76018406E-01   1.54789506E-01   6.80397434E-02   5.12459091E-04   3.58833817E-04   5.84996341E-05   6.23009241E-05   5.34076643E-05  
  86               3.42849630E+00   2.99366866E+03   7.71455221E-01   1.54391680E-01   7.30033344E-02   5.11134739E-04   3.56898032E-04   5.83013490E-05   6.20099879E-05   5.32520622E-05  
  87               3.79540659E+00   3.03329483E+03   7.66820498E-01   1.53987617E-01   7.80446976E-02   5.09788831E-04   3.54908901E-04   5.80877299E-05   6.17114531E-05   5.30934151E-05  
  88               4.19902678E+00   3.07268392E+03   7.62134287E-01   1.53579066E-01   8.31420166E-02   5.08427055E-04   3.52875275E-04   5.78560522E-05   6.14060132E-05   5.29323095E-05  
  89               4.64249433E+00   3.11191209E+03   7.57393917E-01   1.53165792E-01   8.82981904E-02   5.07048526E-04   3.50796425E-04   5.76018276E-05   6.10935263E-05   5.27686368E-05  
  90               5.12926284E+00   3.15098230E+03   7.52611630E-01   1.52748862E-01   9.34998964E-02   5.05656649E-04   3.48678181E-04   5.73201873E-05   6.07743717E-05   5.26027398E-05  
  91               5.66314307E+00   3.18997892E+03   7.47781084E-01   1.52327723E-01   9.87540223E-02   5.04249447E-04   3.46518125E-04   5.70041399E-05   6.04482372E-05   5.24343911E-05  
  92               6.24835231E+00   3.22889614E+03   7.42915947E-01   1.51903566E-01   1.04045691E-01   5.02830699E-04   3.44322748E-04   5.66461964E-05   6.01155064E-05   5.22639690E-05  
  93               6.88956874E+00   3.26781486E+03   7.38009427E-01   1.51475796E-01   1.09382282E-01   5.01398254E-04   3.42089129E-04   5.62359863E-05   5.97758076E-05   5.20912238E-05  
  94               7.59199275E+00   3.30673272E+03   7.33074358E-01   1.51045533E-01   1.14749818E-01   4.99955603E-04   3.39823223E-04   5.57622161E-05   5.94294409E-05   5.19164978E-05  
  95               8.36141620E+00   3.34573518E+03   7.28101937E-01   1.50612007E-01   1.20157862E-01   4.98499958E-04   3.37520640E-04   5.52097205E-05   5.90759176E-05   5.17394700E-05  
  96               9.20425583E+00   3.38482780E+03   7.23102827E-01   1.50176147E-01   1.25594798E-01   4.97034119E-04   3.35185885E-04   5.45619329E-05   5.87154164E-05   5.15604066E-05  
  97               1.01276212E+01   3.42409961E+03   7.18066017E-01   1.49736989E-01   1.31072581E-01   4.95554593E-04   3.32812670E-04   5.37972695E-05   5.83473475E-05   5.13789110E-05  
  98               1.11393831E+01   3.46356179E+03   7.13000158E-01   1.49295287E-01   1.36581780E-01   4.94063525E-04   3.30403798E-04   5.28924205E-05   5.79717924E-05   5.11951790E-05  
  99               1.22482579E+01   3.50330365E+03   7.07892939E-01   1.48849963E-01   1.42135759E-01   4.92556960E-04   3.27951197E-04   5.18180272E-05   5.75881039E-05   5.10087670E-05  
  100              1.34638917E+01   3.54333928E+03   7.02751706E-01   1.48401656E-01   1.47726501E-01   4.91036575E-04   3.25456039E-04   5.05433536E-05   5.71963018E-05   5.08198224E-05  
  101              1.47969687E+01   3.58375299E+03   6.97564530E-01   1.47949322E-01   1.53366947E-01   4.89498426E-04   3.22909089E-04   4.90316131E-05   5.67957475E-05   5.06279052E-05  
