# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               H2S             
  13               4.01996280E-04   4.83084783E+02   8.38517573E-01   1.60514149E-01   5.00300022E-20   5.26952395E-04   3.39644310E-04   6.02665262E-05   0.00000000E+00   2.29882653E-05  
  14               4.94546104E-04   4.92073229E+02   8.38517572E-01   1.60514143E-01   1.22201747E-19   5.26955927E-04   3.39646587E-04   6.02669301E-05   0.00000000E+00   2.29882644E-05  
  15               6.06983500E-04   4.98836744E+02   8.38517556E-01   1.60514153E-01   2.28073565E-19   5.26959670E-04   3.39649000E-04   6.02673582E-05   0.00000000E+00   2.29882658E-05  
  16               7.43558181E-04   5.08008936E+02   8.38517554E-01   1.60514148E-01   5.35195172E-19   5.26963590E-04   3.39651526E-04   6.02678066E-05   0.00000000E+00   2.29882651E-05  
  17               9.09423639E-04   5.14969098E+02   8.38517537E-01   1.60514158E-01   9.76209299E-19   5.26967709E-04   3.39654181E-04   6.02682777E-05   0.00000000E+00   2.29882665E-05  
  18               1.11087166E-03   5.24389400E+02   8.38517533E-01   1.60514154E-01   2.21705621E-18   5.26971991E-04   3.39656941E-04   6.02687673E-05   0.00000000E+00   2.29882659E-05  
  19               1.35555132E-03   5.31444432E+02   8.38517514E-01   1.60514165E-01   3.91442154E-18   5.26976445E-04   3.39659812E-04   6.02692768E-05   0.00000000E+00   2.29882676E-05  
  20               1.65276306E-03   5.40952615E+02   8.38517507E-01   1.60514163E-01   8.48656027E-18   5.26981038E-04   3.39662772E-04   6.02698020E-05   0.00000000E+00   2.29882673E-05  
  21               2.01380386E-03   5.47997922E+02   8.38517484E-01   1.60514178E-01   1.43985073E-17   5.26985823E-04   3.39665856E-04   6.02703492E-05   0.00000000E+00   2.29882693E-05  
  22               2.45239694E-03   5.57516070E+02   8.38517475E-01   1.60514178E-01   2.97034478E-17   5.26990706E-04   3.39669004E-04   6.02709078E-05   0.00000000E+00   2.29882694E-05  
  23               2.98517776E-03   5.64540696E+02   8.38517448E-01   1.60514196E-01   4.85432195E-17   5.26995742E-04   3.39672249E-04   6.02714837E-05   0.00000000E+00   2.29882719E-05  
  24               3.63226026E-03   5.74290550E+02   8.38517437E-01   1.60514197E-01   9.74000491E-17   5.27000903E-04   3.39675576E-04   6.02720739E-05   0.00000000E+00   2.29882722E-05  
  25               4.41794733E-03   5.81564620E+02   8.38517408E-01   1.60514217E-01   1.57029461E-16   5.27006173E-04   3.39678973E-04   6.02726767E-05   0.00000000E+00   2.29882750E-05  
  26               5.37154973E-03   5.91730788E+02   8.38517396E-01   1.60514219E-01   3.10919298E-16   5.27011535E-04   3.39682429E-04   6.02732899E-05   0.00000000E+00   2.29882752E-05  
  27               6.52835068E-03   5.99467564E+02   8.38517365E-01   1.60514239E-01   5.02020989E-16   5.27017119E-04   3.39686028E-04   6.02739285E-05   0.00000000E+00   2.29882781E-05  
  28               7.93078808E-03   6.10334429E+02   8.38517354E-01   1.60514240E-01   9.99020611E-16   5.27022686E-04   3.39689616E-04   6.02745652E-05   0.00000000E+00   2.29882782E-05  
  29               9.62993495E-03   6.18619970E+02   8.38517318E-01   1.60514259E-01   1.62001198E-15   5.27028358E-04   3.39693272E-04   6.02752139E-05   0.00000000E+00   2.29882809E-05  
  30               1.16874579E-02   6.30117149E+02   8.38517307E-01   1.60514257E-01   3.20919518E-15   5.27034386E-04   3.39697157E-04   6.02759034E-05   0.00000000E+00   2.29882808E-05  
  31               1.41781016E-02   6.39162651E+02   8.38517278E-01   1.60514276E-01   5.27963900E-15   5.27040251E-04   3.39700938E-04   6.02765741E-05   0.00000000E+00   2.29882834E-05  
  32               1.71914561E-02   6.51743944E+02   8.38517256E-01   1.60514266E-01   1.06663234E-14   5.27046148E-04   3.39704738E-04   6.02772485E-05   0.00000000E+00   2.29882820E-05  
  33               2.08344720E-02   6.61843398E+02   8.38517230E-01   1.60514279E-01   1.80122820E-14   5.27053377E-04   3.39709398E-04   6.02780753E-05   0.00000000E+00   2.29882838E-05  
  34               2.52339134E-02   6.75835289E+02   8.38517180E-01   1.60514251E-01   3.74856536E-14   5.27059498E-04   3.39713343E-04   6.02787753E-05   0.00000000E+00   2.29882797E-05  
  35               3.05402860E-02   6.87491813E+02   8.38517168E-01   1.60514252E-01   6.62469344E-14   5.27065647E-04   3.39717306E-04   6.02794786E-05   0.00000000E+00   2.29882798E-05  
  36               3.69317241E-02   7.03144899E+02   8.38517024E-01   1.60514179E-01   1.42143855E-13   5.27074963E-04   3.39723311E-04   6.02805440E-05   0.00000000E+00   2.29882694E-05  
  37               4.46165273E-02   7.16475655E+02   8.38517034E-01   1.60514156E-01   2.60897837E-13   5.27081339E-04   3.39727420E-04   6.02812732E-05   0.00000000E+00   2.29882660E-05  
  38               5.38360198E-02   7.34236758E+02   8.38516919E-01   1.60514027E-01   5.81751025E-13   5.27091095E-04   3.39733709E-04   6.02823890E-05   0.00000000E+00   2.29882474E-05  
  39               6.48690721E-02   7.50041891E+02   8.38516996E-01   1.60513936E-01   1.13533532E-12   5.27097894E-04   3.39738091E-04   6.02831666E-05   0.00000000E+00   2.29882340E-05  
  40               7.80375390E-02   7.70476448E+02   8.38517217E-01   1.60513697E-01   2.64761891E-12   5.27104789E-04   3.39742535E-04   6.02839552E-05   0.00000000E+00   2.29899148E-05  
  41               9.37280040E-02   7.89117939E+02   8.38517485E-01   1.60513404E-01   5.45647452E-12   5.27111891E-04   3.39747112E-04   6.02847674E-05   0.00000000E+00   2.29927587E-05  
  42               1.12384223E-01   8.12959263E+02   8.38518153E-01   1.60512690E-01   1.33854033E-11   5.27118856E-04   3.39751602E-04   6.02855640E-05   0.00000000E+00   2.30012319E-05  
  43               1.34507133E-01   8.35448768E+02   8.38519079E-01   1.60511655E-01   2.95261087E-11   5.27125860E-04   3.39756116E-04   6.02863651E-05   0.00000000E+00   2.30197970E-05  
  44               1.60644679E-01   8.63415815E+02   8.38521237E-01   1.60509224E-01   7.58442386E-11   5.27132065E-04   3.39760116E-04   6.02870747E-05   0.00000000E+00   2.30798115E-05  
  45               1.91369154E-01   8.90426055E+02   8.38524323E-01   1.60505371E-01   1.77184180E-10   5.27137773E-04   3.39763795E-04   6.02877275E-05   0.00000000E+00   2.32245808E-05  
  46               2.27265866E-01   9.23303254E+02   8.38531304E-01   1.60496834E-01   4.72242381E-10   5.27151483E-04   3.39772632E-04   6.02892955E-05   0.00000000E+00   2.36942082E-05  
  47               2.68994497E-01   9.55392038E+02   8.38542857E-01   1.60484112E-01   1.14590535E-09   5.27141248E-04   3.39766035E-04   6.02881249E-05   0.00000000E+00   2.42892993E-05  
  48               3.17399507E-01   9.93225134E+02   8.38565846E-01   1.60461178E-01   3.05983406E-09   5.27116980E-04   3.39750392E-04   6.02853494E-05   1.81797007E-16   2.42857273E-05  
  49               3.73309653E-01   1.03037508E+03   8.38593684E-01   1.60433418E-01   7.44649437E-09   5.27084434E-04   3.39729413E-04   6.02816269E-05   1.67951902E-15   2.42813473E-05  
  50               4.37531504E-01   1.07304456E+03   8.38629902E-01   1.60397302E-01   1.93209860E-08   5.27041822E-04   3.39701942E-04   6.02767526E-05   1.86668327E-14   2.42755059E-05  
  51               5.10871874E-01   1.11466740E+03   8.38662118E-01   1.60365157E-01   4.54213091E-08   5.27004375E-04   3.39677774E-04   6.02724660E-05   1.63566802E-13   2.42699989E-05  
  52               5.94198209E-01   1.16136197E+03   8.38693338E-01   1.60333944E-01   1.10809383E-07   5.26970998E-04   3.39656135E-04   6.02686345E-05   1.57624512E-12   2.42640099E-05  
  53               6.88810823E-01   1.20685631E+03   8.38715766E-01   1.60311406E-01   2.46019915E-07   5.26950468E-04   3.39642475E-04   6.02662396E-05   1.17896435E-11   2.42585183E-05  
  54               7.96027205E-01   1.25743961E+03   8.38733903E-01   1.60292935E-01   5.60601747E-07   5.26938296E-04   3.39633512E-04   6.02647112E-05   9.21587008E-11   2.42517343E-05  
  55               9.16965592E-01   1.30793793E+03   8.38745321E-01   1.60280788E-01   1.19338817E-06   5.26937100E-04   3.39631065E-04   6.02642167E-05   5.91858047E-10   2.42426204E-05  
  56               1.05310772E+00   1.35970755E+03   8.38751907E-01   1.60272655E-01   2.43958566E-06   5.26946286E-04   3.39639351E-04   6.02644231E-05   3.35708992E-09   2.42248336E-05  
  57               1.20604702E+00   1.41144958E+03   8.38753753E-01   1.60267313E-01   4.71709961E-06   5.26969340E-04   3.39684514E-04   6.02652469E-05   1.63008195E-08   2.41757933E-05  
  58               1.37819929E+00   1.46453317E+03   8.38748926E-01   1.60263100E-01   8.82752368E-06   5.27016855E-04   3.39859436E-04   6.02670796E-05   7.18388076E-08   2.40036691E-05  
  59               1.57113256E+00   1.51763066E+03   8.38731306E-01   1.60258746E-01   1.57701905E-05   5.27123566E-04   3.40432866E-04   6.02728623E-05   2.76572049E-07   2.34272885E-05  
  60               1.78504307E+00   1.57130086E+03   8.38717318E-01   1.60258474E-01   2.72035770E-05   5.27382717E-04   3.42002693E-04   6.02922424E-05   9.07451132E-07   2.17786015E-05  
  61               2.01704800E+00   1.62359976E+03   8.38690764E-01   1.60255219E-01   4.45926032E-05   5.27571544E-04   3.45103916E-04   6.02993963E-05   4.85680444E-06   2.16475217E-05  
  62               2.25633974E+00   1.67308201E+03   8.38635502E-01   1.60250144E-01   6.90913270E-05   5.27861335E-04   3.51087930E-04   6.03154893E-05   1.80870963E-05   2.12150641E-05  
  63               2.49182109E+00   1.71744888E+03   8.38562848E-01   1.60246625E-01   9.99656439E-05   5.28339101E-04   3.59419022E-04   6.03546637E-05   4.51523502E-05   2.05236491E-05  
  64               2.70937813E+00   1.75592857E+03   8.38492807E-01   1.60242348E-01   1.35573258E-04   5.28697807E-04   3.66604760E-04   6.03838826E-05   6.55123371E-05   2.01314433E-05  
  65               2.90861733E+00   1.78864165E+03   8.38454403E-01   1.60238523E-01   1.73660358E-04   5.28911315E-04   3.70666738E-04   6.04003298E-05   6.54315905E-05   2.01355438E-05  
  66               3.07867718E+00   1.81551849E+03   8.38417250E-01   1.60234941E-01   2.11396698E-04   5.28977243E-04   3.73691541E-04   6.04003695E-05   6.53635025E-05   2.01306870E-05  
  67               3.27412834E+00   1.84452131E+03   8.38339072E-01   1.60224514E-01   2.59439995E-04   5.28989528E-04   3.75639941E-04   6.03973006E-05   6.52845867E-05   2.01163683E-05  
  68               3.42350882E+00   1.86612512E+03   8.38299561E-01   1.60220890E-01   3.00981298E-04   5.29451248E-04   3.76751409E-04   6.04525569E-05   6.52266592E-05   2.01001222E-05  
  69               3.53161506E+00   1.88094609E+03   8.38270405E-01   1.60218293E-01   3.32437328E-04   5.29447418E-04   3.77072943E-04   6.04516106E-05   6.51856063E-05   2.00861287E-05  
  70               3.65910445E+00   1.89838151E+03   8.38232926E-01   1.60214976E-01   3.73038564E-04   5.29457016E-04   3.77270118E-04   6.04503156E-05   6.51371523E-05   2.00662085E-05  
  71               3.80849094E+00   1.91773195E+03   8.38187272E-01   1.60210956E-01   4.22611066E-04   5.29479079E-04   3.77350483E-04   6.04486487E-05   6.50815374E-05   2.00402607E-05  
  72               3.98241582E+00   1.93990601E+03   8.38128826E-01   1.60205826E-01   4.86156055E-04   5.29509674E-04   3.77339514E-04   6.04464389E-05   6.50170592E-05   2.00047657E-05  
  73               4.18345335E+00   1.96409244E+03   8.38057312E-01   1.60199562E-01   5.63929764E-04   5.29542895E-04   3.77275803E-04   6.04436465E-05   6.49441169E-05   1.99596579E-05  
  74               4.41423192E+00   1.99109341E+03   8.37966497E-01   1.60191618E-01   6.62715825E-04   5.29572768E-04   3.77184343E-04   6.04399557E-05   6.48611105E-05   1.99004497E-05  
  75               4.67889014E+00   2.02014554E+03   8.37855159E-01   1.60181887E-01   7.83882537E-04   5.29593666E-04   3.77058494E-04   6.04350360E-05   6.47681184E-05   1.98267038E-05  
  76               4.98254383E+00   2.05220258E+03   8.37713453E-01   1.60169509E-01   9.38085502E-04   5.29602735E-04   3.76915819E-04   6.04283932E-05   6.46627927E-05   1.97324440E-05  
  77               5.32952909E+00   2.08633415E+03   8.37539297E-01   1.60154304E-01   1.12757808E-03   5.29596302E-04   3.76765659E-04   6.04195569E-05   6.45455000E-05   1.96181890E-05  
  78               5.72460176E+00   2.12330227E+03   8.37319683E-01   1.60135138E-01   1.36651354E-03   5.29572056E-04   3.76602994E-04   6.04076268E-05   6.44142153E-05   1.94770677E-05  
  79               6.17300077E+00   2.16210838E+03   8.37051835E-01   1.60111769E-01   1.65790786E-03   5.29526767E-04   3.76431193E-04   6.03920095E-05   6.42694063E-05   1.93109737E-05  
  80               6.68053842E+00   2.20348844E+03   8.36718210E-01   1.60082667E-01   2.02084565E-03   5.29457386E-04   3.76242133E-04   6.03719144E-05   6.41089035E-05   1.91125076E-05  
  81               7.25368586E+00   2.24639000E+03   8.36316168E-01   1.60047604E-01   2.45819490E-03   5.29360995E-04   3.76039512E-04   6.03471478E-05   6.39333019E-05   1.88858752E-05  
  82               7.89976149E+00   2.29149433E+03   8.35821806E-01   1.60004284E-01   2.99376362E-03   5.29231455E-04   3.75858799E-04   6.03168530E-05   6.37401732E-05   1.86240627E-05  
  83               8.62650605E+00   2.33775981E+03   8.35229368E-01   1.59953141E-01   3.62895832E-03   5.29078470E-04   3.81972879E-04   6.02833535E-05   6.35305046E-05   1.83655197E-05  
  84               9.44309873E+00   2.38583579E+03   8.34527827E-01   1.59891973E-01   4.39191392E-03   5.28877543E-04   3.81829176E-04   6.02421115E-05   6.33019240E-05   1.80402398E-05  
  85               1.03601748E+01   2.43480710E+03   8.33709233E-01   1.59820606E-01   5.28223158E-03   5.28636312E-04   3.81607887E-04   6.01945495E-05   6.30549379E-05   1.76896819E-05  
  86               1.13891192E+01   2.48526378E+03   8.32744894E-01   1.59736537E-01   6.33108858E-03   5.28347298E-04   3.81331679E-04   6.01394812E-05   6.27872025E-05   1.73091251E-05  
  87               1.25430109E+01   2.53631421E+03   8.31640704E-01   1.59640280E-01   7.53206307E-03   5.28010906E-04   3.81007638E-04   6.00764921E-05   6.24995699E-05   1.69102761E-05  
  88               1.38362692E+01   2.58859688E+03   8.30364073E-01   1.59528996E-01   8.92059878E-03   5.27618492E-04   3.80628467E-04   6.00043430E-05   6.21895188E-05   1.64884847E-05  
  89               1.52850783E+01   2.64114614E+03   8.28932448E-01   1.59404206E-01   1.04777062E-02   5.27173606E-04   3.80205375E-04   5.99228311E-05   6.18585110E-05   1.60583990E-05  
  90               1.69076116E+01   2.69476678E+03   8.27305456E-01   1.59262392E-01   1.22472926E-02   5.26665154E-04   3.79728262E-04   5.98302717E-05   6.15035622E-05   1.56134019E-05  
  91               1.87240694E+01   2.74839715E+03   8.25516575E-01   1.59106475E-01   1.41929297E-02   5.26101002E-04   3.79214256E-04   5.97266995E-05   6.11269015E-05   1.51704567E-05  
  92               2.07568163E+01   2.80292603E+03   8.23518989E-01   1.58932373E-01   1.63655304E-02   5.25467880E-04   3.78651511E-04   5.96098084E-05   6.07253152E-05   1.47212804E-05  
  93               2.30303849E+01   2.85738826E+03   8.21355614E-01   1.58743830E-01   1.87184004E-02   5.24776220E-04   3.78060871E-04   5.94794878E-05   6.03013574E-05   1.42816623E-05  
  94               2.55717320E+01   2.91265150E+03   8.18975584E-01   1.58536412E-01   2.13068548E-02   5.24011136E-04   3.77429964E-04   5.93324421E-05   5.98518875E-05   1.38426648E-05  
  95               2.84104281E+01   2.96770160E+03   8.16439459E-01   1.58315401E-01   2.40650034E-02   5.23187745E-04   3.76786132E-04   5.91681994E-05   5.93802582E-05   1.34201660E-05  
  96               3.15787859E+01   3.02352953E+03   8.13682993E-01   1.58075196E-01   2.70627128E-02   5.22286963E-04   3.76112873E-04   5.89813412E-05   5.88829112E-05   1.30027118E-05  
  97               3.51101993E+01   3.07893549E+03   8.10794982E-01   1.57823542E-01   3.02033818E-02   5.21331500E-04   3.75446690E-04   5.87706743E-05   5.83647004E-05   1.26075275E-05  
  98               3.90385093E+01   3.13501847E+03   8.07695205E-01   1.57553442E-01   3.35742486E-02   5.20297470E-04   3.74764484E-04   5.85271575E-05   5.78220001E-05   1.22207024E-05  
  99               4.34006619E+01   3.19054929E+03   8.04491442E-01   1.57274296E-01   3.70580646E-02   5.19212583E-04   3.74107084E-04   5.82474091E-05   5.72605428E-05   1.18586072E-05  
  100              4.82372614E+01   3.24671340E+03   8.01087257E-01   1.56977695E-01   4.07597012E-02   5.18047762E-04   3.73443350E-04   5.79159739E-05   5.66761488E-05   1.15060930E-05  
  101              5.35931319E+01   3.30222632E+03   7.97612484E-01   1.56674959E-01   4.45379238E-02   5.16836280E-04   3.72818508E-04   5.75257042E-05   5.60751676E-05   1.11792973E-05  
