# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               H2S             
  45               4.88241258E-01   1.01654712E+03   8.38570046E-01   1.60471804E-01   4.57454759E-09   5.24063460E-04   3.20342721E-04   6.02120575E-05   4.97263458E-16   2.42872838E-05  
  46               5.52682946E-01   1.05425285E+03   8.38597620E-01   1.60444319E-01   1.10200089E-08   5.24021749E-04   3.20317220E-04   6.02072644E-05   4.42372791E-15   2.42828988E-05  
  47               6.24342190E-01   1.09145008E+03   8.38627980E-01   1.60414062E-01   2.46393591E-08   5.23972123E-04   3.20286863E-04   6.02015595E-05   3.34230172E-14   2.42779407E-05  
  48               7.03785465E-01   1.13023868E+03   8.38659411E-01   1.60382702E-01   5.39028362E-08   5.23927238E-04   3.20259330E-04   6.01963897E-05   2.42623426E-13   2.42725388E-05  
  49               7.91750829E-01   1.16835844E+03   8.38686480E-01   1.60355658E-01   1.10243978E-07   5.23884857E-04   3.20233050E-04   6.01914765E-05   1.49093954E-12   2.42674173E-05  
  50               8.89257704E-01   1.20824905E+03   8.38710121E-01   1.60331954E-01   2.22156804E-07   5.23852845E-04   3.20212291E-04   6.01876701E-05   8.79097480E-12   2.42621408E-05  
  51               9.97377569E-01   1.24749996E+03   8.38728015E-01   1.60313885E-01   4.22372538E-07   5.23827517E-04   3.20193598E-04   6.01844298E-05   4.42552044E-11   2.42568554E-05  
  52               1.11715311E+00   1.28867674E+03   8.38742229E-01   1.60299293E-01   7.94896727E-07   5.23814041E-04   3.20178142E-04   6.01821233E-05   2.14176467E-10   2.42504360E-05  
  53               1.24960741E+00   1.32907271E+03   8.38751957E-01   1.60288902E-01   1.41835167E-06   5.23811844E-04   3.20163707E-04   6.01802789E-05   8.93616032E-10   2.42419237E-05  
  54               1.39587243E+00   1.37036689E+03   8.38758583E-01   1.60281105E-01   2.47239316E-06   5.23828040E-04   3.20156822E-04   6.01790460E-05   3.46879820E-09   2.42268282E-05  
  55               1.55729479E+00   1.41109731E+03   8.38761993E-01   1.60275553E-01   4.13149168E-06   5.23876616E-04   3.20184282E-04   6.01789937E-05   1.19864643E-08   2.41941080E-05  
  56               1.73569205E+00   1.45291689E+03   8.38762440E-01   1.60271268E-01   6.78769107E-06   5.23950596E-04   3.20302592E-04   6.01777732E-05   3.92576568E-08   2.41075895E-05  
  57               1.93283458E+00   1.49435793E+03   8.38757355E-01   1.60267633E-01   1.07733615E-05   5.24154027E-04   3.20741572E-04   6.01852385E-05   1.16945674E-07   2.38807046E-05  
  58               2.14963809E+00   1.53724313E+03   8.38742040E-01   1.60263609E-01   1.69251920E-05   5.24361762E-04   3.21796037E-04   6.01844507E-05   3.33189764E-07   2.32911155E-05  
  59               2.38523873E+00   1.58089804E+03   8.38731545E-01   1.60263176E-01   2.61292522E-05   5.24810834E-04   3.24252546E-04   6.02012121E-05   8.30675338E-07   2.18280355E-05  
  60               2.63530282E+00   1.62428855E+03   8.38712597E-01   1.60260256E-01   3.92907186E-05   5.25224974E-04   3.28456276E-04   6.02042909E-05   3.37549664E-06   2.17439267E-05  
  61               2.89386339E+00   1.66521446E+03   8.38674426E-01   1.60255783E-01   5.65106802E-05   5.25789033E-04   3.36181434E-04   6.02171854E-05   1.06914408E-05   2.14926986E-05  
  62               3.15023553E+00   1.70367332E+03   8.38612290E-01   1.60249769E-01   7.82412972E-05   5.26379495E-04   3.47898980E-04   6.02339056E-05   2.62277586E-05   2.10282900E-05  
  63               3.38871996E+00   1.73658660E+03   8.38537861E-01   1.60248668E-01   1.02040202E-04   5.27094811E-04   3.60831866E-04   6.02757038E-05   6.53877288E-05   2.01690532E-05  
  64               3.59500237E+00   1.76425627E+03   8.38496372E-01   1.60242875E-01   1.26614180E-04   5.27616814E-04   3.69254363E-04   6.03015026E-05   6.53121377E-05   2.01821324E-05  
  65               3.82292817E+00   1.79262754E+03   8.38465241E-01   1.60239625E-01   1.56684655E-04   5.27844924E-04   3.73586551E-04   6.03021127E-05   6.52322938E-05   2.01893989E-05  
  66               4.02280340E+00   1.81705685E+03   8.38435282E-01   1.60236691E-01   1.87296188E-04   5.28131948E-04   3.75740972E-04   6.03187439E-05   6.51626860E-05   2.01895926E-05  
  67               4.18729333E+00   1.83577205E+03   8.38409793E-01   1.60234271E-01   2.13849808E-04   5.28263522E-04   3.77077914E-04   6.03182590E-05   6.51070168E-05   2.01862704E-05  
  68               4.37253744E+00   1.85694038E+03   8.38378035E-01   1.60231355E-01   2.47795707E-04   5.28379354E-04   3.77800203E-04   6.03180351E-05   6.50441315E-05   2.01780453E-05  
  69               4.58159045E+00   1.87915228E+03   8.38310406E-01   1.60222180E-01   2.87865107E-04   5.28413993E-04   3.78018418E-04   6.03142806E-05   6.49728260E-05   2.01643198E-05  
  70               4.73702659E+00   1.89577886E+03   8.38278947E-01   1.60219334E-01   3.21473509E-04   5.28845255E-04   3.78288278E-04   6.03673442E-05   6.49213436E-05   2.01509326E-05  
  71               4.84607281E+00   1.90653753E+03   8.38257721E-01   1.60217463E-01   3.44677000E-04   5.28836293E-04   3.78220145E-04   6.03650628E-05   6.48863943E-05   2.01410976E-05  
  72               4.96815681E+00   1.91914871E+03   8.38230920E-01   1.60215100E-01   3.73926586E-04   5.28855510E-04   3.78144904E-04   6.03633583E-05   6.48464736E-05   2.01275650E-05  
  73               5.10516324E+00   1.93219853E+03   8.38201516E-01   1.60212512E-01   4.05996485E-04   5.28886622E-04   3.78058477E-04   6.03610576E-05   6.48031136E-05   2.01121970E-05  
  74               5.26056394E+00   1.94744707E+03   8.38164186E-01   1.60209228E-01   4.46656576E-04   5.28939003E-04   3.77974571E-04   6.03598975E-05   6.47532717E-05   2.00914941E-05  
  75               5.43730288E+00   1.96354742E+03   8.38121864E-01   1.60205511E-01   4.92769497E-04   5.28984883E-04   3.77875198E-04   6.03570379E-05   6.46982397E-05   2.00672484E-05  
  76               5.63738481E+00   1.98202886E+03   8.38068503E-01   1.60200827E-01   5.50846281E-04   5.29042224E-04   3.77783077E-04   6.03551267E-05   6.46355117E-05   2.00353875E-05  
  77               5.86441921E+00   2.00156915E+03   8.38007049E-01   1.60195444E-01   6.17730992E-04   5.29084958E-04   3.77687876E-04   6.03508694E-05   6.45662902E-05   1.99981817E-05  
  78               6.12119206E+00   2.02365779E+03   8.37929988E-01   1.60188696E-01   7.01629951E-04   5.29134721E-04   3.77571425E-04   6.03475869E-05   6.44879283E-05   1.99499589E-05  
  79               6.41074889E+00   2.04689582E+03   8.37840521E-01   1.60180871E-01   7.99032544E-04   5.29166233E-04   3.77444851E-04   6.03411723E-05   6.44019288E-05   1.98938305E-05  
  80               6.73623438E+00   2.07267430E+03   8.37729254E-01   1.60171143E-01   9.20136256E-04   5.29199540E-04   3.77313607E-04   6.03354788E-05   6.43056681E-05   1.98234645E-05  
  81               7.10106471E+00   2.09961765E+03   8.37599561E-01   1.60159814E-01   1.06128425E-03   5.29212847E-04   3.77178143E-04   6.03255253E-05   6.42006710E-05   1.97423574E-05  
  82               7.50881293E+00   2.12899207E+03   8.37439891E-01   1.60145870E-01   1.23502811E-03   5.29221991E-04   3.77036475E-04   6.03159009E-05   6.40843778E-05   1.96434175E-05  
  83               7.96345487E+00   2.15949112E+03   8.37253677E-01   1.60129617E-01   1.43764260E-03   5.29210154E-04   3.76891016E-04   6.03008692E-05   6.39582671E-05   1.95308378E-05  
  84               8.46913098E+00   2.19224075E+03   8.37026950E-01   1.60109832E-01   1.68431416E-03   5.29187769E-04   3.76736654E-04   6.02857643E-05   6.38198668E-05   1.93970780E-05  
  85               9.03051956E+00   2.22604701E+03   8.36763070E-01   1.60086813E-01   1.97139272E-03   5.29143198E-04   3.76577027E-04   6.02647800E-05   6.36705495E-05   1.92470439E-05  
  86               9.65252092E+00   2.26183513E+03   8.36446135E-01   1.60059169E-01   2.31617131E-03   5.29081744E-04   3.76405945E-04   6.02429636E-05   6.35080449E-05   1.90735312E-05  
  87               1.03407752E+01   2.29859507E+03   8.36076969E-01   1.60026767E-01   2.71556797E-03   5.28994457E-04   3.76262972E-04   6.02151737E-05   6.33333365E-05   1.88818352E-05  
  88               1.11008011E+01   2.33699107E+03   8.35634656E-01   1.59988718E-01   3.18751164E-03   5.28899118E-04   3.82387547E-04   6.01873372E-05   6.31447963E-05   1.86983724E-05  
  89               1.19395228E+01   2.37631198E+03   8.35134643E-01   1.59945123E-01   3.73126903E-03   5.28763143E-04   3.82301048E-04   6.01523580E-05   6.29430601E-05   1.84628116E-05  
  90               1.28646028E+01   2.41692419E+03   8.34553768E-01   1.59894482E-01   4.36301137E-03   5.28599161E-04   3.82157699E-04   6.01135651E-05   6.27265714E-05   1.82046740E-05  
  91               1.38846409E+01   2.45852425E+03   8.33887269E-01   1.59836380E-01   5.08789399E-03   5.28403388E-04   3.81982699E-04   6.00692460E-05   6.24951851E-05   1.79266755E-05  
  92               1.50088212E+01   2.50101209E+03   8.33127619E-01   1.59770161E-01   5.91409646E-03   5.28174593E-04   3.81776847E-04   6.00195406E-05   6.22484139E-05   1.76303191E-05  
  93               1.62483545E+01   2.54441611E+03   8.32264577E-01   1.59694934E-01   6.85275692E-03   5.27909061E-04   3.81539099E-04   5.99634913E-05   6.19853504E-05   1.73162888E-05  
  94               1.76149383E+01   2.58852309E+03   8.31294212E-01   1.59610355E-01   7.90814207E-03   5.27605636E-04   3.81271650E-04   5.99007988E-05   6.17057854E-05   1.69880683E-05  
  95               1.91228001E+01   2.63344454E+03   8.30204584E-01   1.59515385E-01   9.09323442E-03   5.27260449E-04   3.80973304E-04   5.98306168E-05   6.14085851E-05   1.66460793E-05  
  96               2.07868976E+01   2.67899607E+03   8.28992899E-01   1.59409781E-01   1.04110675E-02   5.26872223E-04   3.80646828E-04   5.97524071E-05   6.10935085E-05   1.62941570E-05  
  97               2.26254787E+01   2.72520879E+03   8.27650827E-01   1.59292817E-01   1.18706935E-02   5.26437890E-04   3.80292995E-04   5.96652989E-05   6.07596135E-05   1.59340303E-05  
  98               2.46577015E+01   2.77209108E+03   8.26170731E-01   1.59163830E-01   1.34804112E-02   5.25954694E-04   3.79913210E-04   5.95683844E-05   6.04061653E-05   1.55676031E-05  
  99               2.69069664E+01   2.81940488E+03   8.24557720E-01   1.59023266E-01   1.52346543E-02   5.25422732E-04   3.79513940E-04   5.94608449E-05   6.00330464E-05   1.52000782E-05  
  100              2.93989090E+01   2.86772129E+03   8.22779085E-01   1.58868273E-01   1.71689917E-02   5.24832450E-04   3.79088503E-04   5.93406368E-05   5.96376640E-05   1.48264374E-05  
  101              3.21635625E+01   2.91607219E+03   8.20880967E-01   1.58702878E-01   1.92332196E-02   5.24194205E-04   3.78658774E-04   5.92075543E-05   5.92223877E-05   1.44610939E-05  
