# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               H2S             
  25               1.45107811E-02   5.61462423E+02   8.38499550E-01   1.60512329E-01   1.70355066E-17   5.28484220E-04   3.63433761E-04   6.03849858E-05   0.00000000E+00   2.29875596E-05  
  26               1.68694288E-02   5.72182609E+02   8.38499630E-01   1.60512243E-01   3.81487502E-17   5.28487252E-04   3.63435846E-04   6.03853323E-05   0.00000000E+00   2.29875473E-05  
  27               1.95944486E-02   5.83644053E+02   8.38499717E-01   1.60512151E-01   8.76661423E-17   5.28490342E-04   3.63437971E-04   6.03856853E-05   0.00000000E+00   2.29875341E-05  
  28               2.27392412E-02   5.95639499E+02   8.38499802E-01   1.60512060E-01   2.02593563E-16   5.28493502E-04   3.63440144E-04   6.03860464E-05   0.00000000E+00   2.29875211E-05  
  29               2.63636402E-02   6.08603453E+02   8.38499893E-01   1.60511962E-01   4.84390039E-16   5.28496760E-04   3.63442385E-04   6.03864187E-05   0.00000000E+00   2.29875070E-05  
  30               3.05347304E-02   6.22289792E+02   8.38499982E-01   1.60511865E-01   1.17072863E-15   5.28500072E-04   3.63444662E-04   6.03867971E-05   0.00000000E+00   2.29874932E-05  
  31               3.53293403E-02   6.37002999E+02   8.38500069E-01   1.60511765E-01   2.90643963E-15   5.28503638E-04   3.63447115E-04   6.03872046E-05   0.00000000E+00   2.29874788E-05  
  32               4.08362343E-02   6.52511730E+02   8.38500153E-01   1.60511669E-01   7.25941869E-15   5.28507116E-04   3.63449506E-04   6.03876019E-05   0.00000000E+00   2.29874651E-05  
  33               4.71535336E-02   6.69258745E+02   8.38500205E-01   1.60511564E-01   1.86546751E-14   5.28511648E-04   3.63452623E-04   6.03881198E-05   0.00000000E+00   2.29874500E-05  
  34               5.43885567E-02   6.87145231E+02   8.38500265E-01   1.60511460E-01   4.86849575E-14   5.28515251E-04   3.63455100E-04   6.03885314E-05   0.00000000E+00   2.29874351E-05  
  35               6.26582646E-02   7.06514698E+02   8.38500221E-01   1.60511326E-01   1.30632678E-13   5.28523035E-04   3.63460454E-04   6.03894209E-05   0.00000000E+00   2.29874159E-05  
  36               7.20865626E-02   7.27203425E+02   8.38500114E-01   1.60511161E-01   3.54424270E-13   5.28526960E-04   3.63463153E-04   6.03898693E-05   0.00000000E+00   2.29873920E-05  
  37               8.28010169E-02   7.49706096E+02   8.38500274E-01   1.60510986E-01   9.89078015E-13   5.28533787E-04   3.63467848E-04   6.03906494E-05   0.00000000E+00   2.29873667E-05  
  38               9.49333257E-02   7.73853268E+02   8.38500554E-01   1.60510690E-01   2.79020851E-12   5.28538085E-04   3.63470804E-04   6.03911405E-05   0.00000000E+00   2.29893943E-05  
  39               1.08649203E-01   8.00053000E+02   8.38501124E-01   1.60510086E-01   8.03144908E-12   5.28542395E-04   3.63473767E-04   6.03916330E-05   0.00000000E+00   2.29947909E-05  
  40               1.24126157E-01   8.27973671E+02   8.38502349E-01   1.60508763E-01   2.30542923E-11   5.28546443E-04   3.63476551E-04   6.03920955E-05   0.00000000E+00   2.30119269E-05  
  41               1.41533396E-01   8.58058767E+02   8.38505067E-01   1.60505720E-01   6.66481211E-11   5.28549733E-04   3.63478814E-04   6.03924715E-05   0.00000000E+00   2.30699639E-05  
  42               1.61003131E-01   8.91191959E+02   8.38510898E-01   1.60498462E-01   1.98201068E-10   5.28552751E-04   3.63480889E-04   6.03928162E-05   0.00000000E+00   2.32757072E-05  
  43               1.82659031E-01   9.24692516E+02   8.38522649E-01   1.60484702E-01   5.50113282E-10   5.28548087E-04   3.63477682E-04   6.03922834E-05   0.00000000E+00   2.42894258E-05  
  44               2.06690531E-01   9.58684004E+02   8.38544950E-01   1.60462458E-01   1.43887092E-09   5.28520923E-04   3.63459001E-04   6.03891796E-05   0.00000000E+00   2.42859981E-05  
  45               2.33383346E-01   9.93100858E+02   8.38574994E-01   1.60432493E-01   3.55623459E-09   5.28485215E-04   3.63434445E-04   6.03850995E-05   2.66264456E-16   2.42813499E-05  
  46               2.63006316E-01   1.02812170E+03   8.38608930E-01   1.60398654E-01   8.38068084E-09   5.28444990E-04   3.63406782E-04   6.03805034E-05   2.33284099E-15   2.42760257E-05  
  47               2.95809180E-01   1.06354897E+03   8.38641703E-01   1.60365971E-01   1.88046987E-08   5.28409656E-04   3.63382482E-04   6.03764658E-05   1.83134575E-14   2.42707309E-05  
  48               3.32028162E-01   1.09950424E+03   8.38670232E-01   1.60337505E-01   4.04405169E-08   5.28380936E-04   3.63362724E-04   6.03731834E-05   1.29288995E-13   2.42658408E-05  
  49               3.71894128E-01   1.13573418E+03   8.38693029E-01   1.60314719E-01   8.31676234E-08   5.28362307E-04   3.63349896E-04   6.03710529E-05   8.07752560E-13   2.42614565E-05  
  50               4.15766581E-01   1.17247955E+03   8.38710416E-01   1.60297274E-01   1.64917574E-07   5.28351181E-04   3.63342209E-04   6.03697769E-05   4.53303999E-12   2.42573392E-05  
  51               4.64116575E-01   1.20960954E+03   8.38723015E-01   1.60284516E-01   3.15280887E-07   5.28347581E-04   3.63339683E-04   6.03693551E-05   2.27877190E-11   2.42531282E-05  
  52               5.17404217E-01   1.24738574E+03   8.38731849E-01   1.60275374E-01   5.85237286E-07   5.28348776E-04   3.63340519E-04   6.03694702E-05   1.04524114E-10   2.42481967E-05  
  53               5.76076090E-01   1.28555829E+03   8.38737662E-01   1.60269016E-01   1.05221836E-06   5.28354207E-04   3.63344675E-04   6.03700495E-05   4.35974720E-10   2.42415485E-05  
  54               6.40569641E-01   1.32434618E+03   8.38741154E-01   1.60264587E-01   1.84270030E-06   5.28362469E-04   3.63352286E-04   6.03709177E-05   1.68219878E-09   2.42307478E-05  
  55               7.11314609E-01   1.36346488E+03   8.38742532E-01   1.60261488E-01   3.13501087E-06   5.28373632E-04   3.63366495E-04   6.03720601E-05   5.98595726E-09   2.42093320E-05  
  56               7.88791046E-01   1.40318227E+03   8.38741810E-01   1.60259225E-01   5.21131660E-06   5.28390105E-04   3.63396854E-04   6.03737175E-05   1.99519022E-08   2.41581567E-05  
  57               8.73704253E-01   1.44323939E+03   8.38737455E-01   1.60257211E-01   8.44551673E-06   5.28410455E-04   3.63460842E-04   6.03756795E-05   6.20960403E-08   2.40247682E-05  
  58               9.66708753E-01   1.48393900E+03   8.38718978E-01   1.60253473E-01   1.34159649E-05   5.28453788E-04   3.63608041E-04   6.03800876E-05   1.82047655E-07   2.36748222E-05  
  59               1.06815181E+00   1.52481401E+03   8.38710362E-01   1.60254940E-01   2.08011326E-05   5.28638167E-04   3.63987985E-04   6.04003907E-05   3.22212039E-07   2.17249115E-05  
  60               1.17791473E+00   1.56591561E+03   8.38698083E-01   1.60253399E-01   3.15608922E-05   5.28673317E-04   3.64455905E-04   6.04034359E-05   1.38842654E-06   2.17077470E-05  
  61               1.29458486E+00   1.60623923E+03   8.38673168E-01   1.60250748E-01   4.64731318E-05   5.28721042E-04   3.65225650E-04   6.04078236E-05   5.08802911E-06   2.15817614E-05  
  62               1.41305581E+00   1.64452675E+03   8.38637319E-01   1.60248249E-01   6.58870142E-05   5.28880974E-04   3.66376500E-04   6.04251477E-05   1.46938267E-05   2.12589608E-05  
  63               1.52417221E+00   1.67800302E+03   8.38582992E-01   1.60244700E-01   8.81553728E-05   5.29062511E-04   3.68069377E-04   6.04450074E-05   3.15799136E-05   2.07774897E-05  
  64               1.64363804E+00   1.71209323E+03   8.38507542E-01   1.60242858E-01   1.17143837E-04   5.29440583E-04   3.70089249E-04   6.04876202E-05   6.58272146E-05   2.00472315E-05  
  65               1.74698083E+00   1.73981194E+03   8.38479541E-01   1.60240228E-01   1.46291780E-04   5.29599545E-04   3.71458326E-04   6.05054548E-05   6.57738201E-05   2.00548626E-05  
  66               1.83041915E+00   1.76140662E+03   8.38453967E-01   1.60237855E-01   1.73071467E-04   5.29600050E-04   3.72653269E-04   6.05052851E-05   6.57311359E-05   2.00548554E-05  
  67               1.92324401E+00   1.78429781E+03   8.38422990E-01   1.60235023E-01   2.05801277E-04   5.29598014E-04   3.73747790E-04   6.05051665E-05   6.56844239E-05   2.00490933E-05  
  68               2.02673736E+00   1.80900318E+03   8.38352207E-01   1.60225379E-01   2.46844408E-04   5.29565589E-04   3.74428596E-04   6.05020484E-05   6.56302965E-05   2.00349996E-05  
  69               2.10512379E+00   1.82682511E+03   8.38320205E-01   1.60222459E-01   2.80472470E-04   5.30032148E-04   3.75194797E-04   6.05563079E-05   6.55918420E-05   2.00208291E-05  
  70               2.16014015E+00   1.83918007E+03   8.38296415E-01   1.60220338E-01   3.06008483E-04   5.30011724E-04   3.75585680E-04   6.05546136E-05   6.55649270E-05   2.00085965E-05  
  71               2.22140214E+00   1.85236599E+03   8.38269211E-01   1.60217920E-01   3.35272986E-04   5.30003538E-04   3.75941245E-04   6.05539406E-05   6.55354242E-05   1.99935149E-05  
  72               2.29026579E+00   1.86705945E+03   8.38236412E-01   1.60215019E-01   3.70669216E-04   5.29994089E-04   3.76238762E-04   6.05526576E-05   6.55022946E-05   1.99739627E-05  
  73               2.36795761E+00   1.88296133E+03   8.38197923E-01   1.60211626E-01   4.12306270E-04   5.29990458E-04   3.76472268E-04   6.05515274E-05   6.54654677E-05   1.99496775E-05  
  74               2.45519997E+00   1.90053615E+03   8.38151292E-01   1.60207529E-01   4.62851156E-04   5.29985038E-04   3.76632746E-04   6.05496373E-05   6.54242576E-05   1.99187678E-05  
  75               2.55268776E+00   1.91932013E+03   8.38096531E-01   1.60202728E-01   5.22277221E-04   5.29984870E-04   3.76728296E-04   6.05478499E-05   6.53789106E-05   1.98812814E-05  
  76               2.66162074E+00   1.93983533E+03   8.38030194E-01   1.60196923E-01   5.94330520E-04   5.29980204E-04   3.76762566E-04   6.05450680E-05   6.53285306E-05   1.98345742E-05  
  77               2.78293960E+00   1.96161396E+03   8.37951955E-01   1.60190086E-01   6.79352248E-04   5.29979294E-04   3.76754379E-04   6.05423952E-05   6.52733205E-05   1.97788298E-05  
  78               2.91842774E+00   1.98521347E+03   8.37857056E-01   1.60181796E-01   7.82578924E-04   5.29969218E-04   3.76697259E-04   6.05383432E-05   6.52121645E-05   1.97102363E-05  
  79               3.06936271E+00   2.01018412E+03   8.37744430E-01   1.60171963E-01   9.05095609E-04   5.29959850E-04   3.76616200E-04   6.05343376E-05   6.51451761E-05   1.96291295E-05  
  80               3.23711996E+00   2.03690433E+03   8.37608404E-01   1.60160091E-01   1.05308368E-03   5.29936556E-04   3.76513082E-04   6.05284403E-05   6.50715173E-05   1.95320207E-05  
  81               3.42316088E+00   2.06496446E+03   8.37447078E-01   1.60146012E-01   1.22858307E-03   5.29910773E-04   3.76402572E-04   6.05223639E-05   6.49912423E-05   1.94190172E-05  
  82               3.62907320E+00   2.09462822E+03   8.37253721E-01   1.60129143E-01   1.43893616E-03   5.29866919E-04   3.76276862E-04   6.05135296E-05   6.49035791E-05   1.92868072E-05  
  83               3.85658115E+00   2.12553633E+03   8.37025430E-01   1.60109227E-01   1.68727682E-03   5.29817430E-04   3.76144940E-04   6.05041728E-05   6.48085044E-05   1.91357066E-05  
  84               4.10762989E+00   2.15788366E+03   8.36754192E-01   1.60085567E-01   1.98234223E-03   5.29747597E-04   3.75996916E-04   6.04911485E-05   6.47052461E-05   1.89627547E-05  
  85               4.38424265E+00   2.19143797E+03   8.36435090E-01   1.60057734E-01   2.32946196E-03   5.29666919E-04   3.75838167E-04   6.04768500E-05   6.45935953E-05   1.87680152E-05  
  86               4.68866709E+00   2.22607591E+03   8.36062089E-01   1.60025204E-01   2.73521948E-03   5.29563335E-04   3.75661538E-04   6.04578595E-05   6.44731929E-05   1.85513032E-05  
  87               5.02350159E+00   2.26183534E+03   8.35626501E-01   1.59987216E-01   3.20904183E-03   5.29444506E-04   3.75473943E-04   6.04375759E-05   6.43433864E-05   1.83114245E-05  
  88               5.39154358E+00   2.29852352E+03   8.35120434E-01   1.59942867E-01   3.75725658E-03   5.29296931E-04   3.75401423E-04   6.04114299E-05   6.42037242E-05   1.80495775E-05  
  89               5.79538592E+00   2.33608826E+03   8.34531568E-01   1.59892036E-01   4.38865468E-03   5.29136323E-04   3.81428874E-04   6.03856419E-05   6.40540353E-05   1.77961754E-05  
  90               6.23867342E+00   2.37461383E+03   8.33863223E-01   1.59833751E-01   5.11548707E-03   5.28940239E-04   3.81342500E-04   6.03529513E-05   6.38934656E-05   1.74895021E-05  
  91               6.72541799E+00   2.41359519E+03   8.33109461E-01   1.59768028E-01   5.93532976E-03   5.28718852E-04   3.81121581E-04   6.03169325E-05   6.37222404E-05   1.71670473E-05  
  92               7.25983219E+00   2.45359842E+03   8.32246993E-01   1.59692829E-01   6.87342885E-03   5.28463605E-04   3.80855767E-04   6.02759428E-05   6.35386002E-05   1.68232627E-05  
  93               7.84675105E+00   2.49370787E+03   8.31292604E-01   1.59609619E-01   7.91151749E-03   5.28179633E-04   3.80554495E-04   6.02305307E-05   6.33438275E-05   1.64709968E-05  
  94               8.49159199E+00   2.53500657E+03   8.30204289E-01   1.59514735E-01   9.09528522E-03   5.27854647E-04   3.80204444E-04   6.01791444E-05   6.31348647E-05   1.60981312E-05  
  95               9.20014030E+00   2.57638387E+03   8.29010531E-01   1.59410661E-01   1.03937436E-02   5.27496559E-04   3.79817848E-04   6.01224368E-05   6.29136644E-05   1.57211449E-05  
  96               9.97950188E+00   2.61874090E+03   8.27669961E-01   1.59293791E-01   1.18518901E-02   5.27093694E-04   3.79381567E-04   6.00589468E-05   6.26773043E-05   1.53299996E-05  
  97               1.08372112E+01   2.66119841E+03   8.26211502E-01   1.59166648E-01   1.34382566E-02   5.26653573E-04   3.78907728E-04   5.99891467E-05   6.24274333E-05   1.49390892E-05  
  98               1.17816278E+01   2.70453049E+03   8.24593374E-01   1.59025589E-01   1.51982848E-02   5.26164447E-04   3.78383022E-04   5.99114519E-05   6.21613221E-05   1.45396155E-05  
  99               1.28222356E+01   2.74782097E+03   8.22856545E-01   1.58874187E-01   1.70874053E-02   5.25637283E-04   3.77824111E-04   5.98265942E-05   6.18810517E-05   1.41469566E-05  
  100              1.39695314E+01   2.79207802E+03   8.20941282E-01   1.58707234E-01   1.91705894E-02   5.25055038E-04   3.77211310E-04   5.97321528E-05   6.15829807E-05   1.37485226E-05  
  101              1.52354103E+01   2.83614464E+03   8.18913457E-01   1.58530476E-01   2.13761740E-02   5.24435707E-04   3.76570679E-04   5.96294169E-05   6.12702989E-05   1.33631765E-05  
