# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               CH4              Mg              
  12               2.27640064E-02   5.45088672E+02   8.38500853E-01   1.60514802E-01   3.31148281E-18   4.45683377E-04   3.43200955E-04   5.94304146E-05   1.02373461E-04   0.00000000E+00  
  13               2.72884528E-02   5.55586472E+02   8.38500933E-01   1.60514702E-01   7.55367141E-18   4.45692639E-04   3.43208087E-04   5.94316496E-05   1.02375588E-04   0.00000000E+00  
  14               3.25490065E-02   5.62301849E+02   8.38500769E-01   1.60514846E-01   1.22020561E-17   4.45701824E-04   3.43215160E-04   5.94328744E-05   1.02377698E-04   0.00000000E+00  
  15               3.86624404E-02   5.73370412E+02   8.38500878E-01   1.60514718E-01   2.77288381E-17   4.45710699E-04   3.43221994E-04   5.94340578E-05   1.02379737E-04   0.00000000E+00  
  16               4.57615512E-02   5.80701109E+02   8.38500753E-01   1.60514824E-01   4.56024896E-17   4.45719600E-04   3.43228849E-04   5.94352448E-05   1.02381781E-04   0.00000000E+00  
  17               5.39979123E-02   5.92604431E+02   8.38500891E-01   1.60514667E-01   1.04738334E-16   4.45728291E-04   3.43235541E-04   5.94364036E-05   1.02383777E-04   0.00000000E+00  
  18               6.35447135E-02   6.00924874E+02   8.38500816E-01   1.60514724E-01   1.79073948E-16   4.45737071E-04   3.43242302E-04   5.94375745E-05   1.02385794E-04   0.00000000E+00  
  19               7.45987216E-02   6.13872909E+02   8.38500979E-01   1.60514541E-01   4.18165584E-16   4.45745711E-04   3.43248956E-04   5.94387266E-05   1.02387779E-04   0.00000000E+00  
  20               8.73803170E-02   6.23277175E+02   8.38500946E-01   1.60514555E-01   7.40287230E-16   4.45754506E-04   3.43255729E-04   5.94398994E-05   1.02389799E-04   0.00000000E+00  
  21               1.02144446E-01   6.37407992E+02   8.38501126E-01   1.60514356E-01   1.75504987E-15   4.45763222E-04   3.43262440E-04   5.94410616E-05   1.02391801E-04   0.00000000E+00  
  22               1.19185221E-01   6.48145562E+02   8.38501131E-01   1.60514329E-01   3.23294346E-15   4.45772149E-04   3.43269315E-04   5.94422520E-05   1.02393852E-04   0.00000000E+00  
  23               1.38837491E-01   6.63699683E+02   8.38501321E-01   1.60514118E-01   7.80390694E-15   4.45781036E-04   3.43276158E-04   5.94434370E-05   1.02395893E-04   0.00000000E+00  
  24               1.61470522E-01   6.75990797E+02   8.38501351E-01   1.60514056E-01   1.49527574E-14   4.45790271E-04   3.43283269E-04   5.94446685E-05   1.02398014E-04   0.00000000E+00  
  25               1.87494450E-01   6.93193944E+02   8.38501538E-01   1.60513840E-01   3.67151972E-14   4.45799419E-04   3.43290314E-04   5.94458883E-05   1.02400116E-04   0.00000000E+00  
  26               2.17355685E-01   7.07364696E+02   8.38501561E-01   1.60513741E-01   7.33747287E-14   4.45809385E-04   3.43297988E-04   5.94472173E-05   1.02402405E-04   0.00000000E+00  
  27               2.51561497E-01   7.26644589E+02   8.38501721E-01   1.60513517E-01   1.84477467E-13   4.45818818E-04   3.43305252E-04   5.94484752E-05   1.02404572E-04   0.00000000E+00  
  28               2.90655256E-01   7.43075833E+02   8.38501683E-01   1.60513378E-01   3.84888355E-13   4.45831652E-04   3.43315135E-04   5.94501865E-05   1.02407519E-04   0.00000000E+00  
  29               3.35221275E-01   7.64689256E+02   8.38501667E-01   1.60513122E-01   9.84044400E-13   4.45841534E-04   3.43322745E-04   5.94515043E-05   1.02409789E-04   0.00000000E+00  
  30               3.85928333E-01   7.83713348E+02   8.38501772E-01   1.60512985E-01   2.13164605E-12   4.45854467E-04   3.43332704E-04   5.94532288E-05   1.02412760E-04   0.00000000E+00  
  31               4.43546496E-01   8.08053650E+02   8.38501973E-01   1.60512754E-01   5.52401944E-12   4.45864935E-04   3.43340765E-04   5.94546247E-05   1.02415165E-04   0.00000000E+00  
  32               5.08928416E-01   8.30058421E+02   8.38502116E-01   1.60512566E-01   1.23427233E-11   4.45875697E-04   3.43349052E-04   5.94560598E-05   1.02417637E-04   0.00000000E+00  
  33               5.82973014E-01   8.57359692E+02   8.38502370E-01   1.60512232E-01   3.20188954E-11   4.45886717E-04   3.43357538E-04   5.94575293E-05   1.02420168E-04   0.00000000E+00  
  34               6.66568576E-01   8.82414862E+02   8.38502580E-01   1.60511840E-01   7.23486495E-11   4.45898302E-04   3.43366459E-04   5.94590741E-05   1.02422829E-04   0.00000000E+00  
  35               7.60601154E-01   9.12642201E+02   8.38502959E-01   1.60511027E-01   1.84205321E-10   4.45910550E-04   3.43375891E-04   5.94607073E-05   1.02425642E-04   0.00000000E+00  
  36               8.65924257E-01   9.40628650E+02   8.38502849E-01   1.60509734E-01   4.11948547E-10   4.45925114E-04   3.43387106E-04   5.94626494E-05   1.02428988E-04   0.00000000E+00  
  37               9.83769366E-01   9.73592671E+02   8.38503449E-01   1.60507213E-01   1.01039879E-09   4.45946482E-04   3.43403559E-04   5.94654984E-05   1.02433895E-04   0.00000000E+00  
  38               1.11549858E+00   1.00421397E+03   8.38506976E-01   1.60503671E-01   2.19103579E-09   4.45954353E-04   3.43409615E-04   5.94665472E-05   1.02435702E-04   0.00000000E+00  
  39               1.26254147E+00   1.03942433E+03   8.38513901E-01   1.60496745E-01   5.07614142E-09   4.45958692E-04   3.43412940E-04   5.94671230E-05   1.02436693E-04   6.93867120E-16  
  40               1.42631702E+00   1.07197763E+03   8.38523212E-01   1.60487445E-01   1.04387925E-08   4.45959643E-04   3.43413601E-04   5.94672380E-05   1.02436887E-04   3.98745930E-15  
  41               1.60831671E+00   1.10865934E+03   8.38538443E-01   1.60472230E-01   2.24725503E-08   4.45955077E-04   3.43409821E-04   5.94665866E-05   1.02435737E-04   2.58708347E-14  
  42               1.81014444E+00   1.14228304E+03   8.38555248E-01   1.60455430E-01   4.31651705E-08   4.45948723E-04   3.43403930E-04   5.94655861E-05   1.02433843E-04   1.28706597E-13  
  43               2.03421309E+00   1.17973813E+03   8.38577546E-01   1.60433114E-01   8.58417372E-08   4.45941158E-04   3.43394620E-04   5.94640718E-05   1.02430360E-04   7.06443368E-13  
  44               2.28315485E+00   1.21401425E+03   8.38597828E-01   1.60412769E-01   1.54087553E-07   4.45944325E-04   3.43384891E-04   5.94628585E-05   1.02423897E-04   3.03419351E-12  
  45               2.55967419E+00   1.25210514E+03   8.38620832E-01   1.60389621E-01   2.85407631E-07   4.45972100E-04   3.43367555E-04   5.94617444E-05   1.02403743E-04   1.41983917E-11  
  46               2.86651437E+00   1.28697003E+03   8.38639148E-01   1.60371087E-01   4.82683974E-07   4.46069752E-04   3.43325617E-04   5.94614381E-05   1.02332309E-04   5.29536758E-11  
  47               3.20658839E+00   1.32571520E+03   8.38658191E-01   1.60351736E-01   8.41116640E-07   4.46317931E-04   3.43202205E-04   5.94615062E-05   1.02101951E-04   2.13081558E-10  
  48               3.58316250E+00   1.36117753E+03   8.38672359E-01   1.60337403E-01   1.35121302E-06   4.46881103E-04   3.42868569E-04   5.94622898E-05   1.01433721E-04   6.95880027E-10  
  49               4.00113530E+00   1.40054504E+03   8.38686822E-01   1.60323188E-01   2.23165682E-06   4.48017100E-04   3.42083091E-04   5.94631520E-05   9.97839628E-05   2.42722178E-09  
  50               4.46787919E+00   1.43658695E+03   8.38697479E-01   1.60313304E-01   3.42488616E-06   4.50078285E-04   3.40487759E-04   5.94640940E-05   9.62855986E-05   6.99697833E-09  
  51               4.99246128E+00   1.47663842E+03   8.38710151E-01   1.60304204E-01   5.39550152E-06   4.53485989E-04   3.37684500E-04   5.94645179E-05   8.99660300E-05   1.30639389E-08  
  52               5.58487277E+00   1.51340900E+03   8.38715630E-01   1.60297477E-01   7.95904463E-06   4.58491586E-04   3.33638415E-04   5.94671681E-05   8.09451124E-05   5.51613259E-08  
  53               6.25318270E+00   1.55435382E+03   8.38725804E-01   1.60292528E-01   1.20458493E-05   4.65280551E-04   3.28998097E-04   5.94673943E-05   6.94824601E-05   9.48954172E-08  
  54               6.99861511E+00   1.59210828E+03   8.38719137E-01   1.60286477E-01   1.72098412E-05   4.73118565E-04   3.24433838E-04   5.94877167E-05   5.96074933E-05   3.49152983E-07  
  55               7.81693950E+00   1.63421114E+03   8.38716854E-01   1.60282984E-01   2.52466416E-05   4.81786730E-04   3.24086971E-04   5.94900690E-05   4.87830516E-05   8.03162865E-07  
  56               8.69564009E+00   1.67348695E+03   8.38706632E-01   1.60278599E-01   3.53353843E-05   4.89195998E-04   3.22100681E-04   5.94929656E-05   4.16520008E-05   2.63037856E-06  
  57               9.60458905E+00   1.71792109E+03   8.38680793E-01   1.60272471E-01   5.11434947E-05   4.96799059E-04   3.24898184E-04   5.95050017E-05   3.36863115E-05   8.92307929E-06  
  58               1.04899276E+01   1.75930467E+03   8.38626432E-01   1.60264268E-01   7.09823149E-05   5.03565153E-04   3.40040107E-04   5.95285492E-05   2.67484075E-05   2.30561473E-05  
  59               1.12783071E+01   1.79266303E+03   8.38557069E-01   1.60256112E-01   9.12542252E-05   5.08628698E-04   3.65851348E-04   5.95681993E-05   2.16828400E-05   4.30378152E-05  
  60               1.19247260E+01   1.81977408E+03   8.38494781E-01   1.60250402E-01   1.11247964E-04   5.12216041E-04   3.92312803E-04   5.96003033E-05   1.80022359E-05   6.40336387E-05  
  61               1.26374947E+01   1.84695003E+03   8.38462835E-01   1.60245599E-01   1.34653452E-04   5.13967944E-04   3.92943245E-04   5.95988891E-05   1.63343302E-05   6.38992415E-05  
  62               1.34295035E+01   1.87703073E+03   8.38436553E-01   1.60242589E-01   1.65422580E-04   5.15579248E-04   3.91447862E-04   5.95948989E-05   1.46725892E-05   6.37513448E-05  
  63               1.40683516E+01   1.89908273E+03   8.38414000E-01   1.60240190E-01   1.91279008E-04   5.16616313E-04   3.90435214E-04   5.96114033E-05   1.36667846E-05   6.36367703E-05  
  64               1.45474230E+01   1.91620338E+03   8.38394271E-01   1.60238147E-01   2.13823567E-04   5.17337299E-04   3.89662955E-04   5.96079134E-05   1.29022429E-05   6.35497260E-05  
  65               1.50912449E+01   1.93370701E+03   8.38372159E-01   1.60235945E-01   2.38774345E-04   5.17990781E-04   3.88979801E-04   5.96032032E-05   1.22460965E-05   6.34551390E-05  
  66               1.57061497E+01   1.95423244E+03   8.38343130E-01   1.60233093E-01   2.71401112E-04   5.18720073E-04   3.88210340E-04   5.95964595E-05   1.14829215E-05   6.33467788E-05  
  67               1.63985344E+01   1.97521864E+03   8.38277987E-01   1.60223789E-01   3.08039569E-04   5.19350210E-04   3.87514062E-04   5.95867174E-05   1.08289732E-05   6.32271779E-05  
  68               1.71735502E+01   1.99924099E+03   8.38235420E-01   1.60219801E-01   3.55342138E-04   5.19986842E-04   3.86781004E-04   5.95749328E-05   1.01002301E-05   6.30952448E-05  
  69               1.77584844E+01   2.01569972E+03   8.38203342E-01   1.60216821E-01   3.90632387E-04   5.20449356E-04   3.86396615E-04   5.96164591E-05   9.68467425E-06   6.29995482E-05  
  70               1.81908898E+01   2.02868449E+03   8.38175951E-01   1.60214295E-01   4.20899312E-04   5.20750126E-04   3.86038723E-04   5.96074047E-05   9.33689164E-06   6.29271013E-05  
  71               1.86864383E+01   2.04191287E+03   8.38146689E-01   1.60211627E-01   4.53103377E-04   5.21025397E-04   3.85731588E-04   5.95973244E-05   9.04651936E-06   6.28479508E-05  
  72               1.92522474E+01   2.05799538E+03   8.38108069E-01   1.60208108E-01   4.95560901E-04   5.21372147E-04   3.85374373E-04   5.95860487E-05   8.66998244E-06   6.27555224E-05  
  73               1.98957652E+01   2.07450014E+03   8.38065985E-01   1.60204313E-01   5.41758190E-04   5.21667311E-04   3.85037162E-04   5.95732739E-05   8.34991048E-06   6.26547512E-05  
  74               2.06276032E+01   2.09403951E+03   8.38011436E-01   1.60199402E-01   6.01614889E-04   5.22021441E-04   3.84628774E-04   5.95587246E-05   7.95953232E-06   6.25386705E-05  
  75               2.14570272E+01   2.11419602E+03   8.37950794E-01   1.60193988E-01   6.68009164E-04   5.22319261E-04   3.84273480E-04   5.95419673E-05   7.62469838E-06   6.24121835E-05  
  76               2.23938873E+01   2.13747755E+03   8.37873351E-01   1.60187086E-01   7.52753030E-04   5.22660255E-04   3.83861855E-04   5.95228465E-05   7.23646504E-06   6.22686094E-05  
  77               2.34485987E+01   2.16143842E+03   8.37786451E-01   1.60179389E-01   8.47690835E-04   5.22939535E-04   3.83506637E-04   5.95004600E-05   6.90552196E-06   6.21130451E-05  
  78               2.46322546E+01   2.18853408E+03   8.37676881E-01   1.60169700E-01   9.67335078E-04   5.23244601E-04   3.83109894E-04   5.94752866E-05   6.53748272E-06   6.19387944E-05  
  79               2.59566247E+01   2.21629542E+03   8.37553353E-01   1.60158824E-01   1.10206751E-03   5.23484197E-04   3.82771102E-04   5.94457064E-05   6.22748553E-06   6.17511874E-05  
  80               2.74343438E+01   2.24711496E+03   8.37399503E-01   1.60145298E-01   1.26980719E-03   5.23732897E-04   3.82404074E-04   5.94130060E-05   5.89452675E-06   6.15435337E-05  
  81               2.90789217E+01   2.27851743E+03   8.37225949E-01   1.60130082E-01   1.45888355E-03   5.23914034E-04   3.82094663E-04   5.93747787E-05   5.61865964E-06   6.13213977E-05  
  82               3.09050083E+01   2.31282561E+03   8.37010532E-01   1.60111009E-01   1.69134365E-03   5.24088424E-04   3.81769716E-04   5.93326049E-05   5.33078570E-06   6.10779579E-05  
  83               3.29277423E+01   2.34758935E+03   8.36762153E-01   1.60089815E-01   1.95276417E-03   5.24286590E-04   3.87610250E-04   5.92875474E-05   5.01716140E-06   6.08192605E-05  
  84               3.51643824E+01   2.38505774E+03   8.36470513E-01   1.60064337E-01   2.27004750E-03   5.24375757E-04   3.87443976E-04   5.92345558E-05   4.78092476E-06   6.05385967E-05  
  85               3.76340749E+01   2.42282366E+03   8.36144230E-01   1.60035867E-01   2.62494176E-03   5.24397574E-04   3.87311576E-04   5.91740416E-05   4.59428336E-06   6.02418100E-05  
  86               4.03572946E+01   2.46309764E+03   8.35753178E-01   1.60001754E-01   3.05027850E-03   5.24391938E-04   3.87164400E-04   5.91075342E-05   4.40741338E-06   5.99221604E-05  
  87               4.33561514E+01   2.50356794E+03   8.35318001E-01   1.59963822E-01   3.52353570E-03   5.24320134E-04   3.87051256E-04   5.90324272E-05   4.26421412E-06   5.95856454E-05  
  88               4.66559424E+01   2.54627708E+03   8.34804159E-01   1.59919040E-01   4.08233417E-03   5.24211101E-04   3.86929670E-04   5.89497662E-05   4.12428293E-06   5.92257614E-05  
  89               5.02850818E+01   2.58912706E+03   8.34235709E-01   1.59869523E-01   4.70044811E-03   5.24036007E-04   3.86843116E-04   5.88572314E-05   4.02226449E-06   5.88481069E-05  
  90               5.42757625E+01   2.63395017E+03   8.33574614E-01   1.59811942E-01   5.41928941E-03   5.23813991E-04   3.86757009E-04   5.87552509E-05   3.92616437E-06   5.84465289E-05  
  91               5.86637314E+01   2.67888536E+03   8.32848191E-01   1.59748692E-01   6.20909412E-03   5.23524192E-04   3.86710306E-04   5.86417921E-05   3.86316915E-06   5.80261794E-05  
  92               6.34887881E+01   2.72564379E+03   8.32013551E-01   1.59676024E-01   7.11654133E-03   5.23178445E-04   3.86673688E-04   5.85167007E-05   3.80668619E-06   5.75810940E-05  
  93               6.87942279E+01   2.77241332E+03   8.31105263E-01   1.59596964E-01   8.10398507E-03   5.22760711E-04   3.86686120E-04   5.83781087E-05   3.78069552E-06   5.71166482E-05  
  94               7.46279128E+01   2.82084962E+03   8.30074626E-01   1.59507257E-01   9.22441386E-03   5.22277308E-04   3.86721784E-04   5.82252547E-05   3.76183452E-06   5.66269842E-05  
  95               8.10419454E+01   2.86929841E+03   8.28961284E-01   1.59410373E-01   1.04346657E-02   5.21716705E-04   3.86818237E-04   5.80563816E-05   3.77042282E-06   5.61173612E-05  
  96               8.80936146E+01   2.91923678E+03   8.27714275E-01   1.59301861E-01   1.17901814E-02   5.21079719E-04   3.86955102E-04   5.78698970E-05   3.78721103E-06   5.55824990E-05  
  97               9.58449823E+01   2.96914115E+03   8.26379288E-01   1.59185714E-01   1.32412265E-02   5.20358401E-04   3.87169021E-04   5.76639668E-05   3.82993758E-06   5.50276470E-05  
  98               1.04363538E+02   3.02042840E+03   8.24900259E-01   1.59057041E-01   1.48487828E-02   5.19549264E-04   3.87441896E-04   5.74358281E-05   3.88128000E-06   5.44477993E-05  
  99               1.13716953E+02   3.07157173E+03   8.23333504E-01   1.58920760E-01   1.65515606E-02   5.18647611E-04   3.87810418E-04   5.71833909E-05   3.95815036E-06   5.38489048E-05  
  100              1.23970327E+02   3.12380179E+03   8.21623918E-01   1.58772063E-01   1.84094955E-02   5.17647705E-04   3.88257756E-04   5.69024896E-05   4.04529464E-06   5.32272921E-05  
  101              1.35190626E+02   3.17573136E+03   8.19833424E-01   1.58616357E-01   2.03552062E-02   5.16548270E-04   3.88815746E-04   5.65903779E-05   4.15738237E-06   5.25891959E-05  
