# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   4.00130618E+02   8.38494123E-01   1.60508879E-01   3.93946178E-24   5.29262689E-04   3.75393079E-04   6.06080751E-05   0.00000000E+00   0.00000000E+00  
  2                2.72957184E-05   4.94139941E+02   8.38493966E-01   1.60509076E-01   6.50776821E-19   5.29265618E-04   3.75395156E-04   6.06084104E-05   0.00000000E+00   0.00000000E+00  
  3                4.56511086E-05   5.28977980E+02   8.38494275E-01   1.60508812E-01   1.69213519E-17   5.29264153E-04   3.75394117E-04   6.06082426E-05   0.00000000E+00   0.00000000E+00  
  4                6.63058670E-05   5.54055220E+02   8.38495188E-01   1.60507928E-01   1.34373944E-16   5.29261633E-04   3.75392329E-04   6.06079541E-05   0.00000000E+00   0.00000000E+00  
  5                8.98539806E-05   5.72123307E+02   8.38496721E-01   1.60506377E-01   5.20209648E-16   5.29258194E-04   3.75389890E-04   6.06075603E-05   0.00000000E+00   0.00000000E+00  
  6                1.16850655E-04   5.89391158E+02   8.38499909E-01   1.60503195E-01   1.76544588E-15   5.29251270E-04   3.75384979E-04   6.06067674E-05   0.00000000E+00   0.00000000E+00  
  7                1.47882106E-04   6.03394071E+02   8.38503838E-01   1.60499111E-01   4.44435902E-15   5.29245293E-04   3.75380740E-04   6.06060829E-05   0.00000000E+00   0.00000000E+00  
  8                1.83610333E-04   6.17982239E+02   8.38510898E-01   1.60492017E-01   1.12253439E-14   5.29231643E-04   3.75371058E-04   6.06045198E-05   0.00000000E+00   0.00000000E+00  
  9                2.24796685E-04   6.30049997E+02   8.38518161E-01   1.60484780E-01   2.30356126E-14   5.29219781E-04   3.75362645E-04   6.06031615E-05   0.00000000E+00   0.00000000E+00  
  10               2.72351492E-04   6.43103333E+02   8.38529180E-01   1.60473584E-01   4.90957731E-14   5.29200611E-04   3.75349048E-04   6.06009663E-05   0.00000000E+00   0.00000000E+00  
  11               3.27320358E-04   6.54021740E+02   8.38538846E-01   1.60463954E-01   8.90465738E-14   5.29182219E-04   3.75336003E-04   6.05988600E-05   0.00000000E+00   0.00000000E+00  
  12               3.90905555E-04   6.66289329E+02   8.38553002E-01   1.60449844E-01   1.71743597E-13   5.29159773E-04   3.75320083E-04   6.05962897E-05   0.00000000E+00   0.00000000E+00  
  13               4.64484021E-04   6.76714745E+02   8.38564080E-01   1.60438803E-01   2.90719667E-13   5.29140024E-04   3.75306075E-04   6.05940281E-05   0.00000000E+00   0.00000000E+00  
  14               5.49638391E-04   6.88725969E+02   8.38579850E-01   1.60423079E-01   5.29101603E-13   5.29116301E-04   3.75289249E-04   6.05913115E-05   0.00000000E+00   0.00000000E+00  
  15               6.48181630E-04   6.99062367E+02   8.38591461E-01   1.60411500E-01   8.60803695E-13   5.29096574E-04   3.75275257E-04   6.05890525E-05   0.00000000E+00   0.00000000E+00  
  16               7.62195539E-04   7.11129042E+02   8.38607539E-01   1.60395458E-01   1.51100612E-12   5.29073130E-04   3.75258629E-04   6.05863679E-05   0.00000000E+00   0.00000000E+00  
  17               8.94061816E-04   7.21608922E+02   8.38618895E-01   1.60384118E-01   2.39822310E-12   5.29054692E-04   3.75245551E-04   6.05842564E-05   0.00000000E+00   0.00000000E+00  
  18               1.04650630E-03   7.33952277E+02   8.38634263E-01   1.60368759E-01   4.11413479E-12   5.29032421E-04   3.75229755E-04   6.05817061E-05   0.00000000E+00   0.00000000E+00  
  19               1.22262710E-03   7.44832555E+02   8.38644995E-01   1.60358002E-01   6.45559241E-12   5.29016002E-04   3.75218109E-04   6.05798259E-05   0.00000000E+00   0.00000000E+00  
  20               1.42594367E-03   7.57763919E+02   8.38659208E-01   1.60343720E-01   1.09833370E-11   5.28995334E-04   3.75203450E-04   6.05774591E-05   0.00000000E+00   0.00000000E+00  
  21               1.66053737E-03   7.69370145E+02   8.38669169E-01   1.60333618E-01   1.72704752E-11   5.28982378E-04   3.75194260E-04   6.05759754E-05   0.00000000E+00   0.00000000E+00  
  22               1.93119676E-03   7.83073831E+02   8.38681523E-01   1.60320971E-01   2.93079825E-11   5.28964073E-04   3.75181278E-04   6.05738793E-05   0.00000000E+00   0.00000000E+00  
  23               2.24337288E-03   7.95476892E+02   8.38690173E-01   1.60312143E-01   4.61629224E-11   5.28953028E-04   3.75173443E-04   6.05726144E-05   0.00000000E+00   0.00000000E+00  
  24               2.60320369E-03   8.10100179E+02   8.38700121E-01   1.60301517E-01   7.83489947E-11   5.28950948E-04   3.75171968E-04   6.05723763E-05   0.00000000E+00   0.00000000E+00  
  25               3.01768071E-03   8.23488611E+02   8.38706445E-01   1.60294078E-01   1.24106090E-10   5.28938998E-04   3.75163492E-04   6.05710078E-05   0.00000000E+00   0.00000000E+00  
