# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   4.45123173E+02   8.38493729E-01   1.60509086E-01   3.03266030E-21   5.29220973E-04   3.75665067E-04   6.06098117E-05   0.00000000E+00   0.00000000E+00  
  2                2.61117323E-05   5.31066155E+02   8.38494901E-01   1.60508032E-01   2.72228379E-17   5.29215992E-04   3.75661532E-04   6.06092413E-05   0.00000000E+00   0.00000000E+00  
  3                4.33059490E-05   5.74684633E+02   8.38507111E-01   1.60495857E-01   9.20577495E-16   5.29188416E-04   3.75641957E-04   6.06060831E-05   0.00000000E+00   0.00000000E+00  
  4                6.25911069E-05   5.97625966E+02   8.38525140E-01   1.60477692E-01   4.47529853E-15   5.29154616E-04   3.75617964E-04   6.06022121E-05   0.00000000E+00   0.00000000E+00  
  5                8.44992566E-05   6.22781696E+02   8.38565848E-01   1.60436889E-01   2.30140306E-14   5.29087224E-04   3.75570127E-04   6.05944940E-05   0.00000000E+00   0.00000000E+00  
  6                1.09520716E-04   6.37694116E+02   8.38587664E-01   1.60415143E-01   5.46029139E-14   5.29051254E-04   3.75544593E-04   6.05903744E-05   0.00000000E+00   0.00000000E+00  
  7                1.38231714E-04   6.57697775E+02   8.38627494E-01   1.60375437E-01   1.71819002E-13   5.28989389E-04   3.75500679E-04   6.05832892E-05   0.00000000E+00   0.00000000E+00  
  8                1.71254025E-04   6.69511919E+02   8.38641400E-01   1.60361567E-01   3.14190066E-13   5.28967407E-04   3.75485075E-04   6.05807717E-05   0.00000000E+00   0.00000000E+00  
  9                2.09298949E-04   6.87203747E+02   8.38669899E-01   1.60333145E-01   7.87323583E-13   5.28924546E-04   3.75454650E-04   6.05758630E-05   0.00000000E+00   0.00000000E+00  
  10               2.53163581E-04   6.97523472E+02   8.38677837E-01   1.60325211E-01   1.26676147E-12   5.28911623E-04   3.75445477E-04   6.05743829E-05   0.00000000E+00   0.00000000E+00  
  11               3.03763699E-04   7.14202416E+02   8.38697324E-01   1.60305744E-01   2.81009297E-12   5.28882771E-04   3.75424996E-04   6.05710786E-05   0.00000000E+00   0.00000000E+00  
  12               3.62131805E-04   7.23952202E+02   8.38702140E-01   1.60300878E-01   4.24432475E-12   5.28874316E-04   3.75418995E-04   6.05701103E-05   0.00000000E+00   0.00000000E+00  
  13               4.29453382E-04   7.40321474E+02   8.38715342E-01   1.60287584E-01   8.76587101E-12   5.28855934E-04   3.75405946E-04   6.05680051E-05   0.00000000E+00   0.00000000E+00  
  14               5.07070134E-04   7.49930832E+02   8.38718287E-01   1.60284456E-01   1.27725122E-11   5.28849901E-04   3.75401664E-04   6.05673142E-05   0.00000000E+00   0.00000000E+00  
  15               5.96533861E-04   7.66280368E+02   8.38726836E-01   1.60275540E-01   2.50689862E-11   5.28841672E-04   3.75395823E-04   6.05663718E-05   0.00000000E+00   0.00000000E+00  
  16               6.99689456E-04   7.75904402E+02   8.38728540E-01   1.60273549E-01   3.55846026E-11   5.28837056E-04   3.75392546E-04   6.05658430E-05   0.00000000E+00   0.00000000E+00  
  17               8.18661848E-04   7.92454362E+02   8.38733246E-01   1.60267532E-01   6.72708489E-11   5.28839319E-04   3.75394152E-04   6.05661023E-05   0.00000000E+00   0.00000000E+00  
  18               9.55866515E-04   8.02363741E+02   8.38733207E-01   1.60266140E-01   9.42157864E-11   5.28836018E-04   3.75391809E-04   6.05657242E-05   0.00000000E+00   0.00000000E+00  
  19               1.11409917E-03   8.19273428E+02   8.38737012E-01   1.60262348E-01   1.72972376E-10   5.28828728E-04   3.75386634E-04   6.05648893E-05   0.00000000E+00   0.00000000E+00  
  20               1.29649248E-03   8.29631949E+02   8.38737867E-01   1.60261497E-01   2.40515882E-10   5.28826028E-04   3.75384718E-04   6.05645801E-05   0.00000000E+00   4.61446845E-16  
  21               1.50661458E-03   8.47151060E+02   8.38740330E-01   1.60259043E-01   4.33162717E-10   5.28820678E-04   3.75380920E-04   6.05639674E-05   0.00000000E+00   2.49781143E-15  
