# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   3.00734538E+02   8.38489355E-01   1.60517141E-01   1.50567769E-33   5.29115969E-04   3.70725863E-04   6.04774881E-05   0.00000000E+00   0.00000000E+00  
  2                1.81009789E-05   3.55607252E+02   8.38496118E-01   1.60510386E-01   7.86690533E-28   5.29112344E-04   3.70723323E-04   6.04770737E-05   0.00000000E+00   0.00000000E+00  
  3                2.71672134E-05   3.78103608E+02   8.38496494E-01   1.60510011E-01   5.20466819E-26   5.29111977E-04   3.70723066E-04   6.04770318E-05   0.00000000E+00   0.00000000E+00  
  4                3.78191015E-05   3.92371326E+02   8.38496594E-01   1.60509907E-01   5.52442896E-25   5.29111965E-04   3.70723057E-04   6.04770304E-05   0.00000000E+00   0.00000000E+00  
  5                5.04531030E-05   4.06237097E+02   8.38496652E-01   1.60509825E-01   4.70993522E-24   5.29112016E-04   3.70723093E-04   6.04770362E-05   0.00000000E+00   0.00000000E+00  
  6                6.55012904E-05   4.16508587E+02   8.38496282E-01   1.60509738E-01   2.04059207E-23   5.29112198E-04   3.70723221E-04   6.04770570E-05   0.00000000E+00   0.00000000E+00  
  7                8.34774080E-05   4.27702480E+02   8.38496023E-01   1.60509995E-01   9.44234570E-23   5.29113324E-04   3.70724010E-04   6.04771857E-05   0.00000000E+00   0.00000000E+00  
  8                1.04996950E-04   4.36165475E+02   8.38496032E-01   1.60509985E-01   2.77828676E-22   5.29113548E-04   3.70724167E-04   6.04772113E-05   0.00000000E+00   0.00000000E+00  
  9                1.30798862E-04   4.46020645E+02   8.38496051E-01   1.60509966E-01   9.44515459E-22   5.29113798E-04   3.70724342E-04   6.04772399E-05   0.00000000E+00   0.00000000E+00  
  10               1.61765598E-04   4.53588086E+02   8.38496053E-01   1.60509964E-01   2.27403301E-21   5.29114114E-04   3.70724564E-04   6.04772761E-05   0.00000000E+00   0.00000000E+00  
  11               1.98954685E-04   4.62928104E+02   8.38496065E-01   1.60509950E-01   6.61638434E-21   5.29114451E-04   3.70724799E-04   6.04773145E-05   0.00000000E+00   0.00000000E+00  
  12               2.43629725E-04   4.70260388E+02   8.38496064E-01   1.60509951E-01   1.45197110E-20   5.29114822E-04   3.70725060E-04   6.04773570E-05   0.00000000E+00   0.00000000E+00  
  13               2.97302963E-04   4.79625058E+02   8.38496074E-01   1.60509940E-01   3.92494012E-20   5.29115255E-04   3.70725363E-04   6.04774065E-05   0.00000000E+00   0.00000000E+00  
  14               3.61785045E-04   4.87027005E+02   8.38496072E-01   1.60509941E-01   8.20156170E-20   5.29115700E-04   3.70725674E-04   6.04774573E-05   0.00000000E+00   0.00000000E+00  
  15               4.39248790E-04   4.96529413E+02   8.38496080E-01   1.60509932E-01   2.09715803E-19   5.29116198E-04   3.70726023E-04   6.04775142E-05   0.00000000E+00   0.00000000E+00  
  16               5.32303719E-04   5.03946727E+02   8.38496077E-01   1.60509935E-01   4.16245166E-19   5.29116689E-04   3.70726367E-04   6.04775703E-05   0.00000000E+00   0.00000000E+00  
  17               6.44093199E-04   5.13405026E+02   8.38496082E-01   1.60509929E-01   9.92363910E-19   5.29117203E-04   3.70726728E-04   6.04776291E-05   0.00000000E+00   0.00000000E+00  
  18               7.78428442E-04   5.20685993E+02   8.38496076E-01   1.60509934E-01   1.85171160E-18   5.29117836E-04   3.70727171E-04   6.04777015E-05   0.00000000E+00   0.00000000E+00  
  19               9.39903475E-04   5.30113051E+02   8.38496079E-01   1.60509929E-01   4.14964037E-18   5.29118388E-04   3.70727558E-04   6.04777646E-05   0.00000000E+00   0.00000000E+00  
  20               1.13403476E-03   5.37369874E+02   8.38496071E-01   1.60509936E-01   7.39987691E-18   5.29118942E-04   3.70727946E-04   6.04778278E-05   0.00000000E+00   0.00000000E+00  
  21               1.36743400E-03   5.46956826E+02   8.38496073E-01   1.60509933E-01   1.59416835E-17   5.29119856E-04   3.70728586E-04   6.04779323E-05   0.00000000E+00   0.00000000E+00  
  22               1.64801906E-03   5.54420361E+02   8.38496064E-01   1.60509940E-01   2.78127600E-17   5.29120442E-04   3.70728997E-04   6.04779993E-05   0.00000000E+00   0.00000000E+00  
  23               1.98527081E-03   5.64355397E+02   8.38496066E-01   1.60509937E-01   5.86165990E-17   5.29121027E-04   3.70729407E-04   6.04780662E-05   0.00000000E+00   0.00000000E+00  
  24               2.39056217E-03   5.72027660E+02   8.38496057E-01   1.60509945E-01   1.00079617E-16   5.29121591E-04   3.70729802E-04   6.04781307E-05   0.00000000E+00   0.00000000E+00  
  25               2.87751199E-03   5.82246304E+02   8.38496057E-01   1.60509942E-01   2.05200056E-16   5.29123349E-04   3.70731034E-04   6.04783316E-05   0.00000000E+00   0.00000000E+00  
  26               3.46238797E-03   5.90237471E+02   8.38496047E-01   1.60509950E-01   3.45869889E-16   5.29123959E-04   3.70731462E-04   6.04784014E-05   0.00000000E+00   0.00000000E+00  
  27               4.16455473E-03   6.01019839E+02   8.38496050E-01   1.60509945E-01   7.04372718E-16   5.29124545E-04   3.70731872E-04   6.04784683E-05   0.00000000E+00   0.00000000E+00  
