# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               H2S             
  1                1.00000000E-05   2.23459576E+02   8.38474872E-01   1.60540547E-01   1.26113528E-46   5.28733227E-04   3.63387827E-04   6.04046986E-05   0.00000000E+00   2.29940077E-05  
  2                1.30554626E-04   2.68158864E+02   8.38474893E-01   1.60540526E-01   1.05329924E-38   5.28733190E-04   3.63387803E-04   6.04046944E-05   0.00000000E+00   2.29940047E-05  
  3                2.56621646E-04   2.93804779E+02   8.38475073E-01   1.60540347E-01   3.80306787E-35   5.28732921E-04   3.63387617E-04   6.04046636E-05   0.00000000E+00   2.29939791E-05  
  4                3.95331972E-04   3.06590216E+02   8.38475271E-01   1.60540147E-01   1.26614132E-33   5.28732577E-04   3.63387381E-04   6.04046243E-05   0.00000000E+00   2.29939504E-05  
  5                5.50505080E-04   3.21125620E+02   8.38475896E-01   1.60539524E-01   5.15607084E-32   5.28731600E-04   3.63386709E-04   6.04045127E-05   0.00000000E+00   2.29938612E-05  
  6                7.25118362E-04   3.29904427E+02   8.38476315E-01   1.60539100E-01   3.95127637E-31   5.28730844E-04   3.63386190E-04   6.04044264E-05   0.00000000E+00   2.29938004E-05  
  7                9.22363477E-04   3.42094152E+02   8.38477612E-01   1.60537807E-01   5.96504041E-30   5.28728831E-04   3.63384806E-04   6.04041964E-05   0.00000000E+00   2.29936152E-05  
  8                1.14569581E-03   3.49363545E+02   8.38478177E-01   1.60537170E-01   2.64250260E-29   5.28728996E-04   3.63384920E-04   6.04042153E-05   0.00000000E+00   2.29935240E-05  
  9                1.39912850E-03   3.60217435E+02   8.38480010E-01   1.60535342E-01   2.30259929E-28   5.28726290E-04   3.63383060E-04   6.04039062E-05   0.00000000E+00   2.29932622E-05  
  10               1.68711107E-03   3.66587825E+02   8.38480671E-01   1.60534684E-01   7.44528127E-28   5.28724984E-04   3.63382162E-04   6.04037569E-05   0.00000000E+00   2.29931679E-05  
  11               2.01474353E-03   3.76782530E+02   8.38482748E-01   1.60532612E-01   4.73685837E-27   5.28722012E-04   3.63380119E-04   6.04034173E-05   0.00000000E+00   2.29928712E-05  
  12               2.38773174E-03   3.82740759E+02   8.38483369E-01   1.60531994E-01   1.28863875E-26   5.28720747E-04   3.63379251E-04   6.04032729E-05   0.00000000E+00   2.29927826E-05  
  13               2.81256544E-03   3.92787293E+02   8.38485324E-01   1.60529816E-01   6.87721386E-26   5.28717408E-04   3.63376956E-04   6.04028914E-05   0.00000000E+00   2.29924707E-05  
  14               3.29649720E-03   3.98858869E+02   8.38485978E-01   1.60529147E-01   1.75965336E-25   5.28726024E-04   3.63382877E-04   6.04038758E-05   0.00000000E+00   2.29923748E-05  
  15               3.84786450E-03   4.09053689E+02   8.38488063E-01   1.60527067E-01   8.42262692E-25   5.28723113E-04   3.63380877E-04   6.04035432E-05   0.00000000E+00   2.29920769E-05  
  16               4.47598579E-03   4.15406963E+02   8.38488720E-01   1.60526411E-01   2.08788090E-24   5.28721880E-04   3.63380029E-04   6.04034023E-05   0.00000000E+00   2.29919829E-05  
  17               5.19145672E-03   4.26100786E+02   8.38489977E-01   1.60524303E-01   9.50146993E-24   5.28719175E-04   3.63378170E-04   6.04030933E-05   0.00000000E+00   2.29916811E-05  
  18               6.00613158E-03   4.33256747E+02   8.38490747E-01   1.60523480E-01   2.44982823E-23   5.28717672E-04   3.63377137E-04   6.04029215E-05   0.00000000E+00   2.29915631E-05  
  19               6.93309688E-03   4.45189800E+02   8.38492275E-01   1.60521532E-01   1.16201260E-22   5.28717265E-04   3.63376857E-04   6.04028751E-05   0.00000000E+00   2.29912842E-05  
  20               7.98735533E-03   4.53057100E+02   8.38492665E-01   1.60521078E-01   3.02339017E-22   5.28752436E-04   3.63401030E-04   6.04068931E-05   0.00000000E+00   2.29912191E-05  
  21               9.18781876E-03   4.64392357E+02   8.38491897E-01   1.60519333E-01   1.16495903E-21   5.28750579E-04   3.63399753E-04   6.04066810E-05   0.00000000E+00   2.29909693E-05  
  22               1.05546648E-02   4.72369246E+02   8.38492637E-01   1.60518597E-01   2.83288194E-21   5.28748404E-04   3.63398259E-04   6.04064325E-05   0.00000000E+00   2.29908638E-05  
  23               1.21105570E-02   4.84164660E+02   8.38493724E-01   1.60517513E-01   1.02943041E-20   5.28746901E-04   3.63397225E-04   6.04062608E-05   0.00000000E+00   2.29907085E-05  
  24               1.38807388E-02   4.92809124E+02   8.38494194E-01   1.60517044E-01   2.49867266E-20   5.28746174E-04   3.63396726E-04   6.04061778E-05   0.00000000E+00   2.29906414E-05  
  25               1.58937449E-02   5.05316692E+02   8.38495083E-01   1.60516158E-01   8.77871501E-20   5.28744946E-04   3.63395882E-04   6.04060375E-05   0.00000000E+00   2.29905145E-05  
  26               1.81812418E-02   5.14794683E+02   8.38495495E-01   1.60515747E-01   2.14570169E-19   5.28744317E-04   3.63395450E-04   6.04059656E-05   0.00000000E+00   2.29904555E-05  
  27               2.07796393E-02   5.28356575E+02   8.38496233E-01   1.60515011E-01   7.47938682E-19   5.28743299E-04   3.63394750E-04   6.04058493E-05   0.00000000E+00   2.29903502E-05  
  28               2.37291980E-02   5.39136778E+02   8.38496615E-01   1.60514631E-01   1.90025226E-18   5.28742730E-04   3.63394359E-04   6.04057843E-05   0.00000000E+00   2.29902957E-05  
  29               2.70749542E-02   5.54181612E+02   8.38497229E-01   1.60514018E-01   6.72252773E-18   5.28741890E-04   3.63393782E-04   6.04056884E-05   0.00000000E+00   2.29902079E-05  
  30               3.08664014E-02   5.66531664E+02   8.38497569E-01   1.60513679E-01   1.77941465E-17   5.28741412E-04   3.63393453E-04   6.04056337E-05   0.00000000E+00   2.29901593E-05  
  31               3.51582180E-02   5.83206231E+02   8.38498060E-01   1.60513188E-01   6.32588673E-17   5.28740748E-04   3.63392997E-04   6.04055578E-05   0.00000000E+00   2.29900891E-05  
  32               4.00087468E-02   5.97446240E+02   8.38498352E-01   1.60512896E-01   1.74675306E-16   5.28740340E-04   3.63392716E-04   6.04055112E-05   0.00000000E+00   2.29900472E-05  
  33               4.54805674E-02   6.16295769E+02   8.38498744E-01   1.60512506E-01   6.34409961E-16   5.28739829E-04   3.63392365E-04   6.04054529E-05   0.00000000E+00   2.29899913E-05  
  34               5.16393187E-02   6.33141945E+02   8.38498993E-01   1.60512254E-01   1.86594165E-15   5.28739521E-04   3.63392153E-04   6.04054177E-05   0.00000000E+00   2.29899553E-05  
  35               5.85642774E-02   6.54844680E+02   8.38499292E-01   1.60511947E-01   7.00484664E-15   5.28739230E-04   3.63391953E-04   6.04053844E-05   0.00000000E+00   2.29899114E-05  
  36               6.63389036E-02   6.74778886E+02   8.38499472E-01   1.60511738E-01   2.17424239E-14   5.28739204E-04   3.63391936E-04   6.04053815E-05   0.00000000E+00   2.29898813E-05  
  37               7.50477690E-02   6.99954165E+02   8.38499530E-01   1.60511465E-01   8.39640389E-14   5.28742351E-04   3.63394098E-04   6.04057410E-05   0.00000000E+00   2.29898421E-05  
  38               8.47577150E-02   7.25744992E+02   8.38499672E-01   1.60511244E-01   3.03749761E-13   5.28742745E-04   3.63394369E-04   6.04057860E-05   0.00000000E+00   2.29898104E-05  
  39               9.55599881E-02   7.52085518E+02   8.38499725E-01   1.60510982E-01   1.02984770E-12   5.28745290E-04   3.63396118E-04   6.04060768E-05   0.00000000E+00   2.29897726E-05  
  40               1.07555404E-01   7.78921852E+02   8.38500063E-01   1.60510636E-01   3.27765442E-12   5.28744733E-04   3.63395735E-04   6.04060131E-05   0.00000000E+00   2.29897473E-05  
