# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               CH4              Mg              
  1                1.00000000E-05   5.03953193E+02   8.38515880E-01   1.60512790E-01   3.03899698E-18   4.66824055E-04   3.28874924E-04   5.95989206E-05   8.26783411E-05   0.00000000E+00  
  2                3.05774417E-05   5.25045875E+02   8.38515726E-01   1.60512907E-01   1.42307799E-17   4.66824320E-04   3.28875110E-04   5.95989544E-05   8.26783880E-05   0.00000000E+00  
  3                5.57140970E-05   5.43771055E+02   8.38515977E-01   1.60512654E-01   5.95253121E-17   4.66823923E-04   3.28874831E-04   5.95989038E-05   8.26783178E-05   0.00000000E+00  
  4                8.68044598E-05   5.48692382E+02   8.38515687E-01   1.60512916E-01   7.37117901E-17   4.66824401E-04   3.28875168E-04   5.95989648E-05   8.26784025E-05   0.00000000E+00  
  5                1.25373230E-04   5.63773541E+02   8.38515982E-01   1.60512626E-01   2.22258705E-16   4.66823910E-04   3.28874822E-04   5.95989021E-05   8.26783155E-05   0.00000000E+00  
  6                1.73240990E-04   5.67904264E+02   8.38515754E-01   1.60512826E-01   2.65856183E-16   4.66824274E-04   3.28875078E-04   5.95989486E-05   8.26783800E-05   0.00000000E+00  
  7                2.32698936E-04   5.82004882E+02   8.38516112E-01   1.60512475E-01   7.08143942E-16   4.66823908E-04   3.28874821E-04   5.95989019E-05   8.26783152E-05   0.00000000E+00  
  8                3.06543044E-04   5.86080243E+02   8.38515897E-01   1.60512669E-01   8.46075298E-16   4.66824268E-04   3.28875074E-04   5.95989478E-05   8.26783788E-05   0.00000000E+00  
  9                3.98289070E-04   5.99710118E+02   8.38516331E-01   1.60512242E-01   2.06904653E-15   4.66823569E-04   3.28874582E-04   5.95988586E-05   8.26782551E-05   0.00000000E+00  
  10               5.12245905E-04   6.03869549E+02   8.38516072E-01   1.60512448E-01   2.47187820E-15   4.66823932E-04   3.28874837E-04   5.95989049E-05   8.26783193E-05   0.00000000E+00  
  11               6.53814847E-04   6.17256930E+02   8.38516589E-01   1.60511935E-01   5.65704809E-15   4.66823954E-04   3.28874853E-04   5.95989078E-05   8.26783233E-05   0.00000000E+00  
  12               8.29632803E-04   6.21540681E+02   8.38516313E-01   1.60512178E-01   6.74781000E-15   4.66824399E-04   3.28875166E-04   5.95989646E-05   8.26784021E-05   0.00000000E+00  
  13               1.04805723E-03   6.34870963E+02   8.38516925E-01   1.60511572E-01   1.46772255E-14   4.66823436E-04   3.28874488E-04   5.95988416E-05   8.26782315E-05   0.00000000E+00  
  14               1.31941297E-03   6.39310970E+02   8.38516487E-01   1.60511837E-01   1.74740590E-14   4.66823861E-04   3.28874787E-04   5.95988958E-05   8.26783068E-05   0.00000000E+00  
  15               1.65658643E-03   6.52732147E+02   8.38517195E-01   1.60511128E-01   3.65406055E-14   4.66825574E-04   3.28875994E-04   5.95991145E-05   8.26786101E-05   0.00000000E+00  
