# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   3.21065329E+02   8.38492029E-01   1.60511516E-01   3.76727088E-31   5.29320854E-04   3.75097752E-04   6.05851224E-05   0.00000000E+00   0.00000000E+00  
  2                1.75154599E-05   3.83531441E+02   8.38494391E-01   1.60509152E-01   1.73333305E-25   5.29317502E-04   3.75095377E-04   6.05847387E-05   0.00000000E+00   0.00000000E+00  
  3                2.58193791E-05   4.06304240E+02   8.38494086E-01   1.60508981E-01   6.65472849E-24   5.29317070E-04   3.75095071E-04   6.05846893E-05   0.00000000E+00   0.00000000E+00  
  4                3.54298500E-05   4.26476688E+02   8.38493832E-01   1.60509235E-01   1.21445676E-22   5.29317692E-04   3.75095511E-04   6.05847605E-05   0.00000000E+00   0.00000000E+00  
  5                4.66759452E-05   4.38386374E+02   8.38493844E-01   1.60509224E-01   5.65703362E-22   5.29317294E-04   3.75095229E-04   6.05847149E-05   0.00000000E+00   0.00000000E+00  
  6                5.99134892E-05   4.52911696E+02   8.38493863E-01   1.60509206E-01   3.42628151E-21   5.29316577E-04   3.75094721E-04   6.05846328E-05   0.00000000E+00   0.00000000E+00  
  7                7.55360821E-05   4.62059804E+02   8.38493867E-01   1.60509203E-01   9.64903356E-21   5.29315932E-04   3.75094264E-04   6.05845590E-05   0.00000000E+00   0.00000000E+00  
  8                9.40016922E-05   4.75103327E+02   8.38493881E-01   1.60509192E-01   4.13789638E-20   5.29314660E-04   3.75093363E-04   6.05844134E-05   0.00000000E+00   0.00000000E+00  
  9                1.15841042E-04   4.83567897E+02   8.38493884E-01   1.60509191E-01   9.84166103E-20   5.29313970E-04   3.75092874E-04   6.05843345E-05   0.00000000E+00   0.00000000E+00  
  10               1.41681478E-04   4.96255787E+02   8.38493897E-01   1.60509182E-01   3.58602789E-19   5.29312241E-04   3.75091649E-04   6.05841366E-05   0.00000000E+00   0.00000000E+00  
  11               1.72259938E-04   5.04481812E+02   8.38493897E-01   1.60509181E-01   7.73462815E-19   5.29312744E-04   3.75092005E-04   6.05841941E-05   0.00000000E+00   0.00000000E+00  
  12               2.08456821E-04   5.16878509E+02   8.38493910E-01   1.60509172E-01   2.46369012E-18   5.29311501E-04   3.75091124E-04   6.05840519E-05   0.00000000E+00   0.00000000E+00  
  13               2.51330206E-04   5.24701576E+02   8.38493915E-01   1.60509172E-01   4.80258089E-18   5.29309447E-04   3.75089669E-04   6.05838168E-05   0.00000000E+00   0.00000000E+00  
  14               3.02142869E-04   5.36775016E+02   8.38493933E-01   1.60509161E-01   1.35765733E-17   5.29306798E-04   3.75087792E-04   6.05835136E-05   0.00000000E+00   0.00000000E+00  
  15               3.62384880E-04   5.44361844E+02   8.38493935E-01   1.60509157E-01   2.46020313E-17   5.29307237E-04   3.75088103E-04   6.05835638E-05   0.00000000E+00   0.00000000E+00  
  16               4.33820858E-04   5.56423201E+02   8.38493963E-01   1.60509138E-01   6.43470276E-17   5.29304583E-04   3.75086222E-04   6.05832601E-05   0.00000000E+00   0.00000000E+00  
  17               5.18533548E-04   5.63983208E+02   8.38493974E-01   1.60509130E-01   1.11205477E-16   5.29302507E-04   3.75084751E-04   6.05830224E-05   0.00000000E+00   0.00000000E+00  
  18               6.18987404E-04   5.76187664E+02   8.38494021E-01   1.60509090E-01   2.74526367E-16   5.29300070E-04   3.75083024E-04   6.05827435E-05   0.00000000E+00   0.00000000E+00  
  19               7.38092945E-04   5.83792114E+02   8.38494039E-01   1.60509071E-01   4.56905446E-16   5.29298356E-04   3.75081809E-04   6.05825474E-05   0.00000000E+00   0.00000000E+00  
  20               8.79292911E-04   5.96181150E+02   8.38494126E-01   1.60508989E-01   1.07264510E-15   5.29296218E-04   3.75080294E-04   6.05823026E-05   0.00000000E+00   0.00000000E+00  
  21               1.04665235E-03   6.03834476E+02   8.38494157E-01   1.60508950E-01   1.72484224E-15   5.29294852E-04   3.75079326E-04   6.05821463E-05   0.00000000E+00   0.00000000E+00  
  22               1.24497230E-03   6.16420675E+02   8.38494316E-01   1.60508792E-01   3.86790916E-15   5.29292961E-04   3.75077986E-04   6.05819298E-05   0.00000000E+00   0.00000000E+00  
  23               1.47990600E-03   6.24253661E+02   8.38494364E-01   1.60508714E-01   6.07886416E-15   5.29291792E-04   3.75077157E-04   6.05817960E-05   0.00000000E+00   0.00000000E+00  
  24               1.75822651E-03   6.37256094E+02   8.38494658E-01   1.60508410E-01   1.32450754E-14   5.29289850E-04   3.75075781E-04   6.05815737E-05   0.00000000E+00   0.00000000E+00  
  25               2.08793963E-03   6.45475011E+02   8.38494664E-01   1.60508239E-01   2.06274970E-14   5.29288588E-04   3.75074887E-04   6.05814293E-05   0.00000000E+00   0.00000000E+00  
  26               2.47847627E-03   6.59078067E+02   8.38495203E-01   1.60507657E-01   4.41503023E-14   5.29286212E-04   3.75073203E-04   6.05811573E-05   0.00000000E+00   0.00000000E+00  
  27               2.94090157E-03   6.67841010E+02   8.38495493E-01   1.60507371E-01   6.86761484E-14   5.29284431E-04   3.75071941E-04   6.05809535E-05   0.00000000E+00   0.00000000E+00  
  28               3.48817414E-03   6.82290873E+02   8.38496417E-01   1.60506227E-01   1.46104769E-13   5.29281262E-04   3.75069695E-04   6.05805907E-05   0.00000000E+00   0.00000000E+00  
  29               4.13543163E-03   6.91818576E+02   8.38497013E-01   1.60505635E-01   2.29115480E-13   5.29278761E-04   3.75067923E-04   6.05803044E-05   0.00000000E+00   0.00000000E+00  
  30               4.90031124E-03   7.07279304E+02   8.38499172E-01   1.60503489E-01   4.86460078E-13   5.29274508E-04   3.75064909E-04   6.05798177E-05   0.00000000E+00   0.00000000E+00  
  31               5.80317269E-03   7.17901867E+02   8.38500466E-01   1.60502198E-01   7.78603642E-13   5.29270722E-04   3.75062226E-04   6.05793843E-05   0.00000000E+00   0.00000000E+00  
  32               6.86748292E-03   7.34806011E+02   8.38504784E-01   1.60497893E-01   1.67502642E-12   5.29264575E-04   3.75057871E-04   6.05786809E-05   0.00000000E+00   0.00000000E+00  
  33               8.12011937E-03   7.46871615E+02   8.38507682E-01   1.60495001E-01   2.76115247E-12   5.29258089E-04   3.75053275E-04   6.05779385E-05   0.00000000E+00   0.00000000E+00  
  34               9.59193733E-03   7.65396742E+02   8.38516163E-01   1.60486522E-01   6.00705479E-12   5.29249702E-04   3.75047331E-04   6.05769785E-05   0.00000000E+00   0.00000000E+00  
  35               1.13198676E-02   7.79081066E+02   8.38522193E-01   1.60480465E-01   1.01736593E-11   5.29238554E-04   3.75039431E-04   6.05757024E-05   0.00000000E+00   0.00000000E+00  
