# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   3.81602738E+02   8.38497915E-01   1.60509872E-01   1.62250979E-25   5.28686828E-04   3.69166905E-04   6.04234595E-05   0.00000000E+00   0.00000000E+00  
  2                1.86303071E-05   4.26859532E+02   8.38497714E-01   1.60510078E-01   1.77007358E-22   5.28685840E-04   3.69166216E-04   6.04233466E-05   0.00000000E+00   0.00000000E+00  
  3                2.86342306E-05   4.51289096E+02   8.38497740E-01   1.60510062E-01   4.02125117E-21   5.28680085E-04   3.69162197E-04   6.04226889E-05   0.00000000E+00   0.00000000E+00  
  4                4.05698687E-05   4.65147490E+02   8.38497744E-01   1.60510060E-01   1.92222103E-20   5.28679409E-04   3.69161725E-04   6.04226117E-05   0.00000000E+00   0.00000000E+00  
  5                5.49147728E-05   4.80697835E+02   8.38497758E-01   1.60510054E-01   1.03238428E-19   5.28676649E-04   3.69159798E-04   6.04222962E-05   0.00000000E+00   0.00000000E+00  
  6                7.22013473E-05   4.90766448E+02   8.38497753E-01   1.60510052E-01   2.77298724E-19   5.28681037E-04   3.69162862E-04   6.04227977E-05   0.00000000E+00   0.00000000E+00  
  7                9.30658344E-05   5.04036073E+02   8.38497767E-01   1.60510046E-01   1.00476137E-18   5.28678277E-04   3.69160935E-04   6.04224823E-05   0.00000000E+00   0.00000000E+00  
  8                1.18266195E-04   5.12826554E+02   8.38497758E-01   1.60510042E-01   2.18548208E-18   5.28685749E-04   3.69166152E-04   6.04233362E-05   0.00000000E+00   0.00000000E+00  
  9                1.48734958E-04   5.25045860E+02   8.38497772E-01   1.60510030E-01   6.45227880E-18   5.28687134E-04   3.69167119E-04   6.04234945E-05   0.00000000E+00   0.00000000E+00  
  10               1.85601910E-04   5.33056801E+02   8.38497762E-01   1.60510023E-01   1.22929905E-17   5.28696643E-04   3.69173759E-04   6.04245813E-05   0.00000000E+00   0.00000000E+00  
  11               2.30241042E-04   5.44622662E+02   8.38497786E-01   1.60510001E-01   3.15902707E-17   5.28696994E-04   3.69174005E-04   6.04246215E-05   0.00000000E+00   0.00000000E+00  
  12               2.84311177E-04   5.52172315E+02   8.38497778E-01   1.60509990E-01   5.51587750E-17   5.28707577E-04   3.69181394E-04   6.04258310E-05   0.00000000E+00   0.00000000E+00  
  13               3.49821853E-04   5.63500188E+02   8.38497818E-01   1.60509950E-01   1.30064307E-16   5.28709058E-04   3.69182428E-04   6.04260002E-05   0.00000000E+00   0.00000000E+00  
  14               4.29195318E-04   5.70975060E+02   8.38497815E-01   1.60509930E-01   2.16915560E-16   5.28720075E-04   3.69190121E-04   6.04272593E-05   0.00000000E+00   0.00000000E+00  
  15               5.25357259E-04   5.82452243E+02   8.38497885E-01   1.60509859E-01   4.88010483E-16   5.28722220E-04   3.69191619E-04   6.04275045E-05   0.00000000E+00   0.00000000E+00  
  16               6.41837199E-04   5.90045651E+02   8.38497886E-01   1.60509823E-01   7.91709464E-16   5.28733436E-04   3.69199451E-04   6.04287864E-05   0.00000000E+00   0.00000000E+00  
  17               7.82903990E-04   6.01710000E+02   8.38498005E-01   1.60509697E-01   1.70863326E-15   5.28736168E-04   3.69201359E-04   6.04290987E-05   0.00000000E+00   0.00000000E+00  
  18               9.53718200E-04   6.09336902E+02   8.38498037E-01   1.60509644E-01   2.68350687E-15   5.28747635E-04   3.69209366E-04   6.04304092E-05   0.00000000E+00   0.00000000E+00  
  19               1.16052820E-03   6.21051095E+02   8.38498202E-01   1.60509436E-01   5.51690900E-15   5.28750993E-04   3.69211710E-04   6.04307929E-05   0.00000000E+00   0.00000000E+00  
  20               1.41093821E-03   6.28578187E+02   8.38498230E-01   1.60509363E-01   8.33367995E-15   5.28762727E-04   3.69219904E-04   6.04321341E-05   0.00000000E+00   0.00000000E+00  
  21               1.71424050E-03   6.40350530E+02   8.38498527E-01   1.60509062E-01   1.63957615E-14   5.28766537E-04   3.69222564E-04   6.04325695E-05   0.00000000E+00   0.00000000E+00  
