# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CO               H2O              H                CH4              N2               H2S             
  29               2.97456974E-02   3.63327714E+02   8.38476417E-01   1.60540875E-01   4.45947768E-04   3.43349007E-04   9.32216430E-29   1.04425796E-04   5.95631276E-05   2.29921265E-05  
  30               3.44186645E-02   3.72059122E+02   8.38476431E-01   1.60540861E-01   4.45947696E-04   3.43348952E-04   4.72856900E-28   1.04425780E-04   5.95631181E-05   2.29921246E-05  
  31               3.98031726E-02   3.83252062E+02   8.38476457E-01   1.60540832E-01   4.45949119E-04   3.43350047E-04   3.45901053E-27   1.04426113E-04   5.95633081E-05   2.29921204E-05  
  32               4.60008876E-02   3.93263522E+02   8.38476204E-01   1.60540738E-01   4.45949077E-04   3.43350015E-04   1.84408856E-26   1.04426103E-04   5.95633025E-05   2.29921069E-05  
  33               5.31254073E-02   4.06042861E+02   8.38476322E-01   1.60540620E-01   4.45948813E-04   3.43349812E-04   1.40724298E-25   1.04426041E-04   5.95632673E-05   2.29920901E-05  
  34               6.13032231E-02   4.17894295E+02   8.38476450E-01   1.60540492E-01   4.45948627E-04   3.43349668E-04   8.22438579E-25   1.04425998E-04   5.95632425E-05   2.29920717E-05  
  35               7.06764018E-02   4.32622571E+02   8.38476738E-01   1.60540201E-01   4.45946997E-04   3.43348414E-04   6.53324695E-24   1.04425616E-04   5.95630248E-05   2.29920301E-05  
  36               8.14042214E-02   4.46785064E+02   8.38477007E-01   1.60539729E-01   4.45984389E-04   3.43377203E-04   4.18849152E-23   1.04434372E-04   5.95680190E-05   2.29919625E-05  
  37               9.36540789E-02   4.64734535E+02   8.38474851E-01   1.60538217E-01   4.45986282E-04   3.43378660E-04   3.80447870E-22   1.04434815E-04   5.95682719E-05   2.29917459E-05  
  38               1.07584250E-01   4.83684115E+02   8.38476576E-01   1.60536499E-01   4.45983103E-04   3.43376212E-04   3.27206564E-21   1.04434071E-04   5.95678472E-05   2.29914998E-05  
  39               1.23393956E-01   5.04768297E+02   8.38479254E-01   1.60533829E-01   4.45979546E-04   3.43373474E-04   2.97699487E-20   1.04433238E-04   5.95673722E-05   2.29911176E-05  
  40               1.41316822E-01   5.24855227E+02   8.38482155E-01   1.60530937E-01   4.45975687E-04   3.43370503E-04   2.05542620E-19   1.04432334E-04   5.95668568E-05   2.29907033E-05  
  41               1.61631415E-01   5.47254801E+02   8.38485534E-01   1.60527568E-01   4.45971349E-04   3.43367163E-04   1.50537704E-18   1.04431318E-04   5.95662773E-05   2.29902208E-05  
  42               1.84641272E-01   5.68585690E+02   8.38488359E-01   1.60524751E-01   4.45967689E-04   3.43364345E-04   8.61024376E-18   1.04430461E-04   5.95657884E-05   2.29898174E-05  
  43               2.10670516E-01   5.92400149E+02   8.38491113E-01   1.60522005E-01   4.45964221E-04   3.43361674E-04   5.22170101E-17   1.04429649E-04   5.95653252E-05   2.29894241E-05  
  44               2.40078065E-01   6.15020399E+02   8.38493138E-01   1.60519985E-01   4.45961642E-04   3.43359689E-04   2.52611687E-16   1.04429045E-04   5.95649808E-05   2.29891348E-05  
  45               2.73259628E-01   6.40280442E+02   8.38494983E-01   1.60518145E-01   4.45959350E-04   3.43357924E-04   1.29276184E-15   1.04428509E-04   5.95646747E-05   2.29888713E-05  
  46               3.10706463E-01   6.64251453E+02   8.38496273E-01   1.60516854E-01   4.45957738E-04   3.43356683E-04   5.39246878E-15   1.04428131E-04   5.95644593E-05   2.29886864E-05  
  47               3.52942881E-01   6.91077443E+02   8.38497424E-01   1.60515693E-01   4.45956390E-04   3.43355646E-04   2.38024954E-14   1.04427816E-04   5.95642793E-05   2.29885201E-05  
  48               4.00507644E-01   7.16477976E+02   8.38498187E-01   1.60514884E-01   4.45955648E-04   3.43355074E-04   8.70878995E-14   1.04427642E-04   5.95641801E-05   2.29884043E-05  
  49               4.53970291E-01   7.44862910E+02   8.38498743E-01   1.60514126E-01   4.45955595E-04   3.43355033E-04   3.35532455E-13   1.04427629E-04   5.95641731E-05   2.29882955E-05  
  50               5.13957430E-01   7.71632746E+02   8.38499025E-01   1.60513579E-01   4.45957545E-04   3.43356535E-04   1.08636630E-12   1.04428086E-04   5.95644336E-05   2.29882170E-05  
  51               5.81288606E-01   8.01575382E+02   8.38499494E-01   1.60513099E-01   4.45959603E-04   3.43358119E-04   3.69848739E-12   1.04428568E-04   5.95647084E-05   2.29881475E-05  
  52               6.56859174E-01   8.29820739E+02   8.38499842E-01   1.60512731E-01   4.45959242E-04   3.43357841E-04   1.07650167E-11   1.04428483E-04   5.95646602E-05   2.29925312E-05  
  53               7.41553146E-01   8.61420035E+02   8.38500213E-01   1.60512294E-01   4.45958945E-04   3.43357613E-04   3.28656071E-11   1.04428414E-04   5.95646206E-05   2.30067832E-05  
  54               8.36229476E-01   8.91102056E+02   8.38500506E-01   1.60511797E-01   4.45958993E-04   3.43357650E-04   8.67069049E-11   1.04428425E-04   5.95646270E-05   2.30459961E-05  
  55               9.41788988E-01   9.24199969E+02   8.38500845E-01   1.60510891E-01   4.45959892E-04   3.43358341E-04   2.38575073E-10   1.04428636E-04   5.95647470E-05   2.31732106E-05  
  56               1.05928089E+00   9.55147721E+02   8.38500877E-01   1.60509422E-01   4.45963492E-04   3.43361112E-04   5.73334867E-10   1.04429478E-04   5.95652277E-05   2.34858938E-05  
  57               1.19005486E+00   9.89676095E+02   8.38502022E-01   1.60506656E-01   4.45969320E-04   3.43365596E-04   1.43488910E-09   1.04430842E-04   5.95660056E-05   2.42927172E-05  
  58               1.33548894E+00   1.02193427E+03   8.38506136E-01   1.60502561E-01   4.45963304E-04   3.43360951E-04   3.17732293E-09   1.04429429E-04   5.95651998E-05   2.42920253E-05  
  59               1.49698187E+00   1.05790584E+03   8.38513878E-01   1.60494853E-01   4.45952568E-04   3.43352636E-04   7.30939159E-09   1.04426899E-04   5.95637575E-05   2.42907208E-05  
  60               1.67592855E+00   1.09138958E+03   8.38524364E-01   1.60484409E-01   4.45938003E-04   3.43341238E-04   1.50183510E-08   1.04423422E-04   5.95617818E-05   2.42889318E-05  
  61               1.87389440E+00   1.12866004E+03   8.38540927E-01   1.60467891E-01   4.45916407E-04   3.43323976E-04   3.19559040E-08   1.04418114E-04   5.95587958E-05   2.42860564E-05  
  62               2.09290640E+00   1.16329710E+03   8.38559277E-01   1.60449571E-01   4.45893727E-04   3.43304266E-04   6.13585899E-08   1.04411783E-04   5.95554248E-05   2.42827459E-05  
  63               2.33541498E+00   1.20194475E+03   8.38583092E-01   1.60425754E-01   4.45870166E-04   3.43278609E-04   1.21997888E-07   1.04402329E-04   5.95512038E-05   2.42782158E-05  
  64               2.60388258E+00   1.23790061E+03   8.38604897E-01   1.60403887E-01   4.45866188E-04   3.43249450E-04   2.21175763E-07   1.04385191E-04   5.95472407E-05   2.42736352E-05  
  65               2.90080264E+00   1.27801128E+03   8.38629069E-01   1.60379547E-01   4.45912478E-04   3.43198702E-04   4.14404715E-07   1.04333425E-04   5.95429925E-05   2.42678316E-05  
  66               3.22887205E+00   1.31437292E+03   8.38647696E-01   1.60360691E-01   4.46102920E-04   3.43082382E-04   7.03421615E-07   1.04154365E-04   5.95395977E-05   2.42621923E-05  
  67               3.59167321E+00   1.35210345E+03   8.38664823E-01   1.60343366E-01   4.46592983E-04   3.42780770E-04   1.18166145E-06   1.03612189E-04   5.95365645E-05   2.42552222E-05  
  68               3.99354533E+00   1.38805894E+03   8.38678545E-01   1.60329882E-01   4.47645872E-04   3.42063090E-04   1.87841780E-06   1.02205939E-04   5.95341273E-05   2.42465291E-05  
  69               4.44051180E+00   1.42652215E+03   8.38692084E-01   1.60317550E-01   4.49630562E-04   3.40560382E-04   3.00881246E-06   9.91067565E-05   5.95317739E-05   2.42312123E-05  
  70               4.93981422E+00   1.46417101E+03   8.38704174E-01   1.60308219E-01   4.52992388E-04   3.37815242E-04   4.64157721E-06   9.32796621E-05   5.95295548E-05   2.42012553E-05  
  71               5.49949346E+00   1.50506701E+03   8.38716511E-01   1.60299937E-01   4.58204801E-04   3.33461387E-04   7.26435582E-06   8.39255428E-05   5.95276465E-05   2.41228604E-05  
  72               6.12669161E+00   1.54589336E+03   8.38724128E-01   1.60293305E-01   4.65476049E-04   3.27881831E-04   1.10633783E-05   7.18506006E-05   5.95270348E-05   2.39253866E-05  
  73               6.82327749E+00   1.59057121E+03   8.38721029E-01   1.60285928E-01   4.74738482E-04   3.22741125E-04   1.71453654E-05   5.83300304E-05   5.95313467E-05   2.33771438E-05  
  74               7.57911070E+00   1.63589396E+03   8.38719150E-01   1.60281784E-01   4.84824451E-04   3.21549850E-04   2.60810038E-05   4.57598616E-05   5.95484982E-05   2.21290403E-05  
  75               8.37396381E+00   1.68056681E+03   8.38706866E-01   1.60276409E-01   4.93432744E-04   3.19482103E-04   3.85528712E-05   3.68804824E-05   5.95523863E-05   2.20148927E-05  
  76               9.18426947E+00   1.72212390E+03   8.38677172E-01   1.60270446E-01   5.00487341E-04   3.24516579E-04   5.43574015E-05   2.99319307E-05   5.95663152E-05   2.17549492E-05  
  77               9.96464592E+00   1.76007091E+03   8.38620679E-01   1.60262412E-01   5.06278725E-04   3.41176784E-04   7.33202190E-05   2.40650599E-05   5.95918670E-05   2.13179185E-05  
  78               1.06620531E+01   1.79148633E+03   8.38552877E-01   1.60254741E-01   5.10771738E-04   3.66712117E-04   9.29238360E-05   1.96228869E-05   5.96576070E-05   2.08315639E-05  
  79               1.12542087E+01   1.81738875E+03   8.38495899E-01   1.60249792E-01   5.13633722E-04   3.89614106E-04   1.12289459E-04   1.64715667E-05   5.96585030E-05   2.04455214E-05  
  80               1.19078938E+01   1.84423359E+03   8.38473379E-01   1.60246861E-01   5.15319875E-04   3.91421627E-04   1.35740789E-04   1.49182397E-05   5.96559244E-05   2.04504684E-05  
  81               1.24351440E+01   1.86541204E+03   8.38444176E-01   1.60242704E-01   5.16481896E-04   3.90606523E-04   1.57058851E-04   1.38231419E-05   5.96722738E-05   2.04514768E-05  
  82               1.28221412E+01   1.88015465E+03   8.38429988E-01   1.60241184E-01   5.17185118E-04   3.89889365E-04   1.73424634E-04   1.31450802E-05   5.96690858E-05   2.04512126E-05  
  83               1.32522385E+01   1.89653050E+03   8.38412624E-01   1.60239367E-01   5.17844767E-04   3.89195070E-04   1.93313036E-04   1.24328437E-05   5.96660591E-05   2.04492551E-05  
  84               1.37337811E+01   1.91396829E+03   8.38392229E-01   1.60237302E-01   5.18509283E-04   3.88497737E-04   2.16442040E-04   1.17521503E-05   5.96624501E-05   2.04457409E-05  
  85               1.42737599E+01   1.93329542E+03   8.38367115E-01   1.60234821E-01   5.19144067E-04   3.87774635E-04   2.44780330E-04   1.10485728E-05   5.96553265E-05   2.04394710E-05  
  86               1.46687937E+01   1.94676749E+03   8.38347840E-01   1.60232943E-01   5.19653802E-04   3.87345375E-04   2.66206101E-04   1.06068642E-05   5.96999236E-05   2.04339379E-05  
  87               1.49464437E+01   1.95630089E+03   8.38333423E-01   1.60231561E-01   5.19934552E-04   3.87004193E-04   2.82345975E-04   1.03015746E-05   5.96938273E-05   2.04291233E-05  
  88               1.52581891E+01   1.96653666E+03   8.38317135E-01   1.60230017E-01   5.20208783E-04   3.86705843E-04   3.00471169E-04   1.00005868E-05   5.96894418E-05   2.04235489E-05  
  89               1.56125443E+01   1.97824173E+03   8.38266359E-01   1.60222227E-01   5.20512037E-04   3.86350542E-04   3.22428842E-04   9.66301449E-06   5.96845426E-05   2.04152988E-05  
  90               1.60182075E+01   1.99111288E+03   8.38243240E-01   1.60220090E-01   5.20838113E-04   3.86006680E-04   3.47998874E-04   9.32101549E-06   5.96788258E-05   2.04062612E-05  
  91               1.64813266E+01   2.00571688E+03   8.38215131E-01   1.60217485E-01   5.21188457E-04   3.85623828E-04   3.79064675E-04   8.95003721E-06   5.96720303E-05   2.03943334E-05  
  92               1.70084790E+01   2.02171763E+03   8.38181982E-01   1.60214444E-01   5.21540028E-04   3.85264681E-04   4.15563293E-04   8.57723275E-06   5.96639569E-05   2.03799092E-05  
  93               1.76067282E+01   2.03956461E+03   8.38141915E-01   1.60210792E-01   5.21903578E-04   3.84857955E-04   4.59657095E-04   8.18721769E-06   5.96542708E-05   2.03612583E-05  
  94               1.82835641E+01   2.05900417E+03   8.38094368E-01   1.60206493E-01   5.22260905E-04   3.84480925E-04   5.11832041E-04   7.80007761E-06   5.96426553E-05   2.03386042E-05  
  95               1.90469382E+01   2.08032642E+03   8.38037238E-01   1.60201358E-01   5.22616173E-04   3.84067989E-04   5.74491079E-04   7.40948559E-06   5.96287463E-05   2.03101882E-05  
  96               1.99052401E+01   2.10338100E+03   8.37969233E-01   1.60195281E-01   5.22957003E-04   3.83661097E-04   6.48962627E-04   7.02784246E-06   5.96122025E-05   2.02756368E-05  
  97               2.08673992E+01   2.12826804E+03   8.37887990E-01   1.60188056E-01   5.23281961E-04   3.83260834E-04   7.37814399E-04   6.65533749E-06   5.95927303E-05   2.02337179E-05  
  98               2.19428425E+01   2.15497215E+03   8.37791115E-01   1.60179477E-01   5.23585793E-04   3.82871340E-04   8.43644148E-04   6.29626793E-06   5.95700828E-05   2.01833466E-05  
  99               2.31416537E+01   2.18338020E+03   8.37676277E-01   1.60169342E-01   5.23861219E-04   3.82498966E-04   9.68977375E-04   5.95693861E-06   5.95440201E-05   2.01236780E-05  
  100              2.44745414E+01   2.21363978E+03   8.37539409E-01   1.60157297E-01   5.24110313E-04   3.82139488E-04   1.11824195E-03   5.63367243E-06   5.95146010E-05   2.00529781E-05  
  101              2.59530899E+01   2.24537302E+03   8.37376858E-01   1.60142823E-01   5.24318525E-04   3.81805061E-04   1.29323552E-03   5.33833133E-06   5.94822872E-05   1.99712751E-05  
