# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   3.09608566E+02   8.38508447E-01   1.60517410E-01   1.83280206E-32   5.27708184E-04   3.46394056E-04   6.03382652E-05   0.00000000E+00   0.00000000E+00  
  2                1.24434415E-04   3.69604511E+02   8.38510024E-01   1.60515836E-01   4.92033977E-27   5.27706179E-04   3.46392739E-04   6.03380359E-05   0.00000000E+00   0.00000000E+00  
  3                2.48930136E-04   3.92180715E+02   8.38510581E-01   1.60515281E-01   2.08435406E-25   5.27705421E-04   3.46392241E-04   6.03379492E-05   0.00000000E+00   0.00000000E+00  
  4                3.91038574E-04   4.09036372E+02   8.38510943E-01   1.60514910E-01   2.63492099E-24   5.27704929E-04   3.46391919E-04   6.03378930E-05   0.00000000E+00   0.00000000E+00  
  5                5.54809918E-04   4.22135595E+02   8.38511040E-01   1.60514706E-01   1.62730503E-23   5.27705090E-04   3.46392025E-04   6.03379114E-05   0.00000000E+00   0.00000000E+00  
  6                7.44148007E-04   4.36257242E+02   8.38510951E-01   1.60514422E-01   1.05695578E-22   5.27708139E-04   3.46394026E-04   6.03382600E-05   0.00000000E+00   0.00000000E+00  
  7                9.63643958E-04   4.46847599E+02   8.38510817E-01   1.60514555E-01   3.88153364E-22   5.27708799E-04   3.46394459E-04   6.03383355E-05   0.00000000E+00   0.00000000E+00  
  8                1.21920332E-03   4.56607431E+02   8.38510893E-01   1.60514478E-01   1.21601398E-21   5.27708709E-04   3.46394400E-04   6.03383251E-05   0.00000000E+00   0.00000000E+00  
  9                1.51725825E-03   4.65280446E+02   8.38510929E-01   1.60514443E-01   3.19456125E-21   5.27708682E-04   3.46394382E-04   6.03383221E-05   0.00000000E+00   0.00000000E+00  
  10               1.86524352E-03   4.73842123E+02   8.38510966E-01   1.60514406E-01   8.01463361E-21   5.27708645E-04   3.46394358E-04   6.03383179E-05   0.00000000E+00   0.00000000E+00  
  11               2.27178030E-03   4.81760861E+02   8.38510980E-01   1.60514392E-01   1.81153598E-20   5.27708650E-04   3.46394361E-04   6.03383184E-05   0.00000000E+00   0.00000000E+00  
  12               2.74688600E-03   4.89878162E+02   8.38511003E-01   1.60514369E-01   4.07859155E-20   5.27708633E-04   3.46394350E-04   6.03383165E-05   0.00000000E+00   0.00000000E+00  
  13               3.30217644E-03   4.97656878E+02   8.38511013E-01   1.60514359E-01   8.62659362E-20   5.27708643E-04   3.46394357E-04   6.03383176E-05   0.00000000E+00   0.00000000E+00  
  14               3.95115250E-03   5.05826551E+02   8.38511036E-01   1.60514336E-01   1.85580776E-19   5.27708628E-04   3.46394347E-04   6.03383159E-05   0.00000000E+00   0.00000000E+00  
  15               4.70955601E-03   5.13682773E+02   8.38511045E-01   1.60514327E-01   3.77336169E-19   5.27708640E-04   3.46394355E-04   6.03383173E-05   0.00000000E+00   0.00000000E+00  
  16               5.59588490E-03   5.22018459E+02   8.38511066E-01   1.60514306E-01   7.86007180E-19   5.27708627E-04   3.46394346E-04   6.03383158E-05   0.00000000E+00   0.00000000E+00  
  17               6.63166573E-03   5.30182736E+02   8.38511079E-01   1.60514293E-01   1.57250125E-18   5.27708635E-04   3.46394351E-04   6.03383167E-05   0.00000000E+00   0.00000000E+00  
  18               7.84198227E-03   5.38882392E+02   8.38511102E-01   1.60514270E-01   3.23004169E-18   5.27708618E-04   3.46394340E-04   6.03383147E-05   0.00000000E+00   0.00000000E+00  
  19               9.25605598E-03   5.47336962E+02   8.38511114E-01   1.60514258E-01   6.33640153E-18   5.27708627E-04   3.46394346E-04   6.03383158E-05   0.00000000E+00   0.00000000E+00  
  20               1.09077388E-02   5.56432610E+02   8.38511139E-01   1.60514233E-01   1.28432508E-17   5.27708608E-04   3.46394334E-04   6.03383137E-05   0.00000000E+00   0.00000000E+00  
