# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              CH4              N2               Mg              
  37               1.77753011E-01   8.26866625E+02   8.38490049E-01   1.60508027E-01   1.84537345E-11   4.23089704E-04   3.61882537E-04   1.22987844E-04   5.92933841E-05   0.00000000E+00  
  38               2.18932584E-01   8.36387484E+02   8.38489885E-01   1.60508138E-01   2.39848462E-11   4.23090042E-04   3.61882826E-04   1.22987942E-04   5.92934314E-05   0.00000000E+00  
  39               2.69227003E-01   8.61791518E+02   8.38490487E-01   1.60507435E-01   5.52757165E-11   4.23090181E-04   3.61882945E-04   1.22987983E-04   5.92934509E-05   0.00000000E+00  
  40               3.30465643E-01   8.74331438E+02   8.38490307E-01   1.60507401E-01   7.77229066E-11   4.23090267E-04   3.61883019E-04   1.22988008E-04   5.92934630E-05   0.00000000E+00  
  41               4.04776627E-01   9.02900679E+02   8.38491234E-01   1.60506046E-01   1.84233141E-10   4.23092120E-04   3.61884604E-04   1.22988546E-04   5.92937227E-05   0.00000000E+00  
  42               4.94562003E-01   9.19066510E+02   8.38491185E-01   1.60505628E-01   2.80203739E-10   4.23091417E-04   3.61884002E-04   1.22988342E-04   5.92936241E-05   0.00000000E+00  
  43               6.02716207E-01   9.51454729E+02   8.38492612E-01   1.60502695E-01   6.81925775E-10   4.23101560E-04   3.61892678E-04   1.22991290E-04   5.92950456E-05   0.00000000E+00  
  44               7.32540744E-01   9.72059609E+02   8.38492964E-01   1.60501251E-01   1.12130980E-09   4.23099832E-04   3.61891199E-04   1.22990788E-04   5.92948032E-05   0.00000000E+00  
  45               8.87818733E-01   1.00891669E+03   8.38499136E-01   1.60495103E-01   2.78035816E-09   4.23092088E-04   3.61884569E-04   1.22988535E-04   5.92937171E-05   0.00000000E+00  
  46               1.07283970E+00   1.03469594E+03   8.38503262E-01   1.60491004E-01   4.89553378E-09   4.23086689E-04   3.61879926E-04   1.22986955E-04   5.92929564E-05   6.23668202E-16  
  47               1.29252896E+00   1.07664357E+03   8.38516608E-01   1.60477714E-01   1.22192662E-08   4.23069918E-04   3.61865476E-04   1.22982039E-04   5.92905898E-05   5.79391104E-15  
  48               1.55185648E+00   1.10802928E+03   8.38526535E-01   1.60467821E-01   2.25649921E-08   4.23057570E-04   3.61854379E-04   1.22978214E-04   5.92887791E-05   2.60956348E-14  
  49               1.85634890E+00   1.15505236E+03   8.38550192E-01   1.60444211E-01   5.52595979E-08   4.23029988E-04   3.61828578E-04   1.22969148E-04   5.92845934E-05   2.37036286E-13  
  50               2.21327129E+00   1.19162948E+03   8.38566761E-01   1.60427635E-01   1.03277978E-07   4.23018784E-04   3.61808358E-04   1.22959970E-04   5.92815907E-05   1.11527750E-12  
  51               2.63114207E+00   1.24319591E+03   8.38596465E-01   1.60397842E-01   2.41348004E-07   4.23019267E-04   3.61766770E-04   1.22933856E-04   5.92763313E-05   9.25949925E-12  
  52               3.11864255E+00   1.28414719E+03   8.38614716E-01   1.60379403E-01   4.41965929E-07   4.23138102E-04   3.61694064E-04   1.22837503E-04   5.92730553E-05   4.18234424E-11  
  53               3.68543945E+00   1.33915851E+03   8.38641175E-01   1.60352555E-01   9.62104601E-07   4.23556788E-04   3.61452856E-04   1.22449564E-04   5.92684254E-05   2.92920982E-10  
  54               4.34414148E+00   1.38313511E+03   8.38656026E-01   1.60337834E-01   1.68063553E-06   4.24830605E-04   3.60638656E-04   1.20930956E-04   5.92658506E-05   1.17071694E-09  
  55               5.11363006E+00   1.44068763E+03   8.38676564E-01   1.60318904E-01   3.37723921E-06   4.27973421E-04   3.58310965E-04   1.16385076E-04   5.92623751E-05   6.61858129E-09  
  56               6.01893062E+00   1.48721103E+03   8.38690016E-01   1.60309976E-01   5.59670964E-06   4.34122690E-04   3.53210895E-04   1.06630606E-04   5.92598682E-05   2.28420579E-08  
  57               7.09195303E+00   1.54710023E+03   8.38706476E-01   1.60299017E-01   1.04242438E-05   4.44884611E-04   3.44072463E-04   8.92420864E-05   5.92578590E-05   1.04031158E-07  
  58               8.34373286E+00   1.59589123E+03   8.38702010E-01   1.60292044E-01   1.64101930E-05   4.57128615E-04   3.36840288E-04   7.52163195E-05   5.92634130E-05   3.07109900E-07  
  59               9.76465235E+00   1.65684292E+03   8.38698938E-01   1.60285212E-01   2.83345635E-05   4.72348596E-04   3.34457633E-04   5.76829014E-05   5.92815319E-05   1.20083536E-06  
  60               1.13077702E+01   1.70614681E+03   8.38680196E-01   1.60279265E-01   4.22646198E-05   4.81690569E-04   3.32736787E-04   4.90889395E-05   5.92883278E-05   4.80396139E-06  
  61               1.28722641E+01   1.76514923E+03   8.38611914E-01   1.60266262E-01   6.74392708E-05   4.93563618E-04   3.45882287E-04   3.68587272E-05   5.93111402E-05   2.01718731E-05  
  62               1.42725056E+01   1.81444834E+03   8.38494568E-01   1.60253775E-01   9.73222362E-05   5.04151042E-04   4.01221138E-04   2.60011760E-05   5.93910585E-05   6.37979553E-05  
  63               1.54358628E+01   1.85129558E+03   8.38470730E-01   1.60250208E-01   1.26127299E-04   5.07409909E-04   3.99619740E-04   2.28601905E-05   5.93881058E-05   6.36012255E-05  
  64               1.67788761E+01   1.89252358E+03   8.38426308E-01   1.60243909E-01   1.66655409E-04   5.10345031E-04   3.96651443E-04   1.98686172E-05   5.93812689E-05   6.33768097E-05  
  65               1.79186834E+01   1.92422186E+03   8.38393911E-01   1.60240308E-01   2.04423593E-04   5.12166708E-04   3.94796229E-04   1.80275444E-05   5.93917154E-05   6.31951044E-05  
  66               1.88251997E+01   1.94942643E+03   8.38363376E-01   1.60237075E-01   2.39521602E-04   5.13476246E-04   3.93439027E-04   1.66755632E-05   5.93832736E-05   6.30509795E-05  
  67               1.98963897E+01   1.97657833E+03   8.38325535E-01   1.60233269E-01   2.82337018E-04   5.14655296E-04   3.92216436E-04   1.54639898E-05   5.93702800E-05   6.28873536E-05  
  68               2.11518644E+01   2.00821259E+03   8.38243446E-01   1.60222406E-01   3.40312243E-04   5.15886152E-04   3.90891781E-04   1.41574230E-05   5.93470172E-05   6.26944800E-05  
  69               2.21223244E+01   2.03064455E+03   8.38201666E-01   1.60218463E-01   3.86667158E-04   5.16640275E-04   3.90143868E-04   1.33827324E-05   5.93746400E-05   6.25526811E-05  
  70               2.28581853E+01   2.04810290E+03   8.38165725E-01   1.60215083E-01   4.26576354E-04   5.17199517E-04   3.89534741E-04   1.27843334E-05   5.93581066E-05   6.24443345E-05  
  71               2.37451022E+01   2.06736468E+03   8.38122853E-01   1.60211121E-01   4.73888104E-04   5.17726523E-04   3.89001517E-04   1.22239727E-05   5.93395189E-05   6.23185352E-05  
  72               2.48070800E+01   2.09075707E+03   8.38065209E-01   1.60205827E-01   5.37491696E-04   5.18348384E-04   3.88321873E-04   1.15561582E-05   5.93182042E-05   6.21676475E-05  
  73               2.60744150E+01   2.11656361E+03   8.37994868E-01   1.60199450E-01   6.14826279E-04   5.18919217E-04   3.87683786E-04   1.09319737E-05   5.92928953E-05   6.19937189E-05  
  74               2.75772747E+01   2.14674634E+03   8.37901884E-01   1.60191077E-01   7.16867074E-04   5.19536232E-04   3.86982631E-04   1.02472343E-05   5.92629764E-05   6.17896838E-05  
  75               2.93481454E+01   2.17977756E+03   8.37786794E-01   1.60180807E-01   8.42856707E-04   5.20086865E-04   3.86333485E-04   9.61522781E-06   5.92262765E-05   6.15574289E-05  
  76               3.14226216E+01   2.21700701E+03   8.37637846E-01   1.60167587E-01   1.00566853E-03   5.20625540E-04   3.85674619E-04   8.97591967E-06   5.91828312E-05   6.12913848E-05  
  77               3.38392499E+01   2.25721436E+03   8.37452951E-01   1.60151270E-01   1.20746448E-03   5.21079730E-04   3.85079565E-04   8.40024556E-06   5.91302980E-05   6.09928513E-05  
  78               3.66405756E+01   2.30128004E+03   8.37215833E-01   1.60130214E-01   1.46384080E-03   5.21478072E-04   3.84511268E-04   7.85212512E-06   5.90686032E-05   6.06574136E-05  
  79               3.98725062E+01   2.34818772E+03   8.36917435E-01   1.60104569E-01   1.78002988E-03   5.21904523E-04   3.90054378E-04   7.26028168E-06   5.89996715E-05   6.02864199E-05  
  80               4.35877705E+01   2.39837064E+03   8.36555838E-01   1.60072945E-01   2.17352865E-03   5.22116947E-04   3.89762627E-04   6.83373074E-06   5.89152609E-05   5.98768992E-05  
  81               4.78458774E+01   2.45123029E+03   8.36113492E-01   1.60034321E-01   2.65475328E-03   5.22223305E-04   3.89516266E-04   6.47057405E-06   5.88168390E-05   5.94289105E-05  
  82               5.27138367E+01   2.50666348E+03   8.35575738E-01   1.59987419E-01   3.23963912E-03   5.22220826E-04   3.89315490E-04   6.16604470E-06   5.87028048E-05   5.89412906E-05  
  83               5.82692158E+01   2.56466505E+03   8.34924948E-01   1.59930703E-01   3.94735212E-03   5.22107046E-04   3.89160594E-04   5.91354387E-06   5.85713910E-05   5.84125817E-05  
  84               6.46052096E+01   2.62447457E+03   8.34154617E-01   1.59863615E-01   4.78492872E-03   5.21863669E-04   3.89075210E-04   5.72481988E-06   5.84197039E-05   5.78435823E-05  
  85               7.18279917E+01   2.68697040E+03   8.33231087E-01   1.59783213E-01   5.78898654E-03   5.21500573E-04   3.89043865E-04   5.57434776E-06   5.82460989E-05   5.72300400E-05  
  86               8.00616204E+01   2.75044901E+03   8.32169408E-01   1.59690827E-01   6.94308459E-03   5.20985399E-04   3.89118802E-04   5.49240728E-06   5.80463904E-05   5.65762229E-05  
  87               8.94474391E+01   2.81689716E+03   8.30907259E-01   1.59581012E-01   8.31502953E-03   5.20334814E-04   3.89267629E-04   5.43567068E-06   5.78185833E-05   5.58743339E-05  
  88               1.00149069E+02   2.88350636E+03   8.29499088E-01   1.59458541E-01   9.84549470E-03   5.19507176E-04   3.89573922E-04   5.45271763E-06   5.75572978E-05   5.51331854E-05  
  89               1.12354565E+02   2.95263633E+03   8.27865970E-01   1.59316523E-01   1.16203366E-02   5.18512541E-04   3.90007185E-04   5.49847225E-06   5.72587222E-05   5.43439082E-05  
  90               1.26270231E+02   3.02293948E+03   8.26033378E-01   1.59157194E-01   1.36117720E-02   5.17324302E-04   3.90622504E-04   5.59419502E-06   5.69165540E-05   5.35113640E-05  
  91               1.42118174E+02   3.09405911E+03   8.24007025E-01   1.58981062E-01   1.58135340E-02   5.15926504E-04   3.91451906E-04   5.74278646E-06   5.65237566E-05   5.26378668E-05  
  92               1.60106640E+02   3.16659521E+03   8.21754155E-01   1.58785270E-01   1.82612164E-02   5.14308323E-04   3.92500241E-04   5.92982174E-06   5.60711373E-05   5.17239364E-05  
  93               1.80457365E+02   3.23940085E+03   8.19320196E-01   1.58573790E-01   2.09053563E-02   5.12451957E-04   3.93804782E-04   6.16978931E-06   5.55473413E-05   5.07771746E-05  
  94               2.03409975E+02   3.31317397E+03   8.16670881E-01   1.58343633E-01   2.37831960E-02   5.10342292E-04   3.95356255E-04   6.44855035E-06   5.49340658E-05   4.97984212E-05  
  95               2.29225549E+02   3.38685316E+03   8.13864680E-01   1.58099902E-01   2.68310992E-02   5.07961003E-04   3.97176116E-04   6.78125934E-06   5.42094933E-05   4.87953932E-05  
  96               2.58191064E+02   3.46136533E+03   8.10854426E-01   1.57838480E-01   3.01003394E-02   5.05286459E-04   3.99233194E-04   7.15206184E-06   5.33365245E-05   4.77680704E-05  
  97               2.90622978E+02   3.53559898E+03   8.07715727E-01   1.57565962E-01   3.35086408E-02   5.02298031E-04   4.01538430E-04   7.57939002E-06   5.22748518E-05   4.67242583E-05  
  98               3.26867332E+02   3.61061412E+03   8.04389118E-01   1.57277150E-01   3.71206366E-02   4.98967109E-04   4.04042860E-04   8.04628758E-06   5.09553196E-05   4.56632615E-05  
  99               3.67308177E+02   3.68517807E+03   8.00971730E-01   1.56980515E-01   4.08306244E-02   4.95271948E-04   4.06760903E-04   8.57558840E-06   4.93143122E-05   4.45930492E-05  
  100              4.12376742E+02   3.76054639E+03   7.97384952E-01   1.56669181E-01   4.47240227E-02   4.91177087E-04   4.09632695E-04   9.14770563E-06   4.72392259E-05   4.35117454E-05  
  101              4.62559758E+02   3.83551587E+03   7.93735625E-01   1.56352461E-01   4.86845421E-02   4.86659575E-04   4.12687972E-04   9.78773547E-06   4.46521773E-05   4.24265259E-05  
