# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              CH4              N2               Mg              
  1                1.00000000E-05   4.71841626E+02   8.38490209E-01   1.60508542E-01   8.64683991E-20   4.23077173E-04   3.61871819E-04   1.22984201E-04   5.92916279E-05   0.00000000E+00  
  2                2.82660833E-05   4.88832547E+02   8.38490163E-01   1.60508562E-01   3.58344517E-19   4.23077240E-04   3.61871877E-04   1.22984221E-04   5.92916374E-05   0.00000000E+00  
  3                5.05910877E-05   5.09188325E+02   8.38490189E-01   1.60508542E-01   2.31388005E-18   4.23077272E-04   3.61871903E-04   1.22984230E-04   5.92916418E-05   0.00000000E+00  
  4                7.82264439E-05   5.09678080E+02   8.38490135E-01   1.60508576E-01   1.95576460E-18   4.23077382E-04   3.61871998E-04   1.22984262E-04   5.92916573E-05   0.00000000E+00  
  5                1.12553475E-04   5.26288381E+02   8.38490163E-01   1.60508554E-01   8.35149175E-18   4.23077444E-04   3.61872051E-04   1.22984280E-04   5.92916659E-05   0.00000000E+00  
  6                1.55203893E-04   5.26423860E+02   8.38490122E-01   1.60508584E-01   7.20436913E-18   4.23077582E-04   3.61872169E-04   1.22984320E-04   5.92916852E-05   0.00000000E+00  
  7                2.08252471E-04   5.42062942E+02   8.38490153E-01   1.60508558E-01   2.64203071E-17   4.23077667E-04   3.61872242E-04   1.22984345E-04   5.92916972E-05   0.00000000E+00  
  8                2.74212524E-04   5.42508701E+02   8.38490115E-01   1.60508588E-01   2.39644517E-17   4.23077831E-04   3.61872382E-04   1.22984393E-04   5.92917201E-05   0.00000000E+00  
  9                3.56273712E-04   5.57666173E+02   8.38490151E-01   1.60508556E-01   7.89284133E-17   4.23077941E-04   3.61872476E-04   1.22984425E-04   5.92917356E-05   0.00000000E+00  
  10               4.58322509E-04   5.58490383E+02   8.38490112E-01   1.60508589E-01   7.46264243E-17   4.23078128E-04   3.61872636E-04   1.22984479E-04   5.92917618E-05   0.00000000E+00  
  11               5.85275024E-04   5.73336754E+02   8.38490154E-01   1.60508549E-01   2.24757120E-16   4.23078244E-04   3.61872735E-04   1.22984513E-04   5.92917781E-05   0.00000000E+00  
  12               7.43144192E-04   5.74453474E+02   8.38490108E-01   1.60508586E-01   2.18154264E-16   4.23078453E-04   3.61872914E-04   1.22984574E-04   5.92918074E-05   0.00000000E+00  
  13               9.39498885E-04   5.89154057E+02   8.38490159E-01   1.60508539E-01   6.11480738E-16   4.23078609E-04   3.61873047E-04   1.22984619E-04   5.92918292E-05   0.00000000E+00  
  14               1.18361516E-03   5.90556213E+02   8.38490108E-01   1.60508583E-01   6.06024167E-16   4.23078840E-04   3.61873245E-04   1.22984686E-04   5.92918616E-05   0.00000000E+00  
  15               1.48710182E-03   6.05345581E+02   8.38490169E-01   1.60508524E-01   1.61419699E-15   4.23078977E-04   3.61873363E-04   1.22984726E-04   5.92918808E-05   0.00000000E+00  
  16               1.86421083E-03   6.07072127E+02   8.38490102E-01   1.60508574E-01   1.63244873E-15   4.23079227E-04   3.61873576E-04   1.22984798E-04   5.92919157E-05   0.00000000E+00  
  17               2.33272153E-03   6.22101870E+02   8.38490176E-01   1.60508501E-01   4.18155852E-15   4.23079485E-04   3.61873797E-04   1.22984873E-04   5.92919519E-05   0.00000000E+00  
  18               2.91458026E-03   6.24058545E+02   8.38490103E-01   1.60508563E-01   4.27459113E-15   4.23079761E-04   3.61874033E-04   1.22984954E-04   5.92919906E-05   0.00000000E+00  
  19               3.63737430E-03   6.39250772E+02   8.38490192E-01   1.60508476E-01   1.04829673E-14   4.23079934E-04   3.61874181E-04   1.22985004E-04   5.92920149E-05   0.00000000E+00  
  20               4.53519450E-03   6.41311407E+02   8.38490075E-01   1.60508546E-01   1.07242041E-14   4.23080223E-04   3.61874428E-04   1.22985088E-04   5.92920554E-05   0.00000000E+00  
  21               5.65060405E-03   6.56575163E+02   8.38490175E-01   1.60508447E-01   2.50871658E-14   4.23080785E-04   3.61874908E-04   1.22985251E-04   5.92921341E-05   0.00000000E+00  
  22               7.03612922E-03   6.58704518E+02   8.38490059E-01   1.60508536E-01   2.56130217E-14   4.23081112E-04   3.61875189E-04   1.22985347E-04   5.92921800E-05   0.00000000E+00  
  23               8.75719433E-03   6.74143045E+02   8.38490169E-01   1.60508426E-01   5.76659773E-14   4.23081417E-04   3.61875449E-04   1.22985435E-04   5.92922227E-05   0.00000000E+00  
  24               1.08944445E-02   6.76375501E+02   8.38489924E-01   1.60508512E-01   5.88626654E-14   4.23081704E-04   3.61875695E-04   1.22985519E-04   5.92922629E-05   0.00000000E+00  
  25               1.35481055E-02   6.92013843E+02   8.38490038E-01   1.60508393E-01   1.27958805E-13   4.23084060E-04   3.61877710E-04   1.22986203E-04   5.92925931E-05   0.00000000E+00  
  26               1.68417752E-02   6.94399888E+02   8.38489850E-01   1.60508510E-01   1.30913016E-13   4.23084437E-04   3.61878032E-04   1.22986313E-04   5.92926459E-05   0.00000000E+00  
  27               2.09285847E-02   7.10312624E+02   8.38489974E-01   1.60508385E-01   2.76269091E-13   4.23085175E-04   3.61878664E-04   1.22986528E-04   5.92927494E-05   0.00000000E+00  
  28               2.59967164E-02   7.12834091E+02   8.38489824E-01   1.60508531E-01   2.82882287E-13   4.23085586E-04   3.61879015E-04   1.22986647E-04   5.92928070E-05   0.00000000E+00  
  29               3.22787036E-02   7.29261473E+02   8.38489957E-01   1.60508398E-01   5.87096972E-13   4.23085681E-04   3.61879096E-04   1.22986675E-04   5.92928202E-05   0.00000000E+00  
  30               4.00590104E-02   7.32219230E+02   8.38489619E-01   1.60508525E-01   6.10458560E-13   4.23086020E-04   3.61879386E-04   1.22986773E-04   5.92928678E-05   0.00000000E+00  
  31               4.96862593E-02   7.49351987E+02   8.38489761E-01   1.60508377E-01   1.25561426E-12   4.23088434E-04   3.61881451E-04   1.22987475E-04   5.92932061E-05   0.00000000E+00  
  32               6.15846677E-02   7.53058192E+02   8.38489586E-01   1.60508548E-01   1.34268573E-12   4.23088881E-04   3.61881833E-04   1.22987605E-04   5.92932687E-05   0.00000000E+00  
  33               7.62744118E-02   7.71594573E+02   8.38489768E-01   1.60508364E-01   2.81516520E-12   4.23088921E-04   3.61881867E-04   1.22987616E-04   5.92932743E-05   0.00000000E+00  
  34               9.43866221E-02   7.76741370E+02   8.38489591E-01   1.60508534E-01   3.17928023E-12   4.23089366E-04   3.61882248E-04   1.22987746E-04   5.92933367E-05   0.00000000E+00  
  35               1.16688803E-01   7.97088926E+02   8.38489842E-01   1.60508276E-01   6.84887617E-12   4.23089348E-04   3.61882233E-04   1.22987741E-04   5.92933342E-05   0.00000000E+00  
  36               1.44107091E-01   8.04191557E+02   8.38489670E-01   1.60508432E-01   8.27441242E-12   4.23089766E-04   3.61882591E-04   1.22987862E-04   5.92933928E-05   0.00000000E+00  
