# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   2.96109302E+02   8.38484914E-01   1.60518574E-01   3.85787062E-34   5.29340198E-04   3.74937086E-04   6.05725008E-05   0.00000000E+00   0.00000000E+00  
  2                1.79074522E-05   3.61387124E+02   8.38493938E-01   1.60509563E-01   2.57697772E-27   5.29334073E-04   3.74932747E-04   6.05717998E-05   0.00000000E+00   0.00000000E+00  
  3                2.65214605E-05   3.87642307E+02   8.38494274E-01   1.60509224E-01   2.91344524E-25   5.29333712E-04   3.74932491E-04   6.05717585E-05   0.00000000E+00   0.00000000E+00  
  4                3.64681603E-05   4.04540717E+02   8.38494317E-01   1.60509126E-01   4.22289726E-24   5.29333646E-04   3.74932445E-04   6.05717511E-05   0.00000000E+00   0.00000000E+00  
  5                4.81005430E-05   4.18684043E+02   8.38493973E-01   1.60509044E-01   3.30618703E-23   5.29333780E-04   3.74932540E-04   6.05717664E-05   0.00000000E+00   0.00000000E+00  
  6                6.17853025E-05   4.29785254E+02   8.38493720E-01   1.60509295E-01   1.47879555E-22   5.29334750E-04   3.74933227E-04   6.05718774E-05   0.00000000E+00   0.00000000E+00  
  7                7.79429141E-05   4.40653547E+02   8.38493738E-01   1.60509277E-01   5.96228423E-22   5.29334883E-04   3.74933320E-04   6.05718925E-05   0.00000000E+00   0.00000000E+00  
  8                9.70568319E-05   4.49997782E+02   8.38493748E-01   1.60509267E-01   1.84746209E-21   5.29335018E-04   3.74933416E-04   6.05719080E-05   0.00000000E+00   0.00000000E+00  
  9                1.19692093E-04   4.59956559E+02   8.38493759E-01   1.60509255E-01   5.90647054E-21   5.29335179E-04   3.74933531E-04   6.05719265E-05   0.00000000E+00   0.00000000E+00  
  10               1.46512267E-04   4.68851338E+02   8.38493765E-01   1.60509249E-01   1.58221627E-20   5.29335350E-04   3.74933651E-04   6.05719460E-05   0.00000000E+00   0.00000000E+00  
  11               1.78302373E-04   4.78545739E+02   8.38493774E-01   1.60509240E-01   4.47750374E-20   5.29335560E-04   3.74933800E-04   6.05719701E-05   0.00000000E+00   0.00000000E+00  
  12               2.15993204E-04   4.87191228E+02   8.38493777E-01   1.60509236E-01   1.08099339E-19   5.29335814E-04   3.74933980E-04   6.05719991E-05   0.00000000E+00   0.00000000E+00  
  13               2.60692631E-04   4.96583348E+02   8.38493783E-01   1.60509230E-01   2.73794810E-19   5.29336027E-04   3.74934131E-04   6.05720235E-05   0.00000000E+00   0.00000000E+00  
  14               3.13717864E-04   5.04863719E+02   8.38493785E-01   1.60509228E-01   5.96258731E-19   5.29336179E-04   3.74934238E-04   6.05720408E-05   0.00000000E+00   0.00000000E+00  
  15               3.76634545E-04   5.13967900E+02   8.38493788E-01   1.60509224E-01   1.37283926E-18   5.29336630E-04   3.74934558E-04   6.05720925E-05   0.00000000E+00   0.00000000E+00  
  16               4.51314538E-04   5.22102009E+02   8.38493789E-01   1.60509223E-01   2.79012468E-18   5.29336858E-04   3.74934719E-04   6.05721185E-05   0.00000000E+00   0.00000000E+00  
  17               5.39980400E-04   5.31212159E+02   8.38493792E-01   1.60509220E-01   6.06867855E-18   5.29336984E-04   3.74934809E-04   6.05721330E-05   0.00000000E+00   0.00000000E+00  
  18               6.45265582E-04   5.39405716E+02   8.38493792E-01   1.60509219E-01   1.18081114E-17   5.29337837E-04   3.74935413E-04   6.05722306E-05   0.00000000E+00   0.00000000E+00  
  19               7.70292321E-04   5.48641581E+02   8.38493795E-01   1.60509216E-01   2.46339456E-17   5.29338182E-04   3.74935657E-04   6.05722701E-05   0.00000000E+00   0.00000000E+00  
  20               9.18760930E-04   5.56959735E+02   8.38493796E-01   1.60509214E-01   4.62848636E-17   5.29338188E-04   3.74935662E-04   6.05722708E-05   0.00000000E+00   0.00000000E+00  
  21               1.09505902E-03   5.66334363E+02   8.38493797E-01   1.60509209E-01   9.29484728E-17   5.29340717E-04   3.74937453E-04   6.05725601E-05   0.00000000E+00   0.00000000E+00  
  22               1.30438357E-03   5.74768268E+02   8.38493798E-01   1.60509206E-01   1.68865014E-16   5.29341645E-04   3.74938110E-04   6.05726663E-05   0.00000000E+00   0.00000000E+00  
  23               1.55287100E-03   5.84392794E+02   8.38493805E-01   1.60509197E-01   3.30007159E-16   5.29341693E-04   3.74938144E-04   6.05726718E-05   0.00000000E+00   0.00000000E+00  
  24               1.84775860E-03   5.93156378E+02   8.38493812E-01   1.60509191E-01   5.90191513E-16   5.29341732E-04   3.74938172E-04   6.05726763E-05   0.00000000E+00   0.00000000E+00  
  25               2.19756873E-03   6.03233629E+02   8.38493822E-01   1.60509175E-01   1.13955574E-15   5.29341620E-04   3.74938093E-04   6.05726635E-05   0.00000000E+00   0.00000000E+00  
  26               2.61230742E-03   6.12549653E+02   8.38493834E-01   1.60509158E-01   2.03596713E-15   5.29344456E-04   3.74940101E-04   6.05729880E-05   0.00000000E+00   0.00000000E+00  
  27               3.10369694E-03   6.23357585E+02   8.38493850E-01   1.60509123E-01   3.94947452E-15   5.29344361E-04   3.74940034E-04   6.05729771E-05   0.00000000E+00   0.00000000E+00  
  28               3.68566242E-03   6.33514330E+02   8.38493887E-01   1.60509087E-01   7.15809466E-15   5.29344198E-04   3.74939919E-04   6.05729585E-05   0.00000000E+00   0.00000000E+00  
  29               4.37475626E-03   6.45114149E+02   8.38493906E-01   1.60509011E-01   1.39272251E-14   5.29343923E-04   3.74939724E-04   6.05729270E-05   0.00000000E+00   0.00000000E+00  
  30               5.19041406E-03   6.56073879E+02   8.38493987E-01   1.60508931E-01   2.53813938E-14   5.29343512E-04   3.74939432E-04   6.05728799E-05   0.00000000E+00   0.00000000E+00  
  31               6.15533984E-03   6.68666636E+02   8.38493972E-01   1.60508755E-01   4.98530305E-14   5.29342898E-04   3.74938998E-04   6.05728098E-05   0.00000000E+00   0.00000000E+00  
  32               7.29595722E-03   6.80798673E+02   8.38494160E-01   1.60508570E-01   9.27789037E-14   5.29341993E-04   3.74938357E-04   6.05727062E-05   0.00000000E+00   0.00000000E+00  
  33               8.64295595E-03   6.94675000E+02   8.38494290E-01   1.60508197E-01   1.85529713E-13   5.29340746E-04   3.74937474E-04   6.05725635E-05   0.00000000E+00   0.00000000E+00  
  34               1.02317821E-02   7.08164159E+02   8.38494737E-01   1.60507754E-01   3.52802673E-13   5.29338891E-04   3.74936160E-04   6.05723512E-05   0.00000000E+00   0.00000000E+00  
  35               1.21029783E-02   7.23701293E+02   8.38495561E-01   1.60506936E-01   7.24965262E-13   5.29336197E-04   3.74934252E-04   6.05720430E-05   0.00000000E+00   0.00000000E+00  
