# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              N2               H2S              H2O(s)          
  16               1.77605218E-02   8.32843019E+01   8.38103177E-01   1.60469449E-01   7.78598318E-04   5.29042382E-04   6.31388181E-05   2.91692205E-05   2.29837843E-05   0.00000000E+00  
  17               2.09972311E-02   8.58749637E+01   8.38103177E-01   1.60469449E-01   7.78598317E-04   5.29042381E-04   6.31388180E-05   2.91692205E-05   2.29837843E-05   0.00000000E+00  
  18               2.47420649E-02   9.07287209E+01   8.38103177E-01   1.60469449E-01   7.78598316E-04   5.29042380E-04   6.31388179E-05   2.91692204E-05   2.29837843E-05   0.00000000E+00  
  19               2.90742627E-02   9.45404145E+01   8.38103177E-01   1.60469449E-01   7.78598315E-04   5.29042379E-04   6.31388178E-05   2.91692204E-05   2.29837843E-05   0.00000000E+00  
  20               3.40923671E-02   9.96246574E+01   8.38103135E-01   1.60469441E-01   7.78598314E-04   5.29042379E-04   6.31388177E-05   2.91692204E-05   2.29837831E-05   2.95812691E-17  
  21               3.99079297E-02   1.04467862E+02   8.38102922E-01   1.60469401E-01   7.78598352E-04   5.29042405E-04   6.31388208E-05   2.91692218E-05   2.29837773E-05   5.13689333E-16  
  22               4.66541829E-02   1.10119048E+02   8.38102144E-01   1.60469252E-01   7.78598560E-04   5.29042546E-04   6.31388377E-05   2.91692296E-05   2.29837560E-05   5.45337254E-15  
  23               5.44858638E-02   1.15479546E+02   8.38098178E-01   1.60468492E-01   7.78599358E-04   5.29043088E-04   6.31389024E-05   2.91692595E-05   2.29836472E-05   7.01844469E-14  
  24               6.35803667E-02   1.21715870E+02   8.38086147E-01   1.60466189E-01   7.78603465E-04   5.29045879E-04   6.31392355E-05   2.91694134E-05   2.29833173E-05   5.79301741E-13  
  25               7.41445514E-02   1.27613513E+02   8.38024457E-01   1.60454377E-01   7.78616352E-04   5.29054636E-04   6.31402806E-05   2.91698962E-05   2.29816255E-05   5.76883155E-12  
  26               8.64203208E-02   1.34479876E+02   8.38103054E-01   1.60469426E-01   7.78680122E-04   5.29097966E-04   6.31454518E-05   2.91722852E-05   2.29837809E-05   3.79232190E-11  
  27               1.00690665E-01   1.40973781E+02   8.38103149E-01   1.60469444E-01   7.78616755E-04   5.29054909E-04   6.31403132E-05   2.91699112E-05   2.29837835E-05   3.01458262E-10  
  28               1.17281918E-01   1.48545573E+02   8.38103033E-01   1.60469422E-01   7.78693291E-04   5.29106914E-04   6.31465197E-05   2.91727786E-05   2.29837803E-05   1.61544483E-09  
  29               1.36569663E-01   1.55699852E+02   8.38103024E-01   1.60469420E-01   7.78693867E-04   5.29107306E-04   6.31465665E-05   2.91728002E-05   2.29837801E-05   1.04320188E-08  
  30               1.58990309E-01   1.64031273E+02   8.38102996E-01   1.60469415E-01   7.78693870E-04   5.29107308E-04   6.31465667E-05   2.91728003E-05   2.29837793E-05   4.45681120E-08  
  31               1.85055890E-01   1.71750626E+02   8.38102868E-01   1.60469390E-01   7.78693895E-04   5.29107325E-04   6.31465687E-05   2.91728012E-05   2.29837758E-05   1.97149482E-07  
  32               2.15376192E-01   1.80061075E+02   8.38102456E-01   1.60469311E-01   7.78694026E-04   5.29107413E-04   6.31465793E-05   2.91728061E-05   2.29837645E-05   6.88028644E-07  
  33               2.50653117E-01   1.88137541E+02   8.38100796E-01   1.60468994E-01   7.78694464E-04   5.29107711E-04   6.31466149E-05   2.91728225E-05   2.29837190E-05   2.66432401E-06  
  34               2.91670088E-01   1.97161676E+02   8.38096064E-01   1.60468087E-01   7.78696288E-04   5.29108950E-04   6.31467628E-05   2.91728908E-05   2.29835892E-05   8.29960138E-06  
  35               3.39270268E-01   2.06057922E+02   8.38082385E-01   1.60465468E-01   7.78701646E-04   5.29112591E-04   6.31471973E-05   2.91730916E-05   2.29832141E-05   2.45886152E-05  
  36               3.94464645E-01   2.15241357E+02   8.37918908E-01   1.60434168E-01   7.78717951E-04   5.29123670E-04   6.31485195E-05   2.91737024E-05   2.29787310E-05   2.19341854E-04  
  37               4.58458294E-01   2.24194370E+02   8.38102754E-01   1.60469368E-01   7.78878898E-04   5.29233030E-04   6.31615712E-05   2.91797321E-05   2.29837727E-05   0.00000000E+00  
  38               5.32706154E-01   2.33584590E+02   8.37661649E-01   1.60384911E-01   7.78857703E-04   5.29218629E-04   6.31598524E-05   2.91789381E-05   2.29716760E-05   5.25614367E-04  
  39               6.18944657E-01   2.43121517E+02   8.38102273E-01   1.60469276E-01   7.79197476E-04   5.29449498E-04   6.31874056E-05   2.91916672E-05   2.29837595E-05   0.00000000E+00  
  40               7.19096647E-01   2.53786117E+02   8.38102782E-01   1.60469374E-01   7.78860119E-04   5.29220270E-04   6.31600483E-05   2.91790286E-05   2.29837735E-05   0.00000000E+00  
  41               8.35321773E-01   2.66314144E+02   8.38102112E-01   1.60469245E-01   7.79304237E-04   5.29522040E-04   6.31960632E-05   2.91956669E-05   2.29837551E-05   0.00000000E+00  
  42               9.70095986E-01   2.79250148E+02   8.38102107E-01   1.60469244E-01   7.79307753E-04   5.29524429E-04   6.31963482E-05   2.91957986E-05   2.29837549E-05   0.00000000E+00  
  43               1.12615991E+00   2.92863359E+02   8.38102107E-01   1.60469244E-01   7.79307736E-04   5.29524418E-04   6.31963469E-05   2.91957980E-05   2.29837549E-05   0.00000000E+00  
  44               1.30672591E+00   3.06873693E+02   8.38102107E-01   1.60469244E-01   7.79307718E-04   5.29524405E-04   6.31963454E-05   2.91957973E-05   2.29837549E-05   0.00000000E+00  
  45               1.51535161E+00   3.21493805E+02   8.38102107E-01   1.60469244E-01   7.79307698E-04   5.29524391E-04   6.31963438E-05   2.91957965E-05   2.29837549E-05   0.00000000E+00  
  46               1.75596056E+00   3.36579854E+02   8.38102106E-01   1.60469244E-01   7.79307675E-04   5.29524376E-04   6.31963419E-05   2.91957957E-05   2.29837549E-05   0.00000000E+00  
  47               2.03323862E+00   3.52235668E+02   8.38102106E-01   1.60469244E-01   7.79307650E-04   5.29524359E-04   6.31963399E-05   2.91957948E-05   2.29837549E-05   0.00000000E+00  
  48               2.35273980E+00   3.68458887E+02   8.38102099E-01   1.60469243E-01   7.79307622E-04   5.29524340E-04   6.31963377E-05   2.91957937E-05   2.29837547E-05   0.00000000E+00  
  49               2.72050541E+00   3.85246713E+02   8.38102100E-01   1.60469242E-01   7.79307597E-04   5.29524323E-04   6.31963357E-05   2.91957928E-05   2.29837546E-05   0.00000000E+00  
  50               3.14286524E+00   4.02644998E+02   8.38102100E-01   1.60469242E-01   7.79307560E-04   5.29524298E-04   6.31963327E-05   2.91957914E-05   2.29837546E-05   0.00000000E+00  
  51               3.62629454E+00   4.20553746E+02   8.38101713E-01   1.60469168E-01   7.79307596E-04   5.29524323E-04   6.31963356E-05   2.91957928E-05   2.29837440E-05   0.00000000E+00  
  52               4.17854880E+00   4.39077193E+02   8.38101751E-01   1.60469131E-01   7.79306912E-04   5.29523857E-04   6.31962801E-05   2.91957671E-05   2.29837387E-05   0.00000000E+00  
  53               4.80837169E+00   4.58111488E+02   8.38101727E-01   1.60469127E-01   7.79313794E-04   5.29528534E-04   6.31968382E-05   2.91960250E-05   2.29837380E-05   0.00000000E+00  
  54               5.52471576E+00   4.77769563E+02   8.38101324E-01   1.60469061E-01   7.79313794E-04   5.29528534E-04   6.31968382E-05   2.91960250E-05   2.29837287E-05   0.00000000E+00  
  55               6.33678578E+00   4.97906130E+02   8.38101023E-01   1.60469360E-01   7.79315183E-04   5.29529478E-04   6.31969508E-05   2.91960770E-05   2.29837714E-05   0.00000000E+00  
  56               7.25430058E+00   5.18627468E+02   8.38101026E-01   1.60469357E-01   7.79315333E-04   5.29529579E-04   6.31969629E-05   2.91960826E-05   2.29837710E-05   0.00000000E+00  
  57               8.29091367E+00   5.39850156E+02   8.38098333E-01   1.60468835E-01   7.79320390E-04   5.29533015E-04   6.31973730E-05   2.91962720E-05   2.29836963E-05   0.00000000E+00  
  58               9.46278603E+00   5.61755638E+02   8.38098608E-01   1.60468569E-01   7.79315235E-04   5.29529513E-04   6.31969550E-05   2.91960789E-05   2.29836583E-05   0.00000000E+00  
  59               1.07856202E+01   5.84227626E+02   8.38098529E-01   1.60468536E-01   7.79377806E-04   5.29572028E-04   6.32020291E-05   2.91984231E-05   2.29836534E-05   0.00000000E+00  
  60               1.22743021E+01   6.07368320E+02   8.38098555E-01   1.60468509E-01   7.79377676E-04   5.29571940E-04   6.32020185E-05   2.91984182E-05   2.29836497E-05   0.00000000E+00  
  61               1.39425761E+01   6.30993083E+02   8.38098597E-01   1.60468468E-01   7.79377509E-04   5.29571826E-04   6.32020049E-05   2.91984119E-05   2.29836437E-05   0.00000000E+00  
  62               1.58071042E+01   6.55216469E+02   8.38098660E-01   1.60468405E-01   7.79377286E-04   5.29571675E-04   6.32019869E-05   2.91984036E-05   2.29836347E-05   0.00000000E+00  
  63               1.78946650E+01   6.79986485E+02   8.38098754E-01   1.60468312E-01   7.79376990E-04   5.29571474E-04   6.32019629E-05   2.91983925E-05   2.29836213E-05   0.00000000E+00  
  64               2.02315543E+01   7.05482422E+02   8.38098888E-01   1.60468177E-01   7.79376611E-04   5.29571217E-04   6.32019322E-05   2.91983783E-05   2.29836020E-05   0.00000000E+00  
  65               2.28428482E+01   7.31548511E+02   8.38099074E-01   1.60467991E-01   7.79376087E-04   5.29570861E-04   6.32018897E-05   2.91983587E-05   2.29835754E-05   0.00000000E+00  
  66               2.57530340E+01   7.58307356E+02   8.38099322E-01   1.60467740E-01   7.79375408E-04   5.29570400E-04   6.32018346E-05   2.91983332E-05   2.29835394E-05   0.00000000E+00  
  67               2.89889424E+01   7.85570957E+02   8.38099620E-01   1.60467413E-01   7.79374576E-04   5.29569834E-04   6.32017671E-05   2.91983021E-05   2.29834925E-05   0.00000000E+00  
  68               3.25912125E+01   8.13581013E+02   8.38100021E-01   1.60467005E-01   7.79373626E-04   5.29569188E-04   6.32016901E-05   2.91982665E-05   2.29834340E-05   0.00000000E+00  
  69               3.66177925E+01   8.42306686E+02   8.38100300E-01   1.60466471E-01   7.79372728E-04   5.29568578E-04   6.32016173E-05   2.91982328E-05   2.29833573E-05   0.00000000E+00  
  70               4.11195405E+01   8.71974460E+02   8.38100881E-01   1.60465887E-01   7.79372286E-04   5.29568278E-04   6.32015814E-05   2.91982163E-05   2.29832731E-05   0.00000000E+00  
  71               4.61373484E+01   9.02320692E+02   8.38101344E-01   1.60465188E-01   7.79375056E-04   5.29570160E-04   6.32018060E-05   2.91983200E-05   2.29831720E-05   0.00000000E+00  
  72               5.16997965E+01   9.33421157E+02   8.38102055E-01   1.60464455E-01   7.79377797E-04   5.29572022E-04   6.32020283E-05   2.91984227E-05   2.29830652E-05   0.00000000E+00  
  73               5.78299205E+01   9.64897146E+02   8.38102787E-01   1.60463683E-01   7.79375955E-04   5.29570771E-04   6.32018790E-05   2.91983537E-05   2.29936714E-05   0.00000000E+00  
  74               6.45628857E+01   9.96930980E+02   8.38103496E-01   1.60462874E-01   7.79374392E-04   5.29569709E-04   6.32017522E-05   2.91982952E-05   2.30181610E-05   0.00000000E+00  
  75               7.19779210E+01   1.02937624E+03   8.38104089E-01   1.60462047E-01   7.79373716E-04   5.29569250E-04   6.32016974E-05   2.91982698E-05   2.30741183E-05   0.00000000E+00  
  76               8.01474066E+01   1.06255129E+03   8.38104436E-01   1.60461187E-01   7.79375122E-04   5.29570205E-04   6.32018114E-05   2.91983225E-05   2.31986568E-05   0.00000000E+00  
  77               8.91307181E+01   1.09612676E+03   8.38104022E-01   1.60460242E-01   7.79380999E-04   5.29574198E-04   6.32022880E-05   2.91985427E-05   2.34601187E-05   0.00000000E+00  
  78               9.89761974E+01   1.13031273E+03   8.38103223E-01   1.60459361E-01   7.79396891E-04   5.29584995E-04   6.32035768E-05   2.91991381E-05   2.42855271E-05   0.00000000E+00  
  79               1.09740330E+02   1.16474822E+03   8.38103905E-01   1.60458667E-01   7.79394689E-04   5.29583493E-04   6.32033984E-05   2.91990557E-05   2.42853472E-05   0.00000000E+00  
  80               1.21489411E+02   1.19974573E+03   8.38104540E-01   1.60458004E-01   7.79392643E-04   5.29582075E-04   6.32032335E-05   2.91989796E-05   2.42851333E-05   0.00000000E+00  
  81               1.34314983E+02   1.23495244E+03   8.38105099E-01   1.60457386E-01   7.79390915E-04   5.29580778E-04   6.32030983E-05   2.91989173E-05   2.42848733E-05   0.00000000E+00  
  82               1.48363523E+02   1.27091913E+03   8.38105587E-01   1.60456787E-01   7.79389462E-04   5.29579284E-04   6.32030026E-05   2.91988741E-05   2.42845390E-05   0.00000000E+00  
  83               1.63754239E+02   1.30725712E+03   8.38105978E-01   1.60456217E-01   7.79387765E-04   5.29576201E-04   6.32029583E-05   2.91988572E-05   2.42841067E-05   0.00000000E+00  
  84               1.80582803E+02   1.34431321E+03   8.38106281E-01   1.60455650E-01   7.79383359E-04   5.29566516E-04   6.32029601E-05   2.91988707E-05   2.42835321E-05   0.00000000E+00  
  85               1.98926343E+02   1.38162119E+03   8.38106489E-01   1.60455095E-01   7.79368231E-04   5.29535373E-04   6.32029831E-05   2.91989237E-05   2.42827758E-05   0.00000000E+00  
  86               2.18890661E+02   1.41948960E+03   8.38106641E-01   1.60454533E-01   7.79320557E-04   5.29446337E-04   6.32029424E-05   2.91990375E-05   2.42817654E-05   0.00000000E+00  
  87               2.40601228E+02   1.45757993E+03   8.38106790E-01   1.60453978E-01   7.79192829E-04   5.29230134E-04   6.32026193E-05   2.91992791E-05   2.42804212E-05   0.00000000E+00  
  88               2.64193552E+02   1.49620031E+03   8.38107062E-01   1.60453429E-01   7.78913945E-04   5.28802265E-04   6.32015652E-05   2.91998703E-05   2.42780820E-05   0.00000000E+00  
  89               2.89921898E+02   1.53521146E+03   8.38107404E-01   1.60452873E-01   7.78421429E-04   5.28122799E-04   6.31988843E-05   2.92014152E-05   2.42759861E-05   0.00000000E+00  
  90               3.17985923E+02   1.57492576E+03   8.38107863E-01   1.60452314E-01   7.77755870E-04   5.27203716E-04   6.31921749E-05   2.92049978E-05   2.42689910E-05   0.00000000E+00  
  91               3.48503783E+02   1.61495741E+03   8.38107919E-01   1.60451627E-01   7.76813625E-04   5.26074112E-04   6.31782488E-05   2.92131400E-05   2.42657171E-05   0.00000000E+00  
  92               3.81518209E+02   1.65539700E+03   8.38107906E-01   1.60450972E-01   7.76118493E-04   5.24716058E-04   6.31480459E-05   2.92273695E-05   2.42390774E-05   0.00000000E+00  
  93               4.16957476E+02   1.69569223E+03   8.38090883E-01   1.60446943E-01   7.74845536E-04   5.23154116E-04   6.31317547E-05   2.92653076E-05   2.42342747E-05   0.00000000E+00  
  94               4.54805657E+02   1.73594682E+03   8.38071105E-01   1.60446084E-01   7.93840166E-04   5.21130130E-04   6.30706525E-05   2.92942283E-05   2.34180461E-05   0.00000000E+00  
  95               4.95107024E+02   1.77583701E+03   8.38070382E-01   1.60445131E-01   7.92071736E-04   5.19130036E-04   6.30237742E-05   2.93135588E-05   2.34301454E-05   0.00000000E+00  
  96               5.37382494E+02   1.81508538E+03   8.38068468E-01   1.60444009E-01   7.90311587E-04   5.16957136E-04   6.30314976E-05   2.93034649E-05   2.34356961E-05   0.00000000E+00  
  97               5.81785183E+02   1.85357944E+03   8.38065880E-01   1.60442831E-01   7.88526556E-04   5.14653250E-04   6.31288153E-05   2.92453510E-05   2.34393220E-05   0.00000000E+00  
  98               6.29299025E+02   1.89239161E+03   8.38060882E-01   1.60441333E-01   7.87062211E-04   5.12142548E-04   6.33122258E-05   2.91422790E-05   2.34352285E-05   0.00000000E+00  
  99               6.80202639E+02   1.93124833E+03   8.38052555E-01   1.60439514E-01   7.86574072E-04   5.09460361E-04   6.35920506E-05   2.89892233E-05   2.34171766E-05   0.00000000E+00  
  100              7.34945045E+02   1.97069056E+03   8.38037695E-01   1.60437005E-01   7.88248034E-04   5.06510115E-04   6.39375414E-05   2.88010527E-05   2.33728387E-05   0.00000000E+00  
  101              7.95428161E+02   2.01135494E+03   8.37944505E-01   1.60420577E-01   7.94305746E-04   5.03157332E-04   6.43791740E-05   2.85568491E-05   2.32792984E-05   0.00000000E+00  
