# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   4.85779297E+02   8.38493529E-01   1.60508885E-01   4.29291946E-19   5.29303365E-04   3.76001895E-04   6.06242039E-05   0.00000000E+00   0.00000000E+00  
  2                2.46973569E-05   5.86010255E+02   8.38558264E-01   1.60444066E-01   2.96459860E-15   5.29178021E-04   3.75912855E-04   6.06098475E-05   0.00000000E+00   0.00000000E+00  
  3                4.02360977E-05   6.34079384E+02   8.38673172E-01   1.60329498E-01   7.11017634E-14   5.29008818E-04   3.75792657E-04   6.05904676E-05   0.00000000E+00   0.00000000E+00  
  4                5.75727037E-05   6.60726995E+02   8.38707389E-01   1.60295392E-01   3.20207116E-13   5.28946100E-04   3.75748105E-04   6.05832842E-05   0.00000000E+00   0.00000000E+00  
  5                7.72407348E-05   6.87319632E+02   8.38729120E-01   1.60273695E-01   1.30444666E-12   5.28911568E-04   3.75723574E-04   6.05793290E-05   0.00000000E+00   0.00000000E+00  
  6                9.96827013E-05   7.04807275E+02   8.38735472E-01   1.60267282E-01   2.99012771E-12   5.28895130E-04   3.75711897E-04   6.05774463E-05   0.00000000E+00   0.00000000E+00  
  7                1.25375059E-04   7.25729252E+02   8.38741361E-01   1.60261222E-01   7.89048878E-12   5.28883069E-04   3.75703329E-04   6.05760649E-05   0.00000000E+00   0.00000000E+00  
  8                1.54832817E-04   7.39820809E+02   8.38742839E-01   1.60259367E-01   1.42487913E-11   5.28877569E-04   3.75699422E-04   6.05754349E-05   0.00000000E+00   0.00000000E+00  
  9                1.88644591E-04   7.58302528E+02   8.38744482E-01   1.60257013E-01   3.09568932E-11   5.28873251E-04   3.75696355E-04   6.05749404E-05   0.00000000E+00   0.00000000E+00  
  10               2.27485996E-04   7.70845747E+02   8.38744124E-01   1.60256196E-01   4.98473793E-11   5.28879425E-04   3.75700741E-04   6.05756476E-05   0.00000000E+00   0.00000000E+00  
  11               2.72178285E-04   7.88126476E+02   8.38743982E-01   1.60255060E-01   9.70411266E-11   5.28873685E-04   3.75696663E-04   6.05749901E-05   0.00000000E+00   0.00000000E+00  
  12               3.23649916E-04   7.99942183E+02   8.38744285E-01   1.60254765E-01   1.46459198E-10   5.28868261E-04   3.75692810E-04   6.05743689E-05   0.00000000E+00   0.00000000E+00  
  13               3.82956707E-04   8.16785830E+02   8.38744830E-01   1.60254229E-01   2.67249229E-10   5.28863380E-04   3.75689343E-04   6.05738098E-05   0.00000000E+00   0.00000000E+00  
  14               4.51290509E-04   8.28405437E+02   8.38744986E-01   1.60254079E-01   3.88755331E-10   5.28858514E-04   3.75685886E-04   6.05732525E-05   0.00000000E+00   1.21349050E-15  
  15               5.30013214E-04   8.45239249E+02   8.38745296E-01   1.60253777E-01   6.80204835E-10   5.28854091E-04   3.75682744E-04   6.05727459E-05   0.00000000E+00   6.49045980E-15  
  16               6.20657289E-04   8.57020363E+02   8.38745387E-01   1.60253693E-01   9.69189399E-10   5.28849578E-04   3.75679538E-04   6.05722290E-05   0.00000000E+00   6.49045467E-15  
  17               7.24966931E-04   8.74150663E+02   8.38745573E-01   1.60253513E-01   1.64880376E-09   5.28845424E-04   3.75676587E-04   6.05717532E-05   0.00000000E+00   3.21627977E-14  
  18               8.44896365E-04   8.86342954E+02   8.38745629E-01   1.60253462E-01   2.32284006E-09   5.28841150E-04   3.75673551E-04   6.05712637E-05   0.00000000E+00   3.21627760E-14  
  19               9.82662175E-04   9.03962794E+02   8.38745743E-01   1.60253352E-01   3.87073654E-09   5.28837158E-04   3.75670715E-04   6.05708064E-05   0.00000000E+00   1.51207221E-13  
  20               1.14073124E-03   9.16750752E+02   8.38745780E-01   1.60253320E-01   5.42137689E-09   5.28833045E-04   3.75667794E-04   6.05703354E-05   0.00000000E+00   1.51207118E-13  
  21               1.32194677E-03   9.35030935E+02   8.38745849E-01   1.60253251E-01   8.89534235E-09   5.28829150E-04   3.75665026E-04   6.05698892E-05   1.47226191E-15   6.82650451E-13  
  22               1.52969629E-03   9.48509075E+02   8.38745870E-01   1.60253231E-01   1.24052650E-08   5.28825148E-04   3.75662184E-04   6.05694309E-05   4.99384103E-15   6.82649926E-13  
  23               1.76784577E-03   9.67581676E+02   8.38745907E-01   1.60253187E-01   2.00979890E-08   5.28821310E-04   3.75659457E-04   6.05689912E-05   1.07821510E-14   2.98857308E-12  
  24               2.04071276E-03   9.81910131E+02   8.38745914E-01   1.60253174E-01   2.79852477E-08   5.28817382E-04   3.75656667E-04   6.05685413E-05   3.63331750E-14   2.98857026E-12  
  25               2.35316322E-03   1.00194008E+03   8.38745922E-01   1.60253145E-01   4.49024821E-08   5.28813576E-04   3.75653963E-04   6.05681055E-05   7.62038113E-14   1.28134852E-11  
  26               2.71057620E-03   1.01730590E+03   8.38745912E-01   1.60253136E-01   6.26031140E-08   5.28809695E-04   3.75651206E-04   6.05676610E-05   2.57585019E-13   1.28134697E-11  
  27               3.11894112E-03   1.03854038E+03   8.38745884E-01   1.60253115E-01   9.99049343E-08   5.28805904E-04   3.75648513E-04   6.05672268E-05   5.27342043E-13   5.45626913E-11  
  28               3.58477943E-03   1.05524211E+03   8.38745844E-01   1.60253106E-01   1.40110611E-07   5.28802046E-04   3.75645772E-04   6.05667848E-05   1.81697729E-12   5.45626043E-11  
