# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              H2S              N2               H2O(s)          
  22               9.14173863E-03   5.45343504E+01   8.38073039E-01   1.60463471E-01   7.78570281E-04   5.30685291E-04   1.18558620E-04   2.29810772E-05   8.39649946E-06   0.00000000E+00  
  23               1.07934560E-02   5.60994185E+01   8.38073039E-01   1.60463471E-01   7.78570280E-04   5.30685290E-04   1.18558618E-04   2.29810772E-05   8.39649946E-06   0.00000000E+00  
  24               1.27250399E-02   5.80477472E+01   8.38073039E-01   1.60463471E-01   7.78570279E-04   5.30685290E-04   1.18558616E-04   2.29810772E-05   8.39649945E-06   0.00000000E+00  
  25               1.49815037E-02   5.98501411E+01   8.38073039E-01   1.60463471E-01   7.78570277E-04   5.30685288E-04   1.18558615E-04   2.29810772E-05   8.39649944E-06   0.00000000E+00  
  26               1.76150934E-02   6.21292208E+01   8.38073039E-01   1.60463471E-01   7.78570275E-04   5.30685287E-04   1.18558612E-04   2.29810772E-05   8.39649944E-06   0.00000000E+00  
  27               2.06863951E-02   6.43533281E+01   8.38073039E-01   1.60463471E-01   7.78570273E-04   5.30685286E-04   1.18558610E-04   2.29810772E-05   8.39649943E-06   0.00000000E+00  
  28               2.42656840E-02   6.72131686E+01   8.38073039E-01   1.60463471E-01   7.78570271E-04   5.30685284E-04   1.18558607E-04   2.29810772E-05   8.39649942E-06   0.00000000E+00  
  29               2.84334864E-02   7.03821199E+01   8.38073039E-01   1.60463471E-01   7.78570269E-04   5.30685283E-04   1.18558604E-04   2.29810772E-05   8.39649941E-06   0.00000000E+00  
  30               3.32802542E-02   7.39603261E+01   8.38073039E-01   1.60463471E-01   7.78570266E-04   5.30685281E-04   1.18558601E-04   2.29810772E-05   8.39649939E-06   0.00000000E+00  
  31               3.89031183E-02   7.76892879E+01   8.38073039E-01   1.60463471E-01   7.78570263E-04   5.30685279E-04   1.18558598E-04   2.29810772E-05   8.39649938E-06   0.00000000E+00  
  32               4.54212308E-02   8.15752997E+01   8.38073039E-01   1.60463471E-01   7.78570260E-04   5.30685277E-04   1.18558594E-04   2.29810772E-05   8.39649937E-06   0.00000000E+00  
  33               5.29797935E-02   8.56297920E+01   8.38073039E-01   1.60463471E-01   7.78570258E-04   5.30685276E-04   1.18558592E-04   2.29810772E-05   8.39649936E-06   0.00000000E+00  
  34               6.17484790E-02   8.98639789E+01   8.38073039E-01   1.60463471E-01   7.78570257E-04   5.30685274E-04   1.18558590E-04   2.29810772E-05   8.39649935E-06   0.00000000E+00  
  35               7.19275138E-02   9.42910857E+01   8.38073039E-01   1.60463471E-01   7.78570256E-04   5.30685274E-04   1.18558588E-04   2.29810772E-05   8.39649935E-06   0.00000000E+00  
  36               8.37528100E-02   9.89245760E+01   8.38073027E-01   1.60463469E-01   7.78570246E-04   5.30685267E-04   1.18558586E-04   2.29810768E-05   8.39649925E-06   7.90842814E-18  
  37               9.75004162E-02   1.03778994E+02   8.38072972E-01   1.60463458E-01   7.78570213E-04   5.30685245E-04   1.18558580E-04   2.29810753E-05   8.39649890E-06   1.10135591E-16  
  38               1.13488430E-01   1.08866890E+02   8.38072743E-01   1.60463414E-01   7.78570094E-04   5.30685164E-04   1.18558561E-04   2.29810691E-05   8.39649762E-06   1.25928552E-15  
  39               1.32083902E-01   1.14201037E+02   8.38071818E-01   1.60463237E-01   7.78569629E-04   5.30684847E-04   1.18558490E-04   2.29810437E-05   8.39649261E-06   1.31091013E-14  
  40               1.53720466E-01   1.19851153E+02   8.38068315E-01   1.60462567E-01   7.78567937E-04   5.30683693E-04   1.18558231E-04   2.29809476E-05   8.39647436E-06   1.24159930E-13  
  41               1.78909251E-01   1.25836700E+02   8.38055875E-01   1.60460185E-01   7.78562213E-04   5.30679792E-04   1.18557358E-04   2.29806065E-05   8.39641264E-06   1.07405263E-12  
  42               2.08250523E-01   1.32181387E+02   8.37994577E-01   1.60448448E-01   7.78517448E-04   5.30649280E-04   1.18550540E-04   2.29789256E-05   8.39592989E-06   8.35868195E-12  
  43               2.42438800E-01   1.38868663E+02   8.38072892E-01   1.60463443E-01   7.78665177E-04   5.30749973E-04   1.18573034E-04   2.29810732E-05   8.39752307E-06   5.97400157E-11  
  44               2.82280853E-01   1.45957131E+02   8.38072891E-01   1.60463443E-01   7.78665837E-04   5.30750423E-04   1.18573133E-04   2.29810731E-05   8.39753021E-06   3.77918122E-10  
  45               3.28727647E-01   1.53353275E+02   8.38072889E-01   1.60463442E-01   7.78665834E-04   5.30750422E-04   1.18573131E-04   2.29810731E-05   8.39753019E-06   2.20685791E-09  
  46               3.82906871E-01   1.61172120E+02   8.38072882E-01   1.60463441E-01   7.78665828E-04   5.30750417E-04   1.18573127E-04   2.29810729E-05   8.39753013E-06   1.16127985E-08  
  47               4.46153715E-01   1.69356553E+02   8.38072844E-01   1.60463434E-01   7.78665804E-04   5.30750401E-04   1.18573121E-04   2.29810718E-05   8.39752990E-06   5.66929199E-08  
  48               5.20026527E-01   1.78004045E+02   8.38072682E-01   1.60463403E-01   7.78665718E-04   5.30750342E-04   1.18573105E-04   2.29810674E-05   8.39752898E-06   2.50008687E-07  
  49               6.06356233E-01   1.87030403E+02   8.38072035E-01   1.60463279E-01   7.78665393E-04   5.30750121E-04   1.18573052E-04   2.29810496E-05   8.39752550E-06   1.02157224E-06  
  50               7.07212046E-01   1.96518547E+02   8.38069723E-01   1.60462836E-01   7.78664321E-04   5.30749390E-04   1.18572884E-04   2.29809862E-05   8.39751396E-06   3.77784632E-06  
  51               8.24722783E-01   2.06368893E+02   8.38062033E-01   1.60461364E-01   7.78660994E-04   5.30747122E-04   1.18572372E-04   2.29807754E-05   8.39747812E-06   1.29463691E-05  
  52               9.61390610E-01   2.16652008E+02   8.38038774E-01   1.60456911E-01   7.78651918E-04   5.30740936E-04   1.18570985E-04   2.29801376E-05   8.39738027E-06   4.06762166E-05  
  53               1.12022701E+00   2.27314667E+02   8.37972591E-01   1.60444239E-01   7.78628524E-04   5.30724990E-04   1.18567416E-04   2.29783228E-05   8.39712801E-06   1.19576397E-04  
  54               1.30497224E+00   2.38429920E+02   8.37568174E-01   1.60366806E-01   7.78326575E-04   5.30519178E-04   1.18521429E-04   2.29672331E-05   8.39387169E-06   6.01996845E-04  
  55               1.52021841E+00   2.50002307E+02   8.38071949E-01   1.60463262E-01   7.79274815E-04   5.31165512E-04   1.18665816E-04   2.29810473E-05   8.40409804E-06   0.00000000E+00  
  56               1.77115209E+00   2.62083024E+02   8.38071942E-01   1.60463261E-01   7.79279013E-04   5.31168373E-04   1.18666446E-04   2.29810471E-05   8.40414337E-06   0.00000000E+00  
  57               2.06369103E+00   2.74688277E+02   8.38071942E-01   1.60463261E-01   7.79279004E-04   5.31168368E-04   1.18666435E-04   2.29810471E-05   8.40414333E-06   0.00000000E+00  
  58               2.40443083E+00   2.87826312E+02   8.38071942E-01   1.60463261E-01   7.79278995E-04   5.31168361E-04   1.18666423E-04   2.29810471E-05   8.40414329E-06   0.00000000E+00  
  59               2.80059982E+00   3.01521315E+02   8.38071942E-01   1.60463261E-01   7.79278984E-04   5.31168354E-04   1.18666410E-04   2.29810471E-05   8.40414324E-06   0.00000000E+00  
  60               3.26039530E+00   3.15749400E+02   8.38071942E-01   1.60463261E-01   7.79278972E-04   5.31168346E-04   1.18666395E-04   2.29810471E-05   8.40414319E-06   0.00000000E+00  
  61               3.79295977E+00   3.30561020E+02   8.38071942E-01   1.60463261E-01   7.79278959E-04   5.31168337E-04   1.18666378E-04   2.29810471E-05   8.40414314E-06   0.00000000E+00  
  62               4.40943820E+00   3.45927334E+02   8.38071942E-01   1.60463261E-01   7.79278949E-04   5.31168330E-04   1.18666361E-04   2.29810471E-05   8.40414313E-06   0.00000000E+00  
  63               5.12242169E+00   3.61934947E+02   8.38071934E-01   1.60463260E-01   7.79278927E-04   5.31168315E-04   1.18666340E-04   2.29810469E-05   8.40414299E-06   0.00000000E+00  
  64               5.94560065E+00   3.78519066E+02   8.38071935E-01   1.60463259E-01   7.79279068E-04   5.31168411E-04   1.18666342E-04   2.29810468E-05   8.40414462E-06   0.00000000E+00  
  65               6.89312939E+00   3.95754557E+02   8.38071935E-01   1.60463259E-01   7.79279050E-04   5.31168398E-04   1.18666318E-04   2.29810468E-05   8.40414456E-06   0.00000000E+00  
  66               7.98025367E+00   4.13532398E+02   8.38071935E-01   1.60463259E-01   7.79279029E-04   5.31168384E-04   1.18666291E-04   2.29810468E-05   8.40414447E-06   0.00000000E+00  
  67               9.22530079E+00   4.31954597E+02   8.38071582E-01   1.60463191E-01   7.79278678E-04   5.31168145E-04   1.18666212E-04   2.29810371E-05   8.40414084E-06   0.00000000E+00  
  68               1.06465460E+01   4.50906841E+02   8.38071602E-01   1.60463155E-01   7.79286313E-04   5.31173350E-04   1.18667347E-04   2.29810319E-05   8.40422335E-06   0.00000000E+00  
  69               1.22619765E+01   4.70441090E+02   8.38071566E-01   1.60463150E-01   7.79286291E-04   5.31173334E-04   1.18667313E-04   2.29810311E-05   8.40422329E-06   0.00000000E+00  
  70               1.40894008E+01   4.90421022E+02   8.38071169E-01   1.60463106E-01   7.79286481E-04   5.31173464E-04   1.18667309E-04   2.29810248E-05   8.40422554E-06   0.00000000E+00  
  71               1.61504723E+01   5.10919150E+02   8.38070877E-01   1.60463386E-01   7.79293035E-04   5.31177931E-04   1.18668272E-04   2.29810650E-05   8.40429643E-06   0.00000000E+00  
  72               1.84781559E+01   5.31918049E+02   8.38070877E-01   1.60463385E-01   7.79293039E-04   5.31177934E-04   1.18668235E-04   2.29810649E-05   8.40429670E-06   0.00000000E+00  
  73               2.11055125E+01   5.53529169E+02   8.38068159E-01   1.60462863E-01   7.79290475E-04   5.31176186E-04   1.18667804E-04   2.29809901E-05   8.40426928E-06   0.00000000E+00  
  74               2.40633301E+01   5.75654615E+02   8.38068331E-01   1.60462582E-01   7.79349420E-04   5.31216364E-04   1.18676737E-04   2.29809499E-05   8.40490523E-06   0.00000000E+00  
  75               2.73797895E+01   5.98323646E+02   8.38068335E-01   1.60462579E-01   7.79349381E-04   5.31216337E-04   1.18676686E-04   2.29809494E-05   8.40490508E-06   0.00000000E+00  
  76               3.10814552E+01   6.21403108E+02   8.38068341E-01   1.60462572E-01   7.79349331E-04   5.31216303E-04   1.18676630E-04   2.29809485E-05   8.40490482E-06   0.00000000E+00  
  77               3.52163369E+01   6.45015383E+02   8.38068351E-01   1.60462563E-01   7.79349270E-04   5.31216262E-04   1.18676569E-04   2.29809471E-05   8.40490448E-06   0.00000000E+00  
  78               3.98370693E+01   6.69148508E+02   8.38068365E-01   1.60462548E-01   7.79349197E-04   5.31216212E-04   1.18676503E-04   2.29809450E-05   8.40490402E-06   0.00000000E+00  
  79               4.49914717E+01   6.93833587E+02   8.38068386E-01   1.60462527E-01   7.79349111E-04   5.31216154E-04   1.18676432E-04   2.29809420E-05   8.40490344E-06   0.00000000E+00  
  80               5.07236667E+01   7.19004238E+02   8.38068415E-01   1.60462498E-01   7.79349015E-04   5.31216088E-04   1.18676355E-04   2.29809378E-05   8.40490277E-06   0.00000000E+00  
  81               5.70763159E+01   7.44614066E+02   8.38068455E-01   1.60462457E-01   7.79348881E-04   5.31215997E-04   1.18676270E-04   2.29809320E-05   8.40490171E-06   0.00000000E+00  
  82               6.41018386E+01   7.70665165E+02   8.38068501E-01   1.60462402E-01   7.79348725E-04   5.31215890E-04   1.18676177E-04   2.29809241E-05   8.40490043E-06   0.00000000E+00  
  83               7.19160219E+01   7.97284981E+02   8.38068571E-01   1.60462332E-01   7.79348702E-04   5.31215875E-04   1.18676101E-04   2.29809140E-05   8.40490063E-06   0.00000000E+00  
  84               8.06360496E+01   8.24670598E+02   8.38068617E-01   1.60462234E-01   7.79348549E-04   5.31215770E-04   1.18676001E-04   2.29808998E-05   8.40489943E-06   0.00000000E+00  
  85               9.03623444E+01   8.52697829E+02   8.38068727E-01   1.60462122E-01   7.79349260E-04   5.31216255E-04   1.18676028E-04   2.29808836E-05   8.40490758E-06   0.00000000E+00  
  86               1.01174947E+02   8.81476500E+02   8.38068654E-01   1.60461944E-01   7.79349591E-04   5.31216480E-04   1.18675992E-04   2.29808578E-05   8.40491165E-06   0.00000000E+00  
  87               1.13129553E+02   9.10630114E+02   8.38068804E-01   1.60461782E-01   7.79353019E-04   5.31218817E-04   1.18676424E-04   2.29808337E-05   8.40494917E-06   0.00000000E+00  
  88               1.26258665E+02   9.40307547E+02   8.38068800E-01   1.60461558E-01   7.79357432E-04   5.31221825E-04   1.18677001E-04   2.29840724E-05   8.40499732E-06   0.00000000E+00  
  89               1.40686419E+02   9.70167508E+02   8.38068992E-01   1.60461347E-01   7.79357016E-04   5.31221542E-04   1.18676837E-04   2.29842853E-05   8.40499344E-06   0.00000000E+00  
  90               1.56565825E+02   1.00068648E+03   8.38069184E-01   1.60461108E-01   7.79356709E-04   5.31221332E-04   1.18676683E-04   2.29967399E-05   8.40499076E-06   0.00000000E+00  
  91               1.74023671E+02   1.03145688E+03   8.38069342E-01   1.60460846E-01   7.79356744E-04   5.31221356E-04   1.18676574E-04   2.30225907E-05   8.40499181E-06   0.00000000E+00  
  92               1.93166671E+02   1.06282447E+03   8.38069421E-01   1.60460552E-01   7.79357545E-04   5.31221902E-04   1.18676575E-04   2.30765952E-05   8.40500117E-06   0.00000000E+00  
  93               2.14087249E+02   1.09431101E+03   8.38069322E-01   1.60460226E-01   7.79359865E-04   5.31223484E-04   1.18676801E-04   2.31837919E-05   8.40502696E-06   0.00000000E+00  
  94               2.36870613E+02   1.12623450E+03   8.38068902E-01   1.60459848E-01   7.79364866E-04   5.31226892E-04   1.18677429E-04   2.33903307E-05   8.40508168E-06   0.00000000E+00  
  95               2.61612027E+02   1.15814087E+03   8.38068021E-01   1.60459419E-01   7.79384760E-04   5.31240452E-04   1.18680320E-04   2.37654065E-05   8.40529706E-06   0.00000000E+00  
  96               2.88611238E+02   1.19061067E+03   8.38067340E-01   1.60459055E-01   7.79383721E-04   5.31239742E-04   1.18680015E-04   2.42854263E-05   8.40528673E-06   0.00000000E+00  
  97               3.18213410E+02   1.22342484E+03   8.38067594E-01   1.60458783E-01   7.79382761E-04   5.31239078E-04   1.18679715E-04   2.42852965E-05   8.40527730E-06   0.00000000E+00  
  98               3.50675494E+02   1.25699075E+03   8.38067837E-01   1.60458512E-01   7.79381832E-04   5.31238415E-04   1.18679409E-04   2.42851281E-05   8.40526829E-06   0.00000000E+00  
  99               3.86211337E+02   1.29088585E+03   8.38068052E-01   1.60458254E-01   7.79381003E-04   5.31237763E-04   1.18679105E-04   2.42849113E-05   8.40526044E-06   0.00000000E+00  
  100              4.24997922E+02   1.32540535E+03   8.38068240E-01   1.60458002E-01   7.79380303E-04   5.31237089E-04   1.18678804E-04   2.42846264E-05   8.40525412E-06   0.00000000E+00  
  101              4.67184550E+02   1.36007249E+03   8.37973863E-01   1.60439669E-01   7.79292650E-04   5.31175833E-04   1.18665260E-04   2.42815193E-05   8.40431104E-06   0.00000000E+00  
