# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              N2               H2S              H2O(s)          
  12               3.28756732E-04   4.14626799E+01   8.38109234E-01   1.60470401E-01   7.77400061E-04   5.29029374E-04   5.07958479E-05   3.49866896E-05   2.29819494E-05   0.00000000E+00  
  13               3.95665114E-04   4.27666795E+01   8.38109234E-01   1.60470401E-01   7.77400055E-04   5.29029370E-04   5.07958474E-05   3.49866894E-05   2.29819494E-05   0.00000000E+00  
  14               4.74182249E-04   4.36861593E+01   8.38109234E-01   1.60470401E-01   7.77400049E-04   5.29029366E-04   5.07958469E-05   3.49866891E-05   2.29819494E-05   0.00000000E+00  
  15               5.66307883E-04   4.50509284E+01   8.38109234E-01   1.60470401E-01   7.77400043E-04   5.29029361E-04   5.07958465E-05   3.49866889E-05   2.29819494E-05   0.00000000E+00  
  16               6.74377308E-04   4.60337178E+01   8.38109234E-01   1.60470401E-01   7.77400036E-04   5.29029357E-04   5.07958460E-05   3.49866886E-05   2.29819494E-05   0.00000000E+00  
  17               8.01128180E-04   4.74822470E+01   8.38109234E-01   1.60470401E-01   7.77400030E-04   5.29029353E-04   5.07958455E-05   3.49866884E-05   2.29819494E-05   0.00000000E+00  
  18               9.49768737E-04   4.85108814E+01   8.38109234E-01   1.60470401E-01   7.77400024E-04   5.29029348E-04   5.07958450E-05   3.49866881E-05   2.29819494E-05   0.00000000E+00  
  19               1.12403843E-03   5.00339352E+01   8.38109234E-01   1.60470401E-01   7.77400017E-04   5.29029344E-04   5.07958445E-05   3.49866879E-05   2.29819494E-05   0.00000000E+00  
  20               1.32829084E-03   5.11409292E+01   8.38109234E-01   1.60470401E-01   7.77400010E-04   5.29029339E-04   5.07958440E-05   3.49866876E-05   2.29819494E-05   0.00000000E+00  
  21               1.56761217E-03   5.27993821E+01   8.38109234E-01   1.60470401E-01   7.77400003E-04   5.29029334E-04   5.07958435E-05   3.49866874E-05   2.29819494E-05   0.00000000E+00  
  22               1.84796907E-03   5.40142763E+01   8.38109234E-01   1.60470401E-01   7.77399996E-04   5.29029329E-04   5.07958429E-05   3.49866871E-05   2.29819494E-05   0.00000000E+00  
  23               2.17628832E-03   5.58340641E+01   8.38109234E-01   1.60470401E-01   7.77399988E-04   5.29029324E-04   5.07958423E-05   3.49866868E-05   2.29819494E-05   0.00000000E+00  
  24               2.56059298E-03   5.72215499E+01   8.38109234E-01   1.60470401E-01   7.77399980E-04   5.29029319E-04   5.07958417E-05   3.49866865E-05   2.29819494E-05   0.00000000E+00  
  25               3.01017956E-03   5.92879956E+01   8.38109234E-01   1.60470401E-01   7.77399972E-04   5.29029313E-04   5.07958411E-05   3.49866861E-05   2.29819494E-05   0.00000000E+00  
  26               3.53597796E-03   6.08902275E+01   8.38109234E-01   1.60470401E-01   7.77399963E-04   5.29029307E-04   5.07958404E-05   3.49866858E-05   2.29819494E-05   0.00000000E+00  
  27               4.15063525E-03   6.32100250E+01   8.38109234E-01   1.60470401E-01   7.77399953E-04   5.29029301E-04   5.07958397E-05   3.49866854E-05   2.29819494E-05   0.00000000E+00  
  28               4.86868700E-03   6.50971963E+01   8.38109234E-01   1.60470401E-01   7.77399943E-04   5.29029294E-04   5.07958390E-05   3.49866851E-05   2.29819495E-05   0.00000000E+00  
  29               5.70678422E-03   6.78541231E+01   8.38109234E-01   1.60470401E-01   7.77399932E-04   5.29029286E-04   5.07958381E-05   3.49866846E-05   2.29819495E-05   0.00000000E+00  
  30               6.68426229E-03   7.02739158E+01   8.38109234E-01   1.60470401E-01   7.77399920E-04   5.29029278E-04   5.07958372E-05   3.49866842E-05   2.29819495E-05   0.00000000E+00  
  31               7.82230066E-03   7.38725171E+01   8.38109234E-01   1.60470401E-01   7.77399907E-04   5.29029269E-04   5.07958362E-05   3.49866837E-05   2.29819495E-05   0.00000000E+00  
  32               9.13950578E-03   7.75514396E+01   8.38109234E-01   1.60470401E-01   7.77399893E-04   5.29029260E-04   5.07958352E-05   3.49866832E-05   2.29819495E-05   0.00000000E+00  
  33               1.06580433E-02   8.14327190E+01   8.38109234E-01   1.60470401E-01   7.77399880E-04   5.29029251E-04   5.07958342E-05   3.49866827E-05   2.29819495E-05   0.00000000E+00  
  34               1.24056097E-02   8.53863102E+01   8.38109234E-01   1.60470401E-01   7.77399869E-04   5.29029243E-04   5.07958333E-05   3.49866822E-05   2.29819495E-05   0.00000000E+00  
  35               1.44175586E-02   8.95637122E+01   8.38109234E-01   1.60470401E-01   7.77399859E-04   5.29029237E-04   5.07958326E-05   3.49866819E-05   2.29819495E-05   0.00000000E+00  
  36               1.67364280E-02   9.38327225E+01   8.38109234E-01   1.60470401E-01   7.77399852E-04   5.29029232E-04   5.07958320E-05   3.49866816E-05   2.29819495E-05   0.00000000E+00  
  37               1.94111582E-02   9.83605091E+01   8.38109234E-01   1.60470401E-01   7.77399847E-04   5.29029228E-04   5.07958316E-05   3.49866814E-05   2.29819495E-05   2.02413720E-17  
  38               2.24981249E-02   1.02998621E+02   8.38109018E-01   1.60470360E-01   7.77399844E-04   5.29029226E-04   5.07958314E-05   3.49866813E-05   2.29819435E-05   2.95069361E-16  
  39               2.60619985E-02   1.07927774E+02   8.38108345E-01   1.60470231E-01   7.77399833E-04   5.29029219E-04   5.07958306E-05   3.49866808E-05   2.29819251E-05   3.08664631E-15  
  40               3.01775379E-02   1.12983094E+02   8.38105580E-01   1.60469702E-01   7.77400017E-04   5.29029344E-04   5.07958426E-05   3.49866891E-05   2.29818492E-05   3.14862536E-14  
  41               3.49314909E-02   1.18438000E+02   8.38096013E-01   1.60467870E-01   7.77400785E-04   5.29029867E-04   5.07958927E-05   3.49867237E-05   2.29815869E-05   2.71837978E-13  
  42               4.04244443E-02   1.24050375E+02   8.38025207E-01   1.60454313E-01   7.77403977E-04   5.29032038E-04   5.07961012E-05   3.49868674E-05   2.29796453E-05   2.31109086E-12  
  43               4.67722769E-02   1.30131216E+02   8.38109206E-01   1.60470396E-01   7.77418069E-04   5.29041629E-04   5.07970220E-05   3.49875017E-05   2.29819487E-05   1.64059937E-11  
  44               5.41085447E-02   1.36340124E+02   8.38109091E-01   1.60470374E-01   7.77495024E-04   5.29093997E-04   5.08020502E-05   3.49909650E-05   2.29819455E-05   1.16207412E-10  
  45               6.25869636E-02   1.43084893E+02   8.38109091E-01   1.60470374E-01   7.77494616E-04   5.29093719E-04   5.08020234E-05   3.49909467E-05   2.29819455E-05   6.77017621E-10  
  46               7.23851621E-02   1.49901303E+02   8.38109087E-01   1.60470373E-01   7.77495205E-04   5.29094120E-04   5.08020618E-05   3.49909733E-05   2.29819454E-05   3.93202655E-09  
  47               8.37098749E-02   1.57273850E+02   8.38109074E-01   1.60470371E-01   7.77495203E-04   5.29094119E-04   5.08020616E-05   3.49909733E-05   2.29819451E-05   1.91958483E-08  
  48               9.68023193E-02   1.64749239E+02   8.38109012E-01   1.60470359E-01   7.77495195E-04   5.29094113E-04   5.08020609E-05   3.49909730E-05   2.29819434E-05   9.37228581E-08  
  49               1.11939070E-01   1.72829478E+02   8.38108766E-01   1.60470312E-01   7.77495196E-04   5.29094114E-04   5.08020609E-05   3.49909731E-05   2.29819366E-05   3.87058566E-07  
  50               1.29434970E-01   1.81004314E+02   8.38107756E-01   1.60470118E-01   7.77495248E-04   5.29094150E-04   5.08020642E-05   3.49909756E-05   2.29819089E-05   1.58983051E-06  
  51               1.49655996E-01   1.89784498E+02   8.38104388E-01   1.60469473E-01   7.77495516E-04   5.29094332E-04   5.08020814E-05   3.49909877E-05   2.29818166E-05   5.60203065E-06  
  52               1.73020577E-01   1.98666788E+02   8.38092694E-01   1.60467234E-01   7.77496624E-04   5.29095086E-04   5.08021537E-05   3.49910378E-05   2.29814959E-05   1.95336242E-05  
  53               2.00009560E-01   2.08143197E+02   8.38058953E-01   1.60460774E-01   7.77500614E-04   5.29097802E-04   5.08024141E-05   3.49912175E-05   2.29805707E-05   5.97288141E-05  
  54               2.31176082E-01   2.17767316E+02   8.37957903E-01   1.60441426E-01   7.77514382E-04   5.29107170E-04   5.08033134E-05   3.49918373E-05   2.29777998E-05   1.80105757E-04  
  55               2.67156509E-01   2.27980943E+02   8.37678183E-01   1.60387869E-01   7.77556050E-04   5.29135526E-04   5.08060357E-05   3.49937128E-05   2.29701295E-05   5.13316629E-04  
  56               3.08703300E-01   2.38397359E+02   8.38108753E-01   1.60470309E-01   7.77719480E-04   5.29246742E-04   5.08167139E-05   3.50010681E-05   2.29819363E-05   0.00000000E+00  
  57               3.56733753E-01   2.49420570E+02   8.38108177E-01   1.60470199E-01   7.78102827E-04   5.29507614E-04   5.08417617E-05   3.50183208E-05   2.29819205E-05   0.00000000E+00  
  58               4.12293791E-01   2.60734456E+02   8.38108170E-01   1.60470198E-01   7.78107283E-04   5.29510646E-04   5.08420524E-05   3.50185217E-05   2.29819203E-05   0.00000000E+00  
  59               4.76568385E-01   2.72673270E+02   8.38108170E-01   1.60470198E-01   7.78107294E-04   5.29510654E-04   5.08420526E-05   3.50185225E-05   2.29819203E-05   0.00000000E+00  
  60               5.50924158E-01   2.84974737E+02   8.38108170E-01   1.60470198E-01   7.78107245E-04   5.29510620E-04   5.08420489E-05   3.50185206E-05   2.29819203E-05   0.00000000E+00  
  61               6.36902603E-01   2.97909925E+02   8.38108170E-01   1.60470198E-01   7.78107190E-04   5.29510583E-04   5.08420447E-05   3.50185185E-05   2.29819203E-05   0.00000000E+00  
  62               7.36295696E-01   3.11274526E+02   8.38108170E-01   1.60470198E-01   7.78107129E-04   5.29510541E-04   5.08420401E-05   3.50185161E-05   2.29819203E-05   0.00000000E+00  
  63               8.51155858E-01   3.25295330E+02   8.38108170E-01   1.60470198E-01   7.78107060E-04   5.29510495E-04   5.08420349E-05   3.50185135E-05   2.29819203E-05   0.00000000E+00  
  64               9.83862158E-01   3.39818690E+02   8.38108170E-01   1.60470198E-01   7.78106984E-04   5.29510443E-04   5.08420291E-05   3.50185106E-05   2.29819203E-05   0.00000000E+00  
  65               1.13715637E+00   3.55031187E+02   8.38108159E-01   1.60470195E-01   7.78106906E-04   5.29510390E-04   5.08420231E-05   3.50185077E-05   2.29819200E-05   0.00000000E+00  
  66               1.31419876E+00   3.70803672E+02   8.38108161E-01   1.60470194E-01   7.78106791E-04   5.29510312E-04   5.08420146E-05   3.50185031E-05   2.29819198E-05   0.00000000E+00  
  67               1.51853284E+00   3.87316458E+02   8.38108160E-01   1.60470194E-01   7.78106941E-04   5.29510414E-04   5.08420233E-05   3.50185106E-05   2.29819198E-05   0.00000000E+00  
  68               1.75408928E+00   4.04429667E+02   8.38108161E-01   1.60470194E-01   7.78106825E-04   5.29510335E-04   5.08420145E-05   3.50185062E-05   2.29819198E-05   0.00000000E+00  
  69               2.02538718E+00   4.22322168E+02   8.38107838E-01   1.60470132E-01   7.78106697E-04   5.29510248E-04   5.08420048E-05   3.50185013E-05   2.29819109E-05   0.00000000E+00  
  70               2.33756299E+00   4.40845628E+02   8.38107869E-01   1.60470101E-01   7.78105928E-04   5.29509724E-04   5.08419530E-05   3.50184676E-05   2.29819064E-05   0.00000000E+00  
  71               2.69632405E+00   4.60179881E+02   8.38107822E-01   1.60470092E-01   7.78113786E-04   5.29515071E-04   5.08424648E-05   3.50188223E-05   2.29819051E-05   0.00000000E+00  
  72               3.10786864E+00   4.80154877E+02   8.38107428E-01   1.60470045E-01   7.78113731E-04   5.29515034E-04   5.08424594E-05   3.50188210E-05   2.29818985E-05   0.00000000E+00  
  73               3.57891266E+00   5.00942829E+02   8.38107148E-01   1.60470322E-01   7.78115198E-04   5.29516033E-04   5.08425533E-05   3.50188883E-05   2.29819382E-05   0.00000000E+00  
  74               4.11754065E+00   5.22380098E+02   8.38104400E-01   1.60469784E-01   7.78119964E-04   5.29519276E-04   5.08428624E-05   3.50191041E-05   2.29818610E-05   0.00000000E+00  
  75               4.73331789E+00   5.44687255E+02   8.38104692E-01   1.60469502E-01   7.78114712E-04   5.29515702E-04   5.08425169E-05   3.50188693E-05   2.29818206E-05   0.00000000E+00  
  76               5.43650046E+00   5.67687529E+02   8.38104637E-01   1.60469449E-01   7.78175096E-04   5.29556794E-04   5.08464599E-05   3.50215885E-05   2.29818130E-05   0.00000000E+00  
  77               6.23771510E+00   5.91569730E+02   8.38104699E-01   1.60469386E-01   7.78175282E-04   5.29556920E-04   5.08464692E-05   3.50215987E-05   2.29818040E-05   0.00000000E+00  
  78               7.14779209E+00   6.16098605E+02   8.38104803E-01   1.60469283E-01   7.78174793E-04   5.29556587E-04   5.08464342E-05   3.50215786E-05   2.29817893E-05   0.00000000E+00  
  79               8.17965734E+00   6.41476016E+02   8.38104968E-01   1.60469118E-01   7.78174140E-04   5.29556143E-04   5.08463883E-05   3.50215513E-05   2.29817657E-05   0.00000000E+00  
  80               9.34942224E+00   6.67527990E+02   8.38105219E-01   1.60468869E-01   7.78173273E-04   5.29555553E-04   5.08463281E-05   3.50215145E-05   2.29817300E-05   0.00000000E+00  
  81               1.06735656E+01   6.94467000E+02   8.38105585E-01   1.60468505E-01   7.78172140E-04   5.29554782E-04   5.08462503E-05   3.50214660E-05   2.29816778E-05   0.00000000E+00  
  82               1.21687718E+01   7.22055063E+02   8.38106087E-01   1.60468003E-01   7.78170642E-04   5.29553763E-04   5.08461483E-05   3.50214012E-05   2.29816060E-05   0.00000000E+00  
  83               1.38521257E+01   7.50458736E+02   8.38106747E-01   1.60467340E-01   7.78168761E-04   5.29552483E-04   5.08460210E-05   3.50213193E-05   2.29815111E-05   0.00000000E+00  
  84               1.57435237E+01   7.79460166E+02   8.38107555E-01   1.60466519E-01   7.78166512E-04   5.29550953E-04   5.08458694E-05   3.50212211E-05   2.29813934E-05   0.00000000E+00  
  85               1.78738302E+01   8.09362229E+02   8.38108494E-01   1.60465536E-01   7.78164013E-04   5.29549252E-04   5.08457011E-05   3.50211118E-05   2.29812524E-05   0.00000000E+00  
  86               2.02745323E+01   8.40023150E+02   8.38109424E-01   1.60464406E-01   7.78161507E-04   5.29547546E-04   5.08455320E-05   3.50210025E-05   2.29810904E-05   0.00000000E+00  
  87               2.29752897E+01   8.71601083E+02   8.38110401E-01   1.60463176E-01   7.78163153E-04   5.29548666E-04   5.08456338E-05   3.50210802E-05   2.29809135E-05   0.00000000E+00  
  88               2.60027846E+01   9.03854469E+02   8.38111617E-01   1.60461951E-01   7.78160947E-04   5.29547166E-04   5.08454836E-05   3.50209848E-05   2.29807366E-05   0.00000000E+00  
  89               2.93795098E+01   9.36797308E+02   8.38112808E-01   1.60460723E-01   7.78161512E-04   5.29547550E-04   5.08455140E-05   3.50210143E-05   2.29890234E-05   0.00000000E+00  
  90               3.31366911E+01   9.70273422E+02   8.38113912E-01   1.60459533E-01   7.78158429E-04   5.29545452E-04   5.08453057E-05   3.50208800E-05   2.30096497E-05   0.00000000E+00  
  91               3.73199179E+01   1.00442350E+03   8.38114835E-01   1.60458386E-01   7.78156050E-04   5.29543833E-04   5.08451428E-05   3.50207776E-05   2.30617922E-05   0.00000000E+00  
  92               4.19710529E+01   1.03918810E+03   8.38115408E-01   1.60457276E-01   7.78155346E-04   5.29543354E-04   5.08450890E-05   3.50207510E-05   2.31878493E-05   0.00000000E+00  
  93               4.71276873E+01   1.07450747E+03   8.38115156E-01   1.60456139E-01   7.78158191E-04   5.29545290E-04   5.08452664E-05   3.50208844E-05   2.34751240E-05   0.00000000E+00  
  94               5.28217939E+01   1.11030821E+03   8.38114514E-01   1.60455127E-01   7.78177199E-04   5.29558225E-04   5.08464995E-05   3.50217455E-05   2.42848870E-05   0.00000000E+00  
  95               5.90862121E+01   1.14643613E+03   8.38115300E-01   1.60454332E-01   7.78174333E-04   5.29556273E-04   5.08463028E-05   3.50216226E-05   2.42846843E-05   0.00000000E+00  
  96               6.59813881E+01   1.18305293E+03   8.38116011E-01   1.60453596E-01   7.78171423E-04   5.29554285E-04   5.08461030E-05   3.50214981E-05   2.42844441E-05   0.00000000E+00  
  97               7.35915574E+01   1.22014755E+03   8.38116637E-01   1.60452906E-01   7.78168767E-04   5.29552441E-04   5.08459204E-05   3.50213863E-05   2.42841432E-05   0.00000000E+00  
  98               8.19887344E+01   1.25792878E+03   8.38117167E-01   1.60452224E-01   7.78166609E-04   5.29550814E-04   5.08457750E-05   3.50213009E-05   2.42837457E-05   0.00000000E+00  
  99               9.12313371E+01   1.29608703E+03   8.38117553E-01   1.60451532E-01   7.78165389E-04   5.29549409E-04   5.08457097E-05   3.50212715E-05   2.42832126E-05   0.00000000E+00  
  100              1.01364316E+02   1.33481049E+03   8.38117786E-01   1.60450783E-01   7.78165104E-04   5.29547652E-04   5.08457547E-05   3.50213189E-05   2.42824840E-05   0.00000000E+00  
  101              1.12420540E+02   1.37358877E+03   8.38023283E-01   1.60431861E-01   7.78064509E-04   5.29459919E-04   5.08402868E-05   3.50175665E-05   2.42787638E-05   0.00000000E+00  
