# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               H2S             
  1                1.00000000E-05   2.55514061E+02   8.38514328E-01   1.60547543E-01   3.03046256E-40   5.13309327E-04   3.02599064E-04   6.00609196E-05   0.00000000E+00   2.29928075E-05  
  2                1.42901003E-04   3.04826079E+02   8.38516027E-01   1.60545848E-01   1.28378432E-33   5.13306466E-04   3.02597378E-04   6.00605848E-05   0.00000000E+00   2.29925648E-05  
  3                2.88197959E-04   3.21626884E+02   8.38517162E-01   1.60544711E-01   8.09413643E-32   5.13303583E-04   3.02595679E-04   6.00602476E-05   0.00000000E+00   2.29924019E-05  
  4                4.54072534E-04   3.38040177E+02   8.38519752E-01   1.60542130E-01   3.38758298E-30   5.13299316E-04   3.02593163E-04   6.00597483E-05   0.00000000E+00   2.29920322E-05  
  5                6.45442082E-04   3.45982147E+02   8.38519977E-01   1.60541878E-01   1.68915536E-29   5.13298007E-04   3.02592391E-04   6.00595950E-05   0.00000000E+00   2.29919962E-05  
  6                8.67510769E-04   3.57664867E+02   8.38522059E-01   1.60539802E-01   1.73801412E-28   5.13294384E-04   3.02590255E-04   6.00591712E-05   0.00000000E+00   2.29916989E-05  
  7                1.12585312E-03   3.63473829E+02   8.38521995E-01   1.60539864E-01   4.93318071E-28   5.13295550E-04   3.02590943E-04   6.00593076E-05   0.00000000E+00   2.29917077E-05  
  8                1.42691305E-03   3.73844195E+02   8.38523816E-01   1.60537951E-01   3.25373875E-27   5.13292366E-04   3.02589066E-04   6.00589350E-05   0.00000000E+00   2.29914338E-05  
  9                1.77799822E-03   3.79111117E+02   8.38523753E-01   1.60538015E-01   7.73908351E-27   5.13291601E-04   3.02588615E-04   6.00588455E-05   0.00000000E+00   2.29914430E-05  
  10               2.18768000E-03   3.89148801E+02   8.38525587E-01   1.60536187E-01   4.17103011E-26   5.13288548E-04   3.02586815E-04   6.00584883E-05   0.00000000E+00   2.29911812E-05  
  11               2.66585295E-03   3.94237518E+02   8.38525521E-01   1.60536254E-01   9.03625955E-26   5.13287870E-04   3.02586415E-04   6.00584090E-05   0.00000000E+00   2.29911908E-05  
  12               3.22412902E-03   4.04186007E+02   8.38527013E-01   1.60534498E-01   4.24242956E-25   5.13284800E-04   3.02584606E-04   6.00580498E-05   0.00000000E+00   2.29909392E-05  
  13               3.87596370E-03   4.09288612E+02   8.38526972E-01   1.60534528E-01   8.70792964E-25   5.13290162E-04   3.02587767E-04   6.00586772E-05   0.00000000E+00   2.29909436E-05  
  14               4.63716191E-03   4.19248622E+02   8.38528535E-01   1.60532970E-01   3.66481439E-24   5.13287527E-04   3.02586213E-04   6.00583689E-05   0.00000000E+00   2.29907204E-05  
  15               5.52605251E-03   4.24448091E+02   8.38528467E-01   1.60533015E-01   7.24146319E-24   5.13286846E-04   3.02585812E-04   6.00582892E-05   0.00000000E+00   2.29907269E-05  
  16               6.56399361E-03   4.34830323E+02   8.38529319E-01   1.60531419E-01   2.91970739E-23   5.13284806E-04   3.02584609E-04   6.00580504E-05   0.00000000E+00   2.29904983E-05  
  17               7.77550045E-03   4.40688160E+02   8.38529366E-01   1.60531247E-01   5.99793424E-23   5.13282475E-04   3.02583235E-04   6.00577777E-05   0.00000000E+00   2.29904736E-05  
  18               9.18890458E-03   4.51869334E+02   8.38530412E-01   1.60529804E-01   2.41955282E-22   5.13320282E-04   3.02605522E-04   6.00622014E-05   0.00000000E+00   2.29902670E-05  
  19               1.08374186E-02   4.57964778E+02   8.38530276E-01   1.60529940E-01   4.83917725E-22   5.13320169E-04   3.02605456E-04   6.00621882E-05   0.00000000E+00   2.29902864E-05  
  20               1.27616547E-02   4.68600618E+02   8.38529247E-01   1.60528451E-01   1.64520079E-21   5.13318144E-04   3.02604262E-04   6.00619513E-05   0.00000000E+00   2.29900733E-05  
  21               1.50070802E-02   4.75045118E+02   8.38529532E-01   1.60528170E-01   3.25292392E-21   5.13316038E-04   3.02603021E-04   6.00617048E-05   0.00000000E+00   2.29900330E-05  
  22               1.76261770E-02   4.86269620E+02   8.38530530E-01   1.60527176E-01   1.08008873E-20   5.13314105E-04   3.02601881E-04   6.00614787E-05   0.00000000E+00   2.29898906E-05  
  23               2.06790921E-02   4.93323454E+02   8.38530650E-01   1.60527057E-01   2.16467018E-20   5.13313223E-04   3.02601361E-04   6.00613755E-05   0.00000000E+00   2.29898736E-05  
  24               2.42350319E-02   5.05319925E+02   8.38531573E-01   1.60526137E-01   7.11193868E-20   5.13311355E-04   3.02600260E-04   6.00611569E-05   0.00000000E+00   2.29897418E-05  
  25               2.83734400E-02   5.13228261E+02   8.38531749E-01   1.60525964E-01   1.46902269E-19   5.13310378E-04   3.02599684E-04   6.00610426E-05   0.00000000E+00   2.29897170E-05  
  26               3.31878538E-02   5.26140017E+02   8.38532595E-01   1.60525121E-01   4.79557777E-19   5.13308574E-04   3.02598621E-04   6.00608315E-05   0.00000000E+00   2.29895963E-05  
  27               3.87851734E-02   5.35032787E+02   8.38532811E-01   1.60524907E-01   1.02106114E-18   5.13307518E-04   3.02597998E-04   6.00607080E-05   0.00000000E+00   2.29895657E-05  
  28               4.52874659E-02   5.49131917E+02   8.38533588E-01   1.60524133E-01   3.35397892E-18   5.13305762E-04   3.02596963E-04   6.00605025E-05   0.00000000E+00   2.29894548E-05  
  29               5.28320729E-02   5.59422348E+02   8.38533855E-01   1.60523867E-01   7.52091146E-18   5.13304607E-04   3.02596282E-04   6.00603673E-05   0.00000000E+00   2.29894168E-05  
  30               6.15767294E-02   5.75161571E+02   8.38534575E-01   1.60523151E-01   2.53636149E-17   5.13302883E-04   3.02595266E-04   6.00601657E-05   0.00000000E+00   2.29893141E-05  
  31               7.16970717E-02   5.87184402E+02   8.38534877E-01   1.60522851E-01   6.02209602E-17   5.13301657E-04   3.02594543E-04   6.00600222E-05   0.00000000E+00   2.29892712E-05  
  32               8.33890788E-02   6.04845997E+02   8.38535520E-01   1.60522210E-01   2.07935270E-16   5.13299991E-04   3.02593561E-04   6.00598272E-05   0.00000000E+00   2.29891795E-05  
  33               9.68649344E-02   6.19108897E+02   8.38535841E-01   1.60521890E-01   5.28354955E-16   5.13298684E-04   3.02592790E-04   6.00596743E-05   0.00000000E+00   2.29891336E-05  
  34               1.12366990E-01   6.39249177E+02   8.38536405E-01   1.60521329E-01   1.88599393E-15   5.13297104E-04   3.02591859E-04   6.00594895E-05   0.00000000E+00   2.29890533E-05  
  35               1.30180185E-01   6.56241509E+02   8.38536707E-01   1.60521013E-01   5.12090315E-15   5.13295769E-04   3.02591072E-04   6.00593332E-05   0.00000000E+00   2.29890081E-05  
  36               1.50617179E-01   6.79253580E+02   8.38537175E-01   1.60520548E-01   1.86906331E-14   5.13294315E-04   3.02590215E-04   6.00591631E-05   0.00000000E+00   2.29889414E-05  
  37               1.74003308E-01   6.99503093E+02   8.38537426E-01   1.60520258E-01   5.38140187E-14   5.13293241E-04   3.02589582E-04   6.00590375E-05   0.00000000E+00   2.29888998E-05  
  38               2.00680105E-01   7.25944561E+02   8.38537634E-01   1.60519851E-01   1.99406328E-13   5.13292581E-04   3.02589193E-04   6.00589602E-05   0.00000000E+00   2.29888415E-05  
  39               2.30999112E-01   7.49871445E+02   8.38537654E-01   1.60519560E-01   5.96835880E-13   5.13294079E-04   3.02590076E-04   6.00591355E-05   0.00000000E+00   2.29887996E-05  
  40               2.65353072E-01   7.79880905E+02   8.38537964E-01   1.60519241E-01   2.17624347E-12   5.13295624E-04   3.02590986E-04   6.00593162E-05   0.00000000E+00   2.29887534E-05  
  41               3.04236016E-01   8.07560967E+02   8.38538226E-01   1.60518964E-01   6.53759389E-12   5.13294110E-04   3.02590094E-04   6.00591391E-05   0.00000000E+00   2.29921532E-05  
  42               3.48156566E-01   8.41482785E+02   8.38538674E-01   1.60518451E-01   2.30628898E-11   5.13292356E-04   3.02589060E-04   6.00589339E-05   0.00000000E+00   2.30052789E-05  
  43               3.97548158E-01   8.74033779E+02   8.38539312E-01   1.60517573E-01   7.01352949E-11   5.13290628E-04   3.02588041E-04   6.00587317E-05   0.00000000E+00   2.30484335E-05  
  44               4.52904060E-01   9.09770973E+02   8.38540613E-01   1.60515511E-01   2.17694372E-10   5.13289393E-04   3.02587313E-04   6.00585872E-05   0.00000000E+00   2.32076485E-05  
  45               5.14743674E-01   9.43516450E+02   8.38542924E-01   1.60511656E-01   5.82798407E-10   5.13297547E-04   3.02592120E-04   6.00595413E-05   0.00000000E+00   2.36541933E-05  
  46               5.83822144E-01   9.80664882E+02   8.38549710E-01   1.60503622E-01   1.59862302E-09   5.13282718E-04   3.02583378E-04   6.00578061E-05   0.00000000E+00   2.42922394E-05  
  47               6.60955757E-01   1.01566665E+03   8.38562186E-01   1.60491190E-01   3.84312710E-09   5.13260190E-04   3.02570097E-04   6.00551700E-05   3.30656339E-16   2.42902587E-05  
  48               7.46919380E-01   1.05429132E+03   8.38583308E-01   1.60470141E-01   9.48844625E-09   5.13224702E-04   3.02549171E-04   6.00510167E-05   3.04179846E-15   2.42868767E-05  
  49               8.42470782E-01   1.09044365E+03   8.38607873E-01   1.60445661E-01   2.07365202E-08   5.13183319E-04   3.02524749E-04   6.00461701E-05   2.11913620E-14   2.42828601E-05  
  50               9.48443824E-01   1.13036932E+03   8.38638800E-01   1.60414815E-01   4.65615725E-08   5.13133519E-04   3.02495266E-04   6.00403245E-05   1.61184111E-13   2.42776148E-05  
  51               1.06593423E+00   1.16754665E+03   8.38666046E-01   1.60387608E-01   9.35100512E-08   5.13088842E-04   3.02468357E-04   6.00350213E-05   9.36675180E-13   2.42726436E-05  
  52               1.19634649E+00   1.20884550E+03   8.38694048E-01   1.60359577E-01   1.93650823E-07   5.13045838E-04   3.02440759E-04   6.00297259E-05   5.91442983E-12   2.42668976E-05  
  53               1.34120669E+00   1.24557025E+03   8.38713648E-01   1.60339858E-01   3.52277711E-07   5.13018722E-04   3.02417043E-04   6.00257466E-05   2.67589711E-11   2.42619134E-05  
  54               1.50207207E+00   1.28660682E+03   8.38732077E-01   1.60321153E-01   6.62885517E-07   5.13004751E-04   3.02387165E-04   6.00220338E-05   1.31004048E-10   2.42556498E-05  
  55               1.68050553E+00   1.32318570E+03   8.38743930E-01   1.60308891E-01   1.11763117E-06   5.13022666E-04   3.02345168E-04   6.00193515E-05   4.81156511E-10   2.42490871E-05  
  56               1.87829658E+00   1.36425220E+03   8.38754580E-01   1.60297533E-01   1.95150436E-06   5.13085488E-04   3.02273080E-04   6.00168890E-05   1.90865644E-09   2.42379687E-05  
  57               2.09766462E+00   1.40077666E+03   8.38760763E-01   1.60290386E-01   3.09203835E-06   5.13229790E-04   3.02162742E-04   6.00151678E-05   5.88670348E-09   2.42203062E-05  
  58               2.34159636E+00   1.44206819E+03   8.38765790E-01   1.60283735E-01   5.08134865E-06   5.13497325E-04   3.02022184E-04   6.00137238E-05   1.96466288E-08   2.41743438E-05  
  59               2.61305882E+00   1.47901983E+03   8.38766496E-01   1.60279363E-01   7.68104710E-06   5.13953687E-04   3.01958717E-04   6.00130255E-05   5.30114314E-08   2.40759358E-05  
  60               2.91433888E+00   1.52133832E+03   8.38753342E-01   1.60272946E-01   1.20935078E-05   5.14685623E-04   3.02245852E-04   6.00139847E-05   1.55623909E-07   2.37891473E-05  
  61               3.24591140E+00   1.55984175E+03   8.38750572E-01   1.60272680E-01   1.77759226E-05   5.15910356E-04   3.03703885E-04   6.00335582E-05   2.22655132E-07   2.19252995E-05  
  62               3.60447534E+00   1.60472445E+03   8.38742857E-01   1.60269549E-01   2.74135174E-05   5.17287498E-04   3.05639281E-04   6.00340994E-05   1.03982164E-06   2.19014387E-05  
  63               3.98068682E+00   1.64829374E+03   8.38722393E-01   1.60265706E-01   4.07660848E-05   5.18952709E-04   3.10038314E-04   6.00401599E-05   4.04891548E-06   2.17932990E-05  
  64               4.35795397E+00   1.68914966E+03   8.38685171E-01   1.60261029E-01   5.80099115E-05   5.20762470E-04   3.19943159E-04   6.00539899E-05   1.22302704E-05   2.15130698E-05  
  65               4.71199658E+00   1.72464835E+03   8.38626434E-01   1.60254860E-01   7.76579230E-05   5.22495794E-04   3.36464822E-04   6.00853077E-05   2.71136728E-05   2.10751985E-05  
  66               5.02033174E+00   1.75417159E+03   8.38563246E-01   1.60249776E-01   9.80681513E-05   5.23987363E-04   3.55006993E-04   6.01345332E-05   4.71410295E-05   2.05989422E-05  
  67               5.34791755E+00   1.78352698E+03   8.38507638E-01   1.60246159E-01   1.22613023E-04   5.24941806E-04   3.71775264E-04   6.01379028E-05   6.49694778E-05   2.02591260E-05  
  68               5.62756714E+00   1.80774699E+03   8.38468988E-01   1.60240787E-01   1.46608944E-04   5.25630103E-04   3.77567049E-04   6.01542465E-05   6.48875631E-05   2.02658965E-05  
  69               5.84620413E+00   1.82565811E+03   8.38449015E-01   1.60238718E-01   1.66721361E-04   5.25972686E-04   3.79431604E-04   6.01536679E-05   6.48258048E-05   2.02684488E-05  
