# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   2.82104388E+02   8.38478838E-01   1.60528057E-01   4.76378246E-36   5.29085202E-04   3.74189612E-04   6.04979320E-05   0.00000000E+00   0.00000000E+00  
  2                1.12917698E-04   3.44614268E+02   8.38489101E-01   1.60517816E-01   2.98804534E-29   5.29074551E-04   3.74182078E-04   6.04967140E-05   0.00000000E+00   0.00000000E+00  
  3                2.20487980E-04   3.70835290E+02   8.38491932E-01   1.60514987E-01   4.67970472E-27   5.29073656E-04   3.74181446E-04   6.04966118E-05   0.00000000E+00   0.00000000E+00  
  4                3.38612577E-04   3.97250985E+02   8.38494155E-01   1.60512758E-01   4.20459416E-25   5.29076516E-04   3.74183469E-04   6.04969388E-05   0.00000000E+00   0.00000000E+00  
  5                4.70297533E-04   4.09652270E+02   8.38494445E-01   1.60512453E-01   2.64646400E-24   5.29077824E-04   3.74184393E-04   6.04970883E-05   0.00000000E+00   0.00000000E+00  
  6                6.18961210E-04   4.24052758E+02   8.38492483E-01   1.60511510E-01   2.04209721E-23   5.29078803E-04   3.74185086E-04   6.04972002E-05   0.00000000E+00   0.00000000E+00  
  7                7.87461869E-04   4.32701439E+02   8.38492398E-01   1.60511167E-01   6.25829509E-23   5.29078714E-04   3.74185023E-04   6.04971901E-05   0.00000000E+00   0.00000000E+00  
  8                9.78921275E-04   4.45048050E+02   8.38492423E-01   1.60511139E-01   3.03469404E-22   5.29080616E-04   3.74186368E-04   6.04974076E-05   0.00000000E+00   0.00000000E+00  
  9                1.19679460E-03   4.52247783E+02   8.38492438E-01   1.60511121E-01   7.03896631E-22   5.29081896E-04   3.74187273E-04   6.04975539E-05   0.00000000E+00   0.00000000E+00  
  10               1.44504251E-03   4.63397189E+02   8.38492645E-01   1.60510912E-01   2.60058280E-21   5.29082917E-04   3.74187996E-04   6.04976707E-05   0.00000000E+00   0.00000000E+00  
  11               1.72809251E-03   4.69859876E+02   8.38492639E-01   1.60510917E-01   5.19756145E-21   5.29084164E-04   3.74188877E-04   6.04978133E-05   0.00000000E+00   0.00000000E+00  
  12               2.05100004E-03   4.80518396E+02   8.38492800E-01   1.60510754E-01   1.65504823E-20   5.29085197E-04   3.74189608E-04   6.04979314E-05   0.00000000E+00   0.00000000E+00  
