# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   4.81811838E+02   8.38495198E-01   1.60509246E-01   2.74621215E-19   5.29185021E-04   3.72757774E-04   6.04896260E-05   0.00000000E+00   0.00000000E+00  
  2                1.02782165E-04   5.63323399E+02   8.38496185E-01   1.60508273E-01   2.36446049E-16   5.29178380E-04   3.72753097E-04   6.04888670E-05   0.00000000E+00   0.00000000E+00  
  3                2.06356121E-04   5.94773935E+02   8.38497986E-01   1.60506429E-01   1.99364771E-15   5.29171067E-04   3.72747946E-04   6.04880311E-05   0.00000000E+00   0.00000000E+00  
  4                3.26727423E-04   6.21261698E+02   8.38502150E-01   1.60502064E-01   1.05487156E-14   5.29161479E-04   3.72741191E-04   6.04869350E-05   0.00000000E+00   0.00000000E+00  
  5                4.67970943E-04   6.38585796E+02   8.38505715E-01   1.60498520E-01   2.79925636E-14   5.29150718E-04   3.72733612E-04   6.04857050E-05   0.00000000E+00   0.00000000E+00  
  6                6.34753970E-04   6.57690574E+02   8.38513128E-01   1.60490930E-01   8.01500594E-14   5.29136174E-04   3.72723367E-04   6.04840425E-05   0.00000000E+00   0.00000000E+00  
  7                8.32261233E-04   6.71237658E+02   8.38517933E-01   1.60486143E-01   1.57794208E-13   5.29125361E-04   3.72715750E-04   6.04828065E-05   0.00000000E+00   0.00000000E+00  
  8                1.06654428E-03   6.87991163E+02   8.38528739E-01   1.60475374E-01   3.64541669E-13   5.29108335E-04   3.72703757E-04   6.04808602E-05   0.00000000E+00   0.00000000E+00  
  9                1.34465404E-03   7.00114378E+02   8.38534569E-01   1.60469559E-01   6.32718791E-13   5.29097360E-04   3.72696026E-04   6.04796058E-05   0.00000000E+00   0.00000000E+00  
  10               1.67496785E-03   7.15719874E+02   8.38547627E-01   1.60456533E-01   1.29483244E-12   5.29078983E-04   3.72683081E-04   6.04775052E-05   0.00000000E+00   0.00000000E+00  
  11               2.06736411E-03   7.26948966E+02   8.38553445E-01   1.60450719E-01   2.06623840E-12   5.29069630E-04   3.72676493E-04   6.04764361E-05   0.00000000E+00   0.00000000E+00  
  12               2.53360157E-03   7.41776757E+02   8.38567050E-01   1.60437129E-01   3.87225565E-12   5.29051452E-04   3.72663688E-04   6.04743581E-05   0.00000000E+00   0.00000000E+00  
  13               3.08753789E-03   7.52410519E+02   8.38572057E-01   1.60432102E-01   5.81714672E-12   5.29044599E-04   3.72658861E-04   6.04735748E-05   0.00000000E+00   0.00000000E+00  
  14               3.74576153E-03   7.66835469E+02   8.38585228E-01   1.60418907E-01   1.02591323E-11   5.29027515E-04   3.72646827E-04   6.04716220E-05   0.00000000E+00   0.00000000E+00  
  15               4.52836726E-03   7.77165391E+02   8.38589235E-01   1.60414832E-01   1.47877818E-11   5.29023672E-04   3.72644120E-04   6.04711827E-05   0.00000000E+00   0.00000000E+00  
  16               5.45925400E-03   7.91470526E+02   8.38601486E-01   1.60402471E-01   2.49879643E-11   5.29007937E-04   3.72633036E-04   6.04693841E-05   0.00000000E+00   0.00000000E+00  
  17               6.56661796E-03   8.01765168E+02   8.38604624E-01   1.60399166E-01   3.50698194E-11   5.29007833E-04   3.72632964E-04   6.04693722E-05   0.00000000E+00   0.00000000E+00  
  18               7.88384576E-03   8.16265756E+02   8.38615953E-01   1.60387544E-01   5.76949350E-11   5.28992983E-04   3.72622503E-04   6.04676748E-05   0.00000000E+00   0.00000000E+00  
  19               9.45014303E-03   8.26789838E+02   8.38618482E-01   1.60384639E-01   7.97909922E-11   5.28999544E-04   3.72627124E-04   6.04684247E-05   0.00000000E+00   0.00000000E+00  
  20               1.13117759E-02   8.41691293E+02   8.38628757E-01   1.60373673E-01   1.28940375E-10   5.28985886E-04   3.72617504E-04   6.04668635E-05   0.00000000E+00   0.00000000E+00  
  21               1.35231812E-02   8.52692876E+02   8.38630966E-01   1.60370810E-01   1.77353310E-10   5.28981074E-04   3.72614115E-04   6.04663135E-05   0.00000000E+00   0.00000000E+00  
  22               1.61477755E-02   8.68389859E+02   8.38640454E-01   1.60360034E-01   2.85427893E-10   5.28967491E-04   3.72604546E-04   6.04647608E-05   0.00000000E+00   0.00000000E+00  
  23               1.92593067E-02   8.80191089E+02   8.38643542E-01   1.60356952E-01   3.94335171E-10   5.28962117E-04   3.72600761E-04   6.04641465E-05   0.00000000E+00   9.55751880E-16  
