# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  24               3.11429643E-03   6.08876746E+02   8.38502787E-01   1.60511114E-01   1.43710851E-15   5.28761339E-04   3.60699103E-04   6.04069058E-05   0.00000000E+00   0.00000000E+00  
  25               3.78710069E-03   6.18706292E+02   8.38502782E-01   1.60511105E-01   2.59872256E-15   5.28761552E-04   3.60699249E-04   6.04069302E-05   0.00000000E+00   0.00000000E+00  
  26               4.60350386E-03   6.27861397E+02   8.38502781E-01   1.60511100E-01   4.39720682E-15   5.28761567E-04   3.60699259E-04   6.04069319E-05   0.00000000E+00   0.00000000E+00  
  27               5.59414580E-03   6.38073732E+02   8.38502793E-01   1.60511088E-01   7.83150331E-15   5.28761677E-04   3.60699334E-04   6.04069445E-05   0.00000000E+00   0.00000000E+00  
  28               6.79601651E-03   6.47737402E+02   8.38502760E-01   1.60511068E-01   1.31947685E-14   5.28762278E-04   3.60699744E-04   6.04070131E-05   0.00000000E+00   0.00000000E+00  
  29               8.25368720E-03   6.58642093E+02   8.38502765E-01   1.60511039E-01   2.35589175E-14   5.28762271E-04   3.60699739E-04   6.04070123E-05   0.00000000E+00   0.00000000E+00  
  30               1.00207686E-02   6.69017464E+02   8.38502789E-01   1.60511014E-01   3.98928437E-14   5.28762543E-04   3.60699925E-04   6.04070434E-05   0.00000000E+00   0.00000000E+00  
  31               1.21615317E-02   6.80770918E+02   8.38502711E-01   1.60510940E-01   7.17483585E-14   5.28765306E-04   3.60701810E-04   6.04073591E-05   0.00000000E+00   0.00000000E+00  
  32               1.47527764E-02   6.92224446E+02   8.38502718E-01   1.60510875E-01   1.24062553E-13   5.28765202E-04   3.60701739E-04   6.04073472E-05   0.00000000E+00   0.00000000E+00  
  33               1.78860027E-02   7.05212703E+02   8.38502818E-01   1.60510774E-01   2.28133357E-13   5.28765938E-04   3.60702241E-04   6.04074313E-05   0.00000000E+00   0.00000000E+00  
  34               2.16696176E-02   7.17987199E+02   8.38502752E-01   1.60510617E-01   4.04703448E-13   5.28765649E-04   3.60702044E-04   6.04073983E-05   0.00000000E+00   0.00000000E+00  
  35               2.62310844E-02   7.32610093E+02   8.38502965E-01   1.60510399E-01   7.69135194E-13   5.28768046E-04   3.60703679E-04   6.04076721E-05   0.00000000E+00   0.00000000E+00  
  36               3.17201143E-02   7.47278388E+02   8.38503250E-01   1.60510114E-01   1.42434485E-12   5.28767597E-04   3.60703373E-04   6.04076208E-05   0.00000000E+00   0.00000000E+00  
  37               3.83118789E-02   7.63840427E+02   8.38503740E-01   1.60509620E-01   2.80058388E-12   5.28766817E-04   3.60702840E-04   6.04075317E-05   0.00000000E+00   0.00000000E+00  
  38               4.62177773E-02   7.80574418E+02   8.38504409E-01   1.60508940E-01   5.37455953E-12   5.28765797E-04   3.60702145E-04   6.04074152E-05   0.00000000E+00   0.00000000E+00  
  39               5.56875294E-02   7.99533720E+02   8.38505580E-01   1.60507744E-01   1.09788020E-11   5.28763945E-04   3.60700881E-04   6.04072036E-05   0.00000000E+00   0.00000000E+00  
  40               6.70111119E-02   8.19021053E+02   8.38507275E-01   1.60505986E-01   2.20837059E-11   5.28761462E-04   3.60699188E-04   6.04069200E-05   0.00000000E+00   0.00000000E+00  
  41               8.05190413E-02   8.41003245E+02   8.38510222E-01   1.60502887E-01   4.70975130E-11   5.28757058E-04   3.60696183E-04   6.04064168E-05   0.00000000E+00   0.00000000E+00  
  42               9.65787245E-02   8.63984611E+02   8.38514621E-01   1.60498103E-01   9.98217343E-11   5.28750870E-04   3.60691962E-04   6.04057099E-05   0.00000000E+00   0.00000000E+00  
  43               1.15592135E-01   8.89975784E+02   8.38521725E-01   1.60489647E-01   2.24548266E-10   5.28741189E-04   3.60685358E-04   6.04046040E-05   0.00000000E+00   0.00000000E+00  
  44               1.37991294E-01   9.17296534E+02   8.38532421E-01   1.60477122E-01   5.01579871E-10   5.28736367E-04   3.60682069E-04   6.04040530E-05   0.00000000E+00   0.00000000E+00  
  45               1.64251709E-01   9.47680119E+02   8.38551552E-01   1.60458053E-01   1.16817226E-09   5.28705538E-04   3.60661039E-04   6.04005311E-05   0.00000000E+00   0.00000000E+00  
  46               1.94969911E-01   9.79585899E+02   8.38576069E-01   1.60433618E-01   2.68435870E-09   5.28666642E-04   3.60634505E-04   6.03960874E-05   0.00000000E+00   7.31256628E-16  
  47               2.30779968E-01   1.01502765E+03   8.38606761E-01   1.60403033E-01   6.39646066E-09   5.28617429E-04   3.60600934E-04   6.03904652E-05   1.18449956E-15   7.38555121E-15  
  48               2.72335176E-01   1.05215424E+03   8.38638019E-01   1.60371889E-01   1.49228131E-08   5.28567746E-04   3.60567041E-04   6.03847893E-05   1.02136710E-14   7.14029707E-14  
  49               3.20273116E-01   1.09265318E+03   8.38668443E-01   1.60341570E-01   3.53419810E-08   5.28518755E-04   3.60533618E-04   6.03791919E-05   9.18884153E-14   7.21231493E-13  
  50               3.75194180E-01   1.13459017E+03   8.38693419E-01   1.60316642E-01   8.08532019E-08   5.28478799E-04   3.60506347E-04   6.03746257E-05   7.50648954E-13   6.58370036E-12  
  51               4.37876048E-01   1.17968618E+03   8.38713477E-01   1.60296540E-01   1.84824469E-07   5.28446286E-04   3.60484129E-04   6.03709062E-05   6.01129109E-12   5.88800714E-11  
  52               5.09371696E-01   1.22610876E+03   8.38727464E-01   1.60282344E-01   4.05803716E-07   5.28423576E-04   3.60468574E-04   6.03682971E-05   4.24299622E-11   4.61649853E-10  
  53               5.90684047E-01   1.27579559E+03   8.38737011E-01   1.60272270E-01   8.85332284E-07   5.28407529E-04   3.60457753E-04   6.03664250E-05   2.86944305E-10   3.46381782E-09  
  54               6.82614393E-01   1.32825658E+03   8.38742465E-01   1.60265587E-01   1.89520791E-06   5.28397736E-04   3.60452796E-04   6.03652119E-05   1.80493184E-09   2.41068211E-08  
  55               7.86026333E-01   1.38116552E+03   8.38743879E-01   1.60261415E-01   3.84256590E-06   5.28394672E-04   3.60460527E-04   6.03646503E-05   9.75309517E-09   1.43116401E-07  
  56               9.02271178E-01   1.43465162E+03   8.38739581E-01   1.60258273E-01   7.43023298E-06   5.28400125E-04   3.60505693E-04   6.03648367E-05   4.62816536E-08   7.41577521E-07  
  57               1.03290144E+00   1.48858725E+03   8.38720436E-01   1.60254074E-01   1.37385972E-05   5.28435546E-04   3.60671072E-04   6.03680802E-05   1.93623450E-07   3.36819591E-06  
  58               1.17875093E+00   1.54297314E+03   8.38707389E-01   1.60254763E-01   2.43995196E-05   5.28620488E-04   3.61206519E-04   6.03878789E-05   5.73183641E-07   1.87864466E-05  
  59               1.33891753E+00   1.59666118E+03   8.38684067E-01   1.60252130E-01   4.13002343E-05   5.28678353E-04   3.62140518E-04   6.03926134E-05   3.50252537E-06   2.02351602E-05  
  60               1.50691256E+00   1.64791208E+03   8.38633096E-01   1.60247627E-01   6.59998907E-05   5.28802563E-04   3.64030721E-04   6.04046485E-05   1.49302067E-05   2.57075681E-05  
  61               1.67654285E+00   1.69507208E+03   8.38561577E-01   1.60244626E-01   9.89190920E-05   5.29130965E-04   3.66978615E-04   6.04403765E-05   4.18062344E-05   3.87034058E-05  
  62               1.83879966E+00   1.73693645E+03   8.38484648E-01   1.60240578E-01   1.38953918E-04   5.29428283E-04   3.70013064E-04   6.04731889E-05   6.57502497E-05   5.04928379E-05  
  63               1.98351821E+00   1.77166320E+03   8.38443469E-01   1.60236727E-01   1.81790483E-04   5.29592672E-04   3.72078318E-04   6.04914370E-05   6.56789693E-05   5.05727368E-05  
  64               2.10576678E+00   1.79959401E+03   8.38403401E-01   1.60233040E-01   2.23873936E-04   5.29587871E-04   3.73775594E-04   6.04907988E-05   6.56196399E-05   5.06355433E-05  
  65               2.24613352E+00   1.82989610E+03   8.38322850E-01   1.60222810E-01   2.78393372E-04   5.29549702E-04   3.74736555E-04   6.04873100E-05   6.55505154E-05   5.07005414E-05  
  66               2.35853374E+00   1.85324368E+03   8.38276423E-01   1.60218620E-01   3.27653810E-04   5.29989935E-04   3.75592548E-04   6.05393553E-05   6.54976006E-05   5.07510572E-05  
  67               2.44432019E+00   1.87031733E+03   8.38238926E-01   1.60215292E-01   3.68029123E-04   5.29970943E-04   3.76047884E-04   6.05382427E-05   6.54578098E-05   5.07875255E-05  
  68               2.54479612E+00   1.88987305E+03   8.38191458E-01   1.60211102E-01   4.19325108E-04   5.29956640E-04   3.76403360E-04   6.05367498E-05   6.54114918E-05   5.08288286E-05  
  69               2.66173141E+00   1.91163696E+03   8.38132582E-01   1.60205926E-01   4.83111942E-04   5.29947626E-04   3.76640775E-04   6.05348105E-05   6.53584025E-05   5.08741885E-05  
  70               2.79685174E+00   1.93598497E+03   8.38058219E-01   1.60199407E-01   5.63815397E-04   5.29942604E-04   3.76760967E-04   6.05322794E-05   6.52976319E-05   5.09242381E-05  
  71               2.95144426E+00   1.96244698E+03   8.37966387E-01   1.60191378E-01   6.63584135E-04   5.29939441E-04   3.76785107E-04   6.05291062E-05   6.52292784E-05   5.09778614E-05  
  72               3.12785605E+00   1.99140588E+03   8.37851150E-01   1.60181309E-01   7.88924298E-04   5.29932247E-04   3.76725307E-04   6.05248520E-05   6.51522419E-05   5.10350584E-05  
  73               3.33021429E+00   2.02272137E+03   8.37707505E-01   1.60168768E-01   9.45192915E-04   5.29917490E-04   3.76618484E-04   6.05193628E-05   6.50655540E-05   5.10954935E-05  
  74               3.56139810E+00   2.05669006E+03   8.37526474E-01   1.60152968E-01   1.14213905E-03   5.29890422E-04   3.76485332E-04   6.05121657E-05   6.49680503E-05   5.11593317E-05  
  75               3.82458552E+00   2.09285082E+03   8.37302065E-01   1.60133387E-01   1.38627064E-03   5.29847662E-04   3.76335622E-04   6.05027708E-05   6.48594202E-05   5.12250651E-05  
  76               4.12329228E+00   2.13144174E+03   8.37021951E-01   1.60108950E-01   1.69099420E-03   5.29785454E-04   3.76168755E-04   6.04903857E-05   6.47384223E-05   5.12924414E-05  
  77               4.46142105E+00   2.17196081E+03   8.36678223E-01   1.60078968E-01   2.06491155E-03   5.29701008E-04   3.75984158E-04   6.04743077E-05   6.46047356E-05   5.13595478E-05  
  78               4.84332270E+00   2.21462423E+03   8.36254665E-01   1.60042026E-01   2.52566350E-03   5.29590039E-04   3.75776518E-04   6.04537023E-05   6.44569997E-05   5.14255755E-05  
  79               5.27386112E+00   2.25887117E+03   8.35742515E-01   1.59997361E-01   3.08277748E-03   5.29449587E-04   3.75546029E-04   6.04281524E-05   6.42949529E-05   5.14879803E-05  
  80               5.75848952E+00   2.30486978E+03   8.35120719E-01   1.59942925E-01   3.75693089E-03   5.29272468E-04   3.75364821E-04   6.03967454E-05   6.41170388E-05   5.15449799E-05  
  81               6.30292274E+00   2.35205270E+03   8.34376772E-01   1.59878565E-01   4.55689309E-03   5.29065333E-04   3.81466498E-04   6.03618455E-05   6.39233784E-05   5.16317218E-05  
  82               6.91398082E+00   2.40061860E+03   8.33504018E-01   1.59802462E-01   5.50609920E-03   5.28809567E-04   3.81270383E-04   6.03189546E-05   6.37124756E-05   5.16690568E-05  
  83               7.59967452E+00   2.45006741E+03   8.32487787E-01   1.59713857E-01   6.61143271E-03   5.28509085E-04   3.80963614E-04   6.02695486E-05   6.34840221E-05   5.16913264E-05  
  84               8.36863914E+00   2.50063218E+03   8.31304675E-01   1.59610706E-01   7.89829870E-03   5.28156779E-04   3.80592650E-04   6.02124505E-05   6.32364287E-05   5.16947403E-05  
  85               9.23068573E+00   2.55180395E+03   8.29953640E-01   1.59492920E-01   9.36782085E-03   5.27751887E-04   3.80161237E-04   6.01472266E-05   6.29697481E-05   5.16744854E-05  
  86               1.01966041E+01   2.60384282E+03   8.28411019E-01   1.59358435E-01   1.10457318E-02   5.27287600E-04   3.79664481E-04   6.00728094E-05   6.26823990E-05   5.16252897E-05  
  87               1.12783853E+01   2.65621758E+03   8.26684765E-01   1.59207947E-01   1.29233725E-02   5.26765630E-04   3.79108660E-04   5.99889081E-05   6.23748747E-05   5.15415668E-05  
  88               1.24892617E+01   2.70928574E+03   8.24748727E-01   1.59039177E-01   1.50291782E-02   5.26178313E-04   3.78487599E-04   5.98941599E-05   6.20454769E-05   5.14163110E-05  
  89               1.38438355E+01   2.76238826E+03   8.22627961E-01   1.58854310E-01   1.73358842E-02   5.25532074E-04   3.77813703E-04   5.97885301E-05   6.16955451E-05   5.12437662E-05  
  90               1.53581234E+01   2.81607132E+03   8.20287972E-01   1.58650340E-01   1.98810044E-02   5.24816734E-04   3.77077922E-04   5.96699626E-05   6.13229797E-05   5.10147590E-05  
  91               1.70497023E+01   2.86969538E+03   8.17764549E-01   1.58430388E-01   2.26255948E-02   5.24041633E-04   3.76296857E-04   5.95382272E-05   6.09295765E-05   5.07235885E-05  
  92               1.89377098E+01   2.92381596E+03   8.15020693E-01   1.58191230E-01   2.56098897E-02   5.23195634E-04   3.75460975E-04   5.93902774E-05   6.05132837E-05   5.03590034E-05  
  93               2.10429642E+01   2.97774735E+03   8.12107959E-01   1.57937361E-01   2.87777967E-02   5.22292374E-04   3.74592877E-04   5.92253476E-05   6.00766147E-05   4.99167094E-05  
  94               2.33880583E+01   3.03216195E+03   8.08977567E-01   1.57664528E-01   3.21823615E-02   5.21317104E-04   3.73678901E-04   5.90382196E-05   5.96171487E-05   4.93830408E-05  
  95               2.59959591E+01   3.08621491E+03   8.05706323E-01   1.57379430E-01   3.57400244E-02   5.20290444E-04   3.72750383E-04   5.88271308E-05   5.91387126E-05   4.87579282E-05  
  96               2.88904399E+01   3.14064899E+03   8.02234024E-01   1.57076816E-01   3.95162544E-02   5.19194178E-04   3.71788437E-04   5.85832869E-05   5.86388601E-05   4.80265627E-05  
  97               3.20973922E+01   3.19462317E+03   7.98650781E-01   1.56764544E-01   4.34130207E-02   5.18052465E-04   3.70827799E-04   5.83022319E-05   5.81219500E-05   4.71941886E-05  
  98               3.56449993E+01   3.24897802E+03   7.94880134E-01   1.56435946E-01   4.75134696E-02   5.16842078E-04   3.69841404E-04   5.79687811E-05   5.75849520E-05   4.62449588E-05  
  99               3.95644304E+01   3.30279092E+03   7.91033887E-01   1.56100770E-01   5.16959754E-02   5.15592948E-04   3.68869670E-04   5.75744047E-05   5.70328887E-05   4.51924410E-05  
  100              4.38901396E+01   3.35705077E+03   7.87010995E-01   1.55750204E-01   5.60704208E-02   5.14274349E-04   3.67872886E-04   5.70930553E-05   5.64617692E-05   4.40192161E-05  
  101              4.86602442E+01   3.41081100E+03   7.82937645E-01   1.55395247E-01   6.04995354E-02   5.12919795E-04   3.66894140E-04   5.65094956E-05   5.58769120E-05   4.27474028E-05  
