# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  62               6.01582284E+00   1.82662139E+03   8.38451434E-01   1.60239214E-01   1.65651030E-04   5.25795285E-04   3.79898852E-04   6.01426768E-05   6.47971083E-05   5.06940180E-05  
  63               6.24235595E+00   1.84477093E+03   8.38430276E-01   1.60237157E-01   1.88282143E-04   5.26089254E-04   3.80462687E-04   6.01418868E-05   6.47339133E-05   5.07286389E-05  
  64               6.49820260E+00   1.86365507E+03   8.38406377E-01   1.60234920E-01   2.14293548E-04   5.26371869E-04   3.80539891E-04   6.01408838E-05   6.46649236E-05   5.07643552E-05  
  65               6.78766307E+00   1.88529504E+03   8.38375713E-01   1.60232108E-01   2.47952054E-04   5.26634172E-04   3.80344623E-04   6.01393923E-05   6.45864093E-05   5.08047085E-05  
  66               7.11378161E+00   1.90781289E+03   8.38308154E-01   1.60222804E-01   2.87217206E-04   5.26791308E-04   3.80002450E-04   6.01351137E-05   6.44983169E-05   5.08442042E-05  
  67               7.35249898E+00   1.92454710E+03   8.38277964E-01   1.60220065E-01   3.19871779E-04   5.27203338E-04   3.79955295E-04   6.01866992E-05   6.44352193E-05   5.08745484E-05  
  68               7.51940586E+00   1.93518758E+03   8.38257915E-01   1.60218284E-01   3.41910301E-04   5.27243138E-04   3.79779110E-04   6.01851341E-05   6.43927649E-05   5.08936417E-05  
  69               7.71034120E+00   1.94811513E+03   8.38231602E-01   1.60215941E-01   3.70728013E-04   5.27326558E-04   3.79621925E-04   6.01832611E-05   6.43429818E-05   5.09167062E-05  
  70               7.92925719E+00   1.96162677E+03   8.38202472E-01   1.60213354E-01   4.02564028E-04   5.27427421E-04   3.79473529E-04   6.01810866E-05   6.42880063E-05   5.09404623E-05  
  71               8.17921412E+00   1.97766436E+03   8.38164822E-01   1.60210016E-01   4.43658205E-04   5.27543364E-04   3.79327136E-04   6.01784060E-05   6.42242408E-05   5.09685208E-05  
  72               8.46341360E+00   1.99442951E+03   8.38122572E-01   1.60206281E-01   4.89752198E-04   5.27655106E-04   3.79173061E-04   6.01750846E-05   6.41541644E-05   5.09972146E-05  
  73               8.78564873E+00   2.01385035E+03   8.38068697E-01   1.60201528E-01   5.48465720E-04   5.27772721E-04   3.79028796E-04   6.01708976E-05   6.40740376E-05   5.10302221E-05  
  74               9.14953433E+00   2.03410490E+03   8.38007595E-01   1.60196152E-01   6.15085153E-04   5.27877701E-04   3.78862836E-04   6.01655872E-05   6.39864232E-05   5.10636547E-05  
  75               9.56054045E+00   2.05713960E+03   8.37930351E-01   1.60189363E-01   6.99282901E-04   5.27984251E-04   3.78678385E-04   6.01587020E-05   6.38872450E-05   5.11008599E-05  
  76               1.00231758E+01   2.08112625E+03   8.37841705E-01   1.60181590E-01   7.95856077E-04   5.28073129E-04   3.78504231E-04   6.01500569E-05   6.37790847E-05   5.11385180E-05  
  77               1.05422190E+01   2.10787403E+03   8.37730798E-01   1.60171873E-01   9.16651479E-04   5.28158586E-04   3.78316850E-04   6.01390482E-05   6.36581482E-05   5.11792345E-05  
  78               1.11227158E+01   2.13554272E+03   8.37603158E-01   1.60160706E-01   1.05562142E-03   5.28222164E-04   3.78141277E-04   6.01254919E-05   6.35271478E-05   5.12196590E-05  
  79               1.17700562E+01   2.16586659E+03   8.37445176E-01   1.60146893E-01   1.22759698E-03   5.28276708E-04   3.77954119E-04   6.01089831E-05   6.33822842E-05   5.12619642E-05  
  80               1.24899708E+01   2.19702959E+03   8.37263412E-01   1.60131016E-01   1.42541337E-03   5.28306545E-04   3.77777889E-04   6.00894237E-05   6.32263660E-05   5.13028104E-05  
  81               1.32886494E+01   2.23066444E+03   8.37041110E-01   1.60111606E-01   1.66732059E-03   5.28321601E-04   3.77590740E-04   6.00667049E-05   6.30556294E-05   5.13437609E-05  
  82               1.41727358E+01   2.26500872E+03   8.36786294E-01   1.60089370E-01   1.94456618E-03   5.28309749E-04   3.77412363E-04   6.00404718E-05   6.28729490E-05   5.13815029E-05  
  83               1.51495218E+01   2.30156375E+03   8.36477011E-01   1.60062181E-01   2.27888003E-03   5.28276076E-04   3.77238330E-04   6.00103704E-05   6.26745015E-05   5.14166527E-05  
  84               1.62264162E+01   2.33869465E+03   8.36118411E-01   1.60031431E-01   2.65984081E-03   5.28240837E-04   3.83325355E-04   5.99785429E-05   6.24633843E-05   5.14852251E-05  
  85               1.74121331E+01   2.37773243E+03   8.35702440E-01   1.59995160E-01   3.11219936E-03   5.28153683E-04   3.83244132E-04   5.99403814E-05   6.22360813E-05   5.15090980E-05  
  86               1.87165648E+01   2.41722823E+03   8.35231976E-01   1.59954148E-01   3.62383432E-03   5.28035731E-04   3.83137286E-04   5.98973858E-05   6.19950957E-05   5.15237888E-05  
  87               2.01501231E+01   2.45836188E+03   8.34681651E-01   1.59906177E-01   4.22233604E-03   5.27886800E-04   3.83004659E-04   5.98491778E-05   6.17371160E-05   5.15277304E-05  
  88               2.17241582E+01   2.49984973E+03   8.34064557E-01   1.59852393E-01   4.89345090E-03   5.27704387E-04   3.82857747E-04   5.97951633E-05   6.14646142E-05   5.15177817E-05  
  89               2.34514836E+01   2.54268187E+03   8.33354304E-01   1.59790493E-01   5.66588478E-03   5.27486031E-04   3.82686917E-04   5.97348542E-05   6.11745681E-05   5.14908952E-05  
  90               2.53461491E+01   2.58581434E+03   8.32564690E-01   1.59721683E-01   6.52461836E-03   5.27231061E-04   3.82503475E-04   5.96677542E-05   6.08690685E-05   5.14437970E-05  
  91               2.74238738E+01   2.62999198E+03   8.31671114E-01   1.59643818E-01   7.49640981E-03   5.26935590E-04   3.82300075E-04   5.95931627E-05   6.05456031E-05   5.13719086E-05  
  92               2.97018376E+01   2.67448371E+03   8.30685237E-01   1.59557915E-01   8.56856401E-03   5.26599782E-04   3.82086563E-04   5.95106044E-05   6.02056497E-05   5.12715004E-05  
  93               3.21990345E+01   2.71970252E+03   8.29589236E-01   1.59462421E-01   9.76046338E-03   5.26219748E-04   3.81859708E-04   5.94192423E-05   5.98475782E-05   5.11368159E-05  
  94               3.49360222E+01   2.76527490E+03   8.28389022E-01   1.59357854E-01   1.10656682E-02   5.25795246E-04   3.81626776E-04   5.93184677E-05   5.94720737E-05   5.09631434E-05  
  95               3.79355110E+01   2.81125165E+03   8.27078740E-01   1.59243703E-01   1.24905399E-02   5.25324035E-04   3.81390262E-04   5.92074018E-05   5.90786459E-05   5.07444649E-05  
  96               4.12218913E+01   2.85773699E+03   8.25649918E-01   1.59119231E-01   1.40442843E-02   5.24803083E-04   3.81152104E-04   5.90849436E-05   5.86666910E-05   5.04737788E-05  
  97               4.48219645E+01   2.90427212E+03   8.24119470E-01   1.58985914E-01   1.57084916E-02   5.24234569E-04   3.80923920E-04   5.89503560E-05   5.82375105E-05   5.01469864E-05  
  98               4.87643378E+01   2.95148863E+03   8.22456296E-01   1.58841041E-01   1.75169813E-02   5.23610239E-04   3.80699909E-04   5.88015234E-05   5.77888862E-05   4.97531178E-05  
  99               5.30802817E+01   2.99838796E+03   8.20709065E-01   1.58688859E-01   1.94168040E-02   5.22939281E-04   3.80502734E-04   5.86380210E-05   5.73242484E-05   4.92931820E-05  
  100              5.78024872E+01   3.04615217E+03   8.18815164E-01   1.58523906E-01   2.14760516E-02   5.22205636E-04   3.80316144E-04   5.84559185E-05   5.68395275E-05   4.87501044E-05  
  101              6.29615636E+01   3.09358933E+03   8.16840797E-01   1.58351959E-01   2.36227035E-02   5.21422859E-04   3.80167154E-04   5.82546215E-05   5.63395207E-05   4.81298278E-05  
