# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                N2               H2S             
  35               1.85984968E-01   3.44758924E+02   8.38229561E-01   1.60493637E-01   6.88778753E-04   4.44858075E-04   4.98576570E-05   7.59961518E-31   5.50152107E-05   2.29860548E-05  
  36               2.15814700E-01   3.55596941E+02   8.38229558E-01   1.60493637E-01   6.88779048E-04   4.44858266E-04   4.98576783E-05   7.18731619E-30   5.50152343E-05   2.29860547E-05  
  37               2.50258613E-01   3.69752797E+02   8.38229558E-01   1.60493636E-01   6.88779352E-04   4.44858462E-04   4.98577003E-05   1.12855809E-28   5.50152585E-05   2.29860546E-05  
  38               2.89968768E-01   3.82701807E+02   8.38229224E-01   1.60493571E-01   6.88779727E-04   4.44858704E-04   4.98577275E-05   1.16088092E-27   5.50152885E-05   2.29860453E-05  
  39               3.35646434E-01   3.99602015E+02   8.38229258E-01   1.60493537E-01   6.88779558E-04   4.44858595E-04   4.98577152E-05   1.97073769E-26   5.50152750E-05   2.29860405E-05  
  40               3.87967852E-01   4.17355026E+02   8.38229253E-01   1.60493531E-01   6.88786089E-04   4.44862813E-04   4.98581880E-05   3.01296987E-25   5.50157966E-05   2.29860395E-05  
  41               4.47792720E-01   4.35819179E+02   8.38229260E-01   1.60493519E-01   6.88786495E-04   4.44863075E-04   4.98582173E-05   4.05401349E-24   5.50158290E-05   2.29860378E-05  
  42               5.16165108E-01   4.54757226E+02   8.38229205E-01   1.60493481E-01   6.88786969E-04   4.44863381E-04   4.98582516E-05   4.67248929E-23   5.50158669E-05   2.29860324E-05  
  43               5.94235973E-01   4.74467865E+02   8.38228873E-01   1.60493423E-01   6.88787628E-04   4.44863807E-04   4.98582994E-05   4.83051566E-22   5.50159196E-05   2.29860241E-05  
  44               6.83263353E-01   4.94692911E+02   8.38225982E-01   1.60493037E-01   6.88789251E-04   4.44864855E-04   4.98584168E-05   4.36482924E-21   5.50160492E-05   2.29859689E-05  
  45               7.84625538E-01   5.15719099E+02   8.38226455E-01   1.60492564E-01   6.88789480E-04   4.44865003E-04   4.98584334E-05   3.57945088E-20   5.50160675E-05   2.29859011E-05  
  46               8.99940147E-01   5.37282632E+02   8.38226747E-01   1.60492173E-01   6.88844373E-04   4.44900457E-04   4.98624069E-05   2.60524025E-19   5.50204520E-05   2.29858450E-05  
  47               1.03120016E+00   5.59727063E+02   8.38227387E-01   1.60491533E-01   6.88843941E-04   4.44900178E-04   4.98623756E-05   1.74609133E-18   5.50204174E-05   2.29857534E-05  
  48               1.18051684E+00   5.82782559E+02   8.38228375E-01   1.60490547E-01   6.88843368E-04   4.44899808E-04   4.98623341E-05   1.05601263E-17   5.50203717E-05   2.29856121E-05  
  49               1.35012750E+00   6.06761429E+02   8.38229792E-01   1.60489133E-01   6.88841492E-04   4.44898596E-04   4.98621984E-05   5.93055185E-17   5.50202219E-05   2.29854096E-05  
  50               1.54237628E+00   6.31337367E+02   8.38231593E-01   1.60487337E-01   6.88838929E-04   4.44896940E-04   4.98620128E-05   3.02888096E-16   5.50200171E-05   2.29851524E-05  
  51               1.76000915E+00   6.56833473E+02   8.38233706E-01   1.60485229E-01   6.88835654E-04   4.44894826E-04   4.98617758E-05   1.44382024E-15   5.50197556E-05   2.29848506E-05  
  52               2.00640879E+00   6.82973286E+02   8.38235937E-01   1.60483003E-01   6.88832272E-04   4.44892641E-04   4.98615309E-05   6.33126136E-15   5.50194854E-05   2.29845317E-05  
  53               2.28520957E+00   7.10106570E+02   8.38238172E-01   1.60480769E-01   6.88828812E-04   4.44890407E-04   4.98612805E-05   2.61466169E-14   5.50192091E-05   2.29842118E-05  
  54               2.60011778E+00   7.37902667E+02   8.38240242E-01   1.60478685E-01   6.88825935E-04   4.44888548E-04   4.98610722E-05   1.00146798E-13   5.50189793E-05   2.29839133E-05  
  55               2.95494838E+00   7.66645610E+02   8.38242095E-01   1.60476780E-01   6.88823619E-04   4.44887052E-04   4.98609046E-05   3.62056322E-13   5.50187943E-05   2.29836404E-05  
  56               3.35435402E+00   7.96025668E+02   8.38243578E-01   1.60475096E-01   6.88822414E-04   4.44886274E-04   4.98608174E-05   1.22141252E-12   5.50186981E-05   2.29833989E-05  
  57               3.80400299E+00   8.26384890E+02   8.38244808E-01   1.60473616E-01   6.88825691E-04   4.44888391E-04   4.98610546E-05   3.91386878E-12   5.50189598E-05   2.29831864E-05  
  58               4.31049612E+00   8.57496375E+02   8.38246016E-01   1.60472389E-01   6.88829988E-04   4.44891166E-04   4.98613657E-05   1.18301351E-11   5.50193030E-05   2.29830096E-05  
  59               4.88030958E+00   8.89608314E+02   8.38247035E-01   1.60471334E-01   6.88830340E-04   4.44891393E-04   4.98613915E-05   3.41236852E-11   5.50193311E-05   2.29907819E-05  
  60               5.51958249E+00   9.22434948E+02   8.38247834E-01   1.60470429E-01   6.88831443E-04   4.44892106E-04   4.98614735E-05   9.32261318E-11   5.50194192E-05   2.30127323E-05  
  61               6.23457485E+00   9.56085944E+02   8.38248353E-01   1.60469617E-01   6.88833504E-04   4.44893437E-04   4.98616333E-05   2.42826787E-10   5.50195839E-05   2.30749554E-05  
  62               7.03288906E+00   9.90405412E+02   8.38248386E-01   1.60468831E-01   6.88837544E-04   4.44896046E-04   4.98619752E-05   6.01927169E-10   5.50199065E-05   2.32413031E-05  
  63               7.92357989E+00   1.02544145E+03   8.38247745E-01   1.60467999E-01   6.88846980E-04   4.44902140E-04   4.98628729E-05   1.42615542E-09   5.50206602E-05   2.36579990E-05  
  64               8.91748317E+00   1.06128177E+03   8.38247269E-01   1.60467189E-01   6.88864297E-04   4.44913324E-04   4.98649962E-05   3.24488761E-09   5.50220435E-05   2.42867057E-05  
  65               1.00256351E+01   1.09777950E+03   8.38248100E-01   1.60466351E-01   6.88864928E-04   4.44913725E-04   4.98683504E-05   7.08152424E-09   5.50220945E-05   2.42864792E-05  
  66               1.12594475E+01   1.13517337E+03   8.38249203E-01   1.60465227E-01   6.88864953E-04   4.44913703E-04   4.98802130E-05   1.49365231E-08   5.50221008E-05   2.42861429E-05  
  67               1.26314897E+01   1.17304534E+03   8.38250723E-01   1.60463648E-01   6.88863595E-04   4.44912587E-04   4.99203089E-05   3.02463753E-08   5.50220182E-05   2.42856381E-05  
  68               1.41554091E+01   1.21190310E+03   8.38252885E-01   1.60461327E-01   6.88859864E-04   4.44908853E-04   5.00473783E-05   5.95278816E-08   5.50218643E-05   2.42848653E-05  
  69               1.58476735E+01   1.25045119E+03   8.38255679E-01   1.60458114E-01   6.88848627E-04   4.44894892E-04   5.04213702E-05   1.11463175E-07   5.50217003E-05   2.42837538E-05  
  70               1.77327533E+01   1.28631041E+03   8.38258512E-01   1.60454280E-01   6.88807693E-04   4.44838775E-04   5.14126305E-05   1.91951029E-07   5.50217051E-05   2.42823499E-05  
  71               1.98334556E+01   1.32385878E+03   8.38261682E-01   1.60448969E-01   6.88660446E-04   4.44634629E-04   5.37309757E-05   3.28626491E-07   5.50221113E-05   2.42803365E-05  
  72               2.21705977E+01   1.36002889E+03   8.38264046E-01   1.60442730E-01   6.88161971E-04   4.43951394E-04   5.85322747E-05   5.34074704E-07   5.50234245E-05   2.42777993E-05  
  73               2.47649175E+01   1.39864281E+03   8.38266566E-01   1.60434512E-01   6.86684679E-04   4.41971840E-04   6.72772138E-05   8.73611734E-07   5.50258959E-05   2.42741844E-05  
  74               2.76449435E+01   1.43659704E+03   8.38270228E-01   1.60425740E-01   6.82823027E-04   4.36977609E-04   8.06374507E-05   1.37670326E-06   5.50294078E-05   2.42695643E-05  
  75               3.08448436E+01   1.47745350E+03   8.38279754E-01   1.60415882E-01   6.74316569E-04   4.26493352E-04   9.89744890E-05   2.19217064E-06   5.50323212E-05   2.42626436E-05  
  76               3.44167289E+01   1.51805894E+03   8.38297795E-01   1.60407285E-01   6.59478591E-04   4.09520399E-04   1.19818430E-04   3.38571933E-06   5.50334008E-05   2.42522436E-05  
  77               3.84124574E+01   1.56182518E+03   8.38323842E-01   1.60398370E-01   6.38266457E-04   3.86695901E-04   1.44003617E-04   5.28114885E-06   5.50321801E-05   2.42314882E-05  
  78               4.28657245E+01   1.60553260E+03   8.38350652E-01   1.60389967E-01   6.15161492E-04   3.62527899E-04   1.68213416E-04   8.01536686E-06   5.50305885E-05   2.41872412E-05  
  79               4.77776802E+01   1.65264164E+03   8.38364235E-01   1.60377757E-01   5.90593386E-04   3.35465553E-04   1.95215952E-04   1.22848792E-05   5.50291056E-05   2.40716655E-05  
  80               5.30938636E+01   1.69977660E+03   8.38378590E-01   1.60367809E-01   5.80420939E-04   3.06193709E-04   2.24385869E-04   1.83726832E-05   5.50513478E-05   2.30608513E-05  
  81               5.87812898E+01   1.74661424E+03   8.38400751E-01   1.60359035E-01   5.57171394E-04   2.81717909E-04   2.48706595E-04   2.67997579E-05   5.50472276E-05   2.30184874E-05  
  82               6.47959336E+01   1.79202170E+03   8.38411993E-01   1.60350184E-01   5.38114826E-04   2.59620721E-04   2.70635289E-04   3.78623794E-05   5.50399459E-05   2.29430477E-05  
  83               7.09872166E+01   1.83569853E+03   8.38409546E-01   1.60340821E-01   5.25515897E-04   2.38976977E-04   2.91095921E-04   5.19070122E-05   5.50293285E-05   2.27895854E-05  
  84               7.70748654E+01   1.87547059E+03   8.38385575E-01   1.60330175E-01   5.23028989E-04   2.19989218E-04   3.09899567E-04   6.82200652E-05   5.50094838E-05   2.25193612E-05  
  85               8.36133415E+01   1.91576795E+03   8.38330293E-01   1.60315937E-01   5.33815500E-04   1.99291248E-04   3.30400590E-04   8.88969316E-05   5.49790136E-05   2.20718464E-05  
  86               8.97146497E+01   1.95085945E+03   8.38270098E-01   1.60303910E-01   5.56830791E-04   1.80154027E-04   3.49377676E-04   1.10846021E-04   5.49444311E-05   2.15667886E-05  
  87               9.51057328E+01   1.98053339E+03   8.38261559E-01   1.60299345E-01   5.48043122E-04   1.71189189E-04   3.58181889E-04   1.32740334E-04   5.48758604E-05   2.15436416E-05  
  88               1.01071086E+02   2.01159041E+03   8.38248194E-01   1.60294549E-01   5.39658615E-04   1.62627163E-04   3.66562078E-04   1.59278600E-04   5.47965877E-05   2.15188239E-05  
  89               1.07649796E+02   2.04433159E+03   8.38218690E-01   1.60287385E-01   5.31517596E-04   1.54291073E-04   3.74685049E-04   1.91796556E-04   5.47032840E-05   2.14908603E-05  
  90               1.13111614E+02   2.07011468E+03   8.38199484E-01   1.60283210E-01   5.25689775E-04   1.48295763E-04   3.80506122E-04   2.20979426E-04   5.46288556E-05   2.14683120E-05  
  91               1.17348213E+02   2.08956210E+03   8.38182562E-01   1.60279939E-01   5.21537987E-04   1.44002779E-04   3.84660702E-04   2.45304697E-04   5.45653771E-05   2.14504473E-05  
  92               1.22147258E+02   2.11075245E+03   8.38161552E-01   1.60276289E-01   5.17314331E-04   1.39634473E-04   3.88870803E-04   2.74169784E-04   5.44931443E-05   2.14304824E-05  
  93               1.27569380E+02   2.13398160E+03   8.38135311E-01   1.60272124E-01   5.12960375E-04   1.35102575E-04   3.93220425E-04   3.08894653E-04   5.44110173E-05   2.14075796E-05  
  94               1.33668482E+02   2.15904265E+03   8.38103001E-01   1.60267442E-01   5.08632042E-04   1.30567830E-04   3.97547282E-04   3.50158502E-04   5.43167365E-05   2.13819461E-05  
  95               1.40499128E+02   2.18603942E+03   8.38031791E-01   1.60256097E-01   5.04323049E-04   1.26011134E-04   4.01846835E-04   3.99373331E-04   5.42068820E-05   2.13521831E-05  
  96               1.45670238E+02   2.20567268E+03   8.37999577E-01   1.60252114E-01   5.01414024E-04   1.22938092E-04   4.04738141E-04   4.38458160E-04   5.41278440E-05   2.13301681E-05  
  97               1.49469543E+02   2.21979771E+03   8.37974636E-01   1.60249088E-01   4.99414305E-04   1.20816326E-04   4.06724116E-04   4.68413431E-04   5.40665487E-05   2.13137206E-05  
  98               1.53842081E+02   2.23560797E+03   8.37944854E-01   1.60245595E-01   4.97302306E-04   1.18563039E-04   4.08820121E-04   5.03785117E-04   5.39966900E-05   2.12949105E-05  
  99               1.58859781E+02   2.25329328E+03   8.37909132E-01   1.60241531E-01   4.95064260E-04   1.16161072E-04   4.11039561E-04   5.45789051E-04   5.39162999E-05   2.12731924E-05  
  100              1.64600609E+02   2.27294164E+03   8.37866357E-01   1.60236815E-01   4.92730542E-04   1.13637571E-04   4.13351778E-04   5.95591518E-04   5.38239963E-05   2.12482354E-05  
  101              1.71149397E+02   2.29454394E+03   8.37813466E-01   1.60231002E-01   4.90366289E-04   1.11055379E-04   4.15689316E-04   6.54270295E-04   5.37181206E-05   2.12198731E-05  
