# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   4.66624004E+02   8.38526922E-01   1.60515598E-01   4.63173715E-20   5.25211021E-04   3.26380743E-04   6.02067564E-05   0.00000000E+00   0.00000000E+00  
  2                1.86710520E-05   4.98068005E+02   8.38527047E-01   1.60515511E-01   1.19854563E-18   5.25210920E-04   3.26380680E-04   6.02067448E-05   0.00000000E+00   0.00000000E+00  
  3                2.92155056E-05   5.12341528E+02   8.38527102E-01   1.60515454E-01   4.18831801E-18   5.25212231E-04   3.26381495E-04   6.02068951E-05   0.00000000E+00   0.00000000E+00  
  4                4.22239251E-05   5.25030352E+02   8.38527183E-01   1.60515372E-01   1.20923521E-17   5.25214103E-04   3.26382658E-04   6.02071097E-05   0.00000000E+00   0.00000000E+00  
  5                5.83195202E-05   5.35797905E+02   8.38527264E-01   1.60515286E-01   2.82528853E-17   5.25216622E-04   3.26384224E-04   6.02073985E-05   0.00000000E+00   0.00000000E+00  
  6                7.82621413E-05   5.46848092E+02   8.38527403E-01   1.60515144E-01   6.60022830E-17   5.25219037E-04   3.26385724E-04   6.02076753E-05   0.00000000E+00   0.00000000E+00  
  7                1.02987685E-04   5.56751495E+02   8.38527543E-01   1.60514995E-01   1.35819639E-16   5.25222617E-04   3.26387950E-04   6.02080857E-05   0.00000000E+00   0.00000000E+00  
  8                1.33655016E-04   5.67261695E+02   8.38527778E-01   1.60514756E-01   2.87145225E-16   5.25225454E-04   3.26389712E-04   6.02084109E-05   0.00000000E+00   0.00000000E+00  
  9                1.71695921E-04   5.76915502E+02   8.38528014E-01   1.60514506E-01   5.52317548E-16   5.25228358E-04   3.26391517E-04   6.02087438E-05   0.00000000E+00   0.00000000E+00  
  10               2.18883158E-04   5.87304569E+02   8.38528394E-01   1.60514115E-01   1.09997890E-15   5.25233348E-04   3.26394618E-04   6.02093159E-05   0.00000000E+00   0.00000000E+00  
