# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              H2S              N2               H2O(s)          
  1                1.00000000E-05   2.31306408E+01   8.38094191E-01   1.60467521E-01   7.78473206E-04   5.30279693E-04   8.04223585E-05   2.29837970E-05   2.17316317E-05   0.00000000E+00  
  2                3.09733622E-05   2.78589069E+01   8.38094191E-01   1.60467521E-01   7.78473124E-04   5.30279637E-04   8.04223472E-05   2.29837970E-05   2.17316296E-05   0.00000000E+00  
  3                5.57726832E-05   2.97848830E+01   8.38094191E-01   1.60467521E-01   7.78473091E-04   5.30279615E-04   8.04223424E-05   2.29837970E-05   2.17316288E-05   0.00000000E+00  
  4                8.50939874E-05   3.16397129E+01   8.38094191E-01   1.60467521E-01   7.78473069E-04   5.30279600E-04   8.04223393E-05   2.29837970E-05   2.17316282E-05   0.00000000E+00  
  5                1.19758729E-04   3.27752495E+01   8.38094191E-01   1.60467521E-01   7.78473053E-04   5.30279589E-04   8.04223370E-05   2.29837970E-05   2.17316278E-05   0.00000000E+00  
  6                1.60737166E-04   3.42661125E+01   8.38094191E-01   1.60467521E-01   7.78473040E-04   5.30279580E-04   8.04223352E-05   2.29837970E-05   2.17316275E-05   0.00000000E+00  
  7                2.09173437E-04   3.51772836E+01   8.38094191E-01   1.60467521E-01   7.78473028E-04   5.30279572E-04   8.04223335E-05   2.29837970E-05   2.17316272E-05   0.00000000E+00  
  8                2.66420479E-04   3.65327794E+01   8.38094191E-01   1.60467521E-01   7.78473018E-04   5.30279565E-04   8.04223320E-05   2.29837970E-05   2.17316269E-05   0.00000000E+00  
  9                3.34070071E-04   3.73698002E+01   8.38094191E-01   1.60467521E-01   7.78473008E-04   5.30279558E-04   8.04223305E-05   2.29837970E-05   2.17316266E-05   0.00000000E+00  
  10               4.14001623E-04   3.86996918E+01   8.38094191E-01   1.60467521E-01   7.78472998E-04   5.30279552E-04   8.04223292E-05   2.29837970E-05   2.17316264E-05   0.00000000E+00  
  11               5.08434595E-04   3.94975112E+01   8.38094191E-01   1.60467521E-01   7.78472989E-04   5.30279545E-04   8.04223278E-05   2.29837970E-05   2.17316262E-05   0.00000000E+00  
  12               6.19976977E-04   4.08379583E+01   8.38094191E-01   1.60467521E-01   7.78472980E-04   5.30279539E-04   8.04223265E-05   2.29837970E-05   2.17316260E-05   0.00000000E+00  
  13               7.51695686E-04   4.16545800E+01   8.38094191E-01   1.60467521E-01   7.78472972E-04   5.30279533E-04   8.04223252E-05   2.29837970E-05   2.17316257E-05   0.00000000E+00  
  14               9.07218496E-04   4.30361392E+01   8.38094191E-01   1.60467521E-01   7.78472963E-04   5.30279527E-04   8.04223239E-05   2.29837970E-05   2.17316255E-05   0.00000000E+00  
  15               1.09080508E-03   4.38663614E+01   8.38094191E-01   1.60467521E-01   7.78472954E-04   5.30279521E-04   8.04223226E-05   2.29837970E-05   2.17316253E-05   0.00000000E+00  
  16               1.30744526E-03   4.53141302E+01   8.38094191E-01   1.60467521E-01   7.78472945E-04   5.30279515E-04   8.04223213E-05   2.29837970E-05   2.17316251E-05   0.00000000E+00  
  17               1.56299893E-03   4.62057997E+01   8.38094191E-01   1.60467521E-01   7.78472936E-04   5.30279509E-04   8.04223199E-05   2.29837970E-05   2.17316248E-05   0.00000000E+00  
  18               1.86439189E-03   4.77495149E+01   8.38094191E-01   1.60467521E-01   7.78472927E-04   5.30279503E-04   8.04223185E-05   2.29837970E-05   2.17316246E-05   0.00000000E+00  
  19               2.21971393E-03   4.87157497E+01   8.38094191E-01   1.60467521E-01   7.78472917E-04   5.30279496E-04   8.04223171E-05   2.29837970E-05   2.17316244E-05   0.00000000E+00  
  20               2.63838728E-03   5.03999876E+01   8.38094191E-01   1.60467521E-01   7.78472907E-04   5.30279490E-04   8.04223156E-05   2.29837970E-05   2.17316241E-05   0.00000000E+00  
  21               3.13141757E-03   5.15042520E+01   8.38094191E-01   1.60467521E-01   7.78472897E-04   5.30279483E-04   8.04223141E-05   2.29837970E-05   2.17316239E-05   0.00000000E+00  
  22               3.71181932E-03   5.33690188E+01   8.38094191E-01   1.60467521E-01   7.78472886E-04   5.30279475E-04   8.04223125E-05   2.29837970E-05   2.17316236E-05   0.00000000E+00  
  23               4.39469459E-03   5.46365763E+01   8.38094191E-01   1.60467521E-01   7.78472875E-04   5.30279468E-04   8.04223109E-05   2.29837970E-05   2.17316233E-05   0.00000000E+00  
  24               5.19747561E-03   5.67277089E+01   8.38094191E-01   1.60467521E-01   7.78472864E-04   5.30279460E-04   8.04223091E-05   2.29837970E-05   2.17316230E-05   0.00000000E+00  
  25               6.14026763E-03   5.82139109E+01   8.38094191E-01   1.60467521E-01   7.78472851E-04   5.30279452E-04   8.04223073E-05   2.29837970E-05   2.17316227E-05   0.00000000E+00  
  26               7.24676376E-03   6.05679758E+01   8.38094191E-01   1.60467521E-01   7.78472838E-04   5.30279443E-04   8.04223053E-05   2.29837970E-05   2.17316224E-05   0.00000000E+00  
  27               8.54439816E-03   6.23087866E+01   8.38094191E-01   1.60467521E-01   7.78472824E-04   5.30279433E-04   8.04223031E-05   2.29837970E-05   2.17316220E-05   0.00000000E+00  
  28               1.00646589E-02   6.50567338E+01   8.38094192E-01   1.60467521E-01   7.78472809E-04   5.30279423E-04   8.04223008E-05   2.29837970E-05   2.17316217E-05   0.00000000E+00  
  29               1.18435628E-02   6.72738117E+01   8.38094192E-01   1.60467521E-01   7.78472792E-04   5.30279411E-04   8.04222982E-05   2.29837970E-05   2.17316212E-05   0.00000000E+00  
  30               1.39226294E-02   7.06930921E+01   8.38094192E-01   1.60467521E-01   7.78472773E-04   5.30279398E-04   8.04222954E-05   2.29837970E-05   2.17316208E-05   0.00000000E+00  
  31               1.63471279E-02   7.41579842E+01   8.38094192E-01   1.60467521E-01   7.78472753E-04   5.30279384E-04   8.04222922E-05   2.29837970E-05   2.17316203E-05   0.00000000E+00  
