# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              H2S              N2               H2O(s)          
  40               5.51520975E-01   1.92170865E+02   8.38086296E-01   1.60466221E-01   7.79970284E-04   5.30488585E-04   9.28410485E-05   2.29809967E-05   1.43513101E-05   2.54333953E-06  
  41               6.42717755E-01   2.01887257E+02   8.38080850E-01   1.60465178E-01   7.79971222E-04   5.30489222E-04   9.28411602E-05   2.29808474E-05   1.43513273E-05   9.03054248E-06  
  42               7.48650512E-01   2.11986855E+02   8.38063636E-01   1.60461882E-01   7.79974969E-04   5.30491771E-04   9.28416061E-05   2.29803754E-05   1.43513963E-05   2.95344641E-05  
  43               8.71509357E-01   2.22484567E+02   8.38013441E-01   1.60452271E-01   7.79987670E-04   5.30500409E-04   9.28431180E-05   2.29789990E-05   1.43516300E-05   8.93182364E-05  
  44               1.01401405E+00   2.33377478E+02   8.37542700E-01   1.60362140E-01   7.80025925E-04   5.30526428E-04   9.28476715E-05   2.29660909E-05   1.43523338E-05   6.50136978E-04  
  45               1.17960570E+00   2.44733178E+02   8.38087704E-01   1.60466490E-01   7.80446680E-04   5.30812600E-04   9.28977546E-05   2.29810354E-05   1.43600757E-05   0.00000000E+00  
  46               1.37226853E+00   2.56540761E+02   8.38088129E-01   1.60466572E-01   7.80168231E-04   5.30623216E-04   9.28646104E-05   2.29810470E-05   1.43549522E-05   0.00000000E+00  
  47               1.59642307E+00   2.68875368E+02   8.38087496E-01   1.60466450E-01   7.80583155E-04   5.30905422E-04   9.29139995E-05   2.29810296E-05   1.43625868E-05   0.00000000E+00  
  48               1.85692459E+00   2.81684062E+02   8.38087496E-01   1.60466451E-01   7.80582771E-04   5.30905161E-04   9.29139538E-05   2.29810297E-05   1.43625797E-05   0.00000000E+00  
  49               2.15927283E+00   2.95050373E+02   8.38087497E-01   1.60466451E-01   7.80582341E-04   5.30904868E-04   9.29139025E-05   2.29810297E-05   1.43625718E-05   0.00000000E+00  
  50               2.50978073E+00   3.08901529E+02   8.38087498E-01   1.60466451E-01   7.80581859E-04   5.30904541E-04   9.29138452E-05   2.29810297E-05   1.43625629E-05   0.00000000E+00  
  51               2.91543147E+00   3.23338479E+02   8.38087499E-01   1.60466451E-01   7.80581322E-04   5.30904176E-04   9.29137813E-05   2.29810297E-05   1.43625531E-05   0.00000000E+00  
  52               3.38385532E+00   3.38257334E+02   8.38087499E-01   1.60466451E-01   7.80580726E-04   5.30903770E-04   9.29137103E-05   2.29810297E-05   1.43625421E-05   0.00000000E+00  
  53               3.92379430E+00   3.53783056E+02   8.38087500E-01   1.60466451E-01   7.80580065E-04   5.30903321E-04   9.29136317E-05   2.29810298E-05   1.43625299E-05   0.00000000E+00  
  54               4.54623422E+00   3.69828396E+02   8.38087477E-01   1.60466447E-01   7.80579343E-04   5.30902829E-04   9.29135457E-05   2.29810291E-05   1.43625166E-05   0.00000000E+00  
  55               5.26286452E+00   3.86541536E+02   8.38087481E-01   1.60466445E-01   7.80578513E-04   5.30902265E-04   9.29134470E-05   2.29810288E-05   1.43625014E-05   0.00000000E+00  
  56               6.08555174E+00   4.03769004E+02   8.38087482E-01   1.60466445E-01   7.80577737E-04   5.30901737E-04   9.29133546E-05   2.29810289E-05   1.43624871E-05   0.00000000E+00  
  57               7.02585141E+00   4.21630108E+02   8.38087483E-01   1.60466445E-01   7.80576775E-04   5.30901083E-04   9.29132401E-05   2.29810289E-05   1.43624694E-05   0.00000000E+00  
  58               8.09646937E+00   4.39937488E+02   8.38087485E-01   1.60466446E-01   7.80575449E-04   5.30900181E-04   9.29130822E-05   2.29810289E-05   1.43624450E-05   0.00000000E+00  
  59               9.31359465E+00   4.58870731E+02   8.38087020E-01   1.60466357E-01   7.80581164E-04   5.30904068E-04   9.29137625E-05   2.29810162E-05   1.43625501E-05   0.00000000E+00  
  60               1.06933597E+01   4.78238899E+02   8.38086940E-01   1.60466297E-01   7.80579554E-04   5.30902973E-04   9.29135709E-05   2.29810077E-05   1.43625205E-05   0.00000000E+00  
  61               1.22518847E+01   4.98199380E+02   8.38086571E-01   1.60466336E-01   7.80578673E-04   5.30902374E-04   9.29134660E-05   2.29810132E-05   1.43625043E-05   0.00000000E+00  
  62               1.40058853E+01   5.18531739E+02   8.38086357E-01   1.60466548E-01   7.80579753E-04   5.30903108E-04   9.29135945E-05   2.29810436E-05   1.43625242E-05   0.00000000E+00  
  63               1.59760358E+01   5.39434546E+02   8.38086354E-01   1.60466546E-01   7.80582194E-04   5.30904768E-04   9.29138851E-05   2.29810433E-05   1.43625691E-05   0.00000000E+00  
  64               1.81929855E+01   5.60782230E+02   8.38083751E-01   1.60466044E-01   7.80578039E-04   5.30901942E-04   9.29133905E-05   2.29809715E-05   1.43624926E-05   0.00000000E+00  
  65               2.06862006E+01   5.82807936E+02   8.38083915E-01   1.60465773E-01   7.80636777E-04   5.30941893E-04   9.29203822E-05   2.29809326E-05   1.43635734E-05   0.00000000E+00  
  66               2.34824177E+01   6.05272222E+02   8.38083925E-01   1.60465767E-01   7.80635006E-04   5.30940688E-04   9.29201714E-05   2.29809317E-05   1.43635408E-05   0.00000000E+00  
  67               2.66048588E+01   6.28337909E+02   8.38083938E-01   1.60465757E-01   7.80633133E-04   5.30939414E-04   9.29199485E-05   2.29809303E-05   1.43635064E-05   0.00000000E+00  
  68               3.00752132E+01   6.51709380E+02   8.38083956E-01   1.60465742E-01   7.80631159E-04   5.30938072E-04   9.29197135E-05   2.29809282E-05   1.43634700E-05   0.00000000E+00  
  69               3.39341104E+01   6.75670792E+02   8.38083982E-01   1.60465719E-01   7.80629084E-04   5.30936660E-04   9.29194665E-05   2.29809249E-05   1.43634319E-05   0.00000000E+00  
  70               3.82333880E+01   7.00061874E+02   8.38084019E-01   1.60465687E-01   7.80626899E-04   5.30935174E-04   9.29192063E-05   2.29809203E-05   1.43633917E-05   0.00000000E+00  
  71               4.30206502E+01   7.25140724E+02   8.38084068E-01   1.60465641E-01   7.80624599E-04   5.30933610E-04   9.29189327E-05   2.29809137E-05   1.43633494E-05   0.00000000E+00  
  72               4.83406492E+01   7.50640810E+02   8.38084133E-01   1.60465579E-01   7.80622159E-04   5.30931950E-04   9.29186422E-05   2.29809048E-05   1.43633044E-05   0.00000000E+00  
  73               5.42385595E+01   7.76781757E+02   8.38084212E-01   1.60465494E-01   7.80619597E-04   5.30930208E-04   9.29183373E-05   2.29808927E-05   1.43632573E-05   0.00000000E+00  
  74               6.07674230E+01   8.03305762E+02   8.38084314E-01   1.60465387E-01   7.80616939E-04   5.30928400E-04   9.29180209E-05   2.29808772E-05   1.43632084E-05   0.00000000E+00  
  75               6.80147767E+01   8.30545541E+02   8.38084409E-01   1.60465244E-01   7.80614371E-04   5.30926653E-04   9.29177151E-05   2.29808566E-05   1.43631611E-05   0.00000000E+00  
  76               7.60899469E+01   8.58406140E+02   8.38084534E-01   1.60465069E-01   7.80612681E-04   5.30925504E-04   9.29175140E-05   2.29808314E-05   1.43631301E-05   0.00000000E+00  
  77               8.50815132E+01   8.87096679E+02   8.38084609E-01   1.60464843E-01   7.80610467E-04   5.30923998E-04   9.29172505E-05   2.29807985E-05   1.43630893E-05   0.00000000E+00  
  78               9.50531761E+01   9.16310378E+02   8.38084637E-01   1.60464568E-01   7.80610552E-04   5.30924056E-04   9.29172606E-05   2.29807582E-05   1.43630909E-05   0.00000000E+00  
  79               1.06042721E+02   9.46085184E+02   8.38084893E-01   1.60464296E-01   7.80611596E-04   5.30924766E-04   9.29173849E-05   2.29807175E-05   1.43631101E-05   0.00000000E+00  
  80               1.18083692E+02   9.76095831E+02   8.38085169E-01   1.60463995E-01   7.80608056E-04   5.30922358E-04   9.29169635E-05   2.29888330E-05   1.43630450E-05   0.00000000E+00  
  81               1.31232756E+02   1.00644126E+03   8.38085439E-01   1.60463665E-01   7.80604674E-04   5.30920058E-04   9.29165610E-05   2.30055230E-05   1.43629827E-05   0.00000000E+00  
  82               1.45645070E+02   1.03712248E+03   8.38085662E-01   1.60463306E-01   7.80601798E-04   5.30918102E-04   9.29162186E-05   2.30406189E-05   1.43629298E-05   0.00000000E+00  
  83               1.61462602E+02   1.06832378E+03   8.38085771E-01   1.60462912E-01   7.80600098E-04   5.30916946E-04   9.29160162E-05   2.31133471E-05   1.43628985E-05   0.00000000E+00  
  84               1.78803517E+02   1.09993787E+03   8.38085640E-01   1.60462475E-01   7.80600816E-04   5.30917434E-04   9.29161017E-05   2.32581369E-05   1.43629117E-05   0.00000000E+00  
  85               1.97766219E+02   1.13197311E+03   8.38084863E-01   1.60461936E-01   7.80606393E-04   5.30921227E-04   9.29167655E-05   2.35351192E-05   1.43630144E-05   0.00000000E+00  
  86               2.18436529E+02   1.16431614E+03   8.38083835E-01   1.60461444E-01   7.80615403E-04   5.30927353E-04   9.29178379E-05   2.42858260E-05   1.43631801E-05   0.00000000E+00  
  87               2.40914304E+02   1.19692233E+03   8.38084185E-01   1.60461085E-01   7.80611038E-04   5.30924373E-04   9.29173178E-05   2.42856986E-05   1.43630998E-05   0.00000000E+00  
  88               2.65351185E+02   1.22984394E+03   8.38084515E-01   1.60460736E-01   7.80606774E-04   5.30921431E-04   9.29168079E-05   2.42855406E-05   1.43630213E-05   0.00000000E+00  
  89               2.92051226E+02   1.26319838E+03   8.38084819E-01   1.60460400E-01   7.80602658E-04   5.30918474E-04   9.29163106E-05   2.42853407E-05   1.43629456E-05   0.00000000E+00  
  90               3.21292589E+02   1.29718796E+03   8.38085092E-01   1.60460074E-01   7.80598796E-04   5.30915293E-04   9.29158279E-05   2.42850822E-05   1.43628749E-05   0.00000000E+00  
  91               3.53307684E+02   1.33166501E+03   8.38085323E-01   1.60459763E-01   7.80595462E-04   5.30911217E-04   9.29153675E-05   2.42847470E-05   1.43628166E-05   0.00000000E+00  
  92               3.88287817E+02   1.36675492E+03   8.38085507E-01   1.60459462E-01   7.80593106E-04   5.30904199E-04   9.29149349E-05   2.42843077E-05   1.43627896E-05   0.00000000E+00  
  93               4.26418671E+02   1.40217563E+03   8.38085630E-01   1.60459178E-01   7.80592193E-04   5.30888991E-04   9.29145278E-05   2.42837370E-05   1.43628434E-05   0.00000000E+00  
  94               4.67955442E+02   1.43816149E+03   8.38085696E-01   1.60458903E-01   7.80592144E-04   5.30854639E-04   9.29141039E-05   2.42829357E-05   1.43630994E-05   0.00000000E+00  
  95               5.13089884E+02   1.47437544E+03   8.38085690E-01   1.60458644E-01   7.80588596E-04   5.30784237E-04   9.29134859E-05   2.42820075E-05   1.43638369E-05   0.00000000E+00  
  96               5.61088797E+02   1.51037233E+03   8.38085633E-01   1.60458400E-01   7.80574043E-04   5.30665886E-04   9.29123534E-05   2.42804287E-05   1.43656293E-05   0.00000000E+00  
  97               6.12839652E+02   1.54638652E+03   8.38085461E-01   1.60458162E-01   7.80531662E-04   5.30497561E-04   9.29098734E-05   2.42790006E-05   1.43695534E-05   0.00000000E+00  
  98               6.69243129E+02   1.58316551E+03   8.38085205E-01   1.60457933E-01   7.80485448E-04   5.30281506E-04   9.29051062E-05   2.42749718E-05   1.43775523E-05   0.00000000E+00  
  99               7.31262086E+02   1.62067389E+03   8.38084647E-01   1.60457666E-01   7.80366873E-04   5.30018246E-04   9.28957412E-05   2.42727576E-05   1.43919145E-05   0.00000000E+00  
  100              7.99970661E+02   1.65958357E+03   8.38083880E-01   1.60457416E-01   7.80393712E-04   5.29698161E-04   9.28821316E-05   2.42610198E-05   1.44140355E-05   0.00000000E+00  
  101              8.76608877E+02   1.69972709E+03   8.37988421E-01   1.60439039E-01   7.80091398E-04   5.29258827E-04   9.28483167E-05   2.42548234E-05   1.44392486E-05   0.00000000E+00  
