# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                N2               H2S             
  1                1.00000000E-05   1.11967133E+02   8.38235822E-01   1.60494833E-01   6.78292013E-04   4.34474005E-04   6.35045305E-05   3.91791188E-97   5.51483604E-05   2.29850452E-05  
  2                5.47825734E-04   1.40806704E+02   8.38231525E-01   1.60494010E-01   6.78291663E-04   4.34473780E-04   6.35044977E-05   2.72749309E-77   5.51483319E-05   2.29849274E-05  
  3                1.13372106E-03   1.68950222E+02   8.38196245E-01   1.60487255E-01   6.78287266E-04   4.34470964E-04   6.35040860E-05   4.86035338E-64   5.51479745E-05   2.29839600E-05  
  4                1.79330146E-03   1.82939741E+02   8.37623923E-01   1.60377675E-01   6.78266656E-04   4.34457763E-04   6.35021565E-05   5.25767661E-59   5.51462988E-05   2.29682665E-05  
  5                2.54983923E-03   1.97181013E+02   8.38235699E-01   1.60494810E-01   6.78373588E-04   4.34526257E-04   6.35121678E-05   1.33365534E-54   5.51549928E-05   2.29850419E-05  
  6                3.42333386E-03   2.05469983E+02   8.38234999E-01   1.60494676E-01   6.78829318E-04   4.34818171E-04   6.35548352E-05   2.41909339E-52   5.51920459E-05   2.29850227E-05  
  7                4.43651994E-03   2.16542805E+02   8.38235003E-01   1.60494676E-01   6.78826428E-04   4.34816319E-04   6.35545646E-05   1.42373498E-49   5.51918109E-05   2.29850228E-05  
  8                5.61304419E-03   2.23146101E+02   8.38234997E-01   1.60494675E-01   6.78830494E-04   4.34818924E-04   6.35549453E-05   4.51462006E-48   5.51921415E-05   2.29850226E-05  
  9                6.98022963E-03   2.33084494E+02   8.38234996E-01   1.60494675E-01   6.78830843E-04   4.34819148E-04   6.35549780E-05   6.00221260E-46   5.51921699E-05   2.29850226E-05  
  10               8.57017881E-03   2.39044804E+02   8.38234996E-01   1.60494675E-01   6.78831143E-04   4.34819340E-04   6.35550061E-05   8.90176670E-45   5.51921943E-05   2.29850226E-05  
  11               1.04206944E-02   2.48268509E+02   8.38234995E-01   1.60494675E-01   6.78831420E-04   4.34819517E-04   6.35550320E-05   4.71769291E-43   5.51922168E-05   2.29850226E-05  
  12               1.25747692E-02   2.53887746E+02   8.38234995E-01   1.60494675E-01   6.78831699E-04   4.34819696E-04   6.35550581E-05   4.43141559E-42   5.51922394E-05   2.29850226E-05  
  13               1.50833734E-02   2.62754032E+02   8.38234994E-01   1.60494675E-01   6.78831983E-04   4.34819878E-04   6.35550847E-05   1.31380074E-40   5.51922625E-05   2.29850225E-05  
  14               1.80052057E-02   2.68177045E+02   8.38234994E-01   1.60494675E-01   6.78832274E-04   4.34820064E-04   6.35551119E-05   9.02610825E-40   5.51922862E-05   2.29850225E-05  
  15               2.14088057E-02   2.76934060E+02   8.38234994E-01   1.60494675E-01   6.78832573E-04   4.34820255E-04   6.35551399E-05   1.81728433E-38   5.51923105E-05   2.29850225E-05  
  16               2.53724706E-02   2.82484222E+02   8.38234993E-01   1.60494674E-01   6.78832881E-04   4.34820453E-04   6.35551688E-05   1.07126398E-37   5.51923355E-05   2.29850225E-05  
  17               2.99883608E-02   2.91421438E+02   8.38234993E-01   1.60494674E-01   6.78833200E-04   4.34820657E-04   6.35551986E-05   1.69548728E-36   5.51923614E-05   2.29850225E-05  
  18               3.53628019E-02   2.97223493E+02   8.38234992E-01   1.60494674E-01   6.78833530E-04   4.34820869E-04   6.35552295E-05   9.03847823E-36   5.51923883E-05   2.29850225E-05  
  19               4.16196936E-02   3.06392896E+02   8.38234992E-01   1.60494674E-01   6.78833873E-04   4.34821088E-04   6.35552617E-05   1.16752765E-34   5.51924162E-05   2.29850225E-05  
  20               4.89003939E-02   3.12604359E+02   8.38234991E-01   1.60494674E-01   6.78834230E-04   4.34821317E-04   6.35552951E-05   5.90060647E-34   5.51924452E-05   2.29850224E-05  
  21               5.73692944E-02   3.22246131E+02   8.38234990E-01   1.60494674E-01   6.78834601E-04   4.34821555E-04   6.35553298E-05   6.70822966E-33   5.51924754E-05   2.29850224E-05  
  22               6.72152661E-02   3.29017497E+02   8.38234989E-01   1.60494674E-01   6.78834988E-04   4.34821803E-04   6.35553661E-05   3.31103650E-32   5.51925069E-05   2.29850224E-05  
  23               7.86579063E-02   3.39196865E+02   8.38234989E-01   1.60494673E-01   6.78835394E-04   4.34822063E-04   6.35554041E-05   3.35298006E-31   5.51925399E-05   2.29850223E-05  
  24               9.19481387E-02   3.46613794E+02   8.38234987E-01   1.60494673E-01   6.78835815E-04   4.34822332E-04   6.35554434E-05   1.62456834E-30   5.51925741E-05   2.29850222E-05  
  25               1.07379816E-01   3.57499221E+02   8.38234987E-01   1.60494672E-01   6.78836262E-04   4.34822619E-04   6.35554853E-05   1.50942399E-29   5.51926104E-05   2.29850221E-05  
  26               1.25290888E-01   3.65729736E+02   8.38234977E-01   1.60494669E-01   6.78836720E-04   4.34822912E-04   6.35555282E-05   7.30055178E-29   5.51926477E-05   2.29850218E-05  
  27               1.46070173E-01   3.77460244E+02   8.38234979E-01   1.60494667E-01   6.78837220E-04   4.34823232E-04   6.35555750E-05   6.30341979E-28   5.51926883E-05   2.29850214E-05  
  28               1.70154800E-01   3.86709623E+02   8.38234980E-01   1.60494665E-01   6.78837706E-04   4.34823544E-04   6.35556205E-05   3.08779413E-27   5.51927279E-05   2.29850212E-05  
  29               1.98038928E-01   3.99626417E+02   8.38234706E-01   1.60494608E-01   6.78838597E-04   4.34824115E-04   6.35557040E-05   2.57597871E-26   5.51928003E-05   2.29850129E-05  
  30               2.30273489E-01   4.10276916E+02   8.38234737E-01   1.60494576E-01   6.78838920E-04   4.34824321E-04   6.35557342E-05   1.31845816E-25   5.51928265E-05   2.29850084E-05  
  31               2.67484879E-01   4.24635551E+02   8.38234748E-01   1.60494563E-01   6.78839482E-04   4.34824681E-04   6.35557868E-05   1.06936897E-24   5.51928723E-05   2.29850065E-05  
  32               3.10384221E-01   4.36800244E+02   8.38234760E-01   1.60494546E-01   6.78839770E-04   4.34824865E-04   6.35558137E-05   5.57680692E-24   5.51928956E-05   2.29850042E-05  
  33               3.59778068E-01   4.52786453E+02   8.38234753E-01   1.60494502E-01   6.78847717E-04   4.34829956E-04   6.35565578E-05   4.34980726E-23   5.51935418E-05   2.29849978E-05  
  34               4.16545325E-01   4.66891937E+02   8.38234409E-01   1.60494402E-01   6.78848441E-04   4.34830420E-04   6.35566256E-05   2.34342610E-22   5.51936007E-05   2.29849835E-05  
