# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               H2S             
  30               3.53132360E-02   4.90196301E+02   8.38368434E-01   1.60502298E-01   1.17777806E-20   5.17670195E-04   2.38156529E-04   2.78710442E-04   5.77752801E-05   2.29858845E-05  
  31               4.31379319E-02   4.98327944E+02   8.38368424E-01   1.60502306E-01   2.56288656E-20   5.17670457E-04   2.38156649E-04   2.78710583E-04   5.77753093E-05   2.29858857E-05  
  32               5.26556884E-02   5.09897384E+02   8.38369137E-01   1.60501596E-01   7.70696502E-20   5.17669423E-04   2.38156174E-04   2.78710026E-04   5.77751939E-05   2.29857840E-05  
  33               6.42200533E-02   5.19200691E+02   8.38369262E-01   1.60501471E-01   1.76336248E-19   5.17669233E-04   2.38156086E-04   2.78709924E-04   5.77751727E-05   2.29857661E-05  
  34               7.82586355E-02   5.32021086E+02   8.38370038E-01   1.60500698E-01   5.43584824E-19   5.17668101E-04   2.38155565E-04   2.78709315E-04   5.77750464E-05   2.29856553E-05  
  35               9.52792731E-02   5.42589924E+02   8.38370271E-01   1.60500465E-01   1.29485801E-18   5.17667748E-04   2.38155403E-04   2.78709124E-04   5.77750069E-05   2.29856221E-05  
  36               1.15886102E-01   5.56874995E+02   8.38371098E-01   1.60499642E-01   4.09105976E-18   5.17666538E-04   2.38154846E-04   2.78708473E-04   5.77748719E-05   2.29855041E-05  
  37               1.40797861E-01   5.69099420E+02   8.38371456E-01   1.60499285E-01   1.02809823E-17   5.17665997E-04   2.38154597E-04   2.78708181E-04   5.77748115E-05   2.29854530E-05  
  38               1.70860075E-01   5.85189488E+02   8.38372324E-01   1.60498420E-01   3.34545993E-17   5.17664722E-04   2.38154011E-04   2.78707495E-04   5.77746692E-05   2.29853291E-05  
  39               2.07053239E-01   5.99391216E+02   8.38372788E-01   1.60497957E-01   8.86287338E-17   5.17664022E-04   2.38153689E-04   2.78707118E-04   5.77745911E-05   2.29852628E-05  
  40               2.50529312E-01   6.17671986E+02   8.38373674E-01   1.60497073E-01   2.97391497E-16   5.17662726E-04   2.38153093E-04   2.78706421E-04   5.77744465E-05   2.29851363E-05  
  41               3.02636550E-01   6.34321625E+02   8.38374221E-01   1.60496527E-01   8.32970839E-16   5.17661904E-04   2.38152714E-04   2.78705978E-04   5.77743547E-05   2.29850580E-05  
  42               3.64996811E-01   6.55283845E+02   8.38375092E-01   1.60495658E-01   2.88257801E-15   5.17660637E-04   2.38152131E-04   2.78705296E-04   5.77742133E-05   2.29849336E-05  
  43               4.39473503E-01   6.74845991E+02   8.38375672E-01   1.60495076E-01   8.47933133E-15   5.17659767E-04   2.38151731E-04   2.78704827E-04   5.77741162E-05   2.29848503E-05  
  44               5.28246620E-01   6.99009187E+02   8.38376476E-01   1.60494265E-01   3.00637907E-14   5.17658619E-04   2.38151203E-04   2.78704209E-04   5.77739881E-05   2.29847341E-05  
  45               6.33743961E-01   7.22241645E+02   8.38377030E-01   1.60493677E-01   9.30192356E-14   5.17657882E-04   2.38150864E-04   2.78703813E-04   5.77739059E-05   2.29846499E-05  
  46               7.58622131E-01   7.50367189E+02   8.38377584E-01   1.60492920E-01   3.37074771E-13   5.17657217E-04   2.38150558E-04   2.78703454E-04   5.77738316E-05   2.29845413E-05  
  47               9.05773200E-01   7.77975693E+02   8.38377894E-01   1.60492333E-01   1.08340502E-12   5.17659535E-04   2.38151625E-04   2.78704703E-04   5.77740904E-05   2.29844571E-05  
  48               1.07901502E+00   8.10672513E+02   8.38378498E-01   1.60491717E-01   3.93843045E-12   5.17662102E-04   2.38152805E-04   2.78706084E-04   5.77743768E-05   2.29843682E-05  
  49               1.28253143E+00   8.43097596E+02   8.38378952E-01   1.60491241E-01   1.27643447E-11   5.17661445E-04   2.38152503E-04   2.78705731E-04   5.77743035E-05   2.29889191E-05  
  50               1.52065869E+00   8.80558092E+02   8.38379408E-01   1.60490699E-01   4.49388409E-11   5.17660811E-04   2.38152211E-04   2.78705389E-04   5.77742327E-05   2.30056816E-05  
  51               1.79774154E+00   9.17525151E+02   8.38379616E-01   1.60490167E-01   1.39956787E-10   5.17660762E-04   2.38152189E-04   2.78705363E-04   5.77742272E-05   2.30619130E-05  
  52               2.11896780E+00   9.58881231E+02   8.38379091E-01   1.60489251E-01   4.51914328E-10   5.17662397E-04   2.38152945E-04   2.78706243E-04   5.77744098E-05   2.32751929E-05  
  53               2.49102796E+00   9.99161383E+02   8.38378243E-01   1.60488049E-01   1.28138393E-09   5.17677563E-04   2.38159944E-04   2.78714409E-04   5.77761024E-05   2.42899164E-05  
  54               2.92125192E+00   1.04310505E+03   8.38380289E-01   1.60486020E-01   3.65391468E-09   5.17673945E-04   2.38158409E-04   2.78712460E-04   5.77756987E-05   2.42895218E-05  
  55               3.41766353E+00   1.08513874E+03   8.38383607E-01   1.60482725E-01   9.12904704E-09   5.17668099E-04   2.38156453E-04   2.78709307E-04   5.77750469E-05   2.42888681E-05  
  56               3.98975127E+00   1.13024368E+03   8.38389673E-01   1.60476677E-01   2.26386985E-08   5.17657911E-04   2.38155386E-04   2.78703767E-04   5.77739169E-05   2.42876540E-05  
  57               4.64994771E+00   1.17303157E+03   8.38398099E-01   1.60468241E-01   4.98450693E-08   5.17643581E-04   2.38165707E-04   2.78695551E-04   5.77723805E-05   2.42859004E-05  
  58               5.41282073E+00   1.21888843E+03   8.38410869E-01   1.60455387E-01   1.09322867E-07   5.17619375E-04   2.38224103E-04   2.78678964E-04   5.77701209E-05   2.42831158E-05  
  59               6.29367894E+00   1.26247636E+03   8.38425263E-01   1.60440713E-01   2.17115400E-07   5.17571759E-04   2.38470688E-04   2.78630128E-04   5.77676439E-05   2.42796549E-05  
  60               7.30860804E+00   1.30925084E+03   8.38443103E-01   1.60422127E-01   4.31487839E-07   5.17414903E-04   2.39322642E-04   2.78423583E-04   5.77648055E-05   2.42747864E-05  
  61               8.47794305E+00   1.35359422E+03   8.38459326E-01   1.60404421E-01   7.86111182E-07   5.16805316E-04   2.41881492E-04   2.77536418E-04   5.77627926E-05   2.42691881E-05  
  62               9.82745287E+00   1.40093424E+03   8.38476648E-01   1.60385147E-01   1.43144509E-06   5.14690380E-04   2.48316678E-04   2.74403147E-04   5.77616911E-05   2.42613445E-05  
  63               1.13937480E+01   1.44561477E+03   8.38492630E-01   1.60369665E-01   2.41154133E-06   5.08747263E-04   2.61160903E-04   2.65784007E-04   5.77620985E-05   2.42510700E-05  
  64               1.32255407E+01   1.49355452E+03   8.38514532E-01   1.60355263E-01   4.07819297E-06   4.95921701E-04   2.81765580E-04   2.48246730E-04   5.77623196E-05   2.42310904E-05  
  65               1.53763717E+01   1.53909624E+03   8.38538121E-01   1.60345739E-01   6.46331367E-06   4.77232255E-04   3.04998851E-04   2.25798433E-04   5.77615755E-05   2.41894737E-05  
  66               1.79009484E+01   1.58851814E+03   8.38561014E-01   1.60336275E-01   1.03540173E-05   4.55667975E-04   3.29333309E-04   2.01284183E-04   5.77607646E-05   2.40705192E-05  
  67               2.08194337E+01   1.63604540E+03   8.38565098E-01   1.60326932E-01   1.57587586E-05   4.39840661E-04   3.49543168E-04   1.81118686E-04   5.77635138E-05   2.37762423E-05  
  68               2.40960603E+01   1.68836977E+03   8.38571404E-01   1.60318245E-01   2.44862867E-05   4.32488117E-04   3.73346288E-04   1.57092131E-04   5.77834655E-05   2.26641463E-05  
  69               2.76650320E+01   1.74023362E+03   8.38574445E-01   1.60310244E-01   3.69031582E-05   4.17874517E-04   3.91593367E-04   1.38784468E-04   5.77825103E-05   2.25675141E-05  
  70               3.14036937E+01   1.79960312E+03   8.38549626E-01   1.60296977E-01   5.79809290E-05   4.09798380E-04   4.14953699E-04   1.15236903E-04   5.77921292E-05   2.22335409E-05  
  71               3.50573936E+01   1.85217633E+03   8.38483360E-01   1.60282043E-01   8.42792983E-05   4.26096264E-04   4.35725619E-04   9.43277863E-05   5.78161226E-05   2.15989622E-05  
  72               3.84283369E+01   1.89711432E+03   8.38408385E-01   1.60269837E-01   1.14024561E-04   4.54467682E-04   4.52136540E-04   7.78101322E-05   5.78479502E-05   2.09966154E-05  
  73               4.14047358E+01   1.93393125E+03   8.38379428E-01   1.60263296E-01   1.44389049E-04   4.47676115E-04   4.58989470E-04   7.08627699E-05   5.78209191E-05   2.09764187E-05  
  74               4.47919134E+01   1.97360002E+03   8.38351183E-01   1.60258058E-01   1.84297051E-04   4.41228548E-04   4.65409073E-04   6.43274173E-05   5.77801071E-05   2.09525340E-05  
  75               4.75749613E+01   2.00408790E+03   8.38323309E-01   1.60253789E-01   2.20671172E-04   4.36957448E-04   4.69656380E-04   5.99852794E-05   5.77545499E-05   2.09326668E-05  
  76               4.97055242E+01   2.02673473E+03   8.38298890E-01   1.60250407E-01   2.51369680E-04   4.34042341E-04   4.72552360E-04   5.70143465E-05   5.77186202E-05   2.09161780E-05  
  77               5.21941422E+01   2.05183329E+03   8.38267821E-01   1.60246460E-01   2.89241523E-04   4.31155651E-04   4.75418495E-04   5.40605326E-05   5.76752339E-05   2.08968486E-05  
  78               5.50788045E+01   2.08005691E+03   8.38194406E-01   1.60235339E-01   3.37284807E-04   4.28153482E-04   4.78363189E-04   5.09914779E-05   5.76187908E-05   2.08716885E-05  
  79               5.84329056E+01   2.11109421E+03   8.38142976E-01   1.60229661E-01   3.97226612E-04   4.25267295E-04   4.81229860E-04   4.80010112E-05   5.75551049E-05   2.08423869E-05  
  80               6.11015391E+01   2.13509125E+03   8.38097699E-01   1.60224834E-01   4.49303597E-04   4.23224723E-04   4.83271154E-04   4.58595715E-05   5.75326650E-05   2.08171006E-05  
  81               6.31701350E+01   2.15281263E+03   8.38061134E-01   1.60221070E-01   4.91010178E-04   4.21845789E-04   4.84619641E-04   4.44333630E-05   5.74858574E-05   2.07973154E-05  
  82               6.56328946E+01   2.17368503E+03   8.38014235E-01   1.60216326E-01   5.44205752E-04   4.20283029E-04   4.86145655E-04   4.28121098E-05   5.74403992E-05   2.07719681E-05  
  83               6.85497276E+01   2.19718257E+03   8.37956461E-01   1.60210638E-01   6.09221217E-04   4.18714403E-04   4.87670476E-04   4.11738451E-05   5.73866643E-05   2.07418786E-05  
  84               7.19861140E+01   2.22422330E+03   8.37882787E-01   1.60203515E-01   6.91696604E-04   4.17022686E-04   4.89308880E-04   3.93983047E-05   5.73240704E-05   2.07039323E-05  
  85               7.60133955E+01   2.25414975E+03   8.37792059E-01   1.60194937E-01   7.92615049E-04   4.15390942E-04   4.90877837E-04   3.76665357E-05   5.72487576E-05   2.06588942E-05  
  86               8.07092764E+01   2.28782483E+03   8.37677181E-01   1.60184242E-01   9.19843515E-04   4.13718768E-04   4.92474832E-04   3.58741906E-05   5.71615727E-05   2.06030311E-05  
  87               8.61587607E+01   2.32442750E+03   8.37534395E-01   1.60170975E-01   1.07505003E-03   4.12182768E-04   4.93921809E-04   3.41949715E-05   5.70580475E-05   2.05372296E-05  
  88               9.24544076E+01   2.36479136E+03   8.37350088E-01   1.60154717E-01   1.26920966E-03   4.16280648E-04   4.95752711E-04   3.21186073E-05   5.69458199E-05   2.04852028E-05  
  89               9.97006385E+01   2.40792110E+03   8.37135205E-01   1.60135500E-01   1.50439806E-03   4.15142578E-04   4.96921608E-04   3.06295808E-05   5.68076735E-05   2.03925726E-05  
  90               1.08015232E+02   2.45470884E+03   8.36868344E-01   1.60111804E-01   1.79595715E-03   4.14100301E-04   4.97965465E-04   2.92052294E-05   5.66501797E-05   2.02819325E-05  
  91               1.17530863E+02   2.50398223E+03   8.36547786E-01   1.60083546E-01   2.14553884E-03   4.13300381E-04   4.98735802E-04   2.79878945E-05   5.64678311E-05   2.01560819E-05  
  92               1.28403919E+02   2.55676198E+03   8.36154210E-01   1.60048994E-01   2.57430044E-03   4.12642890E-04   4.99331752E-04   2.68620675E-05   5.62610605E-05   2.00092018E-05  
  93               1.40822720E+02   2.61174059E+03   8.35687428E-01   1.60008197E-01   3.08223006E-03   4.12272855E-04   4.99613472E-04   2.59588425E-05   5.60232602E-05   1.98460168E-05  
  94               1.55010848E+02   2.67020000E+03   8.35120166E-01   1.59958729E-01   3.69913504E-03   4.12089752E-04   4.99683211E-04   2.51525159E-05   5.57542069E-05   1.96595612E-05  
  95               1.71235972E+02   2.73063533E+03   8.34456251E-01   1.59900988E-01   4.42062329E-03   4.12248244E-04   4.99399148E-04   2.45729309E-05   5.54458485E-05   1.94573042E-05  
  96               1.89819582E+02   2.79464472E+03   8.33657357E-01   1.59831587E-01   5.28851224E-03   4.12652378E-04   4.98861228E-04   2.40863936E-05   5.50968814E-05   1.92307042E-05  
  97               2.11151426E+02   2.86051163E+03   8.32734498E-01   1.59751556E-01   6.29057236E-03   4.13473530E-04   4.97918961E-04   2.38267266E-05   5.46972845E-05   1.89904853E-05  
  98               2.35707909E+02   2.93022662E+03   8.31633491E-01   1.59656126E-01   7.48584735E-03   4.14625682E-04   4.96664024E-04   2.36528817E-05   5.42436243E-05   1.87257957E-05  
  99               2.64080084E+02   3.00184638E+03   8.30376667E-01   1.59547325E-01   8.84976236E-03   4.16304290E-04   4.94928116E-04   2.37087582E-05   5.37226235E-05   1.84509039E-05  
  100              2.96992695E+02   3.07774262E+03   8.28889389E-01   1.59418604E-01   1.04635722E-02   4.18440474E-04   4.92783286E-04   2.38498618E-05   5.31262338E-05   1.81522868E-05  
  101              3.35246531E+02   3.15550652E+03   8.27216092E-01   1.59273927E-01   1.22786354E-02   4.21244960E-04   4.90043131E-04   2.42326277E-05   5.24372659E-05   1.78486302E-05  
