# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   4.40690514E+02   8.38504876E-01   1.60511392E-01   1.67295074E-21   5.28421007E-04   3.57685914E-04   6.03683672E-05   0.00000000E+00   0.00000000E+00  
  2                1.13334844E-04   5.14593942E+02   8.38504874E-01   1.60511394E-01   2.66391136E-18   5.28423559E-04   3.57687641E-04   6.03686587E-05   0.00000000E+00   0.00000000E+00  
  3                2.29000347E-04   5.42489996E+02   8.38504892E-01   1.60511370E-01   2.61801443E-17   5.28427977E-04   3.57690632E-04   6.03691635E-05   0.00000000E+00   0.00000000E+00  
  4                3.63912748E-04   5.66078670E+02   8.38504956E-01   1.60511299E-01   1.57876783E-16   5.28432987E-04   3.57694023E-04   6.03697358E-05   0.00000000E+00   0.00000000E+00  
  5                5.22757129E-04   5.81346839E+02   8.38505014E-01   1.60511238E-01   4.48788352E-16   5.28434341E-04   3.57694940E-04   6.03698905E-05   0.00000000E+00   0.00000000E+00  
  6                7.10678956E-04   5.98186996E+02   8.38505150E-01   1.60511084E-01   1.38443923E-15   5.28438040E-04   3.57697443E-04   6.03703130E-05   0.00000000E+00   0.00000000E+00  
  7                9.33521236E-04   6.09814876E+02   8.38505243E-01   1.60510982E-01   2.80626943E-15   5.28439037E-04   3.57698118E-04   6.03704270E-05   0.00000000E+00   0.00000000E+00  
  8                1.19815899E-03   6.24383683E+02   8.38505483E-01   1.60510703E-01   6.81586996E-15   5.28439262E-04   3.57698271E-04   6.03704527E-05   0.00000000E+00   0.00000000E+00  
  9                1.51281248E-03   6.34548508E+02   8.38505619E-01   1.60510547E-01   1.19601986E-14   5.28440071E-04   3.57698818E-04   6.03705452E-05   0.00000000E+00   0.00000000E+00  
  10               1.88741522E-03   6.47997322E+02   8.38505928E-01   1.60510090E-01   2.54516825E-14   5.28440088E-04   3.57698830E-04   6.03705471E-05   0.00000000E+00   0.00000000E+00  
  11               2.33375705E-03   6.57251046E+02   8.38506052E-01   1.60509881E-01   4.06904527E-14   5.28440999E-04   3.57699446E-04   6.03706511E-05   0.00000000E+00   0.00000000E+00  
