# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   3.67748226E+02   8.38495102E-01   1.60509315E-01   1.21239082E-26   5.29206677E-04   3.73396716E-04   6.05061576E-05   0.00000000E+00   0.00000000E+00  
  2                1.79390405E-05   4.16577430E+02   8.38494932E-01   1.60509110E-01   3.94015565E-23   5.29202744E-04   3.73393941E-04   6.05057079E-05   0.00000000E+00   0.00000000E+00  
  3                2.71087303E-05   4.38900299E+02   8.38494720E-01   1.60509335E-01   7.96369589E-22   5.29196592E-04   3.73389600E-04   6.05050045E-05   0.00000000E+00   0.00000000E+00  
  4                3.80413784E-05   4.55475862E+02   8.38494741E-01   1.60509328E-01   5.96500650E-21   5.29189113E-04   3.73384323E-04   6.05041494E-05   0.00000000E+00   0.00000000E+00  
  5                5.11765190E-05   4.69378733E+02   8.38494755E-01   1.60509324E-01   2.85158760E-20   5.29184344E-04   3.73380958E-04   6.05036041E-05   0.00000000E+00   0.00000000E+00  
  6                6.70103378E-05   4.82133332E+02   8.38494770E-01   1.60509321E-01   1.10027964E-19   5.29178084E-04   3.73376541E-04   6.05028885E-05   0.00000000E+00   0.00000000E+00  
  7                8.61291238E-05   4.94023592E+02   8.38494785E-01   1.60509319E-01   3.61782878E-19   5.29172161E-04   3.73372362E-04   6.05022113E-05   0.00000000E+00   0.00000000E+00  
  8                1.09236144E-04   5.05578101E+02   8.38494797E-01   1.60509315E-01   1.08786589E-18   5.29169121E-04   3.73370217E-04   6.05018637E-05   0.00000000E+00   0.00000000E+00  
  9                1.37181621E-04   5.16646163E+02   8.38494812E-01   1.60509310E-01   2.96810109E-18   5.29164850E-04   3.73367203E-04   6.05013753E-05   0.00000000E+00   0.00000000E+00  
  10               1.71010454E-04   5.27504105E+02   8.38494830E-01   1.60509302E-01   7.60532248E-18   5.29160568E-04   3.73364182E-04   6.05008857E-05   0.00000000E+00   0.00000000E+00  
  11               2.11992054E-04   5.38026366E+02   8.38494849E-01   1.60509290E-01   1.81721325E-17   5.29157412E-04   3.73361955E-04   6.05005249E-05   0.00000000E+00   0.00000000E+00  
  12               2.61662709E-04   5.48533320E+02   8.38494877E-01   1.60509272E-01   4.18664729E-17   5.29154072E-04   3.73359598E-04   6.05001430E-05   0.00000000E+00   0.00000000E+00  
  13               3.21877482E-04   5.58941365E+02   8.38494909E-01   1.60509245E-01   9.25136208E-17   5.29151598E-04   3.73357853E-04   6.04998602E-05   0.00000000E+00   0.00000000E+00  
  14               3.94872909E-04   5.69567647E+02   8.38494960E-01   1.60509202E-01   2.01712620E-16   5.29148896E-04   3.73355947E-04   6.04995513E-05   0.00000000E+00   0.00000000E+00  
  15               4.83343212E-04   5.80271145E+02   8.38495023E-01   1.60509138E-01   4.29003418E-16   5.29146921E-04   3.73354553E-04   6.04993255E-05   0.00000000E+00   0.00000000E+00  
  16               5.90535400E-04   5.91256764E+02   8.38495126E-01   1.60509042E-01   9.04706361E-16   5.29144866E-04   3.73353103E-04   6.04990905E-05   0.00000000E+00   0.00000000E+00  
  17               7.20367588E-04   6.02274597E+02   8.38495252E-01   1.60508901E-01   1.85616121E-15   5.29143419E-04   3.73352082E-04   6.04989250E-05   0.00000000E+00   0.00000000E+00  
  18               8.77572673E-04   6.13480496E+02   8.38495457E-01   1.60508701E-01   3.75056405E-15   5.29142045E-04   3.73351113E-04   6.04987680E-05   0.00000000E+00   0.00000000E+00  
  19               1.06787218E-03   6.24620433E+02   8.38495680E-01   1.60508422E-01   7.33650263E-15   5.29141009E-04   3.73350382E-04   6.04986495E-05   0.00000000E+00   0.00000000E+00  
  20               1.29828561E-03   6.35869528E+02   8.38496051E-01   1.60508054E-01   1.40790465E-14   5.29140236E-04   3.73349837E-04   6.04985612E-05   0.00000000E+00   0.00000000E+00  
  21               1.57735058E-03   6.47087731E+02   8.38496348E-01   1.60507544E-01   2.62867849E-14   5.29139376E-04   3.73349230E-04   6.04984628E-05   0.00000000E+00   0.00000000E+00  
  22               1.91537154E-03   6.58510962E+02   8.38496982E-01   1.60506912E-01   4.85143752E-14   5.29139168E-04   3.73349083E-04   6.04984390E-05   0.00000000E+00   0.00000000E+00  
  23               2.32478465E-03   6.69941549E+02   8.38497777E-01   1.60506121E-01   8.74723368E-14   5.29138366E-04   3.73348517E-04   6.04983473E-05   0.00000000E+00   0.00000000E+00  
  24               2.82058034E-03   6.81608969E+02   8.38498616E-01   1.60505066E-01   1.56285321E-13   5.29138708E-04   3.73348758E-04   6.04983865E-05   0.00000000E+00   0.00000000E+00  
  25               3.42080898E-03   6.93328801E+02   8.38499862E-01   1.60503823E-01   2.73841651E-13   5.29137797E-04   3.73348115E-04   6.04982822E-05   0.00000000E+00   0.00000000E+00  
  26               4.14716635E-03   7.05337906E+02   8.38501427E-01   1.60502255E-01   4.76939059E-13   5.29138761E-04   3.73348796E-04   6.04983926E-05   0.00000000E+00   0.00000000E+00  
  27               5.02571044E-03   7.17410568E+02   8.38503283E-01   1.60500400E-01   8.15756295E-13   5.29137362E-04   3.73347809E-04   6.04982326E-05   0.00000000E+00   0.00000000E+00  
  28               6.08753615E-03   7.29906103E+02   8.38505608E-01   1.60498066E-01   1.39606009E-12   5.29142149E-04   3.73351186E-04   6.04987799E-05   0.00000000E+00   0.00000000E+00  
  29               7.36975765E-03   7.42682398E+02   8.38508426E-01   1.60495247E-01   2.37175569E-12   5.29139905E-04   3.73349602E-04   6.04985233E-05   0.00000000E+00   0.00000000E+00  
  30               8.91668010E-03   7.55972845E+02   8.38511948E-01   1.60491720E-01   4.04252322E-12   5.29136045E-04   3.73346879E-04   6.04980819E-05   0.00000000E+00   0.00000000E+00  
  31               1.07813803E-02   7.69578784E+02   8.38516110E-01   1.60487529E-01   6.84206229E-12   5.29140968E-04   3.73350353E-04   6.04986448E-05   0.00000000E+00   0.00000000E+00  
  32               1.30286444E-02   7.83834735E+02   8.38521295E-01   1.60482316E-01   1.16624265E-11   5.29135256E-04   3.73346322E-04   6.04979917E-05   0.00000000E+00   0.00000000E+00  
