# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                N2               H2S             
  13               2.61709216E-03   1.59638620E+02   8.38333790E-01   1.60513570E-01   5.59983644E-04   3.22327999E-04   1.78595759E-04   3.89565034E-68   5.75569670E-05   2.29871110E-05  
  14               3.11288952E-03   1.67381054E+02   8.38332664E-01   1.60513354E-01   5.59983242E-04   3.22327768E-04   1.78595631E-04   6.88930540E-65   5.75569257E-05   2.29870801E-05  
  15               3.68969390E-03   1.73091971E+02   8.38305940E-01   1.60508237E-01   5.59981451E-04   3.22326737E-04   1.78595060E-04   1.08811386E-62   5.75567417E-05   2.29863473E-05  
  16               4.36097540E-03   1.81058790E+02   8.38334673E-01   1.60513739E-01   5.59991994E-04   3.22332806E-04   1.78598423E-04   7.65485516E-60   5.75578253E-05   2.29871352E-05  
  17               5.14202140E-03   1.87045966E+02   8.38254270E-01   1.60498344E-01   5.59967534E-04   3.22318727E-04   1.78590622E-04   7.14402128E-58   5.75553113E-05   2.29849305E-05  
  18               6.05025758E-03   1.95504086E+02   8.37791221E-01   1.60409685E-01   5.59957996E-04   3.22313237E-04   1.78587580E-04   2.77518647E-55   5.75543309E-05   2.29722337E-05  
  19               7.10584361E-03   2.02065642E+02   8.38334410E-01   1.60513688E-01   5.60147770E-04   3.22422471E-04   1.78648104E-04   1.96881774E-53   5.75738365E-05   2.29871280E-05  
  20               8.33289624E-03   2.10794952E+02   8.38333943E-01   1.60513599E-01   5.60425180E-04   3.22582149E-04   1.78736579E-04   3.85954087E-51   5.76023496E-05   2.29871151E-05  
  21               9.75940970E-03   2.17488990E+02   8.38333943E-01   1.60513599E-01   5.60424665E-04   3.22581852E-04   1.78736415E-04   1.62360206E-49   5.76022966E-05   2.29871152E-05  
  22               1.14180843E-02   2.26214754E+02   8.38333947E-01   1.60513600E-01   5.60422399E-04   3.22580548E-04   1.78735692E-04   1.55275143E-47   5.76020637E-05   2.29871153E-05  
  23               1.33454660E-02   2.32868758E+02   8.38333942E-01   1.60513599E-01   5.60425250E-04   3.22582189E-04   1.78736601E-04   3.91258713E-46   5.76023568E-05   2.29871151E-05  
  24               1.55851377E-02   2.41358052E+02   8.38333942E-01   1.60513599E-01   5.60425262E-04   3.22582196E-04   1.78736605E-04   1.88531881E-44   5.76023580E-05   2.29871151E-05  
  25               1.81887917E-02   2.47877435E+02   8.38333942E-01   1.60513599E-01   5.60425285E-04   3.22582209E-04   1.78736612E-04   3.02399065E-43   5.76023604E-05   2.29871151E-05  
  26               2.12157580E-02   2.56376723E+02   8.38333942E-01   1.60513599E-01   5.60425281E-04   3.22582207E-04   1.78736611E-04   9.28619768E-42   5.76023600E-05   2.29871151E-05  
  27               2.47336087E-02   2.63174754E+02   8.38333942E-01   1.60513599E-01   5.60425324E-04   3.22582232E-04   1.78736625E-04   1.20333862E-40   5.76023644E-05   2.29871151E-05  
  28               2.88211264E-02   2.72026023E+02   8.38333942E-01   1.60513599E-01   5.60425344E-04   3.22582244E-04   1.78736631E-04   2.84203865E-39   5.76023665E-05   2.29871151E-05  
  29               3.35690323E-02   2.79189832E+02   8.38333942E-01   1.60513599E-01   5.60425366E-04   3.22582256E-04   1.78736638E-04   3.11741516E-38   5.76023687E-05   2.29871151E-05  
  30               3.90825624E-02   2.88385697E+02   8.38333942E-01   1.60513599E-01   5.60425388E-04   3.22582269E-04   1.78736645E-04   5.76302920E-37   5.76023710E-05   2.29871151E-05  
  31               4.54827724E-02   2.95966604E+02   8.38333942E-01   1.60513599E-01   5.60425412E-04   3.22582282E-04   1.78736653E-04   5.48052727E-36   5.76023734E-05   2.29871151E-05  
  32               5.29092064E-02   3.05700145E+02   8.38333942E-01   1.60513599E-01   5.60425436E-04   3.22582297E-04   1.78736661E-04   8.53044150E-35   5.76023759E-05   2.29871151E-05  
  33               6.15217700E-02   3.13965103E+02   8.38333942E-01   1.60513599E-01   5.60425463E-04   3.22582312E-04   1.78736669E-04   7.56863013E-34   5.76023787E-05   2.29871151E-05  
  34               7.15041013E-02   3.24526761E+02   8.38333942E-01   1.60513599E-01   5.60425495E-04   3.22582330E-04   1.78736679E-04   1.06492568E-32   5.76023820E-05   2.29871151E-05  
  35               8.30632681E-02   3.33889423E+02   8.38333941E-01   1.60513598E-01   5.60425526E-04   3.22582348E-04   1.78736689E-04   9.53846937E-32   5.76023852E-05   2.29871151E-05  
  36               9.64344692E-02   3.45766159E+02   8.38333941E-01   1.60513598E-01   5.60425573E-04   3.22582375E-04   1.78736704E-04   1.31766413E-30   5.76023900E-05   2.29871150E-05  
  37               1.11886884E-01   3.56589283E+02   8.38333938E-01   1.60513597E-01   5.60425606E-04   3.22582394E-04   1.78736715E-04   1.22609870E-29   5.76023934E-05   2.29871148E-05  
  38               1.29733554E-01   3.70007503E+02   8.38333939E-01   1.60513595E-01   5.60425699E-04   3.22582448E-04   1.78736744E-04   1.64621859E-28   5.76024029E-05   2.29871146E-05  
  39               1.50318271E-01   3.82749912E+02   8.38333710E-01   1.60513549E-01   5.60425603E-04   3.22582393E-04   1.78736714E-04   1.62652143E-27   5.76023931E-05   2.29871080E-05  
  40               1.74009697E-01   3.98854818E+02   8.38333734E-01   1.60513519E-01   5.60428766E-04   3.22584213E-04   1.78737722E-04   2.41994363E-26   5.76027181E-05   2.29871037E-05  
  41               2.01152954E-01   4.16753381E+02   8.38333751E-01   1.60513502E-01   5.60428788E-04   3.22584226E-04   1.78737729E-04   3.82089982E-25   5.76027204E-05   2.29871012E-05  
  42               2.32185892E-01   4.34915867E+02   8.38333784E-01   1.60513461E-01   5.60428818E-04   3.22584243E-04   1.78737739E-04   4.96690859E-24   5.76027235E-05   2.29870954E-05  
  43               2.67648478E-01   4.54033646E+02   8.38333744E-01   1.60513352E-01   5.60428734E-04   3.22584195E-04   1.78737712E-04   5.91746686E-23   5.76027149E-05   2.29870797E-05  
  44               3.08131756E-01   4.73420693E+02   8.38330710E-01   1.60512666E-01   5.60427425E-04   3.22583441E-04   1.78737295E-04   5.93351970E-22   5.76025803E-05   2.29869815E-05  
  45               3.54276450E-01   4.93843401E+02   8.38331065E-01   1.60512214E-01   5.60475443E-04   3.22611080E-04   1.78752609E-04   5.53135545E-21   5.76075158E-05   2.29869168E-05  
  46               4.06789726E-01   5.14500202E+02   8.38331726E-01   1.60511555E-01   5.60474442E-04   3.22610504E-04   1.78752290E-04   4.40444006E-20   5.76074129E-05   2.29868224E-05  
  47               4.66516130E-01   5.36272444E+02   8.38332855E-01   1.60510430E-01   5.60472739E-04   3.22609524E-04   1.78751747E-04   3.29902747E-19   5.76072378E-05   2.29866613E-05  
  48               5.34455751E-01   5.58292836E+02   8.38334478E-01   1.60508812E-01   5.60470519E-04   3.22608246E-04   1.78751039E-04   2.14878371E-18   5.76070097E-05   2.29864296E-05  
  49               6.11683668E-01   5.81553344E+02   8.38336674E-01   1.60506623E-01   5.60467065E-04   3.22606258E-04   1.78749937E-04   1.33311552E-17   5.76066546E-05   2.29861161E-05  
  50               6.99351878E-01   6.05036394E+02   8.38339141E-01   1.60504164E-01   5.60463049E-04   3.22603947E-04   1.78748657E-04   7.27813462E-17   5.76062419E-05   2.29857639E-05  
  51               7.98681822E-01   6.29819443E+02   8.38341808E-01   1.60501506E-01   5.60458835E-04   3.22601521E-04   1.78747312E-04   3.80512884E-16   5.76058088E-05   2.29853833E-05  
  52               9.11158357E-01   6.54761982E+02   8.38344282E-01   1.60499039E-01   5.60454799E-04   3.22599198E-04   1.78746025E-04   1.76656502E-15   5.76053939E-05   2.29850300E-05  
  53               1.03858851E+00   6.81160167E+02   8.38346616E-01   1.60496710E-01   5.60451139E-04   3.22597091E-04   1.78744858E-04   7.93731902E-15   5.76050178E-05   2.29846965E-05  
  54               1.18284272E+00   7.07706102E+02   8.38348566E-01   1.60494757E-01   5.60448040E-04   3.22595307E-04   1.78743870E-04   3.20221356E-14   5.76046992E-05   2.29844167E-05  
  55               1.34583437E+00   7.35791301E+02   8.38350273E-01   1.60493023E-01   5.60445537E-04   3.22593867E-04   1.78743071E-04   1.25563968E-13   5.76044420E-05   2.29841684E-05  
  56               1.52953573E+00   7.63883318E+02   8.38351477E-01   1.60491610E-01   5.60443832E-04   3.22592885E-04   1.78742528E-04   4.44028792E-13   5.76042667E-05   2.29839659E-05  
  57               1.73632946E+00   7.93571194E+02   8.38352445E-01   1.60490370E-01   5.60445580E-04   3.22593891E-04   1.78743085E-04   1.53124527E-12   5.76044464E-05   2.29837881E-05  
  58               1.96935034E+00   8.23231101E+02   8.38353376E-01   1.60489428E-01   5.60448018E-04   3.22595295E-04   1.78743863E-04   4.80898086E-12   5.76046970E-05   2.29836525E-05  
  59               2.23190776E+00   8.54660371E+02   8.38354185E-01   1.60488602E-01   5.60447065E-04   3.22594746E-04   1.78743559E-04   1.48326203E-11   5.76045990E-05   2.29881275E-05  
  60               2.52725391E+00   8.85997216E+02   8.38354794E-01   1.60487936E-01   5.60446470E-04   3.22594404E-04   1.78743369E-04   4.19741944E-11   5.76045379E-05   2.29999931E-05  
  61               2.85854941E+00   9.19109878E+02   8.38355256E-01   1.60487303E-01   5.60446355E-04   3.22594337E-04   1.78743334E-04   1.16691751E-10   5.76045260E-05   2.30364355E-05  
  62               3.22904836E+00   9.51935107E+02   8.38355388E-01   1.60486694E-01   5.60447552E-04   3.22595026E-04   1.78743723E-04   2.98771903E-10   5.76046490E-05   2.31366120E-05  
  63               3.64297327E+00   9.86499968E+02   8.38354771E-01   1.60485879E-01   5.60451502E-04   3.22597300E-04   1.78745014E-04   7.51711571E-10   5.76050551E-05   2.34143642E-05  
  64               4.10552648E+00   1.02079143E+03   8.38353911E-01   1.60484973E-01   5.60465506E-04   3.22605360E-04   1.78749618E-04   1.75954980E-09   5.76064944E-05   2.42894365E-05  
  65               4.62225805E+00   1.05690280E+03   8.38355079E-01   1.60483817E-01   5.60463521E-04   3.22604217E-04   1.78749536E-04   4.06034883E-09   5.76062906E-05   2.42891852E-05  
  66               5.19894240E+00   1.09272426E+03   8.38356809E-01   1.60482098E-01   5.60460192E-04   3.22602291E-04   1.78750594E-04   8.78504748E-09   5.76059496E-05   2.42887987E-05  
  67               5.84147603E+00   1.13036156E+03   8.38359641E-01   1.60479267E-01   5.60455070E-04   3.22599283E-04   1.78756584E-04   1.87554270E-08   5.76054307E-05   2.42881532E-05  
  68               6.55646960E+00   1.16764492E+03   8.38363795E-01   1.60475085E-01   5.60446942E-04   3.22594225E-04   1.78780490E-04   3.77710145E-08   5.76046427E-05   2.42871807E-05  
  69               7.35169718E+00   1.20675141E+03   8.38370136E-01   1.60468642E-01   5.60433662E-04   3.22584480E-04   1.78862623E-04   7.51519244E-08   5.76035394E-05   2.42856527E-05  
  70               8.23695725E+00   1.24560149E+03   8.38378514E-01   1.60459976E-01   5.60406367E-04   3.22557841E-04   1.79122868E-04   1.42206998E-07   5.76020883E-05   2.42835137E-05  
  71               9.22269520E+00   1.28636773E+03   8.38389650E-01   1.60448102E-01   5.60330822E-04   3.22464157E-04   1.79876539E-04   2.66442688E-07   5.76005059E-05   2.42804236E-05  
  72               1.03192941E+01   1.32683449E+03   8.38402055E-01   1.60434067E-01   5.60068626E-04   3.22103923E-04   1.81873750E-04   4.76916413E-07   5.75991729E-05   2.42764272E-05  
  73               1.15394209E+01   1.36610791E+03   8.38414017E-01   1.60419163E-01   5.59179646E-04   3.20847538E-04   1.86564608E-04   8.08635000E-07   5.75988307E-05   2.42715694E-05  
  74               1.28976273E+01   1.40691585E+03   8.38426640E-01   1.60402637E-01   5.56554054E-04   3.17146455E-04   1.96149999E-04   1.35610480E-06   5.75996993E-05   2.42650589E-05  
  75               1.44158430E+01   1.44766067E+03   8.38440576E-01   1.60386709E-01   5.49966431E-04   3.08080832E-04   2.12754816E-04   2.20121949E-06   5.76016834E-05   2.42562600E-05  
  76               1.61263114E+01   1.49064219E+03   8.38461027E-01   1.60371491E-01   5.36458191E-04   2.90398079E-04   2.36943281E-04   3.56482080E-06   5.76031870E-05   2.42413718E-05  
  77               1.80701011E+01   1.53414119E+03   8.38488684E-01   1.60359185E-01   5.15121042E-04   2.64813323E-04   2.65391013E-04   5.63288089E-06   5.76028947E-05   2.42114140E-05  
  78               2.02827983E+01   1.58036353E+03   8.38519220E-01   1.60347920E-01   4.88814074E-04   2.35450777E-04   2.95220426E-04   8.90772430E-06   5.76013763E-05   2.41332851E-05  
  79               2.27744269E+01   1.62749275E+03   8.38533445E-01   1.60335582E-01   4.64548339E-04   2.07342333E-04   3.23324718E-04   1.38104969E-05   5.76023709E-05   2.39219639E-05  
  80               2.55090798E+01   1.67759870E+03   8.38549359E-01   1.60325195E-01   4.51777004E-04   1.77019558E-04   3.53428044E-04   2.14649691E-05   5.76232505E-05   2.27281451E-05  
  81               2.84402373E+01   1.72703108E+03   8.38563066E-01   1.60316109E-01   4.31387849E-04   1.54012733E-04   3.76356499E-04   3.23031183E-05   5.76225283E-05   2.26446283E-05  
  82               3.14961636E+01   1.77424156E+03   8.38560354E-01   1.60307071E-01   4.18834039E-04   1.34377030E-04   3.95878366E-04   4.66520115E-05   5.76248123E-05   2.24726491E-05  
  83               3.45305809E+01   1.81777436E+03   8.38533096E-01   1.60296790E-01   4.18403539E-04   1.16811977E-04   4.13324499E-04   6.43102383E-05   5.76379326E-05   2.21349154E-05  
  84               3.73354490E+01   1.85524101E+03   8.38474613E-01   1.60284199E-01   4.31830669E-04   1.01364440E-04   4.28673498E-04   8.36737511E-05   5.76581602E-05   2.16571077E-05  
  85               4.03119939E+01   1.89275867E+03   8.38402032E-01   1.60272553E-01   4.62130547E-04   8.55353651E-05   4.44397676E-04   1.07710141E-04   5.76831477E-05   2.10415950E-05  
  86               4.30571507E+01   1.92523836E+03   8.38387494E-01   1.60268405E-01   4.55625995E-04   7.88354261E-05   4.51023151E-04   1.32863962E-04   5.76646884E-05   2.10231008E-05  
  87               4.54738591E+01   1.95265941E+03   8.38371251E-01   1.60264812E-01   4.50590959E-04   7.37357141E-05   4.56042625E-04   1.57721827E-04   5.76372051E-05   2.10064157E-05  
  88               4.81557679E+01   1.98154811E+03   8.38340054E-01   1.60259044E-01   4.45855327E-04   6.89322709E-05   4.60748186E-04   1.87872357E-04   5.76055846E-05   2.09877291E-05  
  89               5.11460302E+01   2.01240769E+03   8.38311721E-01   1.60254623E-01   4.41307681E-04   6.43023396E-05   4.65271979E-04   2.25151183E-04   5.75677457E-05   2.09661294E-05  
  90               5.36523319E+01   2.03697924E+03   8.38284885E-01   1.60250893E-01   4.38077379E-04   6.10035935E-05   4.68484075E-04   2.58903148E-04   5.75424747E-05   2.09477015E-05  
  91               5.56416102E+01   2.05600008E+03   8.38261353E-01   1.60247839E-01   4.35750189E-04   5.86101936E-05   4.70807536E-04   2.87795863E-04   5.75030806E-05   2.09322204E-05  
  92               5.78837465E+01   2.07657895E+03   8.38233046E-01   1.60244380E-01   4.33429141E-04   5.62352999E-05   4.73102366E-04   3.21866624E-04   5.74613311E-05   2.09145266E-05  
  93               6.04015735E+01   2.09908851E+03   8.38166790E-01   1.60234302E-01   4.31056062E-04   5.37985264E-05   4.75427056E-04   3.62813281E-04   5.74166603E-05   2.08928039E-05  
  94               6.32346236E+01   2.12332751E+03   8.38124983E-01   1.60229715E-01   4.28784690E-04   5.14073630E-05   4.77713925E-04   4.11418963E-04   5.73674021E-05   2.08688447E-05  
  95               6.64514490E+01   2.14993615E+03   8.38073528E-01   1.60224245E-01   4.26449882E-04   4.89928349E-05   4.80006339E-04   4.70668790E-04   5.73084412E-05   2.08398051E-05  
  96               6.89389204E+01   2.16966955E+03   8.38031307E-01   1.60219903E-01   4.24878196E-04   4.73590535E-05   4.81546295E-04   5.18775819E-04   5.72779010E-05   2.08167940E-05  
  97               7.07979173E+01   2.18411251E+03   8.37998096E-01   1.60216552E-01   4.23786630E-04   4.62213371E-05   4.82612219E-04   5.56427937E-04   5.72373619E-05   2.07989336E-05  
  98               7.29269703E+01   2.20022290E+03   8.37958662E-01   1.60212638E-01   4.22643355E-04   4.50242467E-05   4.83726363E-04   6.00910570E-04   5.71978045E-05   2.07781362E-05  
  99               7.53576021E+01   2.21811837E+03   8.37911793E-01   1.60208059E-01   4.21454680E-04   4.37734884E-05   4.84881380E-04   6.53537626E-04   5.71531728E-05   2.07538801E-05  
  100              7.81235710E+01   2.23790319E+03   8.37856053E-01   1.60202694E-01   4.20230386E-04   4.24776101E-05   4.86066905E-04   7.15854771E-04   5.71022435E-05   2.07255803E-05  
  101              8.12612155E+01   2.25952529E+03   8.37788290E-01   1.60196080E-01   4.19008048E-04   4.11736204E-05   4.87242842E-04   7.89078035E-04   5.70446553E-05   2.06929509E-05  
