# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   3.19444493E+02   8.38492198E-01   1.60511975E-01   2.48872028E-31   5.29256330E-04   3.73871221E-04   6.05270708E-05   0.00000000E+00   0.00000000E+00  
  2                1.76641304E-05   3.78762100E+02   8.38494730E-01   1.60509439E-01   7.28352837E-26   5.29257297E-04   3.73871904E-04   6.05271813E-05   0.00000000E+00   0.00000000E+00  
  3                2.62495467E-05   4.01601574E+02   8.38494790E-01   1.60509305E-01   3.09319293E-24   5.29257107E-04   3.73871770E-04   6.05271597E-05   0.00000000E+00   0.00000000E+00  
  4                3.63293429E-05   4.18580448E+02   8.38494448E-01   1.60509239E-01   3.74559307E-23   5.29257184E-04   3.73871825E-04   6.05271685E-05   0.00000000E+00   0.00000000E+00  
  5                4.82766488E-05   4.32198461E+02   8.38494208E-01   1.60509478E-01   2.35484531E-22   5.29257973E-04   3.73872382E-04   6.05272587E-05   0.00000000E+00   0.00000000E+00  
  6                6.25098055E-05   4.44513443E+02   8.38494223E-01   1.60509463E-01   1.11845189E-21   5.29257979E-04   3.73872386E-04   6.05272594E-05   0.00000000E+00   0.00000000E+00  
  7                7.95148981E-05   4.55349406E+02   8.38494232E-01   1.60509454E-01   4.06014483E-21   5.29257955E-04   3.73872369E-04   6.05272566E-05   0.00000000E+00   0.00000000E+00  
  8                9.98693660E-05   4.65777488E+02   8.38494239E-01   1.60509447E-01   1.32267424E-20   5.29257991E-04   3.73872395E-04   6.05272608E-05   0.00000000E+00   0.00000000E+00  
  9                1.24262255E-04   4.75312536E+02   8.38494244E-01   1.60509443E-01   3.68790355E-20   5.29258017E-04   3.73872413E-04   6.05272637E-05   0.00000000E+00   0.00000000E+00  
  10               1.53516521E-04   4.84926741E+02   8.38494248E-01   1.60509439E-01   9.95977641E-20   5.29258071E-04   3.73872451E-04   6.05272699E-05   0.00000000E+00   0.00000000E+00  
  11               1.88613427E-04   4.94066320E+02   8.38494251E-01   1.60509437E-01   2.45607118E-19   5.29258085E-04   3.73872461E-04   6.05272715E-05   0.00000000E+00   0.00000000E+00  
  12               2.30723185E-04   5.03605117E+02   8.38494254E-01   1.60509433E-01   6.10192884E-19   5.29258157E-04   3.73872512E-04   6.05272797E-05   0.00000000E+00   0.00000000E+00  
  13               2.81244027E-04   5.12808833E+02   8.38494257E-01   1.60509431E-01   1.41469297E-18   5.29258172E-04   3.73872523E-04   6.05272815E-05   0.00000000E+00   0.00000000E+00  
  14               3.41869754E-04   5.22400743E+02   8.38494260E-01   1.60509428E-01   3.29976734E-18   5.29258295E-04   3.73872609E-04   6.05272955E-05   0.00000000E+00   0.00000000E+00  
  15               4.14644142E-04   5.31593406E+02   8.38494262E-01   1.60509426E-01   7.17660829E-18   5.29258305E-04   3.73872617E-04   6.05272967E-05   0.00000000E+00   0.00000000E+00  
  16               5.02026490E-04   5.41107045E+02   8.38494266E-01   1.60509422E-01   1.56138410E-17   5.29258378E-04   3.73872668E-04   6.05273050E-05   0.00000000E+00   0.00000000E+00  
  17               6.06973502E-04   5.50172399E+02   8.38494269E-01   1.60509419E-01   3.17272054E-17   5.29258598E-04   3.73872823E-04   6.05273301E-05   0.00000000E+00   0.00000000E+00  
  18               7.33036531E-04   5.59579226E+02   8.38494275E-01   1.60509414E-01   6.46963918E-17   5.29258632E-04   3.73872848E-04   6.05273341E-05   0.00000000E+00   0.00000000E+00  
  19               8.84474769E-04   5.68595362E+02   8.38494280E-01   1.60509408E-01   1.24501199E-16   5.29258690E-04   3.73872889E-04   6.05273408E-05   0.00000000E+00   0.00000000E+00  
  20               1.06638926E-03   5.78052708E+02   8.38494288E-01   1.60509399E-01   2.42508960E-16   5.29259331E-04   3.73873341E-04   6.05274140E-05   0.00000000E+00   0.00000000E+00  
  21               1.28488181E-03   5.87196513E+02   8.38494296E-01   1.60509389E-01   4.50241558E-16   5.29259258E-04   3.73873290E-04   6.05274057E-05   0.00000000E+00   0.00000000E+00  
  22               1.54724720E-03   5.96864233E+02   8.38494312E-01   1.60509372E-01   8.50716533E-16   5.29259448E-04   3.73873424E-04   6.05274274E-05   0.00000000E+00   0.00000000E+00  
  23               1.86221174E-03   6.06230303E+02   8.38494316E-01   1.60509350E-01   1.53745706E-15   5.29262040E-04   3.73875255E-04   6.05277238E-05   0.00000000E+00   0.00000000E+00  
  24               2.24021679E-03   6.16096260E+02   8.38494341E-01   1.60509320E-01   2.81901740E-15   5.29261969E-04   3.73875205E-04   6.05277157E-05   0.00000000E+00   0.00000000E+00  
  25               2.69375638E-03   6.25670540E+02   8.38494374E-01   1.60509287E-01   4.95960459E-15   5.29262656E-04   3.73875690E-04   6.05277942E-05   0.00000000E+00   0.00000000E+00  
  26               3.23792099E-03   6.35921063E+02   8.38494381E-01   1.60509227E-01   8.94520626E-15   5.29262565E-04   3.73875626E-04   6.05277839E-05   0.00000000E+00   0.00000000E+00  
  27               3.89074435E-03   6.46047983E+02   8.38494421E-01   1.60509160E-01   1.56706840E-14   5.29262203E-04   3.73875370E-04   6.05277424E-05   0.00000000E+00   0.00000000E+00  
  28               4.67372887E-03   6.56921379E+02   8.38494512E-01   1.60509066E-01   2.81774395E-14   5.29264817E-04   3.73877216E-04   6.05280414E-05   0.00000000E+00   0.00000000E+00  
  29               5.61244130E-03   6.67747405E+02   8.38494507E-01   1.60508926E-01   4.94374381E-14   5.29264402E-04   3.73876924E-04   6.05279940E-05   0.00000000E+00   0.00000000E+00  
  30               6.73718064E-03   6.79494207E+02   8.38494633E-01   1.60508738E-01   8.95979331E-14   5.29264005E-04   3.73876643E-04   6.05279486E-05   0.00000000E+00   0.00000000E+00  
  31               8.08377287E-03   6.91335150E+02   8.38494865E-01   1.60508509E-01   1.59540961E-13   5.29263302E-04   3.73876146E-04   6.05278681E-05   0.00000000E+00   0.00000000E+00  
  32               9.69446126E-03   7.04176107E+02   8.38495038E-01   1.60508123E-01   2.93182842E-13   5.29262513E-04   3.73875589E-04   6.05277779E-05   0.00000000E+00   0.00000000E+00  
  33               1.16186953E-02   7.17302772E+02   8.38495515E-01   1.60507647E-01   5.33541831E-13   5.29261264E-04   3.73874706E-04   6.05276350E-05   0.00000000E+00   0.00000000E+00  
  34               1.39140041E-02   7.31762645E+02   8.38496281E-01   1.60506885E-01   1.01265299E-12   5.29259578E-04   3.73873516E-04   6.05274422E-05   0.00000000E+00   0.00000000E+00  
  35               1.66470432E-02   7.46705316E+02   8.38497367E-01   1.60505801E-01   1.91323031E-12   5.29256989E-04   3.73871687E-04   6.05271462E-05   0.00000000E+00   0.00000000E+00  
  36               1.98948903E-02   7.63019375E+02   8.38499097E-01   1.60504067E-01   3.74359484E-12   5.29253643E-04   3.73869323E-04   6.05267635E-05   0.00000000E+00   0.00000000E+00  
  37               2.37501632E-02   7.79939859E+02   8.38501602E-01   1.60501550E-01   7.29255215E-12   5.29248407E-04   3.73865624E-04   6.05261647E-05   0.00000000E+00   0.00000000E+00  
  38               2.83216656E-02   7.98548706E+02   8.38505645E-01   1.60497470E-01   1.47759196E-11   5.29241398E-04   3.73860673E-04   6.05253632E-05   0.00000000E+00   0.00000000E+00  
  39               3.37341579E-02   8.18000772E+02   8.38511525E-01   1.60491486E-01   2.98889002E-11   5.29231114E-04   3.73853409E-04   6.05241871E-05   0.00000000E+00   0.00000000E+00  
  40               4.01284143E-02   8.39377010E+02   8.38520664E-01   1.60482081E-01   6.27456387E-11   5.29217679E-04   3.73843918E-04   6.05226506E-05   0.00000000E+00   0.00000000E+00  
  41               4.76597144E-02   8.62001648E+02   8.38533382E-01   1.60468692E-01   1.32368268E-10   5.29200784E-04   3.73831983E-04   6.05207185E-05   0.00000000E+00   0.00000000E+00  
  42               5.64964023E-02   8.87045576E+02   8.38551450E-01   1.60449261E-01   2.90931968E-10   5.29179442E-04   3.73816907E-04   6.05182777E-05   0.00000000E+00   0.00000000E+00  
  43               6.68196845E-02   9.13555782E+02   8.38574368E-01   1.60425171E-01   6.39878167E-10   5.29140680E-04   3.73789526E-04   6.05138448E-05   0.00000000E+00   0.00000000E+00  
  44               7.88242537E-02   9.42528396E+02   8.38603074E-01   1.60396558E-01   1.44564634E-09   5.29097271E-04   3.73758860E-04   6.05088804E-05   0.00000000E+00   0.00000000E+00  
  45               9.27545982E-02   9.73217566E+02   8.38632577E-01   1.60367152E-01   3.25572893E-09   5.29051657E-04   3.73726639E-04   6.05036639E-05   2.31788108E-16   1.25704347E-15  
  46               1.08873557E-01   1.00684628E+03   8.38661593E-01   1.60338231E-01   7.51814674E-09   5.29008397E-04   3.73696080E-04   6.04987166E-05   1.97748524E-15   1.20090707E-14  
  47               1.27446776E-01   1.04253301E+03   8.38686438E-01   1.60313471E-01   1.72499067E-08   5.28970318E-04   3.73669180E-04   6.04943617E-05   1.64695167E-14   1.11862750E-13  
  48               1.48730289E-01   1.08117347E+03   8.38706630E-01   1.60293341E-01   3.99755108E-08   5.28940049E-04   3.73647798E-04   6.04909001E-05   1.38175389E-13   1.05046565E-12  
  49               1.72955825E-01   1.12192659E+03   8.38721201E-01   1.60278781E-01   9.12008167E-08   5.28917504E-04   3.73631872E-04   6.04883218E-05   1.08512029E-12   9.21163184E-12  
  50               2.00365525E-01   1.16586426E+03   8.38731214E-01   1.60268674E-01   2.08622712E-07   5.28902104E-04   3.73620994E-04   6.04865605E-05   8.32381501E-12   7.88898977E-11  
  51               2.31294770E-01   1.21371079E+03   8.38737490E-01   1.60262107E-01   4.81410851E-07   5.28891824E-04   3.73613743E-04   6.04853844E-05   6.33029270E-11   6.70226653E-10  
  52               2.66105832E-01   1.26248757E+03   8.38740553E-01   1.60258389E-01   1.05612864E-06   5.28885794E-04   3.73609549E-04   6.04846939E-05   4.16254562E-10   4.89086305E-09  
  53               3.05224111E-01   1.31140845E+03   8.38741293E-01   1.60256256E-01   2.18420786E-06   5.28882706E-04   3.73607671E-04   6.04843388E-05   2.34063849E-09   3.02898064E-08  
  54               3.49062076E-01   1.36126721E+03   8.38739656E-01   1.60254828E-01   4.33461970E-06   5.28883314E-04   3.73609300E-04   6.04844044E-05   1.17964738E-08   1.67227602E-07  
  55               3.98067407E-01   1.41122376E+03   8.38733451E-01   1.60253398E-01   8.18529948E-06   5.28890894E-04   3.73618876E-04   6.04852645E-05   5.23354350E-08   8.07557742E-07  
  56               4.52908103E-01   1.46197405E+03   8.38712258E-01   1.60250126E-01   1.49089138E-05   5.28928590E-04   3.73658413E-04   6.04895662E-05   2.09913054E-07   3.50916184E-06  
  57               5.13779463E-01   1.51273215E+03   8.38699276E-01   1.60251717E-01   2.60305874E-05   5.29102693E-04   3.73815747E-04   6.05094692E-05   5.94597879E-07   1.87269156E-05  
  58               5.80371588E-01   1.56312067E+03   8.38672557E-01   1.60248949E-01   4.35931729E-05   5.29131022E-04   3.73907673E-04   6.05127139E-05   3.49650414E-06   2.01597630E-05  
  59               6.51048372E-01   1.61168579E+03   8.38625428E-01   1.60245536E-01   6.93755313E-05   5.29290791E-04   3.74150850E-04   6.05310240E-05   1.47415377E-05   2.55156265E-05  
  60               7.22094620E-01   1.65651734E+03   8.38542621E-01   1.60240619E-01   1.03847838E-04   5.29554519E-04   3.74534126E-04   6.05612757E-05   4.13034154E-05   3.82756591E-05  
  61               7.89046824E-01   1.69554789E+03   8.38477434E-01   1.60239241E-01   1.44835293E-04   5.29962829E-04   3.75047431E-04   6.06081281E-05   6.61300834E-05   5.04070546E-05  
  62               8.46204022E-01   1.72688362E+03   8.38438459E-01   1.60235799E-01   1.87007641E-04   5.29950972E-04   3.75263516E-04   6.06070164E-05   6.60870354E-05   5.04862052E-05  
  63               9.11122362E-01   1.76040935E+03   8.38355340E-01   1.60225259E-01   2.43154640E-04   5.29914865E-04   3.75399936E-04   6.06031862E-05   6.60364168E-05   5.05671731E-05  
  64               9.64634804E-01   1.78668336E+03   8.38305389E-01   1.60220803E-01   2.96542802E-04   5.30385192E-04   3.75841991E-04   6.06573111E-05   6.59971471E-05   5.06308925E-05  
  65               1.00556511E+00   1.80593224E+03   8.38263862E-01   1.60217160E-01   3.41585541E-04   5.30370627E-04   3.75942728E-04   6.06559619E-05   6.59674647E-05   5.06770014E-05  
  66               1.05273845E+00   1.82741555E+03   8.38211411E-01   1.60212564E-01   3.98501579E-04   5.30353208E-04   3.76040249E-04   6.06542440E-05   6.59334814E-05   5.07279199E-05  
  67               1.10679030E+00   1.85099089E+03   8.38145739E-01   1.60206815E-01   4.69793275E-04   5.30332510E-04   3.76128745E-04   6.06520772E-05   6.58949543E-05   5.07831621E-05  
  68               1.16831745E+00   1.87676333E+03   8.38063072E-01   1.60199584E-01   5.59564307E-04   5.30307782E-04   3.76201069E-04   6.06493387E-05   6.58514616E-05   5.08428671E-05  
  69               1.23779474E+00   1.90443540E+03   8.37960292E-01   1.60190600E-01   6.71206518E-04   5.30278496E-04   3.76249386E-04   6.06459304E-05   6.58029217E-05   5.09062087E-05  
  70               1.31555849E+00   1.93396586E+03   8.37832589E-01   1.60179447E-01   8.09980716E-04   5.30243406E-04   3.76266012E-04   6.06416748E-05   6.57491019E-05   5.09729557E-05  
  71               1.40279741E+00   1.96525796E+03   8.37674679E-01   1.60165659E-01   9.81684419E-04   5.30199918E-04   3.76240850E-04   6.06362343E-05   6.56894772E-05   5.10422810E-05  
  72               1.50135030E+00   1.99870374E+03   8.37476821E-01   1.60148388E-01   1.19686708E-03   5.30146065E-04   3.76170859E-04   6.06293667E-05   6.56228258E-05   5.11150935E-05  
  73               1.61236814E+00   2.03399884E+03   8.37231672E-01   1.60126995E-01   1.46351626E-03   5.30079290E-04   3.76058665E-04   6.06207804E-05   6.55487755E-05   5.11903013E-05  
  74               1.73712559E+00   2.07121876E+03   8.36927504E-01   1.60100457E-01   1.79438181E-03   5.29995697E-04   3.75908430E-04   6.06100171E-05   6.54665352E-05   5.12675923E-05  
  75               1.87704697E+00   2.11001895E+03   8.36554955E-01   1.60067955E-01   2.19964326E-03   5.29891985E-04   3.75725089E-04   6.05966418E-05   6.53756872E-05   5.13455156E-05  
  76               2.03372458E+00   2.15046717E+03   8.36098931E-01   1.60028176E-01   2.69571239E-03   5.29763400E-04   3.75510072E-04   6.05799749E-05   6.52753151E-05   5.14233706E-05  
  77               2.20893802E+00   2.19220710E+03   8.35548522E-01   1.59980166E-01   3.29445570E-03   5.29606429E-04   3.75263484E-04   6.05593915E-05   6.51649582E-05   5.14992719E-05  
  78               2.40467510E+00   2.23530757E+03   8.34885633E-01   1.59922348E-01   4.01555488E-03   5.29415486E-04   3.74982426E-04   6.05339779E-05   6.50435894E-05   5.15719905E-05  
  79               2.62314737E+00   2.27934410E+03   8.34100647E-01   1.59853884E-01   4.86945676E-03   5.29184529E-04   3.74679537E-04   6.05028528E-05   6.49108606E-05   5.16390034E-05  
  80               2.86661393E+00   2.32434406E+03   8.33173183E-01   1.59772767E-01   5.87592362E-03   5.28922511E-04   3.74612317E-04   6.04692038E-05   6.47656780E-05   5.16982904E-05  
  81               3.13784563E+00   2.36992229E+03   8.32092507E-01   1.59679050E-01   7.04242310E-03   5.28607878E-04   3.80349706E-04   6.04268525E-05   6.46080410E-05   5.17834058E-05  
