# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              CH4              N2               Mg              
  73               2.59402936E+01   2.04938156E+03   8.38182004E-01   1.60218065E-01   4.03782167E-04   5.13840911E-04   3.92891768E-04   1.60850649E-05   5.91808464E-05   6.21784038E-05  
  74               2.66135549E+01   2.06288790E+03   8.38153970E-01   1.60215406E-01   4.34978163E-04   5.14335813E-04   3.92367381E-04   1.55621076E-05   5.91656912E-05   6.20879264E-05  
  75               2.73842335E+01   2.07761027E+03   8.38121449E-01   1.60212362E-01   4.70989478E-04   5.14823794E-04   3.91877927E-04   1.50447875E-05   5.91495149E-05   6.19865643E-05  
  76               2.82632686E+01   2.09437787E+03   8.38081634E-01   1.60208661E-01   5.15069156E-04   5.15358439E-04   3.91304048E-04   1.44738679E-05   5.91317857E-05   6.18713752E-05  
  77               2.92649504E+01   2.11255882E+03   8.38035196E-01   1.60204392E-01   5.66322279E-04   5.15874033E-04   3.90744083E-04   1.39177659E-05   5.91119854E-05   6.17430428E-05  
  78               3.04025622E+01   2.13298053E+03   8.37978400E-01   1.60199205E-01   6.28892248E-04   5.16421916E-04   3.90143919E-04   1.33215610E-05   5.90896899E-05   6.15985033E-05  
  79               3.16902364E+01   2.15492262E+03   8.37912004E-01   1.60193196E-01   7.01855359E-04   5.16936556E-04   3.89570532E-04   1.27519695E-05   5.90640021E-05   6.14388440E-05  
  80               3.31430026E+01   2.17919551E+03   8.37831210E-01   1.60185926E-01   7.90503165E-04   5.17464043E-04   3.88974506E-04   1.21599495E-05   5.90348567E-05   6.12610078E-05  
  81               3.47768591E+01   2.20501299E+03   8.37736795E-01   1.60177489E-01   8.93897817E-04   5.17943535E-04   3.88418165E-04   1.16067124E-05   5.90011195E-05   6.10663216E-05  
  82               3.66088896E+01   2.23317003E+03   8.37622582E-01   1.60167328E-01   1.01882280E-03   5.18416494E-04   3.87856239E-04   1.10477839E-05   5.89631857E-05   6.08517535E-05  
  83               3.86574139E+01   2.26280978E+03   8.37489527E-01   1.60155551E-01   1.16415555E-03   5.18828208E-04   3.87345189E-04   1.05378420E-05   5.89195341E-05   6.06189214E-05  
  84               4.09421850E+01   2.29473078E+03   8.37327687E-01   1.60141067E-01   1.33861538E-03   5.19215632E-04   3.86843245E-04   1.00352374E-05   5.88707656E-05   6.03646300E-05  
  85               4.34846234E+01   2.32801496E+03   8.37134392E-01   1.60124572E-01   1.54064277E-03   5.19689566E-04   3.92308954E-04   9.44568399E-06   5.88191071E-05   6.00910251E-05  
  86               4.63074064E+01   2.36346965E+03   8.36913383E-01   1.60105184E-01   1.78131682E-03   5.19969394E-04   3.92008357E-04   9.01731476E-06   5.87578669E-05   5.97950068E-05  
  87               4.94363450E+01   2.40011990E+03   8.36659065E-01   1.60082923E-01   2.05813387E-03   5.20171718E-04   3.91756368E-04   8.64599372E-06   5.86883286E-05   5.94787133E-05  
  88               5.29004316E+01   2.43883287E+03   8.36358405E-01   1.60056639E-01   2.38531433E-03   5.20328314E-04   3.91518464E-04   8.29462207E-06   5.86113392E-05   5.91387851E-05  
  89               5.67312923E+01   2.47857836E+03   8.36015130E-01   1.60026672E-01   2.75874875E-03   5.20402863E-04   3.91332387E-04   7.99928348E-06   5.85247285E-05   5.87776987E-05  
  90               6.09639922E+01   2.52026643E+03   8.35612929E-01   1.59991587E-01   3.19622159E-03   5.20423487E-04   3.91165562E-04   7.72509372E-06   5.84289920E-05   5.83919439E-05  
  91               6.56395511E+01   2.56282210E+03   8.35157865E-01   1.59951929E-01   3.69108322E-03   5.20357489E-04   3.91055653E-04   7.50469211E-06   5.83218318E-05   5.79841721E-05  
  92               7.08046987E+01   2.60725302E+03   8.34629153E-01   1.59905871E-01   4.26597756E-03   5.20229466E-04   3.90972476E-04   7.30474021E-06   5.82034576E-05   5.75503386E-05  
  93               7.65128513E+01   2.65243418E+03   8.34036233E-01   1.59854254E-01   4.91058162E-03   5.20009167E-04   3.90954762E-04   7.15571943E-06   5.80713878E-05   5.70933100E-05  
  94               8.28252715E+01   2.69946505E+03   8.33352940E-01   1.59794783E-01   5.65338683E-03   5.19717025E-04   3.90975036E-04   7.02597079E-06   5.79254397E-05   5.66085519E-05  
  95               8.98124157E+01   2.74715441E+03   8.32593659E-01   1.59728730E-01   6.47869012E-03   5.19324090E-04   3.91074716E-04   6.94514298E-06   5.77628701E-05   5.60992030E-05  
  96               9.75554891E+01   2.79672106E+03   8.31725209E-01   1.59653190E-01   7.42260412E-03   5.18846545E-04   3.91228832E-04   6.88248397E-06   5.75829308E-05   5.55601173E-05  
  97               1.06148248E+02   2.84692877E+03   8.30767834E-01   1.59569945E-01   8.46305270E-03   5.18256375E-04   3.91482021E-04   6.86702253E-06   5.73825129E-05   5.49946481E-05  
  98               1.15699286E+02   2.89911280E+03   8.29679702E-01   1.59475339E-01   9.64554862E-03   5.17564520E-04   3.91812558E-04   6.86888678E-06   5.71599459E-05   5.43970310E-05  
  99               1.26334678E+02   2.95195414E+03   8.28489351E-01   1.59371878E-01   1.09389894E-02   5.16742547E-04   3.92270123E-04   6.91795893E-06   5.69114612E-05   5.37709857E-05  
  100              1.38199481E+02   3.00690145E+03   8.27144715E-01   1.59255014E-01   1.24000089E-02   5.15795389E-04   3.92836201E-04   6.98481694E-06   5.66338552E-05   5.31102108E-05  
  101              1.51456765E+02   3.06251193E+03   8.25685934E-01   1.59128266E-01   1.39848784E-02   5.14694034E-04   3.93565262E-04   7.10079717E-06   5.63223318E-05   5.24192632E-05  
