# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   4.78935738E+02   8.38509742E-01   1.60512244E-01   1.97741000E-19   5.28018887E-04   3.50614291E-04   6.03344168E-05   0.00000000E+00   0.00000000E+00  
  2                1.77769660E-05   5.11793350E+02   8.38510125E-01   1.60511910E-01   5.08113840E-18   5.28017063E-04   3.50613080E-04   6.03342084E-05   0.00000000E+00   0.00000000E+00  
  3                2.72301686E-05   5.25746537E+02   8.38510337E-01   1.60511702E-01   1.61245514E-17   5.28015163E-04   3.50611818E-04   6.03339913E-05   0.00000000E+00   0.00000000E+00  
  4                3.88973219E-05   5.39531928E+02   8.38510734E-01   1.60511309E-01   4.86485170E-17   5.28014486E-04   3.50611369E-04   6.03339140E-05   0.00000000E+00   0.00000000E+00  
  5                5.33364182E-05   5.50078572E+02   8.38511039E-01   1.60511003E-01   1.06159126E-16   5.28011988E-04   3.50609710E-04   6.03336285E-05   0.00000000E+00   0.00000000E+00  
  6                7.12303158E-05   5.62195467E+02   8.38511715E-01   1.60510331E-01   2.58529977E-16   5.28011314E-04   3.50609263E-04   6.03335515E-05   0.00000000E+00   0.00000000E+00  
  7                9.34178536E-05   5.71978538E+02   8.38512233E-01   1.60509805E-01   5.04271578E-16   5.28007958E-04   3.50607034E-04   6.03331680E-05   0.00000000E+00   0.00000000E+00  
  8                1.20939821E-04   5.83556361E+02   8.38513350E-01   1.60508684E-01   1.10831174E-15   5.28008431E-04   3.50607349E-04   6.03332221E-05   0.00000000E+00   0.00000000E+00  
  9                1.55079769E-04   5.93159188E+02   8.38514194E-01   1.60507810E-01   2.03768577E-15   5.28005000E-04   3.50605070E-04   6.03328300E-05   0.00000000E+00   0.00000000E+00  
  10               1.97428976E-04   6.04609827E+02   8.38515969E-01   1.60506028E-01   4.20090424E-15   5.28002118E-04   3.50603157E-04   6.03325007E-05   0.00000000E+00   0.00000000E+00  
