# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               H2S             
  1                1.00000000E-05   3.71606546E+02   8.38415341E-01   1.60494136E-01   2.54521873E-26   4.70970620E-04   2.92376227E-04   2.33414472E-04   5.82949201E-05   2.29858810E-05  
  2                2.48319128E-05   4.06440622E+02   8.38415396E-01   1.60494051E-01   6.93409592E-24   4.70970734E-04   2.92376298E-04   2.33414528E-04   5.82949342E-05   2.29858689E-05  
  3                4.27958297E-05   4.16006894E+02   8.38414961E-01   1.60494038E-01   2.33916028E-23   4.70971455E-04   2.92376746E-04   2.33414886E-04   5.82950235E-05   2.29858670E-05  
  4                6.50344821E-05   4.25935571E+02   8.38414648E-01   1.60494344E-01   8.28730317E-23   4.70974851E-04   2.92378854E-04   2.33416569E-04   5.82954438E-05   2.29859108E-05  
  5                9.26747986E-05   4.31100763E+02   8.38414601E-01   1.60494390E-01   1.45537421E-22   4.70974982E-04   2.92378935E-04   2.33416634E-04   5.82954600E-05   2.29859175E-05  
  6                1.27099277E-04   4.39007567E+02   8.38414581E-01   1.60494410E-01   3.73181987E-22   4.70975091E-04   2.92379003E-04   2.33416688E-04   5.82954736E-05   2.29859203E-05  
  7                1.69991237E-04   4.43747001E+02   8.38414534E-01   1.60494457E-01   6.12226485E-22   4.70975245E-04   2.92379098E-04   2.33416764E-04   5.82954926E-05   2.29859270E-05  
  8                2.23447758E-04   4.51443173E+02   8.38414517E-01   1.60494473E-01   1.46832242E-21   4.70975371E-04   2.92379177E-04   2.33416827E-04   5.82955082E-05   2.29859293E-05  
  9                2.90062293E-04   4.56366521E+02   8.38414472E-01   1.60494518E-01   2.41800693E-21   4.70975543E-04   2.92379283E-04   2.33416912E-04   5.82955294E-05   2.29859357E-05  
  10               3.73068366E-04   4.64194332E+02   8.38414458E-01   1.60494531E-01   5.64245384E-21   4.70975684E-04   2.92379371E-04   2.33416981E-04   5.82955469E-05   2.29859377E-05  
  11               4.76467968E-04   4.69467497E+02   8.38414414E-01   1.60494575E-01   9.44436670E-21   4.70975870E-04   2.92379486E-04   2.33417074E-04   5.82955699E-05   2.29859439E-05  
  12               6.05249328E-04   4.77512464E+02   8.38414402E-01   1.60494587E-01   2.15704607E-20   4.70976024E-04   2.92379582E-04   2.33417150E-04   5.82955889E-05   2.29859456E-05  
  13               7.65587787E-04   4.83127603E+02   8.38414358E-01   1.60494631E-01   3.64242477E-20   4.70976224E-04   2.92379706E-04   2.33417249E-04   5.82956137E-05   2.29859519E-05  
  14               9.65172896E-04   4.91402920E+02   8.38414345E-01   1.60494643E-01   8.12996733E-20   4.70976391E-04   2.92379810E-04   2.33417332E-04   5.82956344E-05   2.29859536E-05  
  15               1.21351318E-03   4.97376948E+02   8.38414300E-01   1.60494688E-01   1.38107427E-19   4.70976605E-04   2.92379942E-04   2.33417438E-04   5.82956609E-05   2.29859600E-05  
  16               1.52242201E-03   5.05941013E+02   8.38414287E-01   1.60494700E-01   3.02481643E-19   4.70976785E-04   2.92380054E-04   2.33417527E-04   5.82956832E-05   2.29859619E-05  
  17               1.90651393E-03   5.12293357E+02   8.38414240E-01   1.60494747E-01   5.15900615E-19   4.70977013E-04   2.92380196E-04   2.33417640E-04   5.82957115E-05   2.29859685E-05  
  18               2.38405277E-03   5.21128508E+02   8.38414224E-01   1.60494762E-01   1.10450660E-18   4.70977207E-04   2.92380317E-04   2.33417737E-04   5.82957355E-05   2.29859707E-05  
  19               2.97772037E-03   5.27707408E+02   8.38414172E-01   1.60494813E-01   1.85787089E-18   4.70977456E-04   2.92380471E-04   2.33417860E-04   5.82957663E-05   2.29859780E-05  
  20               3.71575773E-03   5.36696194E+02   8.38414152E-01   1.60494834E-01   3.84322382E-18   4.70977668E-04   2.92380603E-04   2.33417965E-04   5.82957925E-05   2.29859809E-05  
  21               4.63321866E-03   5.43381709E+02   8.38414091E-01   1.60494893E-01   6.30352727E-18   4.70977937E-04   2.92380769E-04   2.33418098E-04   5.82958257E-05   2.29859895E-05  
  22               5.77368942E-03   5.52416719E+02   8.38414062E-01   1.60494922E-01   1.25005946E-17   4.70978182E-04   2.92380922E-04   2.33418220E-04   5.82958561E-05   2.29859936E-05  
  23               7.19124253E-03   5.59148202E+02   8.38413989E-01   1.60494994E-01   1.99158550E-17   4.70978477E-04   2.92381105E-04   2.33418366E-04   5.82958927E-05   2.29860039E-05  
  24               8.95303425E-03   5.68269593E+02   8.38413950E-01   1.60495032E-01   3.80998120E-17   4.70978736E-04   2.92381266E-04   2.33418494E-04   5.82959247E-05   2.29860093E-05  
  25               1.11422593E-02   5.75037948E+02   8.38413863E-01   1.60495118E-01   5.90307364E-17   4.70979065E-04   2.92381470E-04   2.33418657E-04   5.82959654E-05   2.29860217E-05  
  26               1.38620788E-02   5.84238779E+02   8.38413812E-01   1.60495169E-01   1.09133628E-16   4.70979352E-04   2.92381648E-04   2.33418799E-04   5.82960009E-05   2.29860289E-05  
  27               1.72401617E-02   5.91175788E+02   8.38413709E-01   1.60495271E-01   1.66402305E-16   4.70979711E-04   2.92381871E-04   2.33418978E-04   5.82960454E-05   2.29860435E-05  
  28               2.14342422E-02   6.00597350E+02   8.38413645E-01   1.60495333E-01   3.00988700E-16   4.70980035E-04   2.92382072E-04   2.33419138E-04   5.82960855E-05   2.29860525E-05  
  29               2.66386319E-02   6.07770485E+02   8.38413525E-01   1.60495453E-01   4.53974995E-16   4.70980432E-04   2.92382318E-04   2.33419334E-04   5.82961345E-05   2.29860696E-05  
  30               3.30925819E-02   6.17737637E+02   8.38413453E-01   1.60495522E-01   8.22023783E-16   4.70980769E-04   2.92382528E-04   2.33419502E-04   5.82961763E-05   2.29860796E-05  
  31               4.10895832E-02   6.25575445E+02   8.38413322E-01   1.60495652E-01   1.26161695E-15   4.70981215E-04   2.92382805E-04   2.33419723E-04   5.82962316E-05   2.29860981E-05  
  32               5.09911816E-02   6.36408655E+02   8.38413251E-01   1.60495722E-01   2.32693455E-15   4.70981567E-04   2.92383023E-04   2.33419897E-04   5.82962751E-05   2.29861082E-05  
  33               6.32406338E-02   6.45316182E+02   8.38413116E-01   1.60495851E-01   3.71007727E-15   4.70981999E-04   2.92383291E-04   2.33420111E-04   5.82963285E-05   2.29861266E-05  
  34               7.83785514E-02   6.57518416E+02   8.38413054E-01   1.60495909E-01   7.13660600E-15   4.70982466E-04   2.92383581E-04   2.33420343E-04   5.82963863E-05   2.29861350E-05  
  35               9.70585042E-02   6.67930208E+02   8.38412937E-01   1.60496026E-01   1.20168298E-14   4.70982898E-04   2.92383849E-04   2.33420557E-04   5.82964398E-05   2.29861517E-05  
  36               1.20072136E-01   6.81846884E+02   8.38412883E-01   1.60496060E-01   2.42782989E-14   4.70983220E-04   2.92384049E-04   2.33420716E-04   5.82964796E-05   2.29861566E-05  
  37               1.48377548E-01   6.94150015E+02   8.38412790E-01   1.60496151E-01   4.34996344E-14   4.70983922E-04   2.92384485E-04   2.33421064E-04   5.82965666E-05   2.29861695E-05  
