# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                N2               H2S             
  11               4.25937561E-03   1.82463345E+02   8.38269303E-01   1.60501249E-01   6.43371931E-04   4.01732997E-04   9.23076764E-05   2.35158508E-59   5.61750528E-05   2.29875336E-05  
  12               5.12817480E-03   1.88740405E+02   8.38166574E-01   1.60481579E-01   6.43379142E-04   4.01737499E-04   9.23087109E-05   2.50681276E-57   5.61756824E-05   2.29847165E-05  
  13               6.13883026E-03   1.97226392E+02   8.37758983E-01   1.60403539E-01   6.43404068E-04   4.01753064E-04   9.23122872E-05   8.85366417E-55   5.61778588E-05   2.29735393E-05  
  14               7.31467987E-03   2.03682519E+02   8.38268554E-01   1.60501105E-01   6.43849539E-04   4.02031223E-04   9.23762011E-05   5.41855027E-53   5.62167544E-05   2.29875130E-05  
  15               8.68276804E-03   2.12159045E+02   8.38269239E-01   1.60501236E-01   6.43412513E-04   4.01758337E-04   9.23134989E-05   8.39356785E-51   5.61785962E-05   2.29875318E-05  
  16               1.02744357E-02   2.18565785E+02   8.38268548E-01   1.60501104E-01   6.43853268E-04   4.02033552E-04   9.23767360E-05   2.86135796E-49   5.62170800E-05   2.29875129E-05  
  17               1.21267756E-02   2.26943363E+02   8.38268548E-01   1.60501104E-01   6.43852888E-04   4.02033314E-04   9.23766815E-05   2.18392447E-47   5.62170468E-05   2.29875129E-05  
  18               1.42819766E-02   2.33254103E+02   8.38268548E-01   1.60501104E-01   6.43853358E-04   4.02033608E-04   9.23767490E-05   4.55323787E-46   5.62170879E-05   2.29875129E-05  
  19               1.67907230E-02   2.41449333E+02   8.38268553E-01   1.60501105E-01   6.43849767E-04   4.02031366E-04   9.23762338E-05   1.89223811E-44   5.62167744E-05   2.29875130E-05  
  20               1.97101273E-02   2.47700986E+02   8.38268547E-01   1.60501104E-01   6.43853483E-04   4.02033686E-04   9.23767669E-05   2.69421466E-43   5.62170987E-05   2.29875129E-05  
  21               2.31061736E-02   2.55937334E+02   8.38268547E-01   1.60501104E-01   6.43853508E-04   4.02033702E-04   9.23767705E-05   7.46655949E-42   5.62171010E-05   2.29875129E-05  
  22               2.70569088E-02   2.62400022E+02   8.38268547E-01   1.60501104E-01   6.43853584E-04   4.02033749E-04   9.23767814E-05   8.57545348E-41   5.62171076E-05   2.29875129E-05  
  23               3.16525837E-02   2.70852308E+02   8.38268547E-01   1.60501104E-01   6.43853636E-04   4.02033782E-04   9.23767889E-05   1.78653254E-39   5.62171121E-05   2.29875129E-05  
  24               3.69966925E-02   2.77638826E+02   8.38268547E-01   1.60501104E-01   6.43853686E-04   4.02033813E-04   9.23767961E-05   1.75774613E-38   5.62171165E-05   2.29875128E-05  
  25               4.32085710E-02   2.86517583E+02   8.38268547E-01   1.60501104E-01   6.43853740E-04   4.02033847E-04   9.23768038E-05   3.03027653E-37   5.62171213E-05   2.29875128E-05  
  26               5.04253817E-02   2.93820194E+02   8.38268547E-01   1.60501104E-01   6.43853798E-04   4.02033883E-04   9.23768121E-05   2.72509853E-36   5.62171263E-05   2.29875128E-05  
  27               5.88072697E-02   3.03181172E+02   8.38268547E-01   1.60501104E-01   6.43853860E-04   4.02033921E-04   9.23768210E-05   3.96715779E-35   5.62171317E-05   2.29875128E-05  
  28               6.85388252E-02   3.10959858E+02   8.38268547E-01   1.60501104E-01   6.43853926E-04   4.02033962E-04   9.23768304E-05   3.19819684E-34   5.62171374E-05   2.29875128E-05  
  29               7.98336606E-02   3.20826974E+02   8.38268546E-01   1.60501104E-01   6.43853996E-04   4.02034006E-04   9.23768405E-05   3.96710029E-33   5.62171436E-05   2.29875128E-05  
  30               9.29348021E-02   3.29328310E+02   8.38268546E-01   1.60501104E-01   6.43854071E-04   4.02034053E-04   9.23768513E-05   3.03609676E-32   5.62171501E-05   2.29875128E-05  
  31               1.08120595E-01   3.40113690E+02   8.38268545E-01   1.60501103E-01   6.43854151E-04   4.02034103E-04   9.23768627E-05   3.52337654E-31   5.62171571E-05   2.29875128E-05  
  32               1.25708716E-01   3.49719469E+02   8.38268545E-01   1.60501103E-01   6.43854239E-04   4.02034158E-04   9.23768754E-05   2.72256995E-30   5.62171648E-05   2.29875127E-05  
  33               1.46068856E-01   3.61710894E+02   8.38268537E-01   1.60501101E-01   6.43854329E-04   4.02034214E-04   9.23768883E-05   3.04442646E-29   5.62171727E-05   2.29875124E-05  
  34               1.69617199E-01   3.72680906E+02   8.38268538E-01   1.60501099E-01   6.43854435E-04   4.02034280E-04   9.23769035E-05   2.39579757E-28   5.62171819E-05   2.29875122E-05  
  35               1.96820503E-01   3.86179558E+02   8.38268540E-01   1.60501097E-01   6.43854533E-04   4.02034342E-04   9.23769176E-05   2.61539582E-27   5.62171905E-05   2.29875119E-05  
  36               2.28194946E-01   3.98912711E+02   8.38268220E-01   1.60501033E-01   6.43854704E-04   4.02034449E-04   9.23769422E-05   2.13333908E-26   5.62172054E-05   2.29875026E-05  
  37               2.64313603E-01   4.14485615E+02   8.38268259E-01   1.60500994E-01   6.43854422E-04   4.02034273E-04   9.23769017E-05   2.35969805E-25   5.62171808E-05   2.29874971E-05  
  38               3.05787553E-01   4.29806209E+02   8.38268266E-01   1.60500978E-01   6.43858011E-04   4.02036514E-04   9.23774166E-05   2.10785625E-24   5.62174941E-05   2.29874949E-05  
  39               3.53287939E-01   4.48872845E+02   8.38268259E-01   1.60500932E-01   6.43858106E-04   4.02036573E-04   9.23774302E-05   2.64389603E-23   5.62175024E-05   2.29874882E-05  
  40               4.07503598E-01   4.68536401E+02   8.38267949E-01   1.60500812E-01   6.43858262E-04   4.02036670E-04   9.23774526E-05   2.88827183E-22   5.62175160E-05   2.29874710E-05  
  41               4.69316341E-01   4.88815846E+02   8.38265093E-01   1.60500387E-01   6.43859240E-04   4.02037281E-04   9.23775929E-05   2.77526686E-21   5.62176015E-05   2.29874101E-05  
  42               5.39717575E-01   5.09746447E+02   8.38265697E-01   1.60499790E-01   6.43855075E-04   4.02034680E-04   9.23769953E-05   2.37043672E-20   5.62172378E-05   2.29873247E-05  
  43               6.19825440E-01   5.31333164E+02   8.38266205E-01   1.60499177E-01   6.43911763E-04   4.02070077E-04   9.23851287E-05   1.81119094E-19   5.62221875E-05   2.29872368E-05  
  44               7.10957446E-01   5.53641158E+02   8.38267186E-01   1.60498197E-01   6.43910841E-04   4.02069502E-04   9.23849964E-05   1.25196170E-18   5.62221069E-05   2.29870965E-05  
  45               8.14546334E-01   5.76649417E+02   8.38268641E-01   1.60496747E-01   6.43908665E-04   4.02068143E-04   9.23846842E-05   7.84904861E-18   5.62219169E-05   2.29868888E-05  
  46               9.32169638E-01   6.00426296E+02   8.38270571E-01   1.60494822E-01   6.43905539E-04   4.02066191E-04   9.23842356E-05   4.50662834E-17   5.62216439E-05   2.29866132E-05  
  47               1.06560481E+00   6.24933679E+02   8.38272854E-01   1.60492547E-01   6.43901640E-04   4.02063756E-04   9.23836763E-05   2.37177124E-16   5.62213036E-05   2.29862873E-05  
  48               1.21685226E+00   6.50267103E+02   8.38275307E-01   1.60490102E-01   6.43897267E-04   4.02061026E-04   9.23830488E-05   1.15575932E-15   5.62209217E-05   2.29859371E-05  
  49               1.38824045E+00   6.76363456E+02   8.38277726E-01   1.60487690E-01   6.43892867E-04   4.02058278E-04   9.23824176E-05   5.20965557E-15   5.62205376E-05   2.29855917E-05  
  50               1.58216728E+00   7.03329047E+02   8.38279979E-01   1.60485439E-01   6.43888703E-04   4.02055678E-04   9.23818202E-05   2.19268893E-14   5.62201740E-05   2.29852692E-05  
  51               1.80113605E+00   7.31022721E+02   8.38281965E-01   1.60483440E-01   6.43885072E-04   4.02053411E-04   9.23812992E-05   8.57770313E-14   5.62198570E-05   2.29849829E-05  
  52               2.04808456E+00   7.59608459E+02   8.38283656E-01   1.60481694E-01   6.43882064E-04   4.02051532E-04   9.23808675E-05   3.15502832E-13   5.62195943E-05   2.29847328E-05  
  53               2.32643951E+00   7.88923445E+02   8.38284956E-01   1.60480194E-01   6.43879912E-04   4.02050189E-04   9.23805588E-05   1.08587739E-12   5.62194064E-05   2.29845177E-05  
  54               2.64034851E+00   8.19226728E+02   8.38286001E-01   1.60478911E-01   6.43879088E-04   4.02049675E-04   9.23804407E-05   3.54609659E-12   5.62193345E-05   2.29843335E-05  
  55               2.99399271E+00   8.50257452E+02   8.38287021E-01   1.60477875E-01   6.43881488E-04   4.02051173E-04   9.23807850E-05   1.08977432E-11   5.62195440E-05   2.29841840E-05  
  56               3.39150868E+00   8.82297896E+02   8.38287861E-01   1.60476992E-01   6.43884055E-04   4.02052776E-04   9.23811535E-05   3.19381893E-11   5.62197681E-05   2.29923602E-05  
  57               3.83728798E+00   9.14932800E+02   8.38288501E-01   1.60476240E-01   6.43883505E-04   4.02052433E-04   9.23810759E-05   8.82129801E-11   5.62197201E-05   2.30159343E-05  
  58               4.33649688E+00   9.48594494E+02   8.38288880E-01   1.60475540E-01   6.43883577E-04   4.02052477E-04   9.23810925E-05   2.33553758E-10   5.62197264E-05   2.30845633E-05  
  59               4.89537812E+00   9.82766639E+02   8.38288752E-01   1.60474819E-01   6.43885238E-04   4.02053514E-04   9.23813610E-05   5.85021582E-10   5.62198714E-05   2.32699879E-05  
  60               5.52041517E+00   1.01807410E+03   8.38288081E-01   1.60473990E-01   6.43891356E-04   4.02057335E-04   9.23823698E-05   1.41481851E-09   5.62204057E-05   2.37492085E-05  
  61               6.21815172E+00   1.05373289E+03   8.38287870E-01   1.60473102E-01   6.43906313E-04   4.02066673E-04   9.23850555E-05   3.24370246E-09   5.62217116E-05   2.42875947E-05  
  62               6.99536203E+00   1.09055170E+03   8.38288997E-01   1.60471978E-01   6.43904257E-04   4.02065384E-04   9.23868444E-05   7.21194028E-09   5.62215327E-05   2.42873168E-05  
  63               7.86040063E+00   1.12755814E+03   8.38290624E-01   1.60470344E-01   6.43900904E-04   4.02063254E-04   9.23940002E-05   1.52411928E-08   5.62212441E-05   2.42868926E-05  
  64               8.82406002E+00   1.16592977E+03   8.38293137E-01   1.60467797E-01   6.43895304E-04   4.02059535E-04   9.24193503E-05   3.14732909E-08   5.62207806E-05   2.42862141E-05  
  65               9.89834624E+00   1.20444777E+03   8.38296760E-01   1.60464067E-01   6.43886754E-04   4.02052921E-04   9.25029308E-05   6.20625997E-08   5.62201798E-05   2.42851934E-05  
  66               1.10977845E+01   1.24013437E+03   8.38301017E-01   1.60459528E-01   6.43870148E-04   4.02036050E-04   9.27557110E-05   1.11385543E-07   5.62194739E-05   2.42838891E-05  
  67               1.24376046E+01   1.27573878E+03   8.38306141E-01   1.60453718E-01   6.43826399E-04   4.01981530E-04   9.34343509E-05   1.92726572E-07   5.62187751E-05   2.42821395E-05  
  68               1.39323658E+01   1.31026416E+03   8.38311431E-01   1.60446950E-01   6.43688378E-04   4.01795439E-04   9.50805255E-05   3.17499275E-07   5.62182466E-05   2.42799591E-05  
  69               1.55976665E+01   1.34591008E+03   8.38317022E-01   1.60438537E-01   6.43263430E-04   4.01211503E-04   9.86658113E-05   5.17242716E-07   5.62182523E-05   2.42770559E-05  
  70               1.74542529E+01   1.38139784E+03   8.38322065E-01   1.60429069E-01   6.42043826E-04   3.99545794E-04   1.05615377E-04   8.17983114E-07   5.62192351E-05   2.42734176E-05  
  71               1.95274286E+01   1.41868373E+03   8.38327941E-01   1.60418022E-01   6.38922879E-04   3.95369675E-04   1.17518067E-04   1.29210207E-06   5.62214177E-05   2.42684910E-05  
  72               2.18478718E+01   1.45641741E+03   8.38336785E-01   1.60406887E-01   6.31922868E-04   3.86360942E-04   1.34963849E-04   2.00017282E-06   5.62244949E-05   2.42619333E-05  
  73               2.44506781E+01   1.49643041E+03   8.38353355E-01   1.60395812E-01   6.18672703E-04   3.70274971E-04   1.57426528E-04   3.10524043E-06   5.62264588E-05   2.42516818E-05  
  74               2.73743896E+01   1.53734113E+03   8.38378086E-01   1.60386188E-01   5.98751983E-04   3.47959650E-04   1.82225145E-04   4.74736323E-06   5.62265105E-05   2.42335526E-05  
  75               3.06492866E+01   1.58087644E+03   8.38407610E-01   1.60376649E-01   5.74184165E-04   3.21778725E-04   2.08943197E-04   7.28629233E-06   5.62249488E-05   2.41928545E-05  
  76               3.43020338E+01   1.62552216E+03   8.38433702E-01   1.60367040E-01   5.49476253E-04   2.95249067E-04   2.35435803E-04   1.10276242E-05   5.62237613E-05   2.40941554E-05  
  77               3.83282007E+01   1.67288590E+03   8.38447694E-01   1.60355077E-01   5.26258901E-04   2.67406108E-04   2.63170743E-04   1.67302582E-05   5.62255998E-05   2.38316195E-05  
  78               4.26793788E+01   1.72142615E+03   8.38462138E-01   1.60344851E-01   5.13382419E-04   2.38152738E-04   2.92288365E-04   2.50520119E-05   5.62436934E-05   2.29121484E-05  
  79               4.72954180E+01   1.76914506E+03   8.38475040E-01   1.60335466E-01   4.92841745E-04   2.14571790E-04   3.15718954E-04   3.64252898E-05   5.62400223E-05   2.28276652E-05  
  80               5.20269745E+01   1.81402282E+03   8.38472074E-01   1.60325980E-01   4.80236326E-04   1.93831401E-04   3.36301261E-04   5.07941094E-05   5.62385887E-05   2.26578990E-05  
  81               5.65948613E+01   1.85463875E+03   8.38446050E-01   1.60315136E-01   4.78594585E-04   1.74878336E-04   3.55097619E-04   6.76374071E-05   5.62359051E-05   2.23528082E-05  
  82               6.14674728E+01   1.89489490E+03   8.38387804E-01   1.60301086E-01   4.91461056E-04   1.55148634E-04   3.74668435E-04   8.86521029E-05   5.62329263E-05   2.18631486E-05  
  83               6.59343905E+01   1.92979247E+03   8.38327892E-01   1.60289680E-01   5.14320713E-04   1.37651943E-04   3.92039201E-04   1.11011032E-04   5.62265810E-05   2.13566072E-05  
  84               6.98160133E+01   1.95841861E+03   8.38317969E-01   1.60285529E-01   5.06781208E-04   1.29961163E-04   3.99609538E-04   1.32621642E-04   5.61796071E-05   2.13352071E-05  
  85               7.41182437E+01   1.98888220E+03   8.38303169E-01   1.60281031E-01   4.99379445E-04   1.22426968E-04   4.07003456E-04   1.59317667E-04   5.61228381E-05   2.13113311E-05  
  86               7.88708534E+01   2.02070527E+03   8.38271677E-01   1.60274154E-01   4.92430423E-04   1.15337388E-04   4.13929089E-04   1.91687852E-04   5.60519860E-05   2.12853473E-05  
  87               8.27828173E+01   2.04584668E+03   8.38251409E-01   1.60270226E-01   4.87396416E-04   1.10181347E-04   4.18953221E-04   2.20894159E-04   5.60012524E-05   2.12638911E-05  
  88               8.58070897E+01   2.06452864E+03   8.38233931E-01   1.60267211E-01   4.83946609E-04   1.06629155E-04   4.22402296E-04   2.44820540E-04   5.59526497E-05   2.12474942E-05  
  89               8.92363552E+01   2.08517774E+03   8.38212137E-01   1.60263754E-01   4.80328558E-04   1.02908739E-04   4.26003845E-04   2.73678246E-04   5.58984829E-05   2.12284285E-05  
  90               9.31139313E+01   2.10764427E+03   8.38185245E-01   1.60259845E-01   4.76696713E-04   9.91498417E-05   4.29627008E-04   3.08082333E-04   5.58363324E-05   2.12069702E-05  
  91               9.74780883E+01   2.13208307E+03   8.38152053E-01   1.60255370E-01   4.73028519E-04   9.53329642E-05   4.33288531E-04   3.49365043E-04   5.57653877E-05   2.11823568E-05  
  92               1.02363471E+02   2.15832862E+03   8.38080844E-01   1.60244415E-01   4.69431997E-04   9.15505457E-05   4.36875146E-04   3.98448999E-04   5.56800448E-05   2.11538684E-05  
  93               1.06065125E+02   2.17748452E+03   8.38047966E-01   1.60240561E-01   4.66986945E-04   8.89916804E-05   4.39298890E-04   4.37607481E-04   5.56241215E-05   2.11324941E-05  
  94               1.08801000E+02   2.19133193E+03   8.38022414E-01   1.60237620E-01   4.65307618E-04   8.72276151E-05   4.40961493E-04   4.67773614E-04   5.55756506E-05   2.11164144E-05  
  95               1.11946883E+02   2.20681740E+03   8.37991963E-01   1.60234216E-01   4.63539211E-04   8.53613005E-05   4.42710521E-04   5.03386199E-04   5.55221242E-05   2.10979655E-05  
  96               1.15553288E+02   2.22419968E+03   8.37955328E-01   1.60230221E-01   4.61646384E-04   8.33548795E-05   4.44580699E-04   5.45897208E-04   5.54610028E-05   2.10763760E-05  
  97               1.19674992E+02   2.24336981E+03   8.37911833E-01   1.60225617E-01   4.59718150E-04   8.12960240E-05   4.46482768E-04   5.95908366E-04   5.53901820E-05   2.10518223E-05  
  98               1.24370933E+02   2.26468502E+03   8.37859453E-01   1.60220198E-01   4.57690840E-04   7.91173494E-05   4.48479773E-04   6.55718779E-04   5.53098463E-05   2.10230733E-05  
  99               1.29704537E+02   2.28793427E+03   8.37797350E-01   1.60213941E-01   4.55678886E-04   7.69315125E-05   4.50457162E-04   7.26069319E-04   5.52175721E-05   2.09904378E-05  
  100              1.35744089E+02   2.31344309E+03   8.37720888E-01   1.60206215E-01   4.53629046E-04   7.46815887E-05   4.52465413E-04   8.09923560E-04   5.51133892E-05   2.09525007E-05  
  101              1.42562456E+02   2.34094805E+03   8.37625918E-01   1.60197396E-01   4.56717335E-04   7.17894313E-05   4.55116100E-04   9.08359639E-04   5.50012676E-05   2.09319444E-05  
