# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   5.37120350E+02   8.38505036E-01   1.60498107E-01   7.70236468E-17   5.29343265E-04   3.74919332E-04   6.06276754E-05   0.00000000E+00   0.00000000E+00  
  2                2.39050451E-05   6.63636858E+02   8.38741762E-01   1.60262044E-01   5.92415122E-13   5.28981571E-04   3.74663154E-04   6.05862493E-05   0.00000000E+00   0.00000000E+00  
  3                3.84108076E-05   7.04005738E+02   8.38747572E-01   1.60255653E-01   4.61494982E-12   5.28970520E-04   3.74655327E-04   6.05849835E-05   0.00000000E+00   0.00000000E+00  
  4                5.45434739E-05   7.42596414E+02   8.38747754E-01   1.60253764E-01   2.74524211E-11   5.28973205E-04   3.74657229E-04   6.05852911E-05   0.00000000E+00   0.00000000E+00  
  5                7.27025264E-05   7.62156744E+02   8.38746518E-01   1.60253470E-01   5.95285361E-11   5.28985255E-04   3.74665763E-04   6.05866712E-05   0.00000000E+00   0.00000000E+00  
  6                9.33216239E-05   7.89555937E+02   8.38746725E-01   1.60253262E-01   1.76160606E-10   5.28983811E-04   3.74664741E-04   6.05865058E-05   0.00000000E+00   0.00000000E+00  
  7                1.16852042E-04   8.03407467E+02   8.38746735E-01   1.60253252E-01   2.81319236E-10   5.28983176E-04   3.74664291E-04   6.05864331E-05   0.00000000E+00   7.28511453E-16  
  8                1.43788122E-04   8.26817105E+02   8.38746790E-01   1.60253196E-01   6.47510382E-10   5.28982378E-04   3.74663726E-04   6.05863417E-05   0.00000000E+00   6.43395399E-15  
  9                1.74658974E-04   8.38486543E+02   8.38746785E-01   1.60253201E-01   9.19485858E-10   5.28982001E-04   3.74663459E-04   6.05862986E-05   0.00000000E+00   6.43395325E-15  
  10               2.10069945E-04   8.60258972E+02   8.38746803E-01   1.60253181E-01   1.87264569E-09   5.28981486E-04   3.74663094E-04   6.05862396E-05   0.00000000E+00   4.06612257E-14  
  11               2.50688044E-04   8.71030056E+02   8.38746796E-01   1.60253187E-01   2.51388416E-09   5.28981235E-04   3.74662916E-04   6.05862108E-05   0.00000000E+00   4.06612196E-14  
  12               2.97280799E-04   8.92076367E+02   8.38746799E-01   1.60253179E-01   4.75079358E-09   5.28980879E-04   3.74662664E-04   6.05861701E-05   0.00000000E+00   2.10316015E-13  
  13               3.50698644E-04   9.02511803E+02   8.38746792E-01   1.60253184E-01   6.17925407E-09   5.28980700E-04   3.74662538E-04   6.05861496E-05   7.20443845E-16   2.10315971E-13  
  14               4.11917240E-04   9.23330372E+02   8.38746785E-01   1.60253181E-01   1.11003780E-08   5.28980444E-04   3.74662356E-04   6.05861202E-05   2.22404111E-15   6.14468215E-13  
  15               4.82054501E-04   9.33753172E+02   8.38746776E-01   1.60253185E-01   1.41665097E-08   5.28980310E-04   3.74662261E-04   6.05861048E-05   5.51358221E-15   2.58496099E-12  
  16               5.62468574E-04   9.54594156E+02   8.38746759E-01   1.60253184E-01   2.44778211E-08   5.28980118E-04   3.74662125E-04   6.05860828E-05   1.56394378E-14   2.58495966E-12  
  17               6.54675766E-04   9.65246389E+02   8.38746746E-01   1.60253186E-01   3.08932047E-08   5.28980012E-04   3.74662050E-04   6.05860707E-05   3.72070179E-14   1.00991811E-11  
  18               7.60409318E-04   9.86452053E+02   8.38746712E-01   1.60253185E-01   5.19642178E-08   5.28979860E-04   3.74661943E-04   6.05860533E-05   9.89230525E-14   1.00991743E-11  
  19               8.81593817E-04   9.97633774E+02   8.38746690E-01   1.60253186E-01   6.53815241E-08   5.28979771E-04   3.74661879E-04   6.05860431E-05   2.32446722E-13   3.76944425E-11  
  20               1.02041818E-03   1.01946551E+03   8.38746629E-01   1.60253182E-01   1.07874894E-07   5.28979642E-04   3.74661788E-04   6.05860283E-05   5.87855465E-13   3.76944094E-11  
  21               1.17930386E-03   1.03134374E+03   8.38746590E-01   1.60253181E-01   1.35742889E-07   5.28979560E-04   3.74661730E-04   6.05860189E-05   1.37982193E-12   1.35802582E-10  
  22               1.36099101E-03   1.05395108E+03   8.38746481E-01   1.60253173E-01   2.20435697E-07   5.28979439E-04   3.74661644E-04   6.05860051E-05   3.33813929E-12   1.35802424E-10  
