# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   3.66088634E+02   8.38493846E-01   1.60509236E-01   8.77018342E-27   5.29278974E-04   3.75098862E-04   6.05719445E-05   0.00000000E+00   0.00000000E+00  
  2                1.70034906E-05   4.26545160E+02   8.38493793E-01   1.60509287E-01   1.77051311E-22   5.29282044E-04   3.75101038E-04   6.05722959E-05   0.00000000E+00   0.00000000E+00  
  3                2.48995251E-05   4.53077438E+02   8.38493814E-01   1.60509266E-01   5.42908577E-21   5.29281892E-04   3.75100930E-04   6.05722785E-05   0.00000000E+00   0.00000000E+00  
  4                3.41808432E-05   4.70670977E+02   8.38493826E-01   1.60509258E-01   4.07056739E-20   5.29281740E-04   3.75100822E-04   6.05722610E-05   0.00000000E+00   0.00000000E+00  
  5                4.51863003E-05   4.87070090E+02   8.38493842E-01   1.60509249E-01   2.33182627E-19   5.29281493E-04   3.75100647E-04   6.05722327E-05   0.00000000E+00   0.00000000E+00  
  6                5.82843910E-05   5.00020904E+02   8.38493857E-01   1.60509239E-01   8.34137617E-19   5.29281238E-04   3.75100466E-04   6.05722036E-05   0.00000000E+00   0.00000000E+00  
  7                7.39091191E-05   5.13419448E+02   8.38493884E-01   1.60509221E-01   2.93374103E-18   5.29280675E-04   3.75100067E-04   6.05721392E-05   0.00000000E+00   0.00000000E+00  
  8                9.25817535E-05   5.24381944E+02   8.38493911E-01   1.60509200E-01   7.67401581E-18   5.29280303E-04   3.75099803E-04   6.05720965E-05   0.00000000E+00   0.00000000E+00  
  9                1.14929553E-04   5.36477072E+02   8.38493964E-01   1.60509156E-01   2.14200578E-17   5.29279229E-04   3.75099043E-04   6.05719737E-05   0.00000000E+00   0.00000000E+00  
  10               1.41695177E-04   5.46812175E+02   8.38494024E-01   1.60509102E-01   4.88948287E-17   5.29278866E-04   3.75098785E-04   6.05719321E-05   0.00000000E+00   0.00000000E+00  
  11               1.73762352E-04   5.58724957E+02   8.38494147E-01   1.60508987E-01   1.23630189E-16   5.29276982E-04   3.75097450E-04   6.05717165E-05   0.00000000E+00   0.00000000E+00  
  12               2.12182032E-04   5.69109570E+02   8.38494290E-01   1.60508847E-01   2.65089888E-16   5.29277517E-04   3.75097829E-04   6.05717778E-05   0.00000000E+00   0.00000000E+00  
  13               2.58210201E-04   5.81133387E+02   8.38494576E-01   1.60508562E-01   6.27982541E-16   5.29274939E-04   3.75096002E-04   6.05714827E-05   0.00000000E+00   0.00000000E+00  
  14               3.13346263E-04   5.91577341E+02   8.38494909E-01   1.60508234E-01   1.27244784E-15   5.29272091E-04   3.75093984E-04   6.05711568E-05   0.00000000E+00   0.00000000E+00  
