# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   4.62181169E+02   8.38497441E-01   1.60509940E-01   2.69193052E-20   5.29048027E-04   3.68585799E-04   6.04431063E-05   0.00000000E+00   0.00000000E+00  
  2                1.06654759E-04   5.34742816E+02   8.38497517E-01   1.60509870E-01   1.89563238E-17   5.29046875E-04   3.68584996E-04   6.04429747E-05   0.00000000E+00   0.00000000E+00  
  3                2.14831399E-04   5.68766827E+02   8.38497818E-01   1.60509583E-01   2.56183966E-16   5.29044969E-04   3.68583668E-04   6.04427569E-05   0.00000000E+00   0.00000000E+00  
  4                3.40855814E-04   5.89755650E+02   8.38498159E-01   1.60509209E-01   1.06273632E-15   5.29045882E-04   3.68584304E-04   6.04428612E-05   0.00000000E+00   0.00000000E+00  
  5                4.89093762E-04   6.09809771E+02   8.38498942E-01   1.60508424E-01   3.87555291E-15   5.29042028E-04   3.68581619E-04   6.04424209E-05   0.00000000E+00   0.00000000E+00  
  6                6.64199833E-04   6.24102422E+02   8.38499460E-01   1.60507730E-01   8.98113051E-15   5.29041948E-04   3.68581564E-04   6.04424118E-05   0.00000000E+00   0.00000000E+00  
  7                8.71700133E-04   6.40177394E+02   8.38500848E-01   1.60506301E-01   2.27367221E-14   5.29037407E-04   3.68578400E-04   6.04418929E-05   0.00000000E+00   0.00000000E+00  
  8                1.11810642E-03   6.52198233E+02   8.38501881E-01   1.60505274E-01   4.30237698E-14   5.29034051E-04   3.68576062E-04   6.04415096E-05   0.00000000E+00   0.00000000E+00  
  9                1.41110403E-03   6.66740338E+02   8.38503974E-01   1.60502963E-01   9.28600561E-14   5.29028527E-04   3.68572213E-04   6.04408784E-05   0.00000000E+00   0.00000000E+00  
  10               1.75976007E-03   6.77689618E+02   8.38505402E-01   1.60501539E-01   1.58019342E-13   5.29024901E-04   3.68569687E-04   6.04404642E-05   0.00000000E+00   0.00000000E+00  
  11               2.17486958E-03   6.91383910E+02   8.38508635E-01   1.60498321E-01   3.08415774E-13   5.29018617E-04   3.68565309E-04   6.04397463E-05   0.00000000E+00   0.00000000E+00  
  12               2.66922593E-03   7.01641748E+02   8.38510346E-01   1.60496612E-01   4.87680141E-13   5.29015076E-04   3.68562842E-04   6.04393417E-05   0.00000000E+00   0.00000000E+00  
  13               3.25805066E-03   7.14825746E+02   8.38514460E-01   1.60492511E-01   8.86365512E-13   5.29008163E-04   3.68558025E-04   6.04385519E-05   0.00000000E+00   0.00000000E+00  
  14               3.95934484E-03   7.24756226E+02   8.38516384E-01   1.60490586E-01   1.33698488E-12   5.29004716E-04   3.68555624E-04   6.04381581E-05   0.00000000E+00   0.00000000E+00  
  15               4.79445339E-03   7.37767279E+02   8.38521348E-01   1.60485629E-01   2.31747465E-12   5.28997313E-04   3.68550466E-04   6.04373123E-05   0.00000000E+00   0.00000000E+00  
  16               5.78859099E-03   7.47585768E+02   8.38523410E-01   1.60483560E-01   3.38323803E-12   5.28993985E-04   3.68548148E-04   6.04369321E-05   0.00000000E+00   0.00000000E+00  
  17               6.97160582E-03   7.60670038E+02   8.38529194E-01   1.60477771E-01   5.67935646E-12   5.28986157E-04   3.68542694E-04   6.04360377E-05   0.00000000E+00   0.00000000E+00  
  18               8.37953268E-03   7.70588995E+02   8.38531397E-01   1.60475544E-01   8.12021236E-12   5.28982757E-04   3.68540325E-04   6.04356492E-05   0.00000000E+00   0.00000000E+00  
