# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                N2               H2S             
  1                1.00000000E-05   6.81851472E+01   8.38176944E-01   1.60483560E-01   7.36324947E-04   4.89527649E-04   1.75326293E-05   3.16335792E-109  5.22423997E-05   2.29855324E-05  
  2                5.50524318E-04   9.42559361E+01   8.38145814E-01   1.60477600E-01   7.36325360E-04   4.89527923E-04   1.75326391E-05   4.26328099E-110  5.22424290E-05   2.29846787E-05  
  3                1.11271495E-03   1.13013038E+02   8.38106829E-01   1.60470136E-01   7.36267057E-04   4.89489162E-04   1.75312509E-05   3.20047192E-97   5.22382924E-05   2.29836096E-05  
  4                1.73891699E-03   1.26382080E+02   8.38176809E-01   1.60483534E-01   7.36414991E-04   4.89587512E-04   1.75347733E-05   1.00993482E-86   5.22487884E-05   2.29855287E-05  
  5                2.45317488E-03   1.36114399E+02   8.38176803E-01   1.60483533E-01   7.36415902E-04   4.89588118E-04   1.75347950E-05   2.17156637E-80   5.22488530E-05   2.29855285E-05  
  6                3.27480250E-03   1.45980892E+02   8.38176780E-01   1.60483529E-01   7.36416066E-04   4.89588227E-04   1.75347989E-05   7.93427288E-75   5.22488646E-05   2.29855279E-05  
  7                4.22429231E-03   1.53736883E+02   8.38176623E-01   1.60483499E-01   7.36416236E-04   4.89588340E-04   1.75348029E-05   5.76361467E-71   5.22488766E-05   2.29855236E-05  
  8                5.32461029E-03   1.62453563E+02   8.38176172E-01   1.60483413E-01   7.36416509E-04   4.89588521E-04   1.75348095E-05   4.64330938E-67   5.22488960E-05   2.29855112E-05  
  9                6.60217906E-03   1.69588648E+02   8.38173880E-01   1.60482974E-01   7.36417152E-04   4.89588949E-04   1.75348248E-05   3.60370857E-64   5.22489417E-05   2.29854484E-05  
  10               8.08755182E-03   1.77923549E+02   8.38169432E-01   1.60482122E-01   7.36418327E-04   4.89589730E-04   1.75348527E-05   4.42254268E-61   5.22490250E-05   2.29853264E-05  
  11               9.81549063E-03   1.84790325E+02   8.38091266E-01   1.60467156E-01   7.36426573E-04   4.89595212E-04   1.75350491E-05   9.39707680E-59   5.22496101E-05   2.29831828E-05  
  12               1.18257731E-02   1.93009712E+02   8.38176700E-01   1.60483514E-01   7.36487758E-04   4.89635890E-04   1.75365060E-05   3.52940600E-56   5.22539512E-05   2.29855257E-05  
  13               1.41643964E-02   1.99964336E+02   8.37617542E-01   1.60376453E-01   7.36501617E-04   4.89645103E-04   1.75368360E-05   3.57707911E-54   5.22549345E-05   2.29701918E-05  
  14               1.68858241E-02   2.08098991E+02   8.38176079E-01   1.60483395E-01   7.36902813E-04   4.89911829E-04   1.75463888E-05   5.43514697E-52   5.22833994E-05   2.29855087E-05  
  15               2.00528687E-02   2.14933283E+02   8.38175944E-01   1.60483369E-01   7.36993495E-04   4.89972116E-04   1.75485481E-05   2.71060334E-50   5.22898333E-05   2.29855049E-05  
  16               2.37371440E-02   2.22952663E+02   8.38176638E-01   1.60483502E-01   7.36529341E-04   4.89663535E-04   1.75374961E-05   1.98292532E-48   5.22569015E-05   2.29855240E-05  
  17               2.80221739E-02   2.29749003E+02   8.38175939E-01   1.60483368E-01   7.36996841E-04   4.89974341E-04   1.75486277E-05   5.87081871E-47   5.22900707E-05   2.29855048E-05  
  18               3.30068001E-02   2.37676936E+02   8.38175937E-01   1.60483368E-01   7.36998170E-04   4.89975224E-04   1.75486594E-05   2.41549493E-45   5.22901650E-05   2.29855048E-05  
  19               3.88064868E-02   2.44399298E+02   8.38175942E-01   1.60483368E-01   7.36994836E-04   4.89973008E-04   1.75485800E-05   4.60535972E-44   5.22899285E-05   2.29855049E-05  
  20               4.55534634E-02   2.52309173E+02   8.38175936E-01   1.60483367E-01   7.36998519E-04   4.89975457E-04   1.75486677E-05   1.22122664E-42   5.22901898E-05   2.29855047E-05  
  21               5.33988698E-02   2.59154310E+02   8.38175936E-01   1.60483367E-01   7.36998678E-04   4.89975562E-04   1.75486715E-05   1.74879710E-41   5.22902010E-05   2.29855047E-05  
  22               6.25227868E-02   2.67256026E+02   8.38175936E-01   1.60483367E-01   7.36998835E-04   4.89975667E-04   1.75486752E-05   3.45913224E-40   5.22902122E-05   2.29855047E-05  
  23               7.31305329E-02   2.74402878E+02   8.38175935E-01   1.60483367E-01   7.36998996E-04   4.89975774E-04   1.75486791E-05   4.10809243E-39   5.22902236E-05   2.29855047E-05  
  24               8.54592039E-02   2.82882179E+02   8.38175935E-01   1.60483367E-01   7.36999167E-04   4.89975887E-04   1.75486831E-05   6.65035483E-38   5.22902357E-05   2.29855047E-05  
  25               9.97817952E-02   2.90517295E+02   8.38175935E-01   1.60483367E-01   7.36999347E-04   4.89976007E-04   1.75486874E-05   7.02500351E-37   5.22902485E-05   2.29855047E-05  
  26               1.16416117E-01   2.99510710E+02   8.38175935E-01   1.60483367E-01   7.36999539E-04   4.89976135E-04   1.75486920E-05   9.76943087E-36   5.22902621E-05   2.29855047E-05  
  27               1.35729946E-01   3.07686929E+02   8.38175934E-01   1.60483367E-01   7.36999742E-04   4.89976270E-04   1.75486968E-05   9.26565975E-35   5.22902766E-05   2.29855047E-05  
  28               1.58150584E-01   3.17251252E+02   8.38175934E-01   1.60483367E-01   7.36999958E-04   4.89976413E-04   1.75487020E-05   1.12135537E-33   5.22902919E-05   2.29855047E-05  
  29               1.84167031E-01   3.26175510E+02   8.38175934E-01   1.60483367E-01   7.37000187E-04   4.89976565E-04   1.75487074E-05   9.98348514E-33   5.22903081E-05   2.29855047E-05  
  30               2.14336472E-01   3.36696049E+02   8.38175933E-01   1.60483367E-01   7.37000432E-04   4.89976728E-04   1.75487132E-05   1.14318269E-31   5.22903255E-05   2.29855046E-05  
  31               2.49291968E-01   3.46794352E+02   8.38175932E-01   1.60483366E-01   7.37000690E-04   4.89976900E-04   1.75487194E-05   1.02624583E-30   5.22903438E-05   2.29855046E-05  
  32               2.89761578E-01   3.58581828E+02   8.38175919E-01   1.60483364E-01   7.37000970E-04   4.89977086E-04   1.75487261E-05   1.14694570E-29   5.22903637E-05   2.29855042E-05  
  33               3.36569850E-01   3.70036544E+02   8.38175920E-01   1.60483362E-01   7.37001251E-04   4.89977273E-04   1.75487327E-05   1.02757661E-28   5.22903836E-05   2.29855040E-05  
  34               3.90639304E-01   3.83343357E+02   8.38175920E-01   1.60483362E-01   7.37001583E-04   4.89977494E-04   1.75487407E-05   1.12191404E-27   5.22904072E-05   2.29855040E-05  
  35               4.52994118E-01   3.96605786E+02   8.38175920E-01   1.60483361E-01   7.37001913E-04   4.89977713E-04   1.75487485E-05   1.03186928E-26   5.22904306E-05   2.29855039E-05  
  36               5.24785570E-01   4.12047885E+02   8.38175528E-01   1.60483284E-01   7.37002357E-04   4.89978008E-04   1.75487591E-05   1.15034340E-25   5.22904621E-05   2.29854928E-05  
  37               6.07258380E-01   4.27786492E+02   8.38175569E-01   1.60483243E-01   7.37002183E-04   4.89977892E-04   1.75487549E-05   1.12015770E-24   5.22904497E-05   2.29854870E-05  
  38               7.01801516E-01   4.46077119E+02   8.38175554E-01   1.60483231E-01   7.37007646E-04   4.89981524E-04   1.75488850E-05   1.29868401E-23   5.22908373E-05   2.29854852E-05  
  39               8.09844846E-01   4.65946231E+02   8.38175170E-01   1.60483148E-01   7.37008135E-04   4.89981850E-04   1.75488967E-05   1.49871163E-22   5.22908721E-05   2.29854733E-05  
  40               9.33130454E-01   4.85940850E+02   8.38174906E-01   1.60483408E-01   7.37009919E-04   4.89983036E-04   1.75489391E-05   1.43044582E-21   5.22909986E-05   2.29855106E-05  
  41               1.07371442E+00   5.07121173E+02   8.38172307E-01   1.60482815E-01   7.37010239E-04   4.89983248E-04   1.75489468E-05   1.28557792E-20   5.22910213E-05   2.29854256E-05  
  42               1.23388644E+00   5.28436173E+02   8.38172709E-01   1.60482412E-01   7.37010803E-04   4.89983623E-04   1.75489602E-05   9.77607579E-20   5.22910613E-05   2.29853679E-05  
  43               1.41629649E+00   5.51034176E+02   8.38172892E-01   1.60482122E-01   7.37071087E-04   4.90023702E-04   1.75503956E-05   7.07767702E-19   5.22953385E-05   2.29853263E-05  
  44               1.62381597E+00   5.73772946E+02   8.38173335E-01   1.60481677E-01   7.37071515E-04   4.90023986E-04   1.75504058E-05   4.41769765E-18   5.22953689E-05   2.29852627E-05  
  45               1.85951360E+00   5.97870576E+02   8.38174067E-01   1.60480947E-01   7.37070870E-04   4.90023557E-04   1.75503904E-05   2.64301794E-17   5.22953231E-05   2.29851581E-05  
  46               2.12701360E+00   6.22091244E+02   8.38175095E-01   1.60479921E-01   7.37069657E-04   4.90022751E-04   1.75503616E-05   1.38332656E-16   5.22952370E-05   2.29850111E-05  
  47               2.43025610E+00   6.47755575E+02   8.38176531E-01   1.60478488E-01   7.37067627E-04   4.90021401E-04   1.75503132E-05   6.98312560E-16   5.22950930E-05   2.29848059E-05  
  48               2.77376053E+00   6.73523952E+02   8.38178223E-01   1.60476801E-01   7.37065035E-04   4.90019678E-04   1.75502515E-05   3.12416000E-15   5.22949091E-05   2.29845642E-05  
  49               3.16216617E+00   7.00806317E+02   8.38180212E-01   1.60474815E-01   7.37061795E-04   4.90017524E-04   1.75501744E-05   1.35401562E-14   5.22946792E-05   2.29842799E-05  
  50               3.60026655E+00   7.28114101E+02   8.38182200E-01   1.60472825E-01   7.37058516E-04   4.90015344E-04   1.75500963E-05   5.24750159E-14   5.22944466E-05   2.29839947E-05  
  51               4.09402077E+00   7.56988012E+02   8.38184235E-01   1.60470769E-01   7.37055191E-04   4.90013133E-04   1.75500171E-05   1.97694122E-13   5.22942106E-05   2.29837003E-05  
  52               4.65045082E+00   7.85880188E+02   8.38185910E-01   1.60468888E-01   7.37052546E-04   4.90011375E-04   1.75499541E-05   6.74021699E-13   5.22940230E-05   2.29834307E-05  
  53               5.27791094E+00   8.16473308E+02   8.38187626E-01   1.60467110E-01   7.37050621E-04   4.90010095E-04   1.75499083E-05   2.24774893E-12   5.22938864E-05   2.29831757E-05  
  54               5.98473794E+00   8.47084377E+02   8.38188938E-01   1.60465573E-01   7.37053513E-04   4.90012018E-04   1.75499772E-05   6.85417205E-12   5.22940916E-05   2.29829548E-05  
  55               6.77905403E+00   8.79413740E+02   8.38190300E-01   1.60464187E-01   7.37057122E-04   4.90014418E-04   1.75500633E-05   2.04578880E-11   5.22943477E-05   2.29838278E-05  
  56               7.66920077E+00   9.11596929E+02   8.38191392E-01   1.60463044E-01   7.37056704E-04   4.90014139E-04   1.75500543E-05   5.60790100E-11   5.22943180E-05   2.29949398E-05  
  57               8.66573619E+00   9.45478914E+02   8.38192299E-01   1.60461989E-01   7.37056880E-04   4.90014256E-04   1.75500635E-05   1.50570058E-10   5.22943305E-05   2.30271367E-05  
  58               9.78082531E+00   9.79157337E+02   8.38192806E-01   1.60461086E-01   7.37058392E-04   4.90015262E-04   1.75501238E-05   3.74381053E-10   5.22944378E-05   2.31120265E-05  
  59               1.10269223E+01   1.01457423E+03   8.38192392E-01   1.60460095E-01   7.37062664E-04   4.90018102E-04   1.75503331E-05   9.14250097E-10   5.22947409E-05   2.33380264E-05  
  60               1.24161483E+01   1.04966470E+03   8.38191336E-01   1.60459242E-01   7.37073931E-04   4.90025592E-04   1.75510545E-05   2.08008497E-09   5.22955403E-05   2.42855435E-05  
  61               1.39603982E+01   1.08641121E+03   8.38192036E-01   1.60458511E-01   7.37087953E-04   4.90034913E-04   1.75531407E-05   4.64841980E-09   5.22965353E-05   2.42853615E-05  
  62               1.56740815E+01   1.12270131E+03   8.38192765E-01   1.60457766E-01   7.37088035E-04   4.90034956E-04   1.75595646E-05   9.73710091E-09   5.22965423E-05   2.42851341E-05  
