# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               CH4              Mg              
  48               7.14462957E-01   1.00050739E+03   8.38535306E-01   1.60498493E-01   2.48071877E-09   4.77653370E-04   3.18403086E-04   5.97167494E-05   7.27305922E-05   0.00000000E+00  
  49               8.59817260E-01   1.03516572E+03   8.38545225E-01   1.60488613E-01   5.53319094E-09   4.77639728E-04   3.18393981E-04   5.97150419E-05   7.27285117E-05   8.19868098E-16  
  50               1.03106867E+00   1.07728315E+03   8.38563631E-01   1.60470277E-01   1.38851101E-08   4.77613119E-04   3.18376190E-04   5.97117060E-05   7.27244414E-05   7.83124726E-15  
  51               1.23190081E+00   1.11736516E+03   8.38584527E-01   1.60449440E-01   3.10000326E-08   4.77584426E-04   3.18356763E-04   5.97080709E-05   7.27199443E-05   5.70492306E-14  
  52               1.46631083E+00   1.16430185E+03   8.38613894E-01   1.60420121E-01   7.47803578E-08   4.77543393E-04   3.18327925E-04   5.97027227E-05   7.27129145E-05   5.12241910E-13  
  53               1.73923739E+00   1.20876147E+03   8.38640190E-01   1.60393800E-01   1.60359997E-07   4.77514040E-04   3.18301002E-04   5.96980921E-05   7.27034723E-05   3.46379231E-12  
  54               2.05662856E+00   1.25950381E+03   8.38668975E-01   1.60364865E-01   3.61227763E-07   4.77501133E-04   3.18260761E-04   5.96927933E-05   7.26751296E-05   2.66803805E-11  
  55               2.42527803E+00   1.30732924E+03   8.38690362E-01   1.60343174E-01   7.26824688E-07   4.77573994E-04   3.18183181E-04   5.96889745E-05   7.25548262E-05   1.53918916E-10  
  56               2.85243467E+00   1.36092811E+03   8.38710470E-01   1.60322573E-01   1.50896621E-06   4.77857538E-04   3.17947959E-04   5.96851796E-05   7.20679766E-05   9.53848003E-10  
  57               3.34656395E+00   1.41116520E+03   8.38724048E-01   1.60308714E-01   2.82095716E-06   4.78668948E-04   3.17266852E-04   5.96825183E-05   7.03698588E-05   4.48474820E-09  
  58               3.92104973E+00   1.46706036E+03   8.38736449E-01   1.60296628E-01   5.40267719E-06   4.80550323E-04   3.15633471E-04   5.96798987E-05   6.57713915E-05   2.20695697E-08  
  59               4.59330661E+00   1.51976536E+03   8.38741830E-01   1.60288689E-01   9.45739598E-06   4.84156967E-04   3.12840125E-04   5.96780595E-05   5.69879930E-05   8.55711182E-08  
  60               5.37756032E+00   1.57794436E+03   8.38737371E-01   1.60281043E-01   1.68531573E-05   4.90058878E-04   3.10138732E-04   5.96826656E-05   4.47655048E-05   3.37057496E-07  
  61               6.26507408E+00   1.63244133E+03   8.38728124E-01   1.60277085E-01   2.76981139E-05   4.97499585E-04   3.12020927E-04   5.96998820E-05   3.42194534E-05   1.12052555E-06  
  62               7.22137184E+00   1.69120029E+03   8.38699943E-01   1.60270199E-01   4.59515135E-05   5.04947804E-04   3.15434178E-04   5.97090302E-05   2.58264464E-05   6.30170682E-06  
  63               8.16670094E+00   1.74729694E+03   8.38621759E-01   1.60258968E-01   7.23464813E-05   5.11687718E-04   3.36579189E-04   5.97347231E-05   1.86996716E-05   2.38960621E-05  
  64               9.06049649E+00   1.79602743E+03   8.38509193E-01   1.60249469E-01   1.04744019E-04   5.17169488E-04   3.85176172E-04   5.98086548E-05   1.29661986E-05   6.44166928E-05  
  65               9.89213285E+00   1.83767772E+03   8.38463322E-01   1.60243120E-01   1.41291700E-04   5.19246370E-04   3.87523882E-04   5.98077702E-05   1.10428839E-05   6.42360534E-05  
  66               1.06159159E+01   1.87196402E+03   8.38430074E-01   1.60239641E-01   1.78892888E-04   5.20564141E-04   3.86527548E-04   5.98214047E-05   9.75032091E-06   6.40833965E-05  
  67               1.11836892E+01   1.89728841E+03   8.38400980E-01   1.60236763E-01   2.11642019E-04   5.21384506E-04   3.85673634E-04   5.98175780E-05   8.94349640E-06   6.39666484E-05  
  68               1.18529016E+01   1.92618034E+03   8.38362156E-01   1.60233036E-01   2.54986549E-04   5.22169467E-04   3.84828916E-04   5.98127471E-05   8.13131577E-06   6.38309841E-05  
  69               1.26418007E+01   1.95824073E+03   8.38280078E-01   1.60222310E-01   3.11257837E-04   5.22820436E-04   3.84022054E-04   5.98044523E-05   7.36669848E-06   6.36727801E-05  
  70               1.32191085E+01   1.98086702E+03   8.38238567E-01   1.60218495E-01   3.56867198E-04   5.23345220E-04   3.83561427E-04   5.98526963E-05   6.88844820E-06   6.35606375E-05  
  71               1.36193783E+01   1.99590792E+03   8.38208433E-01   1.60215756E-01   3.90025852E-04   5.23598710E-04   3.83251059E-04   5.98449244E-05   6.60207131E-06   6.34842512E-05  
  72               1.40995475E+01   2.01370103E+03   8.38169726E-01   1.60212250E-01   4.32537305E-04   5.23892012E-04   3.82912362E-04   5.98367438E-05   6.28358212E-06   6.33932402E-05  
  73               1.46765682E+01   2.03420901E+03   8.38120882E-01   1.60207859E-01   4.86015524E-04   5.24195891E-04   3.82600774E-04   5.98272746E-05   5.95167970E-06   6.32858425E-05  
  74               1.53650348E+01   2.05799355E+03   8.38058171E-01   1.60202253E-01   5.54693303E-04   5.24512844E-04   3.82218511E-04   5.98151376E-05   5.60048153E-06   6.31593984E-05  
  75               1.61849382E+01   2.08501166E+03   8.37978456E-01   1.60195166E-01   6.41862277E-04   5.24823910E-04   3.81827613E-04   5.97996942E-05   5.24744676E-06   6.30119710E-05  
  76               1.71552254E+01   2.11563488E+03   8.37876106E-01   1.60186108E-01   7.53647912E-04   5.25126162E-04   3.81428628E-04   5.97801025E-05   4.89261248E-06   6.28409859E-05  
  77               1.82963195E+01   2.14973056E+03   8.37745887E-01   1.60174629E-01   8.95720481E-04   5.25403714E-04   3.81035098E-04   5.97555335E-05   4.54999732E-06   6.26449279E-05  
  78               1.96304473E+01   2.18735102E+03   8.37580305E-01   1.60160079E-01   1.07622185E-03   5.25648506E-04   3.80651267E-04   5.97252992E-05   4.22466488E-06   6.24218802E-05  
  79               2.11817538E+01   2.22845273E+03   8.37370403E-01   1.60141679E-01   1.30488721E-03   5.25852098E-04   3.80281241E-04   5.96887370E-05   3.92162017E-06   6.21701565E-05  
  80               2.29769118E+01   2.27268100E+03   8.37107460E-01   1.60118674E-01   1.59118702E-03   5.26002494E-04   3.79933426E-04   5.96448844E-05   3.64939404E-06   6.18888191E-05  
  81               2.50453492E+01   2.32020215E+03   8.36775179E-01   1.60089435E-01   1.95069221E-03   5.26097526E-04   3.79603251E-04   5.95928442E-05   3.40357084E-06   6.15756056E-05  
  82               2.74193509E+01   2.37020936E+03   8.36361374E-01   1.60053842E-01   2.39182495E-03   5.26185595E-04   3.85557477E-04   5.95344326E-05   3.14342440E-06   6.12311169E-05  
  83               3.01359196E+01   2.42326657E+03   8.35858304E-01   1.60009964E-01   2.93895765E-03   5.26148969E-04   3.85401796E-04   5.94631652E-05   2.96140514E-06   6.08522613E-05  
  84               3.32376511E+01   2.47807606E+03   8.35255539E-01   1.59957421E-01   3.59447196E-03   5.26032434E-04   3.85250473E-04   5.93796528E-05   2.81776407E-06   6.04407432E-05  
  85               3.67716857E+01   2.53576534E+03   8.34518200E-01   1.59893165E-01   4.39631738E-03   5.25842517E-04   3.85086471E-04   5.92831494E-05   2.69367982E-06   5.99920606E-05  
  86               4.07937791E+01   2.59441177E+03   8.33658607E-01   1.59818281E-01   5.33104945E-03   5.25562053E-04   3.84940363E-04   5.91711312E-05   2.60743005E-06   5.95100530E-05  
  87               4.53683185E+01   2.65589758E+03   8.32621729E-01   1.59727962E-01   6.45854115E-03   5.25195564E-04   3.84787083E-04   5.90424348E-05   2.53536601E-06   5.89878117E-05  
  88               5.05704349E+01   2.71761624E+03   8.31446288E-01   1.59625600E-01   7.73661585E-03   5.24727789E-04   3.84673031E-04   5.88942643E-05   2.50048132E-06   5.84316904E-05  
  89               5.64861936E+01   2.78220674E+03   8.30048719E-01   1.59503901E-01   9.25618048E-03   5.24156919E-04   3.84566034E-04   5.87244336E-05   2.47578633E-06   5.78322430E-05  
  90               6.32142672E+01   2.84640009E+03   8.28507261E-01   1.59369702E-01   1.09320691E-02   5.23473739E-04   3.84530238E-04   5.85301297E-05   2.48827814E-06   5.71988449E-05  
  91               7.08636662E+01   2.91358367E+03   8.26698414E-01   1.59212227E-01   1.28986133E-02   5.22666196E-04   3.84525039E-04   5.83071457E-05   2.50781838E-06   5.65196334E-05  
  92               7.95558454E+01   2.97980862E+03   8.24754975E-01   1.59043073E-01   1.50113023E-02   5.21735268E-04   3.84633222E-04   5.80527624E-05   2.56536719E-06   5.58078454E-05  
  93               8.94251456E+01   3.04897052E+03   8.22510673E-01   1.58847735E-01   1.74509789E-02   5.20655842E-04   3.84806333E-04   5.77588084E-05   2.62912961E-06   5.50499828E-05  
  94               1.00603596E+02   3.11662822E+03   8.20160364E-01   1.58643220E-01   2.00056360E-02   5.19443087E-04   3.85138822E-04   5.74224440E-05   2.73237126E-06   5.42635255E-05  
  95               1.13227951E+02   3.18678505E+03   8.17504629E-01   1.58412131E-01   2.28921611E-02   5.18061037E-04   3.85571497E-04   5.70287393E-05   2.84277326E-06   5.34357479E-05  
  96               1.27444982E+02   3.25521442E+03   8.14774422E-01   1.58174620E-01   2.58593088E-02   5.16534819E-04   3.86193488E-04   5.65723001E-05   2.99229005E-06   5.25850758E-05  
  97               1.43416164E+02   3.32544738E+03   8.11769728E-01   1.57913239E-01   2.91246003E-02   5.14821077E-04   3.86940719E-04   5.60259352E-05   3.15310741E-06   5.17004290E-05  
  98               1.61310104E+02   3.39431891E+03   8.08698123E-01   1.57646094E-01   3.24622370E-02   5.12942538E-04   3.87876537E-04   5.53755727E-05   3.35033049E-06   5.07970587E-05  
  99               1.81323185E+02   3.46409404E+03   8.05419592E-01   1.57360970E-01   3.60244678E-02   5.10859702E-04   3.88946243E-04   5.45770928E-05   3.56665199E-06   4.98684783E-05  
  100              2.03664193E+02   3.53339090E+03   8.02043791E-01   1.57067428E-01   3.96919985E-02   5.08575676E-04   3.90170209E-04   5.35939573E-05   3.81462662E-06   4.89228587E-05  
  101              2.28589397E+02   3.60241606E+03   7.98574721E-01   1.56765812E-01   4.34604303E-02   5.06070945E-04   3.91534891E-04   5.23700000E-05   4.09533016E-06   4.79612648E-05  
