# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               H2S             
  11               1.88987015E-04   4.38727504E+02   8.38493639E-01   1.60509733E-01   2.94574386E-22   5.29229632E-04   3.74261282E-04   6.05175231E-05   0.00000000E+00   2.29875355E-05  
  12               2.28949376E-04   4.46168885E+02   8.38493653E-01   1.60509719E-01   7.28043822E-22   5.29229635E-04   3.74261283E-04   6.05175234E-05   0.00000000E+00   2.29875336E-05  
  13               2.76378633E-04   4.55125779E+02   8.38493682E-01   1.60509690E-01   2.11676414E-21   5.29229626E-04   3.74261277E-04   6.05175224E-05   0.00000000E+00   2.29875294E-05  
  14               3.32691520E-04   4.62279552E+02   8.38493688E-01   1.60509684E-01   4.72398643E-21   5.29229633E-04   3.74261282E-04   6.05175232E-05   0.00000000E+00   2.29875285E-05  
  15               3.99577605E-04   4.70935758E+02   8.38493708E-01   1.60509664E-01   1.22860940E-20   5.29229658E-04   3.74261300E-04   6.05175261E-05   0.00000000E+00   2.29875257E-05  
  16               4.79044566E-04   4.77807601E+02   8.38493708E-01   1.60509664E-01   2.50889824E-20   5.29229684E-04   3.74261319E-04   6.05175291E-05   0.00000000E+00   2.29875257E-05  
  17               5.73474988E-04   4.86337316E+02   8.38493722E-01   1.60509650E-01   6.03298962E-20   5.29229700E-04   3.74261330E-04   6.05175309E-05   0.00000000E+00   2.29875237E-05  
  18               6.85691111E-04   4.93158061E+02   8.38493719E-01   1.60509653E-01   1.16757454E-19   5.29229728E-04   3.74261350E-04   6.05175342E-05   0.00000000E+00   2.29875241E-05  
  19               8.19026572E-04   5.01883473E+02   8.38493731E-01   1.60509642E-01   2.70618372E-19   5.29229749E-04   3.74261364E-04   6.05175365E-05   0.00000000E+00   2.29875224E-05  
  20               9.77420599E-04   5.08950857E+02   8.38493727E-01   1.60509645E-01   5.13858525E-19   5.29229813E-04   3.74261409E-04   6.05175438E-05   0.00000000E+00   2.29875229E-05  
  21               1.16556003E-03   5.18027205E+02   8.38493738E-01   1.60509634E-01   1.16674796E-18   5.29229838E-04   3.74261428E-04   6.05175467E-05   0.00000000E+00   2.29875214E-05  
  22               1.38903998E-03   5.25346881E+02   8.38493733E-01   1.60509639E-01   2.17303174E-18   5.29229875E-04   3.74261453E-04   6.05175509E-05   0.00000000E+00   2.29875220E-05  
  23               1.65449680E-03   5.34743490E+02   8.38493743E-01   1.60509629E-01   4.81322983E-18   5.29229905E-04   3.74261475E-04   6.05175544E-05   0.00000000E+00   2.29875206E-05  
  24               1.96980267E-03   5.42305199E+02   8.38493737E-01   1.60509634E-01   8.77953917E-18   5.29229938E-04   3.74261498E-04   6.05175581E-05   0.00000000E+00   2.29875214E-05  
  25               2.34427942E-03   5.52021786E+02   8.38493745E-01   1.60509626E-01   1.89601484E-17   5.29229992E-04   3.74261536E-04   6.05175643E-05   0.00000000E+00   2.29875202E-05  
  26               2.78892834E-03   5.59950567E+02   8.38493739E-01   1.60509632E-01   3.42229709E-17   5.29230025E-04   3.74261559E-04   6.05175680E-05   0.00000000E+00   2.29875210E-05  
  27               3.31668592E-03   5.70302317E+02   8.38493749E-01   1.60509623E-01   7.38855583E-17   5.29230053E-04   3.74261579E-04   6.05175713E-05   0.00000000E+00   2.29875197E-05  
  28               3.94277902E-03   5.78877203E+02   8.38493744E-01   1.60509626E-01   1.34605086E-16   5.29230185E-04   3.74261673E-04   6.05175864E-05   0.00000000E+00   2.29875202E-05  
  29               4.68509152E-03   5.90004576E+02   8.38493755E-01   1.60509616E-01   2.92121093E-16   5.29230211E-04   3.74261691E-04   6.05175894E-05   0.00000000E+00   2.29875187E-05  
  30               5.56453772E-03   5.99422529E+02   8.38493752E-01   1.60509616E-01   5.41947954E-16   5.29230247E-04   3.74261717E-04   6.05175935E-05   0.00000000E+00   2.29875187E-05  
  31               6.60547982E-03   6.11677743E+02   8.38493767E-01   1.60509601E-01   1.20392628E-15   5.29230475E-04   3.74261878E-04   6.05176195E-05   0.00000000E+00   2.29875165E-05  
  32               7.83622373E-03   6.22334323E+02   8.38493763E-01   1.60509594E-01   2.31802043E-15   5.29230529E-04   3.74261916E-04   6.05176258E-05   0.00000000E+00   2.29875155E-05  
  33               9.29036844E-03   6.35865351E+02   8.38493786E-01   1.60509570E-01   5.26166586E-15   5.29231155E-04   3.74262358E-04   6.05176973E-05   0.00000000E+00   2.29875121E-05  
  34               1.10075570E-02   6.47796866E+02   8.38493768E-01   1.60509547E-01   1.04065906E-14   5.29231285E-04   3.74262451E-04   6.05177122E-05   0.00000000E+00   2.29875088E-05  
  35               1.30338672E-02   6.62802134E+02   8.38493808E-01   1.60509502E-01   2.41296968E-14   5.29233832E-04   3.74264252E-04   6.05180034E-05   0.00000000E+00   2.29875024E-05  
  36               1.54225460E-02   6.76355533E+02   8.38493669E-01   1.60509422E-01   4.94156081E-14   5.29234612E-04   3.74264803E-04   6.05180926E-05   0.00000000E+00   2.29874908E-05  
  37               1.82348193E-02   6.93129839E+02   8.38493775E-01   1.60509317E-01   1.17313357E-13   5.29234298E-04   3.74264581E-04   6.05180567E-05   0.00000000E+00   2.29874758E-05  
  38               2.15399024E-02   7.08744722E+02   8.38493697E-01   1.60509137E-01   2.50731643E-13   5.29236677E-04   3.74266264E-04   6.05183288E-05   0.00000000E+00   2.29874499E-05  
  39               2.54153633E-02   7.28006652E+02   8.38494016E-01   1.60508818E-01   6.21417073E-13   5.29236070E-04   3.74265834E-04   6.05182593E-05   0.00000000E+00   2.29874039E-05  
  40               2.99471598E-02   7.46454916E+02   8.38494511E-01   1.60508323E-01   1.40954361E-12   5.29234820E-04   3.74264951E-04   6.05181164E-05   0.00000000E+00   2.29885629E-05  
  41               3.52304179E-02   7.68766007E+02   8.38495658E-01   1.60507170E-01   3.64937950E-12   5.29232755E-04   3.74263490E-04   6.05178803E-05   0.00000000E+00   2.29915273E-05  
  42               4.13794987E-02   7.90457614E+02   8.38497572E-01   1.60505229E-01   8.69428799E-12   5.29228547E-04   3.74260514E-04   6.05173991E-05   0.00000000E+00   2.29985361E-05  
  43               4.85231685E-02   8.16370227E+02   8.38501963E-01   1.60500747E-01   2.33541894E-11   5.29221201E-04   3.74255319E-04   6.05165590E-05   0.00000000E+00   2.30217265E-05  
  44               5.67983295E-02   8.41995585E+02   8.38509326E-01   1.60493073E-01   5.82066823E-11   5.29208285E-04   3.74246185E-04   6.05150821E-05   0.00000000E+00   2.30846910E-05  
  45               6.63477084E-02   8.72087376E+02   8.38523928E-01   1.60477101E-01   1.60378098E-10   5.29187966E-04   3.74231816E-04   6.05127586E-05   0.00000000E+00   2.32976487E-05  
  46               7.73107617E-02   9.02105702E+02   8.38545315E-01   1.60453806E-01   4.10720120E-10   5.29158995E-04   3.74211328E-04   6.05094457E-05   0.00000000E+00   2.42847520E-05  
  47               8.98209398E-02   9.36793199E+02   8.38580915E-01   1.60418322E-01   1.13874688E-09   5.29104554E-04   3.74172829E-04   6.05032205E-05   0.00000000E+00   2.42793194E-05  
  48               1.04050920E-01   9.71569984E+02   8.38618305E-01   1.60381061E-01   2.93416134E-09   5.29043885E-04   3.74129925E-04   6.04962829E-05   1.74634285E-16   2.42735641E-05  
  49               1.20198966E-01   1.01131219E+03   8.38657772E-01   1.60341724E-01   8.04533954E-09   5.28985429E-04   3.74088586E-04   6.04895985E-05   2.32379872E-15   2.42673603E-05  
  50               1.38413559E-01   1.05311007E+03   8.38689667E-01   1.60309938E-01   2.14202089E-08   5.28935714E-04   3.74053428E-04   6.04839136E-05   2.84100077E-14   2.42620546E-05  
  51               1.58872315E-01   1.09517232E+03   8.38711420E-01   1.60288248E-01   5.30892383E-08   5.28901951E-04   3.74029551E-04   6.04800526E-05   2.81381592E-13   2.42578724E-05  
  52               1.81757285E-01   1.13794368E+03   8.38725368E-01   1.60274282E-01   1.24542979E-07   5.28880270E-04   3.74014219E-04   6.04775734E-05   2.34540700E-12   2.42541713E-05  
  53               2.07348388E-01   1.18094410E+03   8.38733639E-01   1.60265872E-01   2.75170761E-07   5.28867183E-04   3.74004967E-04   6.04760766E-05   1.63350058E-11   2.42502210E-05  
  54               2.36014917E-01   1.22480966E+03   8.38738332E-01   1.60260843E-01   5.82450013E-07   5.28859291E-04   3.73999405E-04   6.04751737E-05   1.00005502E-10   2.42449237E-05  
  55               2.68111678E-01   1.26906102E+03   8.38740610E-01   1.60257889E-01   1.17494479E-06   5.28854668E-04   3.73996225E-04   6.04746441E-05   5.35938629E-10   2.42365987E-05  
  56               3.03981166E-01   1.31425547E+03   8.38741086E-01   1.60256051E-01   2.28822277E-06   5.28852328E-04   3.73994916E-04   6.04743745E-05   2.60855962E-09   2.42204987E-05  
  57               3.43955762E-01   1.35983830E+03   8.38739515E-01   1.60254779E-01   4.27674965E-06   5.28853723E-04   3.73997097E-04   6.04745303E-05   1.14097116E-08   2.41814045E-05  
  58               3.88398389E-01   1.40612041E+03   8.38734362E-01   1.60253533E-01   7.73097794E-06   5.28861444E-04   3.74006287E-04   6.04754074E-05   4.57218956E-08   2.40654902E-05  
  59               4.37752219E-01   1.45265847E+03   8.38713654E-01   1.60250129E-01   1.34703213E-05   5.28897562E-04   3.74042191E-04   6.04795295E-05   1.66000449E-07   2.37078674E-05  
  60               4.92373954E-01   1.49969060E+03   8.38703067E-01   1.60252109E-01   2.27623677E-05   5.29062687E-04   3.74184364E-04   6.04984045E-05   3.69669658E-07   2.16424511E-05  
  61               5.52244003E-01   1.54654505E+03   8.38683222E-01   1.60249987E-01   3.71201063E-05   5.29100715E-04   3.74260452E-04   6.05027536E-05   2.03083600E-06   2.16030104E-05  
  62               6.16073661E-01   1.59245360E+03   8.38648745E-01   1.60247238E-01   5.82149485E-05   5.29175272E-04   3.74400168E-04   6.05113004E-05   8.78333467E-06   2.13612246E-05  
  63               6.82983716E-01   1.63657784E+03   8.38575673E-01   1.60241344E-01   8.74741730E-05   5.29381115E-04   3.74682172E-04   6.05348954E-05   2.73191268E-05   2.07835583E-05  
  64               7.50609435E-01   1.67797816E+03   8.38498238E-01   1.60241388E-01   1.25587487E-04   5.29786540E-04   3.75150194E-04   6.05813643E-05   6.61569246E-05   1.99190533E-05  
  65               8.12909987E-01   1.71341236E+03   8.38458261E-01   1.60237831E-01   1.68613332E-04   5.29943302E-04   3.75441352E-04   6.05994842E-05   6.61094236E-05   1.99177396E-05  
  66               8.67867088E-01   1.74304385E+03   8.38382361E-01   1.60227609E-01   2.13636190E-04   5.29937443E-04   3.75568296E-04   6.05990429E-05   6.60653450E-05   1.99023565E-05  
  67               9.30368225E-01   1.77484419E+03   8.38327827E-01   1.60222827E-01   2.72817420E-04   5.29928397E-04   3.75650754E-04   6.05982463E-05   6.60190080E-05   1.98724166E-05  
  68               1.00155378E+00   1.80923626E+03   8.38255097E-01   1.60216457E-01   3.51810610E-04   5.29896625E-04   3.75717379E-04   6.05949994E-05   6.59667826E-05   1.98223010E-05  
  69               1.06132053E+00   1.83646691E+03   8.38185040E-01   1.60210249E-01   4.27099789E-04   5.30347623E-04   3.76122603E-04   6.06472880E-05   6.59235034E-05   1.97691350E-05  
  70               1.10783364E+00   1.85694751E+03   8.38125043E-01   1.60204999E-01   4.92245817E-04   5.30327672E-04   3.76187459E-04   6.06456845E-05   6.58900596E-05   1.97208537E-05  
  71               1.16051350E+00   1.87909647E+03   8.38051938E-01   1.60198606E-01   5.71644558E-04   5.30304811E-04   3.76239818E-04   6.06436856E-05   6.58526385E-05   1.96607236E-05  
  72               1.21987303E+00   1.90320515E+03   8.37961489E-01   1.60190701E-01   6.69896672E-04   5.30278346E-04   3.76274231E-04   6.06411814E-05   6.58107204E-05   1.95853721E-05  
  73               1.28635594E+00   1.92883471E+03   8.37851891E-01   1.60181130E-01   7.88992336E-04   5.30247924E-04   3.76285326E-04   6.06381037E-05   6.57643775E-05   1.94941758E-05  
  74               1.35987735E+00   1.95603312E+03   8.37718594E-01   1.60169489E-01   9.33926696E-04   5.30212630E-04   3.76266251E-04   6.06343280E-05   6.57134856E-05   1.93838248E-05  
  75               1.44091783E+00   1.98433849E+03   8.37559622E-01   1.60155612E-01   1.10681386E-03   5.30169134E-04   3.76213072E-04   6.06294453E-05   6.56581482E-05   1.92548314E-05  
  76               1.53166345E+00   2.01454996E+03   8.37364338E-01   1.60138569E-01   1.31921649E-03   5.30116188E-04   3.76126921E-04   6.06233104E-05   6.55966911E-05   1.91005732E-05  
  77               1.63304578E+00   2.04618886E+03   8.37129012E-01   1.60118035E-01   1.57519209E-03   5.30052015E-04   3.76010732E-04   6.06157105E-05   6.55290520E-05   1.89214374E-05  
  78               1.74609446E+00   2.07957273E+03   8.36842315E-01   1.60093022E-01   1.88705738E-03   5.29973168E-04   3.75866744E-04   6.06062178E-05   6.54543462E-05   1.87123539E-05  
  79               1.87195776E+00   2.11416492E+03   8.36500185E-01   1.60063175E-01   2.25922943E-03   5.29877735E-04   3.75698199E-04   6.05945276E-05   6.53725379E-05   1.84754274E-05  
  80               2.01191246E+00   2.15031241E+03   8.36087836E-01   1.60027205E-01   2.70778815E-03   5.29761490E-04   3.75504401E-04   6.05800159E-05   6.52825784E-05   1.82055719E-05  
  81               2.16738024E+00   2.18743217E+03   8.35601724E-01   1.59984804E-01   3.23658732E-03   5.29622882E-04   3.75286319E-04   6.05622948E-05   6.51844869E-05   1.79072717E-05  
  82               2.33994050E+00   2.22592454E+03   8.35022959E-01   1.59934323E-01   3.86617189E-03   5.29456699E-04   3.75041871E-04   6.05405672E-05   6.50770138E-05   1.75754861E-05  
  83               2.53135425E+00   2.26509433E+03   8.34351444E-01   1.59875753E-01   4.59662286E-03   5.29262145E-04   3.74796969E-04   6.05145471E-05   6.49603924E-05   1.72184413E-05  
  84               2.74357285E+00   2.30540168E+03   8.33562140E-01   1.59806679E-01   5.45274532E-03   5.29029293E-04   3.74853739E-04   6.04831333E-05   6.48330055E-05   1.68312142E-05  
  85               2.97855822E+00   2.34606041E+03   8.32657739E-01   1.59728346E-01   6.42766605E-03   5.28775557E-04   3.80461490E-04   6.04502074E-05   6.46957536E-05   1.64521786E-05  
  86               3.23871302E+00   2.38768087E+03   8.31622824E-01   1.59638074E-01   7.55314453E-03   5.28471445E-04   3.80386655E-04   6.04090647E-05   6.45467746E-05   1.60209108E-05  
  87               3.52691564E+00   2.42945757E+03   8.30463702E-01   1.59536996E-01   8.81397236E-03   5.28132799E-04   3.80006179E-04   6.03634002E-05   6.43868251E-05   1.55798402E-05  
  88               3.84614851E+00   2.47207680E+03   8.29144967E-01   1.59422005E-01   1.02484372E-02   5.27747290E-04   3.79555035E-04   6.03115932E-05   6.42138071E-05   1.51215238E-05  
  89               4.19972582E+00   2.51469587E+03   8.27690593E-01   1.59295192E-01   1.18304475E-02   5.27321417E-04   3.79050363E-04   6.02541628E-05   6.40289662E-05   1.46624226E-05  
  90               4.59133696E+00   2.55804347E+03   8.26059699E-01   1.59152991E-01   1.36044713E-02   5.26843489E-04   3.78478998E-04   6.01896785E-05   6.38299749E-05   1.41939985E-05  
  91               5.02504698E+00   2.60122285E+03   8.24290338E-01   1.58998722E-01   1.55291088E-02   5.26324209E-04   3.77855321E-04   6.01191190E-05   6.36186349E-05   1.37340584E-05  
  92               5.50531644E+00   2.64505612E+03   8.22332311E-01   1.58828008E-01   1.76589613E-02   5.25749144E-04   3.77161748E-04   6.00406470E-05   6.33922305E-05   1.32717843E-05  
  93               6.03701028E+00   2.68864339E+03   8.20236528E-01   1.58645289E-01   1.99386461E-02   5.25132701E-04   3.76417314E-04   5.99555678E-05   6.31530523E-05   1.28246962E-05  
  94               6.62544344E+00   2.73279188E+03   8.17947832E-01   1.58445756E-01   2.24281566E-02   5.24458943E-04   3.75602113E-04   5.98616885E-05   6.28982607E-05   1.23814086E-05  
  95               7.27641630E+00   2.77658192E+03   8.15532916E-01   1.58235225E-01   2.50549403E-02   5.23746801E-04   3.74741311E-04   5.97606675E-05   6.26307438E-05   1.19589512E-05  
  96               7.99631646E+00   2.82098522E+03   8.12916784E-01   1.58007155E-01   2.79005701E-02   5.22974571E-04   3.73807433E-04   5.96493074E-05   6.23468627E-05   1.15426173E-05  
  97               8.79210190E+00   2.86498657E+03   8.10187546E-01   1.57769231E-01   3.08691969E-02   5.22167305E-04   3.72834225E-04   5.95296737E-05   6.20503406E-05   1.11500011E-05  
  98               9.67132791E+00   2.90960263E+03   8.07256361E-01   1.57513707E-01   3.40574529E-02   5.21299238E-04   3.71788888E-04   5.93974678E-05   6.17370844E-05   1.07653881E-05  
  99               1.06422114E+01   2.95375610E+03   8.04232514E-01   1.57250110E-01   3.73464529E-02   5.20401464E-04   3.70713958E-04   5.92549727E-05   6.14116152E-05   1.04062073E-05  
  100              1.17136732E+01   2.99858680E+03   8.01003273E-01   1.56968613E-01   4.08588168E-02   5.19441256E-04   3.69567307E-04   5.90959150E-05   6.10689914E-05   1.00549077E-05  
  101              1.28953497E+01   3.04287934E+03   7.97708250E-01   1.56681387E-01   4.44426720E-02   5.18458368E-04   3.68403942E-04   5.89228551E-05   6.07148922E-05   9.72986430E-06  
