# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                N2               H2S             
  16               2.35528042E-02   1.88978418E+02   8.38135283E-01   1.60475583E-01   7.54656610E-04   5.06645541E-04   7.66272857E-06   1.39245403E-57   4.98579699E-05   2.29842367E-05  
  17               2.77915314E-02   1.96338354E+02   8.37976633E-01   1.60445207E-01   7.54688628E-04   5.06667037E-04   7.66305367E-06   2.28553351E-55   4.98600852E-05   2.29798860E-05  
  18               3.27183484E-02   2.04439846E+02   8.38153255E-01   1.60479024E-01   7.54733288E-04   5.06697020E-04   7.66350715E-06   4.11995508E-53   4.98630357E-05   2.29847295E-05  
  19               3.84433877E-02   2.12021648E+02   8.37701767E-01   1.60392579E-01   7.54848151E-04   5.06774135E-04   7.66467347E-06   3.67931336E-51   4.98706245E-05   2.29723483E-05  
  20               4.50928482E-02   2.20146617E+02   8.38153152E-01   1.60479004E-01   7.54802033E-04   5.06743173E-04   7.66420518E-06   3.22495112E-49   4.98675776E-05   2.29847267E-05  
  21               5.28141908E-02   2.27674682E+02   8.38152473E-01   1.60478874E-01   7.55257719E-04   5.07049101E-04   7.66883218E-06   1.51525581E-47   4.98976834E-05   2.29847081E-05  
  22               6.17818477E-02   2.35659017E+02   8.38152472E-01   1.60478874E-01   7.55258470E-04   5.07049606E-04   7.66883981E-06   6.87726768E-46   4.98977330E-05   2.29847080E-05  
  23               7.22013414E-02   2.43072897E+02   8.38152478E-01   1.60478875E-01   7.55254234E-04   5.07046762E-04   7.66879680E-06   1.88202755E-44   4.98974532E-05   2.29847082E-05  
  24               8.43063954E-02   2.51045901E+02   8.38152472E-01   1.60478874E-01   7.55258586E-04   5.07049684E-04   7.66884099E-06   5.32535807E-43   4.98977407E-05   2.29847080E-05  
  25               9.83649991E-02   2.58608140E+02   8.38152472E-01   1.60478874E-01   7.55258600E-04   5.07049693E-04   7.66884113E-06   1.04086028E-41   4.98977416E-05   2.29847080E-05  
  26               1.14694865E-01   2.66824035E+02   8.38152472E-01   1.60478874E-01   7.55258672E-04   5.07049741E-04   7.66884187E-06   2.17916828E-40   4.98977464E-05   2.29847080E-05  
  27               1.33657215E-01   2.74697894E+02   8.38152472E-01   1.60478874E-01   7.55258717E-04   5.07049771E-04   7.66884232E-06   3.36676461E-39   4.98977493E-05   2.29847080E-05  
  28               1.55670219E-01   2.83306012E+02   8.38152472E-01   1.60478874E-01   7.55258763E-04   5.07049802E-04   7.66884278E-06   5.65974816E-38   4.98977523E-05   2.29847080E-05  
  29               1.81219684E-01   2.91697102E+02   8.38152472E-01   1.60478874E-01   7.55258811E-04   5.07049834E-04   7.66884327E-06   7.50828904E-37   4.98977555E-05   2.29847080E-05  
  30               2.10872131E-01   3.00975887E+02   8.38152472E-01   1.60478874E-01   7.55258863E-04   5.07049869E-04   7.66884380E-06   1.11154124E-35   4.98977590E-05   2.29847080E-05  
  31               2.45277704E-01   3.10248777E+02   8.38152471E-01   1.60478874E-01   7.55258919E-04   5.07049907E-04   7.66884437E-06   1.39326163E-34   4.98977627E-05   2.29847080E-05  
  32               2.85174591E-01   3.20567145E+02   8.38152471E-01   1.60478874E-01   7.55258979E-04   5.07049947E-04   7.66884498E-06   1.96411413E-33   4.98977667E-05   2.29847080E-05  
  33               3.31392623E-01   3.31008309E+02   8.38152471E-01   1.60478874E-01   7.55259046E-04   5.07049992E-04   7.66884566E-06   2.40884072E-32   4.98977711E-05   2.29847080E-05  
  34               3.84862427E-01   3.42620404E+02   8.38152471E-01   1.60478874E-01   7.55259115E-04   5.07050039E-04   7.66884636E-06   3.28421693E-31   4.98977757E-05   2.29847080E-05  
  35               4.46631097E-01   3.54588162E+02   8.38152469E-01   1.60478873E-01   7.55259200E-04   5.07050095E-04   7.66884722E-06   4.04903329E-30   4.98977812E-05   2.29847079E-05  
  36               5.17917166E-01   3.68033616E+02   8.38152469E-01   1.60478873E-01   7.55259277E-04   5.07050148E-04   7.66884801E-06   5.62875980E-29   4.98977864E-05   2.29847079E-05  
  37               6.00069286E-01   3.82253595E+02   8.38152239E-01   1.60478829E-01   7.55259409E-04   5.07050236E-04   7.66884935E-06   7.44480658E-28   4.98977951E-05   2.29847015E-05  
  38               6.94540029E-01   3.98621573E+02   8.38152261E-01   1.60478806E-01   7.55259063E-04   5.07050004E-04   7.66884583E-06   1.16519327E-26   4.98977722E-05   2.29846983E-05  
  39               8.02796276E-01   4.17187831E+02   8.38152254E-01   1.60478803E-01   7.55264860E-04   5.07053896E-04   7.66890469E-06   2.04211214E-25   4.98981552E-05   2.29846979E-05  
  40               9.26652634E-01   4.34674087E+02   8.38152254E-01   1.60478801E-01   7.55264967E-04   5.07053967E-04   7.66890578E-06   2.40343871E-24   4.98981623E-05   2.29846975E-05  
  41               1.06828833E+00   4.54528569E+02   8.38152229E-01   1.60478790E-01   7.55265129E-04   5.07054076E-04   7.66890743E-06   3.15432995E-23   4.98981730E-05   2.29846960E-05  
  42               1.23009058E+00   4.73218694E+02   8.38151842E-01   1.60478730E-01   7.55265332E-04   5.07054212E-04   7.66890948E-06   2.89936090E-22   4.98981864E-05   2.29846874E-05  
  43               1.41464972E+00   4.94451537E+02   8.38148726E-01   1.60478444E-01   7.55267288E-04   5.07055526E-04   7.66892935E-06   2.95528013E-21   4.98983156E-05   2.29846464E-05  
  44               1.62477255E+00   5.14379302E+02   8.38149045E-01   1.60478125E-01   7.55266910E-04   5.07055272E-04   7.66892551E-06   2.17696938E-20   4.98982906E-05   2.29846008E-05  
  45               1.86375139E+00   5.37018297E+02   8.38149051E-01   1.60478011E-01   7.55328100E-04   5.07096352E-04   7.66954683E-06   1.76692862E-19   4.99023333E-05   2.29845844E-05  
  46               2.13573656E+00   5.58265730E+02   8.38149201E-01   1.60477861E-01   7.55328005E-04   5.07096288E-04   7.66954586E-06   1.07222019E-18   4.99023270E-05   2.29845629E-05  
  47               2.44503766E+00   5.82463811E+02   8.38149494E-01   1.60477568E-01   7.55328151E-04   5.07096387E-04   7.66954735E-06   7.15723366E-18   4.99023366E-05   2.29845209E-05  
  48               2.79610226E+00   6.05121397E+02   8.38149902E-01   1.60477161E-01   7.55327517E-04   5.07095961E-04   7.66954091E-06   3.66155339E-17   4.99022948E-05   2.29844626E-05  
  49               3.19347413E+00   6.30864871E+02   8.38150615E-01   1.60476450E-01   7.55326264E-04   5.07095120E-04   7.66952818E-06   2.03972627E-16   4.99022120E-05   2.29843608E-05  
  50               3.64232070E+00   6.54855741E+02   8.38151476E-01   1.60475591E-01   7.55324651E-04   5.07094037E-04   7.66951181E-06   8.88506261E-16   4.99021054E-05   2.29842378E-05  
  51               4.14949303E+00   6.82141982E+02   8.38152790E-01   1.60474282E-01   7.55322120E-04   5.07092338E-04   7.66948611E-06   4.19880989E-15   4.99019382E-05   2.29840503E-05  
  52               4.72235184E+00   7.07583487E+02   8.38154151E-01   1.60472922E-01   7.55319381E-04   5.07090499E-04   7.66945830E-06   1.59192602E-14   4.99017572E-05   2.29838556E-05  
  53               5.36834038E+00   7.36513207E+02   8.38155953E-01   1.60471120E-01   7.55315764E-04   5.07088071E-04   7.66942157E-06   6.51185095E-14   4.99015183E-05   2.29835974E-05  
  54               6.09502095E+00   7.63387843E+02   8.38157519E-01   1.60469490E-01   7.55312526E-04   5.07085896E-04   7.66938869E-06   2.17425494E-13   4.99013043E-05   2.29833639E-05  
  55               6.91125964E+00   7.93877232E+02   8.38159431E-01   1.60467565E-01   7.55308990E-04   5.07083522E-04   7.66935278E-06   7.77318328E-13   4.99010707E-05   2.29830881E-05  
  56               7.82838756E+00   8.22188902E+02   8.38160823E-01   1.60465974E-01   7.55306812E-04   5.07082060E-04   7.66933068E-06   2.31470696E-12   4.99009268E-05   2.29828599E-05  
  57               8.86040224E+00   8.54389292E+02   8.38162367E-01   1.60464198E-01   7.55307909E-04   5.07082797E-04   7.66934185E-06   7.36960738E-12   4.99009993E-05   2.29826047E-05  
  58               1.00206567E+01   8.84343037E+02   8.38163677E-01   1.60462869E-01   7.55309948E-04   5.07084166E-04   7.66936279E-06   1.99220167E-11   4.99011340E-05   2.29824131E-05  
  59               1.13213655E+01   9.18261983E+02   8.38165071E-01   1.60461436E-01   7.55307507E-04   5.07082527E-04   7.66933917E-06   5.70734787E-11   4.99009728E-05   2.29926879E-05  
  60               1.27736843E+01   9.49651144E+02   8.38166014E-01   1.60460376E-01   7.55306162E-04   5.07081624E-04   7.66933171E-06   1.40390322E-10   4.99008839E-05   2.30171946E-05  
  61               1.43906822E+01   9.84961841E+02   8.38166862E-01   1.60459223E-01   7.55305807E-04   5.07081386E-04   7.66935631E-06   3.62475439E-10   4.99008604E-05   2.30899123E-05  
  62               1.61893314E+01   1.01758960E+03   8.38167009E-01   1.60458321E-01   7.55308486E-04   5.07083184E-04   7.66951129E-06   8.15797960E-10   4.99010374E-05   2.32518910E-05  
  63               1.81914966E+01   1.05427654E+03   8.38166587E-01   1.60457265E-01   7.55318142E-04   5.07089667E-04   7.67011143E-06   1.92117458E-09   4.99016754E-05   2.36803016E-05  
  64               2.04175055E+01   1.08824960E+03   8.38166119E-01   1.60456499E-01   7.55330355E-04   5.07097865E-04   7.67219376E-06   4.00709960E-09   4.99024824E-05   2.42850806E-05  
  65               2.28881296E+01   1.12629447E+03   8.38166896E-01   1.60455709E-01   7.55328728E-04   5.07096765E-04   7.67895933E-06   8.69542160E-09   4.99023756E-05   2.42848569E-05  
  66               2.56255307E+01   1.16151089E+03   8.38167532E-01   1.60455039E-01   7.55327339E-04   5.07095781E-04   7.70194423E-06   1.69181167E-08   4.99022884E-05   2.42846052E-05  
  67               2.86532219E+01   1.20078527E+03   8.38168356E-01   1.60454123E-01   7.55325712E-04   5.07094424E-04   7.77120050E-06   3.40741876E-08   4.99022046E-05   2.42842059E-05  
  68               3.19995965E+01   1.23621623E+03   8.38169008E-01   1.60453241E-01   7.55323478E-04   5.07091540E-04   7.96725648E-06   6.12320617E-08   4.99021825E-05   2.42837270E-05  
  69               3.57103065E+01   1.27293399E+03   8.38169650E-01   1.60452070E-01   7.55316737E-04   5.07081202E-04   8.44774583E-06   1.08561390E-07   4.99022721E-05   2.42830365E-05  
  70               3.98260903E+01   1.30756983E+03   8.38169928E-01   1.60450729E-01   7.55289986E-04   5.07040942E-04   9.48099420E-06   1.79980769E-07   4.99026009E-05   2.42821672E-05  
  71               4.43821066E+01   1.34443521E+03   8.38169967E-01   1.60448821E-01   7.55192703E-04   5.06902100E-04   1.14310445E-05   2.99935413E-07   4.99032664E-05   2.42809015E-05  
  72               4.94070708E+01   1.38000979E+03   8.38169635E-01   1.60446595E-01   7.54873081E-04   5.06466393E-04   1.45228067E-05   4.76673587E-07   4.99043534E-05   2.42792961E-05  
  73               5.49362065E+01   1.41827125E+03   8.38169736E-01   1.60443639E-01   7.53973099E-04   5.05289875E-04   1.91040483E-05   7.66016638E-07   4.99056224E-05   2.42769743E-05  
  74               6.10101591E+01   1.45575253E+03   8.38171474E-01   1.60440586E-01   7.51774856E-04   5.02557473E-04   2.48482801E-05   1.18671182E-06   4.99068536E-05   2.42739774E-05  
  75               6.76916866E+01   1.49622878E+03   8.38176378E-01   1.60436992E-01   7.47258041E-04   4.97247922E-04   3.25555640E-05   1.86152306E-06   4.99073932E-05   2.42694060E-05  
  76               7.50503275E+01   1.53619537E+03   8.38185057E-01   1.60433623E-01   7.39947133E-04   4.89232056E-04   4.13766281E-05   2.82941961E-06   4.99073169E-05   2.42626497E-05  
  77               8.31327803E+01   1.57935204E+03   8.38196455E-01   1.60429349E-01   7.29609544E-04   4.78219138E-04   5.27472961E-05   4.35106305E-06   4.99066795E-05   2.42499672E-05  
  78               9.19540764E+01   1.62210240E+03   8.38209518E-01   1.60425045E-01   7.18496419E-04   4.65703536E-04   6.52537035E-05   6.50179054E-06   4.99072202E-05   2.41829933E-05  
  79               1.01501699E+02   1.66648577E+03   8.38208779E-01   1.60416874E-01   7.04574573E-04   4.51213197E-04   7.96698448E-05   9.65863836E-06   4.99052884E-05   2.41724366E-05  
  80               1.11717548E+02   1.70893161E+03   8.38206543E-01   1.60411259E-01   7.08534283E-04   4.34948151E-04   9.58439482E-05   1.37957184E-05   4.99275171E-05   2.32816847E-05  
  81               1.22584903E+02   1.75230056E+03   8.38220910E-01   1.60405597E-01   6.93327217E-04   4.19188001E-04   1.11467717E-04   1.95167018E-05   4.99232455E-05   2.32726089E-05  
  82               1.34084966E+02   1.79359892E+03   8.38231963E-01   1.60400144E-01   6.79474967E-04   4.04427018E-04   1.26072792E-04   2.66710457E-05   4.99105908E-05   2.32546611E-05  
  83               1.46103405E+02   1.83514802E+03   8.38239008E-01   1.60394028E-01   6.66294887E-04   3.89022835E-04   1.41291515E-04   3.60173299E-05   4.98825102E-05   2.32157218E-05  
  84               1.59025510E+02   1.87564121E+03   8.38235886E-01   1.60387182E-01   6.56725481E-04   3.74291603E-04   1.55810269E-04   4.75522548E-05   4.98259587E-05   2.31378753E-05  
  85               1.72365136E+02   1.91587409E+03   8.38220589E-01   1.60378987E-01   6.52349007E-04   3.58658787E-04   1.71198960E-04   6.19606706E-05   4.97454904E-05   2.29840222E-05  
  86               1.85784577E+02   1.95287260E+03   8.38177949E-01   1.60367737E-01   6.56752055E-04   3.43619078E-04   1.85979343E-04   7.81403287E-05   4.96302419E-05   2.27428886E-05  
  87               2.00240073E+02   1.99135378E+03   8.38087163E-01   1.60352289E-01   6.97748593E-04   3.21233516E-04   2.08087901E-04   9.85797911E-05   4.95136486E-05   2.20874801E-05  
  88               2.14326401E+02   2.02588869E+03   8.38080551E-01   1.60347304E-01   6.87508163E-04   3.10703043E-04   2.18338290E-04   1.20358865E-04   4.93643060E-05   2.20706828E-05  
  89               2.27435252E+02   2.05714029E+03   8.38071253E-01   1.60342587E-01   6.78450047E-04   3.01362645E-04   2.27399289E-04   1.43384988E-04   4.92274798E-05   2.20527303E-05  
  90               2.41987201E+02   2.08945783E+03   8.38057310E-01   1.60337695E-01   6.69896493E-04   2.92492707E-04   2.35953408E-04   1.70699420E-04   4.90622496E-05   2.20332499E-05  
  91               2.58117817E+02   2.12401945E+03   8.38027498E-01   1.60330257E-01   6.61106551E-04   2.83336559E-04   2.44732574E-04   2.04477950E-04   4.88804167E-05   2.20094125E-05  
  92               2.72114718E+02   2.15219378E+03   8.38007272E-01   1.60325716E-01   6.54559584E-04   2.76460694E-04   2.51280158E-04   2.35705597E-04   4.87150662E-05   2.19891873E-05  
  93               2.83412751E+02   2.17439318E+03   8.37988709E-01   1.60321952E-01   6.49564422E-04   2.71175575E-04   2.56289000E-04   2.62958892E-04   4.85825014E-05   2.19718731E-05  
  94               2.96242763E+02   2.19839873E+03   8.37965669E-01   1.60317804E-01   6.44549951E-04   2.65851989E-04   2.61295595E-04   2.95086339E-04   4.84270530E-05   2.19525743E-05  
  95               3.10779016E+02   2.22481267E+03   8.37936709E-01   1.60313019E-01   6.39271989E-04   2.60193788E-04   2.66582348E-04   3.33998368E-04   4.82522509E-05   2.19298672E-05  
  96               3.27173248E+02   2.25317137E+03   8.37901039E-01   1.60307683E-01   6.34082105E-04   2.54539202E-04   2.71810411E-04   3.80062627E-04   4.80509526E-05   2.19044773E-05  
  97               3.45630715E+02   2.28379536E+03   8.37825283E-01   1.60295530E-01   6.28787746E-04   2.48776549E-04   2.77058676E-04   4.35232436E-04   4.78225682E-05   2.18743772E-05  
  98               3.60160689E+02   2.30689167E+03   8.37788021E-01   1.60290838E-01   6.25102089E-04   2.44702422E-04   2.80736015E-04   4.80794271E-04   4.76437303E-05   2.18512568E-05  
  99               3.71143010E+02   2.32386578E+03   8.37756439E-01   1.60286796E-01   6.22531506E-04   2.41833536E-04   2.83298041E-04   5.16567419E-04   4.75081449E-05   2.18335667E-05  
  100              3.83791795E+02   2.34287033E+03   8.37714682E-01   1.60282194E-01   6.24221924E-04   2.37845260E-04   2.86951954E-04   5.58997925E-04   4.73546467E-05   2.18246854E-05  
  101              3.98321807E+02   2.36395957E+03   8.37672095E-01   1.60277302E-01   6.21491649E-04   2.34610803E-04   2.89774862E-04   6.09103156E-04   4.71747390E-05   2.18016930E-05  
