# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   3.37286358E+02   8.38493440E-01   1.60510182E-01   1.91892996E-29   5.29272513E-04   3.74842370E-04   6.05522491E-05   0.00000000E+00   0.00000000E+00  
  2                1.74287713E-05   3.95607558E+02   8.38494386E-01   1.60509175E-01   1.40779558E-24   5.29270757E-04   3.74841127E-04   6.05520482E-05   0.00000000E+00   0.00000000E+00  
  3                2.58148702E-05   4.16156899E+02   8.38494042E-01   1.60509101E-01   3.08152216E-23   5.29270167E-04   3.74840709E-04   6.05519807E-05   0.00000000E+00   0.00000000E+00  
  4                3.56704145E-05   4.35966297E+02   8.38493806E-01   1.60509337E-01   4.63699855E-22   5.29270369E-04   3.74840852E-04   6.05520039E-05   0.00000000E+00   0.00000000E+00  
  5                4.73555538E-05   4.47946540E+02   8.38493815E-01   1.60509331E-01   2.02321718E-21   5.29268963E-04   3.74839856E-04   6.05518430E-05   0.00000000E+00   0.00000000E+00  
  6                6.12744669E-05   4.63157365E+02   8.38493831E-01   1.60509317E-01   1.22627656E-20   5.29267841E-04   3.74839062E-04   6.05517146E-05   0.00000000E+00   0.00000000E+00  
  7                7.78908458E-05   4.72679863E+02   8.38493836E-01   1.60509316E-01   3.42074298E-20   5.29265761E-04   3.74837588E-04   6.05514766E-05   0.00000000E+00   0.00000000E+00  
  8                9.77616040E-05   4.86022787E+02   8.38493848E-01   1.60509308E-01   1.41082750E-19   5.29264512E-04   3.74836704E-04   6.05513338E-05   0.00000000E+00   0.00000000E+00  
  9                1.21544388E-04   4.94434689E+02   8.38493850E-01   1.60509308E-01   3.18364390E-19   5.29263258E-04   3.74835816E-04   6.05511903E-05   0.00000000E+00   0.00000000E+00  
  10               1.50026900E-04   5.07087084E+02   8.38493861E-01   1.60509301E-01   1.08414072E-18   5.29262712E-04   3.74835429E-04   6.05511279E-05   0.00000000E+00   0.00000000E+00  
  11               1.84143751E-04   5.15229507E+02   8.38493869E-01   1.60509301E-01   2.22627427E-18   5.29258005E-04   3.74832096E-04   6.05505894E-05   0.00000000E+00   0.00000000E+00  
  12               2.25029349E-04   5.27840553E+02   8.38493885E-01   1.60509291E-01   6.84473522E-18   5.29256352E-04   3.74830925E-04   6.05504002E-05   0.00000000E+00   0.00000000E+00  
  13               2.74037603E-04   5.36050713E+02   8.38493892E-01   1.60509288E-01   1.33394240E-17   5.29253881E-04   3.74829175E-04   6.05501176E-05   0.00000000E+00   0.00000000E+00  
  14               3.32793498E-04   5.48804978E+02   8.38493917E-01   1.60509269E-01   3.80186930E-17   5.29252757E-04   3.74828379E-04   6.05499890E-05   0.00000000E+00   0.00000000E+00  
  15               4.03239580E-04   5.57048928E+02   8.38493934E-01   1.60509261E-01   7.03973210E-17   5.29247782E-04   3.74824856E-04   6.05494198E-05   0.00000000E+00   0.00000000E+00  
  16               4.87711441E-04   5.69819995E+02   8.38493980E-01   1.60509219E-01   1.85268237E-16   5.29247146E-04   3.74824405E-04   6.05493470E-05   0.00000000E+00   0.00000000E+00  
