# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               N2               H2S             
  21               1.51183344E-02   3.16486425E+02   8.38138548E-01   1.60476214E-01   7.66541087E-04   5.17839107E-04   2.96981665E-33   3.18440003E-06   5.10250126E-05   2.29824339E-05  
  22               1.85038764E-02   3.21589909E+02   8.38138546E-01   1.60476213E-01   7.66542459E-04   5.17840034E-04   1.00027149E-32   3.18440573E-06   5.10251046E-05   2.29824338E-05  
  23               2.26261211E-02   3.30260625E+02   8.38138543E-01   1.60476212E-01   7.66544003E-04   5.17841077E-04   7.70407449E-32   3.18441215E-06   5.10252081E-05   2.29824336E-05  
  24               2.76421809E-02   3.35835778E+02   8.38138541E-01   1.60476211E-01   7.66545707E-04   5.17842228E-04   2.60698641E-31   3.18441923E-06   5.10253223E-05   2.29824335E-05  
  25               3.37438215E-02   3.44899416E+02   8.38138540E-01   1.60476209E-01   7.66547586E-04   5.17843497E-04   1.84016639E-30   3.18442703E-06   5.10254482E-05   2.29824332E-05  
  26               4.11631325E-02   3.50829605E+02   8.38138533E-01   1.60476207E-01   7.66549671E-04   5.17844906E-04   6.03276321E-30   3.18443569E-06   5.10255878E-05   2.29824329E-05  
  27               5.01816013E-02   3.60331410E+02   8.38138532E-01   1.60476204E-01   7.66551908E-04   5.17846417E-04   3.93294204E-29   3.18444499E-06   5.10257377E-05   2.29824325E-05  
  28               6.11377903E-02   3.66881730E+02   8.38138530E-01   1.60476202E-01   7.66554332E-04   5.17848054E-04   1.30934851E-28   3.18445506E-06   5.10259000E-05   2.29824322E-05  
  29               7.44410868E-02   3.77183000E+02   8.38138506E-01   1.60476193E-01   7.66557041E-04   5.17849885E-04   8.38838347E-28   3.18446632E-06   5.10260815E-05   2.29824309E-05  
  30               9.05823550E-02   3.84604402E+02   8.38138506E-01   1.60476187E-01   7.66559818E-04   5.17851761E-04   2.91696754E-27   3.18447786E-06   5.10262674E-05   2.29824301E-05  
  31               1.10152143E-01   3.95790353E+02   8.38138510E-01   1.60476178E-01   7.66562758E-04   5.17853747E-04   1.82533449E-26   3.18449007E-06   5.10264643E-05   2.29824288E-05  
  32               1.33856451E-01   4.04214312E+02   8.38138509E-01   1.60476172E-01   7.66566877E-04   5.17856530E-04   6.61131888E-26   3.18450718E-06   5.10267397E-05   2.29824279E-05  
  33               1.62541005E-01   4.16438503E+02   8.38138129E-01   1.60476081E-01   7.66570223E-04   5.17858790E-04   4.05152675E-25   3.18452108E-06   5.10269637E-05   2.29824149E-05  
  34               1.97207985E-01   4.26080365E+02   8.38138173E-01   1.60476031E-01   7.66573414E-04   5.17860946E-04   1.53644495E-24   3.18453434E-06   5.10271774E-05   2.29824077E-05  
  35               2.39064241E-01   4.39655375E+02   8.38138195E-01   1.60475998E-01   7.66577126E-04   5.17863453E-04   9.39680034E-24   3.18454976E-06   5.10274259E-05   2.29824030E-05  
  36               2.89538648E-01   4.50889840E+02   8.38138182E-01   1.60475965E-01   7.66580599E-04   5.17865799E-04   3.79618171E-23   3.18456419E-06   5.10276585E-05   2.29823983E-05  
  37               3.50321269E-01   4.66196569E+02   8.38137833E-01   1.60475847E-01   7.66596005E-04   5.17876207E-04   2.34882475E-22   3.18462819E-06   5.10286856E-05   2.29823814E-05  
  38               4.23387244E-01   4.79383416E+02   8.38137609E-01   1.60476061E-01   7.66601729E-04   5.17880074E-04   1.01127894E-21   3.18465197E-06   5.10290683E-05   2.29824120E-05  
  39               5.11074329E-01   4.96860027E+02   8.38135093E-01   1.60475391E-01   7.66606795E-04   5.17883496E-04   6.36681632E-21   3.18467303E-06   5.10294073E-05   2.29823161E-05  
  40               6.16081913E-01   5.12800395E+02   8.38135518E-01   1.60474955E-01   7.66613437E-04   5.17887983E-04   3.01892037E-20   3.18470062E-06   5.10298512E-05   2.29822536E-05  
  41               7.41637359E-01   5.32505573E+02   8.38135872E-01   1.60474597E-01   7.66615621E-04   5.17889459E-04   1.84683503E-19   3.18470969E-06   5.10299985E-05   2.29822023E-05  
  42               8.91611924E-01   5.50014404E+02   8.38136153E-01   1.60474208E-01   7.66676583E-04   5.17930642E-04   8.16161245E-19   3.18496295E-06   5.10340585E-05   2.29821467E-05  
  43               1.07059178E+00   5.72141497E+02   8.38136875E-01   1.60473478E-01   7.66680944E-04   5.17933588E-04   4.77098431E-18   3.18498107E-06   5.10343511E-05   2.29820422E-05  
  44               1.28378736E+00   5.92523109E+02   8.38137636E-01   1.60472709E-01   7.66685618E-04   5.17936746E-04   2.13411074E-17   3.18500049E-06   5.10346646E-05   2.29819320E-05  
  45               1.53700561E+00   6.17637022E+02   8.38138957E-01   1.60471381E-01   7.66689499E-04   5.17939368E-04   1.19744908E-16   3.18501661E-06   5.10349255E-05   2.29817418E-05  
  46               1.83665173E+00   6.41175852E+02   8.38140268E-01   1.60470063E-01   7.66693923E-04   5.17942356E-04   5.28074804E-16   3.18503499E-06   5.10352227E-05   2.29815530E-05  
  47               2.19097230E+00   6.69381880E+02   8.38142189E-01   1.60468135E-01   7.66697577E-04   5.17944825E-04   2.75561364E-15   3.18505018E-06   5.10354690E-05   2.29812769E-05  
  48               2.60916794E+00   6.96065663E+02   8.38143900E-01   1.60466413E-01   7.66702417E-04   5.17948094E-04   1.15196987E-14   3.18507029E-06   5.10357946E-05   2.29810303E-05  
  49               3.10108545E+00   7.27269042E+02   8.38146034E-01   1.60464261E-01   7.66707070E-04   5.17951238E-04   5.41941665E-14   3.18508963E-06   5.10361081E-05   2.29807220E-05  
  50               3.67713939E+00   7.56833204E+02   8.38147726E-01   1.60462519E-01   7.66713613E-04   5.17955658E-04   2.07098810E-13   3.18511681E-06   5.10365478E-05   2.29804726E-05  
  51               4.35103764E+00   7.90708250E+02   8.38149471E-01   1.60460551E-01   7.66720752E-04   5.17960481E-04   8.56627632E-13   3.18514649E-06   5.10370276E-05   2.29801905E-05  
  52               5.13984398E+00   8.23003271E+02   8.38150697E-01   1.60459042E-01   7.66730372E-04   5.17966979E-04   2.94953983E-12   3.18518661E-06   5.10376728E-05   2.29799740E-05  
  53               6.06117563E+00   8.59626859E+02   8.38152206E-01   1.60457498E-01   7.66744207E-04   5.17976326E-04   1.07734315E-11   3.18524519E-06   5.10385990E-05   2.29797518E-05  
  54               7.13239519E+00   8.94847427E+02   8.38153296E-01   1.60456346E-01   7.66759011E-04   5.17986327E-04   3.36353111E-11   3.18531510E-06   5.10395900E-05   2.29868810E-05  
  55               8.37303668E+00   9.34532909E+02   8.38154355E-01   1.60455146E-01   7.66769687E-04   5.17993539E-04   1.10053593E-10   3.18541452E-06   5.10403064E-05   2.30118279E-05  
  56               9.80757843E+00   9.72962779E+02   8.38154876E-01   1.60454206E-01   7.66781713E-04   5.18001664E-04   3.14247751E-10   3.18582864E-06   5.10411129E-05   2.30863623E-05  
  57               1.14622373E+01   1.01584777E+03   8.38154522E-01   1.60453085E-01   7.66796279E-04   5.18011503E-04   9.26801512E-10   3.18797051E-06   5.10420886E-05   2.33375562E-05  
  58               1.33623291E+01   1.05726833E+03   8.38153480E-01   1.60452185E-01   7.66818621E-04   5.18026586E-04   2.40852750E-09   3.19974731E-06   5.10435830E-05   2.42844660E-05  
  59               1.55340257E+01   1.10245491E+03   8.38154239E-01   1.60451317E-01   7.66843894E-04   5.18043551E-04   6.30883137E-09   3.25520047E-06   5.10452808E-05   2.42842342E-05  
  60               1.80181512E+01   1.14529501E+03   8.38154837E-01   1.60450457E-01   7.66853161E-04   5.18048732E-04   1.45475570E-08   3.48734667E-06   5.10459987E-05   2.42839378E-05  
  61               2.08646742E+01   1.19112409E+03   8.38155318E-01   1.60449188E-01   7.66854570E-04   5.18041597E-04   3.33052841E-08   4.24976621E-06   5.10468267E-05   2.42834439E-05  
  62               2.41231982E+01   1.23403457E+03   8.38155192E-01   1.60447607E-01   7.66797456E-04   5.17949302E-04   6.78624156E-08   6.05366167E-06   5.10480650E-05   2.42827554E-05  
  63               2.78416551E+01   1.27952756E+03   8.38154961E-01   1.60445243E-01   7.66439287E-04   5.17450383E-04   1.37094371E-07   9.40630155E-06   5.10498080E-05   2.42816569E-05  
  64               3.20715424E+01   1.32158096E+03   8.38156210E-01   1.60442869E-01   7.64959104E-04   5.15567262E-04   2.49497593E-07   1.37439004E-05   5.10513067E-05   2.42802945E-05  
  65               3.68977485E+01   1.36614745E+03   8.38161058E-01   1.60440119E-01   7.61005001E-04   5.10957663E-04   4.52379455E-07   1.99520953E-05   5.10520653E-05   2.42783308E-05  
  66               4.24109111E+01   1.40723662E+03   8.38168825E-01   1.60437846E-01   7.54955999E-04   5.04562736E-04   7.50973664E-07   2.65405706E-05   5.10516544E-05   2.42759945E-05  
  67               4.87122352E+01   1.45154294E+03   8.38179625E-01   1.60434863E-01   7.46458267E-04   4.95797066E-04   1.25851404E-06   3.53828731E-05   5.10507645E-05   2.42724212E-05  
  68               5.58805831E+01   1.49310613E+03   8.38190253E-01   1.60431996E-01   7.37867661E-04   4.86999642E-04   1.97286663E-06   4.41431770E-05   5.10492708E-05   2.42676556E-05  
  69               6.39765122E+01   1.53899481E+03   8.38204208E-01   1.60428072E-01   7.26392623E-04   4.75212369E-04   3.16433195E-06   5.58915013E-05   5.10459858E-05   2.42590114E-05  
  70               7.31017189E+01   1.58312327E+03   8.38217059E-01   1.60424130E-01   7.15094873E-04   4.63552136E-04   4.83350714E-06   6.74912935E-05   5.10367728E-05   2.42440838E-05  
  71               8.33298972E+01   1.63271764E+03   8.38233064E-01   1.60418637E-01   7.00228634E-04   4.47890451E-04   7.61388072E-06   8.30646344E-05   5.10198373E-05   2.42080105E-05  
  72               9.46564858E+01   1.68153975E+03   8.38232398E-01   1.60410119E-01   6.86051385E-04   4.31927953E-04   1.15712006E-05   9.89066050E-05   5.09796585E-05   2.41254749E-05  
  73               1.06993190E+02   1.73679752E+03   8.38237645E-01   1.60401980E-01   6.82580585E-04   4.08516708E-04   1.81908852E-05   1.22152718E-04   5.09824432E-05   2.32520025E-05  
  74               1.20272707E+02   1.79118653E+03   8.38254569E-01   1.60394148E-01   6.62440546E-04   3.87191228E-04   2.75921634E-05   1.43275903E-04   5.09494998E-05   2.32252862E-05  
  75               1.34438295E+02   1.84388777E+03   8.38260484E-01   1.60385528E-01   6.45590008E-04   3.66711075E-04   4.02817374E-05   1.63513678E-04   5.08701901E-05   2.31615135E-05  
  76               1.49246671E+02   1.89476294E+03   8.38250101E-01   1.60375643E-01   6.35625790E-04   3.46473706E-04   5.68317678E-05   1.83468776E-04   5.07611185E-05   2.30097365E-05  
  77               1.64150949E+02   1.94171198E+03   8.38205644E-01   1.60362181E-01   6.38020716E-04   3.26590110E-04   7.67217411E-05   2.03043412E-04   5.06239920E-05   2.27195542E-05  
  78               1.80480714E+02   1.98975768E+03   8.38112667E-01   1.60344746E-01   6.76530664E-04   2.99945386E-04   1.02702727E-04   2.29355472E-04   5.04681436E-05   2.20226769E-05  
  79               1.96765140E+02   2.03390840E+03   8.38102771E-01   1.60338138E-01   6.63205292E-04   2.86260934E-04   1.32471421E-04   2.42685652E-04   5.02884179E-05   2.19978113E-05  
  80               2.12395954E+02   2.07399429E+03   8.38087443E-01   1.60331919E-01   6.51882276E-04   2.74574672E-04   1.65281167E-04   2.54009581E-04   5.01123203E-05   2.19718432E-05  
  81               2.30157965E+02   2.11629074E+03   8.38052206E-01   1.60323022E-01   6.41075540E-04   2.63346964E-04   2.06602428E-04   2.64802635E-04   4.98977985E-05   2.19418115E-05  
  82               2.45795281E+02   2.15177255E+03   8.38025738E-01   1.60317100E-01   6.32598474E-04   2.54472910E-04   2.47390783E-04   2.73279699E-04   4.97097088E-05   2.19139453E-05  
  83               2.58567069E+02   2.17899206E+03   8.38000906E-01   1.60312413E-01   6.26712265E-04   2.48254852E-04   2.82714297E-04   2.79167689E-04   4.95484460E-05   2.18916779E-05  
  84               2.73508647E+02   2.20996389E+03   8.37967815E-01   1.60306764E-01   6.20275633E-04   2.41407583E-04   3.27782222E-04   2.85611441E-04   4.93636072E-05   2.18640389E-05  
  85               2.90886103E+02   2.24375173E+03   8.37925105E-01   1.60300354E-01   6.14017903E-04   2.34635232E-04   3.83023656E-04   2.91907202E-04   4.91406092E-05   2.18327478E-05  
  86               3.11024245E+02   2.28149642E+03   8.37838575E-01   1.60286800E-01   6.07346781E-04   2.27416287E-04   4.53297392E-04   2.98528114E-04   4.88856714E-05   2.17934785E-05  
  87               3.27274806E+02   2.31004876E+03   8.37787662E-01   1.60280379E-01   6.02901965E-04   2.22512507E-04   5.12629499E-04   3.02957696E-04   4.86760604E-05   2.17632183E-05  
  88               3.39902594E+02   2.33194311E+03   8.37740123E-01   1.60274987E-01   6.03943619E-04   2.17856773E-04   5.62298048E-04   3.07253328E-04   4.85210655E-05   2.17504011E-05  
  89               3.54941685E+02   2.35651243E+03   8.37689311E-01   1.60269170E-01   6.00740824E-04   2.14096665E-04   6.22023831E-04   3.10562274E-04   4.83267449E-05   2.17224940E-05  
  90               3.72778267E+02   2.38515993E+03   8.37624125E-01   1.60261897E-01   5.97081145E-04   2.09762365E-04   6.98030658E-04   3.14340780E-04   4.81028445E-05   2.16875521E-05  
  91               3.93845703E+02   2.41689478E+03   8.37544109E-01   1.60253428E-01   5.93620806E-04   2.05520129E-04   7.89838192E-04   3.17924509E-04   4.78326995E-05   2.16479956E-05  
  92               4.18630919E+02   2.45307725E+03   8.37442211E-01   1.60242933E-01   5.89892620E-04   2.00856457E-04   9.05814981E-04   3.21784480E-04   4.75226241E-05   2.15995618E-05  
  93               4.47682223E+02   2.49257194E+03   8.37317533E-01   1.60230639E-01   5.86566606E-04   1.96447413E-04   1.04594020E-03   3.25243298E-04   4.71555241E-05   2.15449314E-05  
  94               4.81626904E+02   2.53669718E+03   8.37160242E-01   1.60215492E-01   5.83223881E-04   1.91815820E-04   1.22153720E-03   3.28724667E-04   4.67369446E-05   2.14794444E-05  
  95               5.21224247E+02   2.58422203E+03   8.36968915E-01   1.60197668E-01   5.80525784E-04   1.87619004E-04   1.43316860E-03   3.31564443E-04   4.62488946E-05   2.14061884E-05  
  96               5.67418759E+02   2.63657935E+03   8.36729378E-01   1.60175747E-01   5.78081376E-04   1.83383408E-04   1.69683690E-03   3.34163812E-04   4.56949521E-05   2.13199037E-05  
  97               6.21271074E+02   2.69242276E+03   8.36439832E-01   1.60149860E-01   5.76534756E-04   1.79733830E-04   2.01353817E-03   3.35884129E-04   4.50563714E-05   2.12243699E-05  
  98               6.84015022E+02   2.75316234E+03   8.36081184E-01   1.60118167E-01   5.75526679E-04   1.76200086E-04   2.40458380E-03   3.37103915E-04   4.43365211E-05   2.11140344E-05  
  99               7.57062744E+02   2.81727795E+03   8.35652494E-01   1.60080858E-01   5.75672556E-04   1.73364221E-04   2.87007507E-03   3.37223004E-04   4.35169275E-05   2.09938295E-05  
  100              8.41986989E+02   2.88616151E+03   8.35129263E-01   1.60035624E-01   5.76629914E-04   1.70742472E-04   3.43717992E-03   3.36613627E-04   4.26018288E-05   2.08580337E-05  
  101              9.40462759E+02   2.95801664E+03   8.34514514E-01   1.59982976E-01   5.78958245E-04   1.68863792E-04   4.10176883E-03   3.34736258E-04   4.15758470E-05   2.07131551E-05  
