# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              N2               H2S              H2O(s)          
  1                1.00000000E-05   2.78888380E+01   8.38096555E-01   1.60468182E-01   7.79572061E-04   5.30452281E-04   7.46256887E-05   2.33381715E-05   2.29839950E-05   0.00000000E+00  
  2                2.13101171E-05   3.32012092E+01   8.38096555E-01   1.60468182E-01   7.79572059E-04   5.30452280E-04   7.46256885E-05   2.33381715E-05   2.29839950E-05   0.00000000E+00  
  3                3.53174167E-05   3.50080858E+01   8.38096555E-01   1.60468182E-01   7.79572058E-04   5.30452279E-04   7.46256884E-05   2.33381714E-05   2.29839950E-05   0.00000000E+00  
  4                5.26638236E-05   3.64218991E+01   8.38096555E-01   1.60468182E-01   7.79572056E-04   5.30452278E-04   7.46256883E-05   2.33381714E-05   2.29839950E-05   0.00000000E+00  
  5                7.41440511E-05   3.80706209E+01   8.38096555E-01   1.60468182E-01   7.79572055E-04   5.30452277E-04   7.46256882E-05   2.33381714E-05   2.29839950E-05   0.00000000E+00  
  6                1.00740381E-04   3.93607645E+01   8.38096555E-01   1.60468182E-01   7.79572054E-04   5.30452277E-04   7.46256880E-05   2.33381713E-05   2.29839950E-05   0.00000000E+00  
  7                1.33669025E-04   4.09417395E+01   8.38096555E-01   1.60468182E-01   7.79572053E-04   5.30452276E-04   7.46256879E-05   2.33381713E-05   2.29839950E-05   0.00000000E+00  
  8                1.74431634E-04   4.24013349E+01   8.38096555E-01   1.60468182E-01   7.79572052E-04   5.30452275E-04   7.46256878E-05   2.33381713E-05   2.29839950E-05   0.00000000E+00  
  9                2.24886231E-04   4.42948289E+01   8.38096555E-01   1.60468182E-01   7.79572051E-04   5.30452274E-04   7.46256877E-05   2.33381712E-05   2.29839950E-05   0.00000000E+00  
  10               2.87328286E-04   4.60635010E+01   8.38096555E-01   1.60468182E-01   7.79572050E-04   5.30452274E-04   7.46256876E-05   2.33381712E-05   2.29839950E-05   0.00000000E+00  
  11               3.64588013E-04   4.81611224E+01   8.38096555E-01   1.60468182E-01   7.79572049E-04   5.30452273E-04   7.46256875E-05   2.33381712E-05   2.29839950E-05   0.00000000E+00  
  12               4.60166602E-04   4.99386981E+01   8.38096555E-01   1.60468182E-01   7.79572047E-04   5.30452272E-04   7.46256874E-05   2.33381711E-05   2.29839950E-05   0.00000000E+00  
  13               5.78380001E-04   5.19293466E+01   8.38096555E-01   1.60468182E-01   7.79572046E-04   5.30452271E-04   7.46256872E-05   2.33381711E-05   2.29839950E-05   0.00000000E+00  
  14               7.24535397E-04   5.35451128E+01   8.38096555E-01   1.60468182E-01   7.79572045E-04   5.30452270E-04   7.46256871E-05   2.33381711E-05   2.29839950E-05   0.00000000E+00  
  15               9.05190008E-04   5.54397440E+01   8.38096555E-01   1.60468182E-01   7.79572043E-04   5.30452269E-04   7.46256870E-05   2.33381710E-05   2.29839950E-05   0.00000000E+00  
  16               1.12841045E-03   5.69987088E+01   8.38096555E-01   1.60468182E-01   7.79572042E-04   5.30452268E-04   7.46256868E-05   2.33381710E-05   2.29839950E-05   0.00000000E+00  
  17               1.40407404E-03   5.89728755E+01   8.38096555E-01   1.60468182E-01   7.79572040E-04   5.30452267E-04   7.46256867E-05   2.33381709E-05   2.29839950E-05   0.00000000E+00  
  18               1.74433942E-03   6.06022888E+01   8.38096555E-01   1.60468182E-01   7.79572038E-04   5.30452266E-04   7.46256865E-05   2.33381709E-05   2.29839950E-05   0.00000000E+00  
  19               2.16415073E-03   6.27281990E+01   8.38096555E-01   1.60468182E-01   7.79572036E-04   5.30452265E-04   7.46256863E-05   2.33381708E-05   2.29839950E-05   0.00000000E+00  
  20               2.68168443E-03   6.45620822E+01   8.38096555E-01   1.60468182E-01   7.79572035E-04   5.30452263E-04   7.46256861E-05   2.33381708E-05   2.29839950E-05   0.00000000E+00  
  21               3.31910104E-03   6.69790459E+01   8.38096555E-01   1.60468182E-01   7.79572033E-04   5.30452262E-04   7.46256859E-05   2.33381707E-05   2.29839950E-05   0.00000000E+00  
  22               4.10367467E-03   6.90520648E+01   8.38096555E-01   1.60468182E-01   7.79572030E-04   5.30452261E-04   7.46256857E-05   2.33381707E-05   2.29839950E-05   0.00000000E+00  
  23               5.06823737E-03   7.17655310E+01   8.38096555E-01   1.60468182E-01   7.79572028E-04   5.30452259E-04   7.46256855E-05   2.33381706E-05   2.29839950E-05   0.00000000E+00  
