# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   5.41615210E+02   8.38569465E-01   1.60504766E-01   1.15818677E-16   5.29032727E-04   2.99783894E-04   6.04742297E-05   0.00000000E+00   0.00000000E+00  
  2                1.16338938E-04   6.21971671E+02   8.38598663E-01   1.60475349E-01   1.85594188E-14   5.29001517E-04   2.99766196E-04   6.04706669E-05   0.00000000E+00   0.00000000E+00  
  3                2.34729763E-04   6.58060720E+02   8.38635614E-01   1.60438473E-01   1.34827108E-13   5.28961583E-04   2.99743539E-04   6.04661153E-05   0.00000000E+00   0.00000000E+00  
  4                3.72410264E-04   6.80244961E+02   8.38654244E-01   1.60419870E-01   3.97860090E-13   5.28944190E-04   2.99733663E-04   6.04641377E-05   0.00000000E+00   0.00000000E+00  
  5                5.34186385E-04   7.01171307E+02   8.38676491E-01   1.60397649E-01   1.06286284E-12   5.28926153E-04   2.99723426E-04   6.04620851E-05   0.00000000E+00   0.00000000E+00  
  6                7.25074008E-04   7.16499678E+02   8.38686538E-01   1.60387600E-01   2.04908005E-12   5.28916574E-04   2.99717985E-04   6.04609985E-05   0.00000000E+00   0.00000000E+00  
  7                9.50802751E-04   7.33435351E+02   8.38702152E-01   1.60371964E-01   4.20789890E-12   5.28912216E-04   2.99715505E-04   6.04605082E-05   0.00000000E+00   0.00000000E+00  
  8                1.21804143E-03   7.46313624E+02   8.38708411E-01   1.60365629E-01   6.94227711E-12   5.28907101E-04   2.99712596E-04   6.04599308E-05   0.00000000E+00   0.00000000E+00  
  9                1.53477369E-03   7.61378911E+02   8.38719741E-01   1.60354206E-01   1.25044471E-11   5.28894864E-04   2.99705653E-04   6.04585390E-05   0.00000000E+00   0.00000000E+00  
  10               1.91063495E-03   7.72843717E+02   8.38723385E-01   1.60350501E-01   1.88050287E-11   5.28892645E-04   2.99704388E-04   6.04582922E-05   0.00000000E+00   0.00000000E+00  
  11               2.35723895E-03   7.86748754E+02   8.38731440E-01   1.60342144E-01   3.10870240E-11   5.28883934E-04   2.99699445E-04   6.04573031E-05   0.00000000E+00   0.00000000E+00  
  12               2.88832984E-03   7.97314024E+02   8.38732956E-01   1.60340247E-01   4.39438265E-11   5.28883738E-04   2.99699327E-04   6.04572872E-05   0.00000000E+00   0.00000000E+00  
  13               3.52023918E-03   8.10586513E+02   8.38738974E-01   1.60333880E-01   6.87211807E-11   5.28877317E-04   2.99695683E-04   6.04565596E-05   0.00000000E+00   0.00000000E+00  
  14               4.27230147E-03   8.20697267E+02   8.38739118E-01   1.60333016E-01   9.34577859E-11   5.28878276E-04   2.99696220E-04   6.04566755E-05   0.00000000E+00   0.00000000E+00  
  15               5.16744861E-03   8.33694432E+02   8.38743635E-01   1.60327907E-01   1.40867606E-10   5.28873322E-04   2.99693408E-04   6.04561154E-05   0.00000000E+00   0.00000000E+00  
