# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              N2               H2S              H2O(s)          
  24               3.81478661E-03   7.01594453E+01   8.38098892E-01   1.60468421E-01   7.76280887E-04   5.27988160E-04   6.51073783E-05   3.53910368E-05   2.29818908E-05   0.00000000E+00  
  25               4.41656924E-03   7.35528668E+01   8.38098892E-01   1.60468421E-01   7.76280867E-04   5.27988147E-04   6.51073518E-05   3.53910385E-05   2.29818908E-05   0.00000000E+00  
  26               5.10362667E-03   7.68948736E+01   8.38098893E-01   1.60468421E-01   7.76280847E-04   5.27988133E-04   6.51073232E-05   3.53910404E-05   2.29818908E-05   0.00000000E+00  
  27               5.88430711E-03   8.05091896E+01   8.38098893E-01   1.60468421E-01   7.76280825E-04   5.27988119E-04   6.51072928E-05   3.53910424E-05   2.29818908E-05   0.00000000E+00  
  28               6.76945976E-03   8.40494252E+01   8.38098893E-01   1.60468421E-01   7.76280805E-04   5.27988105E-04   6.51072637E-05   3.53910443E-05   2.29818908E-05   0.00000000E+00  
  29               7.77294354E-03   8.78863910E+01   8.38098893E-01   1.60468421E-01   7.76280787E-04   5.27988093E-04   6.51072386E-05   3.53910460E-05   2.29818908E-05   0.00000000E+00  
  30               8.91209213E-03   9.16538349E+01   8.38098893E-01   1.60468421E-01   7.76280772E-04   5.27988083E-04   6.51072174E-05   3.53910474E-05   2.29818908E-05   0.00000000E+00  
  31               1.02060758E-02   9.57581065E+01   8.38098893E-01   1.60468421E-01   7.76280761E-04   5.27988075E-04   6.51072010E-05   3.53910485E-05   2.29818908E-05   0.00000000E+00  
  32               1.16766361E-02   9.97955076E+01   8.38098779E-01   1.60468400E-01   7.76280753E-04   5.27988070E-04   6.51071895E-05   3.53910493E-05   2.29818877E-05   7.63164188E-17  
  33               1.33488185E-02   1.04207602E+02   8.38098468E-01   1.60468340E-01   7.76280853E-04   5.27988137E-04   6.51071908E-05   3.53910546E-05   2.29818791E-05   6.73580913E-16  
  34               1.52514763E-02   1.08555056E+02   8.38097237E-01   1.60468104E-01   7.76281241E-04   5.27988401E-04   6.51072157E-05   3.53910730E-05   2.29818454E-05   6.17960614E-15  
  35               1.74174714E-02   1.13317550E+02   8.38093584E-01   1.60467405E-01   7.76282496E-04   5.27989255E-04   6.51073128E-05   3.53911311E-05   2.29817452E-05   4.41447919E-14  
  36               1.98839261E-02   1.18015220E+02   8.38079910E-01   1.60464787E-01   7.76286634E-04   5.27992070E-04   6.51076510E-05   3.53913207E-05   2.29813702E-05   3.51856562E-13  
  37               2.26926215E-02   1.23277937E+02   8.38023313E-01   1.60453950E-01   7.76301637E-04   5.28002274E-04   6.51088996E-05   3.53920057E-05   2.29798183E-05   2.12924001E-12  
  38               2.58911620E-02   1.28412836E+02   8.38098768E-01   1.60468397E-01   7.76362831E-04   5.28043895E-04   6.51140213E-05   3.53947967E-05   2.29818874E-05   1.47560950E-11  
  39               2.95337417E-02   1.34227010E+02   8.38098865E-01   1.60468416E-01   7.76299206E-04   5.28000620E-04   6.51086733E-05   3.53918972E-05   2.29818900E-05   7.60469137E-11  
  40               3.36825119E-02   1.39832421E+02   8.38098748E-01   1.60468394E-01   7.76375881E-04   5.28052771E-04   6.51150910E-05   3.53953943E-05   2.29818868E-05   4.57527941E-10  
  41               3.84082741E-02   1.46225023E+02   8.38098748E-01   1.60468393E-01   7.76375235E-04   5.28052331E-04   6.51150222E-05   3.53953663E-05   2.29818868E-05   2.01702588E-09  
  42               4.37910532E-02   1.52324372E+02   8.38098740E-01   1.60468392E-01   7.76375951E-04   5.28052818E-04   6.51150657E-05   3.53954007E-05   2.29818866E-05   1.02956188E-08  
  43               4.99221449E-02   1.59239636E+02   8.38098715E-01   1.60468387E-01   7.76375953E-04   5.28052820E-04   6.51150473E-05   3.53954027E-05   2.29818859E-05   3.94260252E-08  
  44               5.69060812E-02   1.65863436E+02   8.38098602E-01   1.60468366E-01   7.76375964E-04   5.28052827E-04   6.51150271E-05   3.53954054E-05   2.29818828E-05   1.74505013E-07  
  45               6.48609652E-02   1.73366970E+02   8.38098257E-01   1.60468299E-01   7.76376065E-04   5.28052896E-04   6.51150116E-05   3.53954125E-05   2.29818733E-05   5.85644531E-07  
  46               7.39203034E-02   1.80553857E+02   8.38096860E-01   1.60468032E-01   7.76376429E-04   5.28053144E-04   6.51150150E-05   3.53954320E-05   2.29818350E-05   2.24883294E-06  
  47               8.42355573E-02   1.88642838E+02   8.38093152E-01   1.60467322E-01   7.76377902E-04   5.28054146E-04   6.51151076E-05   3.53955024E-05   2.29817334E-05   6.66406525E-06  
  48               9.59762993E-02   1.96407519E+02   8.38080109E-01   1.60464825E-01   7.76382134E-04   5.28057024E-04   6.51154272E-05   3.53956990E-05   2.29813757E-05   2.21971697E-05  
  49               1.09331965E-01   2.05050674E+02   8.38049438E-01   1.60458952E-01   7.76396471E-04   5.28066776E-04   6.51165896E-05   3.53963568E-05   2.29805347E-05   5.87156927E-05  
  50               1.24515657E-01   2.13403065E+02   8.37954484E-01   1.60440772E-01   7.76432852E-04   5.28091520E-04   6.51195954E-05   3.53980202E-05   2.29779309E-05   1.71788336E-04  
  51               1.41771731E-01   2.22608106E+02   8.37663799E-01   1.60385115E-01   7.76540571E-04   5.28164785E-04   6.51285781E-05   3.54029365E-05   2.29699599E-05   5.17944375E-04  
  52               1.61380188E-01   2.31582863E+02   8.38097994E-01   1.60468249E-01   7.76872231E-04   5.28390364E-04   6.51563362E-05   3.54180632E-05   2.29818661E-05   0.00000000E+00  
  53               1.83662860E-01   2.41385690E+02   8.38098483E-01   1.60468343E-01   7.76550489E-04   5.28171531E-04   6.51292862E-05   3.54034017E-05   2.29818796E-05   0.00000000E+00  
  54               2.08997168E-01   2.51035382E+02   8.38097821E-01   1.60468216E-01   7.76986097E-04   5.28467810E-04   6.51657475E-05   3.54232689E-05   2.29818614E-05   0.00000000E+00  
  55               2.37822067E-01   2.61499243E+02   8.38097827E-01   1.60468217E-01   7.76982774E-04   5.28465550E-04   6.51653885E-05   3.54231258E-05   2.29818615E-05   0.00000000E+00  
  56               2.70610490E-01   2.71893852E+02   8.38097820E-01   1.60468216E-01   7.76986855E-04   5.28468326E-04   6.51656449E-05   3.54233209E-05   2.29818614E-05   0.00000000E+00  
  57               3.07894953E-01   2.83075763E+02   8.38097821E-01   1.60468216E-01   7.76986843E-04   5.28468317E-04   6.51655570E-05   3.54233293E-05   2.29818614E-05   0.00000000E+00  
  58               3.50292451E-01   2.94268563E+02   8.38097821E-01   1.60468216E-01   7.76986767E-04   5.28468265E-04   6.51654546E-05   3.54233359E-05   2.29818614E-05   0.00000000E+00  
  59               3.98501200E-01   3.06237766E+02   8.38097821E-01   1.60468216E-01   7.76986682E-04   5.28468208E-04   6.51653411E-05   3.54233432E-05   2.29818614E-05   0.00000000E+00  
  60               4.53302673E-01   3.18292767E+02   8.38097821E-01   1.60468216E-01   7.76986589E-04   5.28468145E-04   6.51652155E-05   3.54233512E-05   2.29818614E-05   0.00000000E+00  
  61               5.15574125E-01   3.31113841E+02   8.38097821E-01   1.60468216E-01   7.76986486E-04   5.28468074E-04   6.51650765E-05   3.54233602E-05   2.29818614E-05   0.00000000E+00  
  62               5.86296127E-01   3.44082737E+02   8.38097821E-01   1.60468216E-01   7.76986373E-04   5.28467997E-04   6.51649229E-05   3.54233701E-05   2.29818614E-05   0.00000000E+00  
  63               6.66583223E-01   3.57820637E+02   8.38097799E-01   1.60468212E-01   7.76986246E-04   5.28467911E-04   6.51647531E-05   3.54233809E-05   2.29818608E-05   0.00000000E+00  
  64               7.57713602E-01   3.71767805E+02   8.38097802E-01   1.60468210E-01   7.76986096E-04   5.28467809E-04   6.51645649E-05   3.54233924E-05   2.29818605E-05   0.00000000E+00  
  65               8.61114097E-01   3.86501468E+02   8.38097802E-01   1.60468210E-01   7.76985932E-04   5.28467697E-04   6.51643579E-05   3.54234051E-05   2.29818605E-05   0.00000000E+00  
  66               9.78393790E-01   4.01494840E+02   8.38097802E-01   1.60468209E-01   7.76986018E-04   5.28467756E-04   6.51641525E-05   3.54234312E-05   2.29818604E-05   0.00000000E+00  
  67               1.11132689E+00   4.17296100E+02   8.38097803E-01   1.60468209E-01   7.76985832E-04   5.28467630E-04   6.51639034E-05   3.54234472E-05   2.29818604E-05   0.00000000E+00  
  68               1.26185344E+00   4.33387174E+02   8.38097374E-01   1.60468125E-01   7.76985627E-04   5.28467490E-04   6.51636300E-05   3.54234645E-05   2.29818484E-05   0.00000000E+00  
  69               1.43215534E+00   4.50304453E+02   8.38097410E-01   1.60468081E-01   7.76984744E-04   5.28466890E-04   6.51632753E-05   3.54234536E-05   2.29818420E-05   0.00000000E+00  
  70               1.62461237E+00   4.67530022E+02   8.38097267E-01   1.60468056E-01   7.76990920E-04   5.28471090E-04   6.51634860E-05   3.54237673E-05   2.29818385E-05   0.00000000E+00  
  71               1.84185934E+00   4.85596945E+02   8.38096910E-01   1.60468097E-01   7.76991118E-04   5.28471225E-04   6.51631668E-05   3.54238114E-05   2.29818443E-05   0.00000000E+00  
  72               2.08697226E+00   5.03992379E+02   8.38096723E-01   1.60468283E-01   7.76991639E-04   5.28471579E-04   6.51628440E-05   3.54238734E-05   2.29818710E-05   0.00000000E+00  
  73               2.36333578E+00   5.23262831E+02   8.38094114E-01   1.60467747E-01   7.76996735E-04   5.28475046E-04   6.51628723E-05   3.54241475E-05   2.29817942E-05   0.00000000E+00  
  74               2.67473446E+00   5.42887674E+02   8.38094427E-01   1.60467444E-01   7.76991302E-04   5.28471350E-04   6.51619824E-05   3.54239451E-05   2.29817508E-05   0.00000000E+00  
  75               3.02525526E+00   5.63413905E+02   8.38094425E-01   1.60467336E-01   7.77052984E-04   5.28513303E-04   6.51666837E-05   3.54268066E-05   2.29817353E-05   0.00000000E+00  
  76               3.41917601E+00   5.84297731E+02   8.38094570E-01   1.60467192E-01   7.77052273E-04   5.28512819E-04   6.51661125E-05   3.54268276E-05   2.29817147E-05   0.00000000E+00  
  77               3.86122296E+00   6.06075457E+02   8.38094800E-01   1.60466963E-01   7.77051942E-04   5.28512594E-04   6.51655313E-05   3.54268703E-05   2.29816819E-05   0.00000000E+00  
  78               4.35694260E+00   6.28224937E+02   8.38095139E-01   1.60466626E-01   7.77050782E-04   5.28511805E-04   6.51648366E-05   3.54268798E-05   2.29816337E-05   0.00000000E+00  
  79               4.91239682E+00   6.51282634E+02   8.38095634E-01   1.60466135E-01   7.77049243E-04   5.28510759E-04   6.51640626E-05   3.54268771E-05   2.29815633E-05   0.00000000E+00  
  80               5.53409744E+00   6.74744639E+02   8.38096298E-01   1.60465475E-01   7.77047272E-04   5.28509418E-04   6.51632010E-05   3.54268599E-05   2.29814688E-05   0.00000000E+00  
  81               6.22871752E+00   6.99083887E+02   8.38097169E-01   1.60464607E-01   7.77044798E-04   5.28507735E-04   6.51622425E-05   3.54268256E-05   2.29813446E-05   0.00000000E+00  
  82               7.00308491E+00   7.23820308E+02   8.38098220E-01   1.60463560E-01   7.77041801E-04   5.28505697E-04   6.51611828E-05   3.54267734E-05   2.29811946E-05   0.00000000E+00  
  83               7.86524062E+00   7.49357452E+02   8.38099448E-01   1.60462331E-01   7.77038322E-04   5.28503331E-04   6.51600226E-05   3.54267055E-05   2.29810185E-05   0.00000000E+00  
  84               8.82533213E+00   7.75379699E+02   8.38100743E-01   1.60460979E-01   7.77034507E-04   5.28500736E-04   6.51587712E-05   3.54266289E-05   2.29808249E-05   0.00000000E+00  
  85               9.89510344E+00   8.02200882E+02   8.38102129E-01   1.60459544E-01   7.77030543E-04   5.28498040E-04   6.51574389E-05   3.54265526E-05   2.29806192E-05   0.00000000E+00  
  86               1.10865629E+01   8.29657291E+02   8.38103451E-01   1.60458078E-01   7.77026783E-04   5.28495483E-04   6.51560498E-05   3.54264934E-05   2.29804089E-05   0.00000000E+00  
  87               1.24115467E+01   8.57794897E+02   8.38104669E-01   1.60456623E-01   7.77023902E-04   5.28493523E-04   6.51546554E-05   3.54264825E-05   2.29801999E-05   0.00000000E+00  
  88               1.38813688E+01   8.86642971E+02   8.38106020E-01   1.60455262E-01   7.77024063E-04   5.28493632E-04   6.51534318E-05   3.54266190E-05   2.29800037E-05   0.00000000E+00  
  89               1.55078134E+01   9.15916623E+02   8.38107254E-01   1.60454001E-01   7.77024511E-04   5.28493937E-04   6.51521433E-05   3.54267780E-05   2.29867489E-05   0.00000000E+00  
  90               1.73066251E+01   9.45942769E+02   8.38108369E-01   1.60452824E-01   7.77020904E-04   5.28491484E-04   6.51504183E-05   3.54267622E-05   2.30028321E-05   0.00000000E+00  
  91               1.92948672E+01   9.76411193E+02   8.38109284E-01   1.60451750E-01   7.77017825E-04   5.28489390E-04   6.51486289E-05   3.54267818E-05   2.30414205E-05   0.00000000E+00  
  92               2.14892923E+01   1.00762202E+03   8.38109917E-01   1.60450740E-01   7.77015869E-04   5.28488059E-04   6.51468150E-05   3.54268650E-05   2.31321717E-05   0.00000000E+00  
  93               2.39059124E+01   1.03920527E+03   8.38110050E-01   1.60449777E-01   7.77016457E-04   5.28488459E-04   6.51450895E-05   3.54270773E-05   2.33330017E-05   0.00000000E+00  
  94               2.65597791E+01   1.07141636E+03   8.38109598E-01   1.60448834E-01   7.77022894E-04   5.28492832E-04   6.51437279E-05   3.54275696E-05   2.37596508E-05   0.00000000E+00  
  95               2.94651036E+01   1.10387378E+03   8.38109303E-01   1.60448029E-01   7.77035455E-04   5.28501351E-04   6.51427583E-05   3.54283547E-05   2.42837877E-05   0.00000000E+00  
  96               3.26450908E+01   1.13689587E+03   8.38109909E-01   1.60447345E-01   7.77032692E-04   5.28499342E-04   6.51403914E-05   3.54284576E-05   2.42835938E-05   0.00000000E+00  
  97               3.61342135E+01   1.17029094E+03   8.38110396E-01   1.60446670E-01   7.77030396E-04   5.28497169E-04   6.51379743E-05   3.54286136E-05   2.42833548E-05   0.00000000E+00  
  98               3.99642068E+01   1.20439920E+03   8.38110743E-01   1.60445948E-01   7.77028462E-04   5.28493301E-04   6.51356104E-05   3.54288779E-05   2.42830403E-05   0.00000000E+00  
  99               4.41633207E+01   1.23889407E+03   8.38110917E-01   1.60445147E-01   7.77023666E-04   5.28480955E-04   6.51334102E-05   3.54293018E-05   2.42826203E-05   0.00000000E+00  
  100              4.87559451E+01   1.27402144E+03   8.38110945E-01   1.60444209E-01   7.77007624E-04   5.28445675E-04   6.51314664E-05   3.54299013E-05   2.42820475E-05   0.00000000E+00  
  101              5.37630749E+01   1.30937569E+03   8.38016731E-01   1.60425084E-01   7.76664093E-04   5.27995877E-04   6.51237807E-05   3.54263120E-05   2.42785500E-05   0.00000000E+00  
