# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              CH4              N2               Mg              
  24               2.60013542E-02   6.26693055E+02   8.38495870E-01   1.60510825E-01   1.71039845E-15   4.27419136E-04   3.53617340E-04   1.19120192E-04   5.99374992E-05   0.00000000E+00  
  25               3.11420898E-02   6.31667238E+02   8.38495762E-01   1.60510927E-01   2.17937100E-15   4.27419050E-04   3.53617261E-04   1.19120160E-04   5.99375787E-05   0.00000000E+00  
  26               3.72664800E-02   6.46148523E+02   8.38495806E-01   1.60510882E-01   5.09584254E-15   4.27418795E-04   3.53617041E-04   1.19120081E-04   5.99376359E-05   0.00000000E+00  
  27               4.45558379E-02   6.52193671E+02   8.38495713E-01   1.60510976E-01   6.81357897E-15   4.27418694E-04   3.53616949E-04   1.19120046E-04   5.99377159E-05   0.00000000E+00  
  28               5.32225515E-02   6.68051176E+02   8.38495753E-01   1.60510916E-01   1.63463291E-14   4.27418489E-04   3.53616771E-04   1.19119981E-04   5.99377830E-05   0.00000000E+00  
  29               6.35135640E-02   6.75649509E+02   8.38495677E-01   1.60510992E-01   2.33739252E-14   4.27418415E-04   3.53616701E-04   1.19119953E-04   5.99378697E-05   0.00000000E+00  
  30               7.57165683E-02   6.93250824E+02   8.38495695E-01   1.60510910E-01   5.79566449E-14   4.27418394E-04   3.53616675E-04   1.19119939E-04   5.99379658E-05   0.00000000E+00  
  31               9.01590646E-02   7.02674757E+02   8.38495640E-01   1.60510965E-01   8.87062893E-14   4.27418359E-04   3.53616638E-04   1.19119922E-04   5.99380615E-05   0.00000000E+00  
  32               1.07217942E-01   7.22323947E+02   8.38495551E-01   1.60510840E-01   2.27128620E-13   4.27420464E-04   3.53618370E-04   1.19120501E-04   5.99384593E-05   0.00000000E+00  
  33               1.27321790E-01   7.34016612E+02   8.38495522E-01   1.60510866E-01   3.74199797E-13   4.27421014E-04   3.53618816E-04   1.19120646E-04   5.99386410E-05   0.00000000E+00  
  34               1.50958922E-01   7.56088302E+02   8.38495455E-01   1.60510709E-01   9.87777515E-13   4.27420542E-04   3.53618418E-04   1.19120507E-04   5.99386817E-05   0.00000000E+00  
  35               1.78673300E-01   7.70413944E+02   8.38495463E-01   1.60510693E-01   1.74482529E-12   4.27422520E-04   3.53620045E-04   1.19121051E-04   5.99390682E-05   0.00000000E+00  
  36               2.11118778E-01   7.95310843E+02   8.38495653E-01   1.60510497E-01   4.72596179E-12   4.27422018E-04   3.53619620E-04   1.19120903E-04   5.99391094E-05   0.00000000E+00  
  37               2.49028612E-01   8.12937566E+02   8.38495745E-01   1.60510387E-01   8.98400285E-12   4.27421648E-04   3.53619306E-04   1.19120793E-04   5.99391723E-05   0.00000000E+00  
  38               2.93231654E-01   8.41269107E+02   8.38496149E-01   1.60509937E-01   2.49278113E-11   4.27420920E-04   3.53618694E-04   1.19120582E-04   5.99391880E-05   0.00000000E+00  
  39               3.44596980E-01   8.62684107E+02   8.38496447E-01   1.60509503E-01   5.04461355E-11   4.27420333E-04   3.53618199E-04   1.19120410E-04   5.99392271E-05   0.00000000E+00  
  40               4.04058203E-01   8.94875047E+02   8.38497494E-01   1.60508099E-01   1.41501298E-10   4.27419426E-04   3.53617438E-04   1.19120149E-04   5.99392255E-05   0.00000000E+00  
  41               4.72563662E-01   9.20485085E+02   8.38497957E-01   1.60506310E-01   2.99765121E-10   4.27418894E-04   3.53616985E-04   1.19119992E-04   5.99392808E-05   0.00000000E+00  
  42               5.51223279E-01   9.56642523E+02   8.38500778E-01   1.60501531E-01   8.30259040E-10   4.27425613E-04   3.53622520E-04   1.19121851E-04   5.99403568E-05   0.00000000E+00  
  43               6.41348669E-01   9.86258894E+02   8.38506473E-01   1.60495890E-01   1.78001970E-09   4.27417686E-04   3.53615876E-04   1.19119606E-04   5.99393760E-05   0.00000000E+00  
  44               7.44393569E-01   1.02599801E+03   8.38520108E-01   1.60482336E-01   4.72051881E-09   4.27399270E-04   3.53600299E-04   1.19114339E-04   5.99368926E-05   5.50537855E-16  
  45               8.61822890E-01   1.05909465E+03   8.38534840E-01   1.60467668E-01   9.91076410E-09   4.27381590E-04   3.53583973E-04   1.19108685E-04   5.99343153E-05   3.39980108E-15  
  46               9.95375766E-01   1.10178804E+03   8.38561717E-01   1.60440879E-01   2.45678307E-08   4.27353424E-04   3.53553336E-04   1.19097343E-04   5.99294572E-05   3.21648769E-14  
  47               1.14691710E+00   1.13741631E+03   8.38584515E-01   1.60418119E-01   4.90435798E-08   4.27357189E-04   3.53522040E-04   1.19078724E-04   5.99254922E-05   1.80618432E-13  
  48               1.31882644E+00   1.18214700E+03   8.38616195E-01   1.60386442E-01   1.11668260E-07   4.27437685E-04   3.53452017E-04   1.19010245E-04   5.99198575E-05   1.43086385E-12  
  49               1.51388373E+00   1.21942528E+03   8.38637912E-01   1.60364747E-01   2.08751412E-07   4.27830765E-04   3.53247280E-04   1.18692136E-04   5.99162284E-05   6.91024295E-12  
  50               1.73541068E+00   1.26555879E+03   8.38663996E-01   1.60339174E-01   4.35527342E-07   4.29018552E-04   3.52531741E-04   1.17448803E-04   5.99118507E-05   4.41194414E-11  
  51               1.98813115E+00   1.30388051E+03   8.38681836E-01   1.60324306E-01   7.60179129E-07   4.32021486E-04   3.50307977E-04   1.13315883E-04   5.99091757E-05   1.77881594E-10  
  52               2.27964749E+00   1.35105396E+03   8.38705921E-01   1.60308800E-01   1.46042437E-06   4.38290555E-04   3.44844622E-04   1.03126623E-04   5.99053441E-05   9.06272078E-10  
  53               2.62026703E+00   1.39027788E+03   8.38726427E-01   1.60301790E-01   2.39205567E-06   4.48103616E-04   3.35321013E-04   8.81524712E-05   5.99024333E-05   3.06045857E-09  
  54               3.02441886E+00   1.43858805E+03   8.38750171E-01   1.60294531E-01   4.27307817E-06   4.61604156E-04   3.21499940E-04   6.92943305E-05   5.98989757E-05   1.26863538E-08  
  55               3.50079077E+00   1.47940561E+03   8.38760668E-01   1.60290516E-01   6.66784219E-06   4.73276095E-04   3.10509165E-04   5.77011075E-05   5.98986627E-05   3.72879812E-08  
  56               4.05361932E+00   1.52956403E+03   8.38766647E-01   1.60285123E-01   1.12834303E-05   4.85475615E-04   3.00464687E-04   4.49042789E-05   5.99064585E-05   1.31703276E-07  
  57               4.68339615E+00   1.57219629E+03   8.38753968E-01   1.60280065E-01   1.69610480E-05   4.93038878E-04   2.98619709E-04   3.76157527E-05   5.99067137E-05   3.43308242E-07  
  58               5.37562406E+00   1.62354411E+03   8.38739548E-01   1.60275851E-01   2.73013717E-05   5.02031361E-04   3.05183945E-04   2.84661107E-05   5.99269229E-05   1.05944991E-06  
  59               6.10929763E+00   1.66719857E+03   8.38722421E-01   1.60271977E-01   3.96565860E-05   5.06656840E-04   3.05138369E-04   2.38769587E-05   5.99304288E-05   3.85488968E-06  
  60               6.84749286E+00   1.71943222E+03   8.38670781E-01   1.60264044E-01   6.14175893E-05   5.12703600E-04   3.16792596E-04   1.77688234E-05   5.99438721E-05   1.51046559E-05  
  61               7.52080757E+00   1.76201650E+03   8.38590344E-01   1.60254898E-01   8.58456939E-05   5.16957404E-04   3.45891109E-04   1.34816168E-05   5.99755957E-05   3.62790236E-05  
  62               8.08217147E+00   1.79638056E+03   8.38502527E-01   1.60247277E-01   1.11232296E-04   5.20012503E-04   3.87143589E-04   1.03971867E-05   6.00155606E-05   6.45431071E-05  
  63               8.68844764E+00   1.83007003E+03   8.38464634E-01   1.60242247E-01   1.41762087E-04   5.21247569E-04   3.85946567E-04   9.13816991E-06   6.00015965E-05   6.44036192E-05  
  64               9.19304981E+00   1.85781126E+03   8.38437923E-01   1.60239532E-01   1.72079929E-04   5.22143232E-04   3.85000272E-04   8.22476584E-06   6.00076602E-05   6.42887220E-05  
  65               9.57588465E+00   1.87692181E+03   8.38416841E-01   1.60237476E-01   1.95733235E-04   5.22649125E-04   3.84456282E-04   7.70481431E-06   5.99992941E-05   6.42049501E-05  
  66               1.00165340E+01   1.89949096E+03   8.38388495E-01   1.60234756E-01   2.27385287E-04   5.23221265E-04   3.83838825E-04   7.11476621E-06   5.99905369E-05   6.41075224E-05  
  67               1.05210559E+01   1.92300056E+03   8.38355117E-01   1.60231633E-01   2.64385829E-04   5.23712077E-04   3.83299940E-04   6.60384742E-06   5.99794934E-05   6.40002571E-05  
  68               1.10954979E+01   1.94999969E+03   8.38280047E-01   1.60221656E-01   3.13254304E-04   5.24216953E-04   3.82705194E-04   6.05349240E-06   5.99588861E-05   6.38754550E-05  
  69               1.15272942E+01   1.96848791E+03   8.38246168E-01   1.60218587E-01   3.50462861E-04   5.24513363E-04   3.82382010E-04   5.73967546E-06   5.99720280E-05   6.37869440E-05  
  70               1.18432288E+01   1.98273864E+03   8.38217523E-01   1.60215988E-01   3.81955180E-04   5.24744241E-04   3.82113820E-04   5.49264528E-06   5.99594123E-05   6.37208242E-05  
  71               1.22118953E+01   1.99764167E+03   8.38185703E-01   1.60213128E-01   4.16799423E-04   5.24942409E-04   3.81906002E-04   5.27740238E-06   5.99499707E-05   6.36470397E-05  
  72               1.26399649E+01   2.01579864E+03   8.38143264E-01   1.60209318E-01   4.63309539E-04   5.25189386E-04   3.81609937E-04   5.00858819E-06   5.99413081E-05   6.35598119E-05  
  73               1.31347921E+01   2.03485349E+03   8.38095101E-01   1.60205026E-01   5.15929227E-04   5.25400687E-04   3.81386115E-04   4.77246363E-06   5.99307294E-05   6.34629001E-05  
  74               1.37038608E+01   2.05731901E+03   8.38032129E-01   1.60199427E-01   5.84792563E-04   5.25645219E-04   3.81075609E-04   4.49689452E-06   5.99192095E-05   6.33505482E-05  
  75               1.43580430E+01   2.08092393E+03   8.37959458E-01   1.60193000E-01   6.64149371E-04   5.25850531E-04   3.80797578E-04   4.25576624E-06   5.99045183E-05   6.32261226E-05  
  76               1.51068347E+01   2.10808680E+03   8.37865397E-01   1.60184698E-01   7.66808224E-04   5.26073444E-04   3.80485579E-04   3.98842812E-06   5.98883376E-05   6.30837727E-05  
  77               1.59603456E+01   2.13645768E+03   8.37755931E-01   1.60175071E-01   8.86162825E-04   5.26252720E-04   3.80207532E-04   3.75765235E-06   5.98682248E-05   6.29273901E-05  
  78               1.69294625E+01   2.16832154E+03   8.37616217E-01   1.60162803E-01   1.03843293E-03   5.26433365E-04   3.79907290E-04   3.51368661E-06   5.98458364E-05   6.27512191E-05  
  79               1.80258488E+01   2.20135956E+03   8.37453110E-01   1.60148515E-01   1.21608685E-03   5.26566954E-04   3.79640514E-04   3.30661932E-06   5.98187581E-05   6.25592690E-05  
  80               1.92622208E+01   2.23769197E+03   8.37247958E-01   1.60130562E-01   1.43947287E-03   5.26687677E-04   3.79360100E-04   3.09633923E-06   5.97883635E-05   6.23459463E-05  
  81               2.06523634E+01   2.27506354E+03   8.37008994E-01   1.60109681E-01   1.69957308E-03   5.26758788E-04   3.79110871E-04   2.92153101E-06   5.97523971E-05   6.21153491E-05  
  82               2.22114930E+01   2.31544085E+03   8.36711109E-01   1.60083462E-01   2.02159502E-03   5.26804068E-04   3.78851993E-04   2.74982039E-06   5.97117148E-05   6.18618761E-05  
  83               2.39556206E+01   2.35665733E+03   8.36360322E-01   1.60053379E-01   2.39413082E-03   5.26848611E-04   3.84876598E-04   2.56827323E-06   5.96671430E-05   6.15899908E-05  
  84               2.59032911E+01   2.40056961E+03   8.35942853E-01   1.60016968E-01   2.84815601E-03   5.26809183E-04   3.84755408E-04   2.43639404E-06   5.96142581E-05   6.12942427E-05  
  85               2.80754173E+01   2.44512831E+03   8.35464135E-01   1.59975235E-01   3.36876751E-03   5.26716569E-04   3.84637379E-04   2.33288509E-06   5.95535328E-05   6.09787185E-05  
  86               3.04946776E+01   2.49205550E+03   8.34890494E-01   1.59925235E-01   3.99261242E-03   5.26581008E-04   3.84498701E-04   2.23673399E-06   5.94851190E-05   6.06381367E-05  
  87               3.31863674E+01   2.53946348E+03   8.34239472E-01   1.59868507E-01   4.70057840E-03   5.26389588E-04   3.84364344E-04   2.16488350E-06   5.94074083E-05   6.02766238E-05  
  88               3.61793764E+01   2.58891337E+03   8.33472969E-01   1.59801722E-01   5.53412235E-03   5.26146394E-04   3.84214235E-04   2.10086015E-06   5.93200326E-05   5.98890658E-05  
  89               3.95060551E+01   2.63872199E+03   8.32612778E-01   1.59726789E-01   6.46950882E-03   5.25843282E-04   3.84073198E-04   2.05769980E-06   5.92215664E-05   5.94793536E-05  
  90               4.32030076E+01   2.69029547E+03   8.31617097E-01   1.59640059E-01   7.55221312E-03   5.25479286E-04   3.83924499E-04   2.02245873E-06   5.91110890E-05   5.90426048E-05  
  91               4.73110153E+01   2.74213112E+03   8.30512938E-01   1.59543894E-01   8.75282585E-03   5.25049895E-04   3.83793626E-04   2.00556750E-06   5.89872792E-05   5.85825761E-05  
  92               5.18757994E+01   2.79548302E+03   8.29256065E-01   1.59434434E-01   1.01194616E-02   5.24550148E-04   3.83667405E-04   1.99678982E-06   5.88485878E-05   5.80947368E-05  
  93               5.69477926E+01   2.84902027E+03   8.27879110E-01   1.59314530E-01   1.16165986E-02   5.23978393E-04   3.83572473E-04   2.00470023E-06   5.86936483E-05   5.75827877E-05  
  94               6.25825733E+01   2.90391401E+03   8.26334312E-01   1.59180018E-01   1.32961786E-02   5.23326304E-04   3.83498201E-04   2.02068380E-06   5.85200507E-05   5.70424975E-05  
  95               6.88395334E+01   2.95889171E+03   8.24663416E-01   1.59034543E-01   1.51127687E-02   5.22594909E-04   3.83473575E-04   2.05256209E-06   5.83261459E-05   5.64780272E-05  
  96               7.57828487E+01   3.01511423E+03   8.22812740E-01   1.58873424E-01   1.71247441E-02   5.21772698E-04   3.83488331E-04   2.09237157E-06   5.81081172E-05   5.58854209E-05  
  97               8.34786920E+01   3.07117857E+03   8.20842482E-01   1.58701914E-01   1.92666025E-02   5.20864743E-04   3.83575477E-04   2.14851149E-06   5.78637325E-05   5.52701323E-05  
  98               9.19902797E+01   3.12824720E+03   8.18692879E-01   1.58514803E-01   2.16033322E-02   5.19857297E-04   3.83721783E-04   2.21291053E-06   5.75869516E-05   5.46289624E-05  
  99               1.01384816E+02   3.18486867E+03   8.16441529E-01   1.58318859E-01   2.40505074E-02   5.18759772E-04   3.83960277E-04   2.29411066E-06   5.72742783E-05   5.39685220E-05  
  100              1.11734475E+02   3.24235445E+03   8.14014566E-01   1.58107643E-01   2.66884562E-02   5.17553827E-04   3.84270472E-04   2.38352352E-06   5.69150239E-05   5.32850981E-05  
  101              1.23117445E+02   3.29915884E+03   8.11511006E-01   1.57889789E-01   2.94094638E-02   5.16252977E-04   3.84685693E-04   2.49083164E-06   5.65031746E-05   5.25859964E-05  
