# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               H2S             
  45               5.33832649E-01   7.12834304E+02   8.38322094E-01   1.60482861E-01   6.24143070E-14   6.03304400E-04   1.33561932E-04   3.63463301E-04   5.80780233E-05   2.29850951E-05  
  46               6.40747110E-01   7.42725006E+02   8.38322892E-01   1.60482057E-01   2.54836154E-13   6.03307793E-04   1.33562683E-04   3.63465345E-04   5.80783545E-05   2.29849798E-05  
  47               7.67265939E-01   7.66823918E+02   8.38323074E-01   1.60481650E-01   7.16329487E-13   6.03311170E-04   1.33563431E-04   3.63467380E-04   5.80786844E-05   2.29849215E-05  
  48               9.16636113E-01   8.01003248E+02   8.38323547E-01   1.60480952E-01   2.87568723E-12   6.03318049E-04   1.33564954E-04   3.63471524E-04   5.80793517E-05   2.29848209E-05  
  49               1.09271844E+00   8.29830429E+02   8.38323874E-01   1.60480596E-01   8.34774369E-12   6.03325476E-04   1.33566599E-04   3.63475999E-04   5.80800720E-05   2.29853637E-05  
  50               1.29973035E+00   8.68688033E+02   8.38324380E-01   1.60480026E-01   3.21471142E-11   6.03328754E-04   1.33567326E-04   3.63477974E-04   5.80803930E-05   2.29979249E-05  
  51               1.54189264E+00   9.02355664E+02   8.38324569E-01   1.60479607E-01   9.27085528E-11   6.03332455E-04   1.33568157E-04   3.63480203E-04   5.80807549E-05   2.30332056E-05  
  52               1.82364954E+00   9.45564755E+02   8.38324658E-01   1.60478782E-01   3.29114656E-10   6.03336521E-04   1.33569129E-04   3.63482653E-04   5.80811523E-05   2.31947572E-05  
  53               2.15083267E+00   9.83200183E+02   8.38324186E-01   1.60477747E-01   8.93272287E-10   6.03342387E-04   1.33570954E-04   3.63486186E-04   5.80817231E-05   2.36236165E-05  
  54               2.53050254E+00   1.02963019E+03   8.38325039E-01   1.60475549E-01   2.80635947E-09   6.03361366E-04   1.33578167E-04   3.63497611E-04   5.80835576E-05   2.42879639E-05  
  55               2.97022812E+00   1.06963778E+03   8.38327987E-01   1.60472595E-01   6.84772343E-09   6.03359378E-04   1.33596379E-04   3.63496264E-04   5.80833908E-05   2.42873920E-05  
  56               3.47873862E+00   1.11755459E+03   8.38334491E-01   1.60466019E-01   1.85188518E-08   6.03348977E-04   1.33684880E-04   3.63488591E-04   5.80825667E-05   2.42861176E-05  
  57               4.06646573E+00   1.15847143E+03   8.38342144E-01   1.60457973E-01   3.99786563E-08   6.03320306E-04   1.34117751E-04   3.63456655E-04   5.80815879E-05   2.42844968E-05  
  58               4.74750717E+00   1.20723400E+03   8.38355504E-01   1.60443209E-01   9.43506207E-08   6.03177278E-04   1.35783980E-04   3.63272092E-04   5.80797050E-05   2.42814449E-05  
  59               5.53746607E+00   1.24889850E+03   8.38366375E-01   1.60428504E-01   1.83600883E-07   6.02360961E-04   1.41456172E-04   3.62136679E-04   5.80791232E-05   2.42781356E-05  
  60               6.45485702E+00   1.29871165E+03   8.38381671E-01   1.60406233E-01   3.88538395E-07   5.98716170E-04   1.56857710E-04   3.57095013E-04   5.80801805E-05   2.42727022E-05  
  61               7.52635758E+00   1.34131384E+03   8.38399299E-01   1.60389848E-01   6.95249219E-07   5.86301953E-04   1.83697769E-04   3.41042026E-04   5.80841326E-05   2.42676122E-05  
  62               8.80303974E+00   1.39228336E+03   8.38439310E-01   1.60371976E-01   1.34180994E-06   5.57547401E-04   2.23594559E-04   3.06993494E-04   5.80862321E-05   2.42598655E-05  
  63               1.03444852E+01   1.43561154E+03   8.38475824E-01   1.60362640E-01   2.22195893E-06   5.28997435E-04   2.53026807E-04   2.77808312E-04   5.80837334E-05   2.42514016E-05  
  64               1.22140473E+01   1.48750672E+03   8.38519472E-01   1.60351058E-01   3.94263783E-06   4.94820276E-04   2.87848701E-04   2.42929560E-04   5.80798661E-05   2.42315671E-05  
  65               1.44427108E+01   1.53149194E+03   8.38539614E-01   1.60343771E-01   6.11152264E-06   4.75124305E-04   3.07943641E-04   2.22797445E-04   5.80775225E-05   2.41954428E-05  
  66               1.70520085E+01   1.58470746E+03   8.38567220E-01   1.60334451E-01   1.01825398E-05   4.52408618E-04   3.35560755E-04   1.95085452E-04   5.80781230E-05   2.38353940E-05  
  67               2.00585560E+01   1.63028007E+03   8.38568141E-01   1.60326564E-01   1.51411654E-05   4.37655498E-04   3.50634425E-04   1.79935362E-04   5.80679301E-05   2.38135764E-05  
  68               2.34242759E+01   1.68605788E+03   8.38575963E-01   1.60317336E-01   2.42936663E-05   4.29623064E-04   3.76385863E-04   1.54072186E-04   5.80689031E-05   2.26531751E-05  
  69               2.70806807E+01   1.73564671E+03   8.38575572E-01   1.60310243E-01   3.57919368E-05   4.17386732E-04   3.91553150E-04   1.38795337E-04   5.80242635E-05   2.25730986E-05  
  70               3.09045175E+01   1.79738235E+03   8.38554249E-01   1.60297166E-01   5.73665225E-05   4.08221187E-04   4.15824652E-04   1.14368412E-04   5.79907234E-05   2.22388211E-05  
  71               3.46135291E+01   1.85148442E+03   8.38483027E-01   1.60281235E-01   8.43532480E-05   4.24899260E-04   4.37060880E-04   9.29960597E-05   5.79574653E-05   2.15886066E-05  
  72               3.80044092E+01   1.89721662E+03   8.38407653E-01   1.60268988E-01   1.14747492E-04   4.53224860E-04   4.53475087E-04   7.64859382E-05   5.79281452E-05   2.09881811E-05  
  73               4.09596865E+01   1.93417998E+03   8.38388379E-01   1.60264366E-01   1.45436345E-04   4.46425664E-04   4.60254649E-04   6.96078056E-05   5.78840689E-05   2.09683772E-05  
  74               4.43184890E+01   1.97394433E+03   8.38350115E-01   1.60257286E-01   1.85724764E-04   4.40052116E-04   4.66589531E-04   6.31523923E-05   5.78326352E-05   2.09443844E-05  
  75               4.72052548E+01   2.00589159E+03   8.38320427E-01   1.60252814E-01   2.24262226E-04   4.35652112E-04   4.70963331E-04   5.86791801E-05   5.77862029E-05   2.09235760E-05  
  76               4.95659691E+01   2.03113517E+03   8.38292452E-01   1.60249016E-01   2.59175913E-04   4.32488779E-04   4.74105475E-04   5.54538890E-05   5.77476135E-05   2.09050828E-05  
  77               5.23162360E+01   2.05897683E+03   8.38256574E-01   1.60244561E-01   3.02555588E-04   4.29395591E-04   4.77175698E-04   5.22860398E-05   5.77003548E-05   2.08831777E-05  
  78               5.54943271E+01   2.09002668E+03   8.38178093E-01   1.60233075E-01   3.57744358E-04   4.26266156E-04   4.80268933E-04   4.90572357E-05   5.76434486E-05   2.08548951E-05  
  79               5.78806597E+01   2.11213245E+03   8.38140243E-01   1.60228970E-01   4.01664716E-04   4.24272403E-04   4.82229370E-04   4.70092643E-05   5.76012830E-05   2.08335490E-05  
  80               5.96236169E+01   2.12811780E+03   8.38110273E-01   1.60225771E-01   4.36149964E-04   4.22917551E-04   4.83591900E-04   4.55812635E-05   5.75707739E-05   2.08168242E-05  
  81               6.17043946E+01   2.14632538E+03   8.38073544E-01   1.60221970E-01   4.78096538E-04   4.21489859E-04   4.84989228E-04   4.41056541E-05   5.75328455E-05   2.07969208E-05  
  82               6.41798576E+01   2.16772393E+03   8.38026409E-01   1.60217186E-01   5.31613975E-04   4.19879540E-04   4.86562118E-04   4.24374698E-05   5.74887032E-05   2.07714131E-05  
  83               6.71095172E+01   2.19178841E+03   8.37968225E-01   1.60211443E-01   5.97139283E-04   4.18266180E-04   4.88130801E-04   4.07551517E-05   5.74345780E-05   2.07410603E-05  
  84               7.05583492E+01   2.21942306E+03   8.37893962E-01   1.60204252E-01   6.80309289E-04   4.16535588E-04   4.89807040E-04   3.89416970E-05   5.73716878E-05   2.07027550E-05  
  85               7.45970986E+01   2.24996702E+03   8.37802349E-01   1.60195584E-01   7.82237378E-04   4.14870463E-04   4.91408108E-04   3.71776803E-05   5.72959501E-05   2.06571966E-05  
  86               7.93027978E+01   2.28426815E+03   8.37686255E-01   1.60184773E-01   9.10822896E-04   4.13172827E-04   4.93029062E-04   3.53613052E-05   5.72084045E-05   2.06006492E-05  
  87               8.47597276E+01   2.32150025E+03   8.37541783E-01   1.60171351E-01   1.06788875E-03   4.11617425E-04   4.94493490E-04   3.36645158E-05   5.71045012E-05   2.05339389E-05  
  88               9.10596860E+01   2.36248381E+03   8.37355246E-01   1.60154896E-01   1.26448705E-03   4.15704739E-04   4.96327737E-04   3.15843035E-05   5.69918605E-05   2.04808696E-05  
  89               9.83063314E+01   2.40621896E+03   8.37137435E-01   1.60135422E-01   1.50286286E-03   4.14562773E-04   4.97500808E-04   3.00909745E-05   5.68533906E-05   2.03868361E-05  
  90               1.06616693E+02   2.45358954E+03   8.36866828E-01   1.60111401E-01   1.79849238E-03   4.13521693E-04   4.98542762E-04   2.86683979E-05   5.66955911E-05   2.02745153E-05  
  91               1.16122814E+02   2.50342083E+03   8.36541558E-01   1.60082733E-01   2.15319287E-03   4.12724819E-04   4.99308316E-04   2.74556304E-05   5.65129832E-05   2.01467017E-05  
  92               1.26980407E+02   2.55673068E+03   8.36142110E-01   1.60047673E-01   2.58833019E-03   4.12073118E-04   4.99895769E-04   2.63380184E-05   5.63059737E-05   1.99975774E-05  
  93               1.39377221E+02   2.61221094E+03   8.35668182E-01   1.60006257E-01   3.10402016E-03   4.11708702E-04   5.00168404E-04   2.54434558E-05   5.60679849E-05   1.98319049E-05  
  94               1.53536196E+02   2.67114582E+03   8.35092202E-01   1.59956032E-01   3.73039359E-03   4.11532304E-04   5.00227273E-04   2.46474343E-05   5.57987555E-05   1.96427111E-05  
  95               1.69724311E+02   2.73202918E+03   8.34417974E-01   1.59897396E-01   4.46308666E-03   4.11695995E-04   4.99933428E-04   2.40768663E-05   5.54902612E-05   1.94375503E-05  
  96               1.88262262E+02   2.79646497E+03   8.33606726E-01   1.59826922E-01   5.34440035E-03   4.12105451E-04   4.99385173E-04   2.35996712E-05   5.51411437E-05   1.92078547E-05  
  97               2.09538817E+02   2.86273388E+03   8.32669609E-01   1.59745650E-01   6.36195756E-03   4.12929699E-04   4.98434697E-04   2.33469695E-05   5.47414020E-05   1.89644772E-05  
  98               2.34029133E+02   2.93283476E+03   8.31551785E-01   1.59648757E-01   7.57551372E-03   4.14084599E-04   4.97171644E-04   2.31796854E-05   5.42875133E-05   1.86965080E-05  
  99               2.62322642E+02   3.00481932E+03   8.30275973E-01   1.59538301E-01   8.96007277E-03   4.15763274E-04   4.95430348E-04   2.32391149E-05   5.37661910E-05   1.84183807E-05  
  100              2.95140037E+02   3.08106488E+03   8.28766709E-01   1.59407664E-01   1.05977872E-02   4.17898486E-04   4.93280708E-04   2.33829317E-05   5.31692365E-05   1.81164931E-05  
  101              3.33277391E+02   3.15915121E+03   8.27069356E-01   1.59260888E-01   1.24390115E-02   4.20698100E-04   4.90539209E-04   2.37649348E-05   5.24793845E-05   1.78097421E-05  
