# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               CH4              Mg              
  1                1.00000000E-05   4.60869470E+02   8.38522247E-01   1.60514665E-01   2.28894908E-20   4.60588583E-04   3.22238661E-04   5.99109890E-05   8.74080884E-05   0.00000000E+00  
  2                1.95540330E-05   4.88379664E+02   8.38522298E-01   1.60514634E-01   4.09841688E-19   4.60588567E-04   3.22238649E-04   5.99109869E-05   8.74080852E-05   0.00000000E+00  
  3                3.12101941E-05   5.00724538E+02   8.38522302E-01   1.60514626E-01   1.22761486E-18   4.60588649E-04   3.22238707E-04   5.99109979E-05   8.74081009E-05   0.00000000E+00  
  4                4.56306896E-05   5.10413860E+02   8.38522303E-01   1.60514621E-01   2.75916666E-18   4.60588836E-04   3.22238838E-04   5.99110226E-05   8.74081364E-05   0.00000000E+00  
  5                6.35164810E-05   5.19641934E+02   8.38522309E-01   1.60514612E-01   5.85519316E-18   4.60589168E-04   3.22239070E-04   5.99110664E-05   8.74081994E-05   0.00000000E+00  
  6                8.57256603E-05   5.28146449E+02   8.38522315E-01   1.60514603E-01   1.14159041E-17   4.60589705E-04   3.22239446E-04   5.99111373E-05   8.74083013E-05   0.00000000E+00  
  7                1.13320290E-04   5.36728597E+02   8.38522327E-01   1.60514588E-01   2.20754941E-17   4.60590529E-04   3.22240023E-04   5.99112462E-05   8.74084578E-05   0.00000000E+00  
  8                1.47616311E-04   5.44885424E+02   8.38522339E-01   1.60514572E-01   4.03870560E-17   4.60591720E-04   3.22240856E-04   5.99114035E-05   8.74086839E-05   0.00000000E+00  
  9                1.90246563E-04   5.53253864E+02   8.38522355E-01   1.60514549E-01   7.40400344E-17   4.60593374E-04   3.22242013E-04   5.99116219E-05   8.74089977E-05   0.00000000E+00  
  10               2.43234970E-04   5.61307113E+02   8.38522372E-01   1.60514526E-01   1.29880829E-16   4.60595589E-04   3.22243563E-04   5.99119143E-05   8.74094182E-05   0.00000000E+00  
  11               3.09090773E-04   5.69612628E+02   8.38522396E-01   1.60514495E-01   2.28835720E-16   4.60598516E-04   3.22245611E-04   5.99123008E-05   8.74099739E-05   0.00000000E+00  
  12               3.90919522E-04   5.77668647E+02   8.38522414E-01   1.60514463E-01   3.88559134E-16   4.60602241E-04   3.22248217E-04   5.99127926E-05   8.74106809E-05   0.00000000E+00  
  13               4.92560969E-04   5.86048317E+02   8.38522444E-01   1.60514420E-01   6.65827090E-16   4.60606912E-04   3.22251485E-04   5.99134093E-05   8.74115675E-05   0.00000000E+00  
  14               6.18752642E-04   5.94256926E+02   8.38522475E-01   1.60514377E-01   1.10769132E-15   4.60612731E-04   3.22255557E-04   5.99141775E-05   8.74126722E-05   0.00000000E+00  
  15               7.75334687E-04   6.02839980E+02   8.38522503E-01   1.60514317E-01   1.86442752E-15   4.60619720E-04   3.22260447E-04   5.99151003E-05   8.74139988E-05   0.00000000E+00  
  16               9.69498113E-04   6.11280115E+02   8.38522538E-01   1.60514257E-01   3.05546514E-15   4.60628016E-04   3.22266251E-04   5.99161959E-05   8.74155736E-05   0.00000000E+00  
  17               1.21009339E-03   6.20067928E+02   8.38522592E-01   1.60514183E-01   5.05001551E-15   4.60637949E-04   3.22273200E-04   5.99175072E-05   8.74174589E-05   0.00000000E+00  
  18               1.50805883E-03   6.28647910E+02   8.38522604E-01   1.60514104E-01   8.09882666E-15   4.60649340E-04   3.22281170E-04   5.99190115E-05   8.74196212E-05   0.00000000E+00  
  19               1.87695176E-03   6.37528559E+02   8.38522651E-01   1.60514013E-01   1.30493646E-14   4.60662247E-04   3.22290201E-04   5.99207163E-05   8.74220713E-05   0.00000000E+00  
  20               2.33346223E-03   6.46179188E+02   8.38522699E-01   1.60513933E-01   2.04047799E-14   4.60677561E-04   3.22300916E-04   5.99227377E-05   8.74249783E-05   0.00000000E+00  
  21               2.89811036E-03   6.55133431E+02   8.38522634E-01   1.60513812E-01   3.20559711E-14   4.60693789E-04   3.22312270E-04   5.99248815E-05   8.74280588E-05   0.00000000E+00  
  22               3.59608429E-03   6.63923041E+02   8.38522628E-01   1.60513714E-01   4.91462064E-14   4.60711970E-04   3.22324990E-04   5.99272826E-05   8.74315099E-05   0.00000000E+00  
  23               4.45827958E-03   6.73062619E+02   8.38522693E-01   1.60513608E-01   7.58813649E-14   4.60731324E-04   3.22338532E-04   5.99298398E-05   8.74351840E-05   0.00000000E+00  
  24               5.52256259E-03   6.82016009E+02   8.38522737E-01   1.60513515E-01   1.14316711E-13   4.60754361E-04   3.22354649E-04   5.99328792E-05   8.74395569E-05   0.00000000E+00  
  25               6.83536095E-03   6.91305052E+02   8.38522800E-01   1.60513406E-01   1.73215878E-13   4.60776568E-04   3.22370186E-04   5.99358135E-05   8.74437724E-05   0.00000000E+00  
  26               8.45356804E-03   7.00434139E+02   8.38522658E-01   1.60513279E-01   2.56759293E-13   4.60800825E-04   3.22387158E-04   5.99390171E-05   8.74483770E-05   0.00000000E+00  
  27               1.04468769E-02   7.09834054E+02   8.38522709E-01   1.60513174E-01   3.81322280E-13   4.60825376E-04   3.22404335E-04   5.99422615E-05   8.74530376E-05   0.00000000E+00  
  28               1.29004917E-02   7.19087263E+02   8.38522738E-01   1.60513092E-01   5.55030788E-13   4.60850775E-04   3.22422105E-04   5.99456182E-05   8.74578591E-05   0.00000000E+00  
  29               1.59185553E-02   7.28771237E+02   8.38522785E-01   1.60512985E-01   8.15833509E-13   4.60879383E-04   3.22442121E-04   5.99493944E-05   8.74632898E-05   0.00000000E+00  
  30               1.96280265E-02   7.38351589E+02   8.38522812E-01   1.60512901E-01   1.17849583E-12   4.60906331E-04   3.22460975E-04   5.99529561E-05   8.74684053E-05   0.00000000E+00  
  31               2.41834282E-02   7.48368956E+02   8.38522861E-01   1.60512793E-01   1.71798205E-12   4.60933875E-04   3.22480246E-04   5.99565967E-05   8.74736340E-05   0.00000000E+00  
  32               2.97723931E-02   7.58519166E+02   8.38522905E-01   1.60512686E-01   2.48931439E-12   4.60961876E-04   3.22499836E-04   5.99602981E-05   8.74789495E-05   0.00000000E+00  
  33               3.66244730E-02   7.69402126E+02   8.38523001E-01   1.60512527E-01   3.68310570E-12   4.60990268E-04   3.22519700E-04   5.99640514E-05   8.74843390E-05   0.00000000E+00  
  34               4.50178952E-02   7.80611466E+02   8.38523112E-01   1.60512348E-01   5.45464007E-12   4.61018980E-04   3.22539788E-04   5.99678475E-05   8.74897895E-05   0.00000000E+00  
  35               5.52869129E-02   7.92896618E+02   8.38523318E-01   1.60512066E-01   8.34170210E-12   4.61047909E-04   3.22560028E-04   5.99716728E-05   8.74952811E-05   0.00000000E+00  
  36               6.78349367E-02   8.05805720E+02   8.38523588E-01   1.60511711E-01   1.28864986E-11   4.61077129E-04   3.22580472E-04   5.99755371E-05   8.75008280E-05   0.00000000E+00  
  37               8.31436684E-02   8.19930751E+02   8.38524000E-01   1.60511191E-01   2.05537367E-11   4.61106339E-04   3.22600908E-04   5.99794011E-05   8.75063730E-05   0.00000000E+00  
  38               1.01782859E-01   8.34890881E+02   8.38524585E-01   1.60510516E-01   3.32275846E-11   4.61136114E-04   3.22621740E-04   5.99833398E-05   8.75120252E-05   0.00000000E+00  
  39               1.24427618E-01   8.51441473E+02   8.38525435E-01   1.60509495E-01   5.58508270E-11   4.61165297E-04   3.22642157E-04   5.99872027E-05   8.75175650E-05   0.00000000E+00  
  40               1.51868772E-01   8.69219448E+02   8.38526585E-01   1.60508077E-01   9.58460800E-11   4.61194955E-04   3.22662907E-04   5.99911289E-05   8.75231950E-05   0.00000000E+00  
  41               1.85013995E-01   8.88857195E+02   8.38528260E-01   1.60505935E-01   1.70929533E-10   4.61224801E-04   3.22683788E-04   5.99950813E-05   8.75288606E-05   0.00000000E+00  
  42               2.24896328E-01   9.09979140E+02   8.38530078E-01   1.60502793E-01   3.10999246E-10   4.61255356E-04   3.22705165E-04   5.99991280E-05   8.75346608E-05   0.00000000E+00  
  43               2.72704272E-01   9.33315268E+02   8.38532929E-01   1.60498154E-01   5.87762526E-10   4.61294358E-04   3.22732450E-04   6.00042756E-05   8.75420633E-05   0.00000000E+00  
  44               3.29841338E-01   9.58473254E+02   8.38539352E-01   1.60491715E-01   1.13210134E-09   4.61318076E-04   3.22749035E-04   6.00074369E-05   8.75465632E-05   0.00000000E+00  
  45               3.97907731E-01   9.86169154E+02   8.38548824E-01   1.60482234E-01   2.25433798E-09   4.61339368E-04   3.22763895E-04   6.00102816E-05   8.75505923E-05   0.00000000E+00  
  46               4.78680574E-01   1.01614682E+03   8.38561950E-01   1.60469106E-01   4.57232907E-09   4.61355609E-04   3.22775101E-04   6.00124537E-05   8.75536130E-05   4.96316685E-16  
  47               5.74168257E-01   1.04909085E+03   8.38579778E-01   1.60451278E-01   9.54224547E-09   4.61368529E-04   3.22783452E-04   6.00141164E-05   8.75557524E-05   3.08312892E-15  
  48               6.86495851E-01   1.08454474E+03   8.38601655E-01   1.60429402E-01   2.00981552E-08   4.61378055E-04   3.22787080E-04   6.00150038E-05   8.75559400E-05   1.98093874E-14  
  49               8.17885071E-01   1.12304731E+03   8.38626909E-01   1.60404129E-01   4.29549437E-08   4.61396162E-04   3.22786538E-04   6.00156764E-05   8.75509810E-05   1.33439702E-13  
  50               9.70873593E-01   1.16410068E+03   8.38652993E-01   1.60377996E-01   9.15334915E-08   4.61450934E-04   3.22769133E-04   6.00161456E-05   8.75187765E-05   8.98700208E-13  
  51               1.14885763E+00   1.20810864E+03   8.38678173E-01   1.60352765E-01   1.94947423E-07   4.61640040E-04   3.22680979E-04   6.00171132E-05   8.73522043E-05   6.05550225E-12  
  52               1.35575155E+00   1.25442287E+03   8.38700519E-01   1.60330720E-01   4.08036629E-07   4.62233477E-04   3.22297281E-04   6.00184297E-05   8.65902870E-05   3.88439735E-11  
  53               1.59686646E+00   1.30315903E+03   8.38720556E-01   1.60312769E-01   8.38587047E-07   4.63883316E-04   3.20934365E-04   6.00198407E-05   8.37097101E-05   2.35293803E-10  
  54               1.88110320E+00   1.35338799E+03   8.38740467E-01   1.60300005E-01   1.66401267E-06   4.67768326E-04   3.17105984E-04   6.00198958E-05   7.54980742E-05   1.28508958E-09  
  55               2.22286978E+00   1.40498598E+03   8.38761472E-01   1.60292025E-01   3.18214287E-06   4.75005624E-04   3.09333532E-04   6.00185832E-05   6.08654975E-05   6.29553593E-09  
  56               2.63954319E+00   1.45729984E+03   8.38777057E-01   1.60286862E-01   5.82093067E-06   4.85001781E-04   2.98993411E-04   6.00178407E-05   4.63723514E-05   2.71920213E-08  
  57               3.14139900E+00   1.51084220E+03   8.38779989E-01   1.60282000E-01   1.02953043E-05   4.95053771E-04   2.90561657E-04   6.00191820E-05   3.54954382E-05   1.06447534E-07  
  58               3.71966954E+00   1.56497241E+03   8.38766568E-01   1.60276564E-01   1.75777121E-05   5.03423938E-04   2.89011075E-04   6.00472196E-05   2.71545200E-05   3.72676944E-07  
