# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              CH4              N2               Mg              
  38               8.72925299E-01   9.92086095E+02   8.38470009E-01   1.60494893E-01   1.78886858E-09   3.75204059E-04   3.98409753E-04   1.63793598E-04   5.96749764E-05   0.00000000E+00  
  39               9.90837066E-01   1.02333522E+03   8.38476658E-01   1.60488280E-01   3.82312768E-09   3.75202185E-04   3.98407061E-04   1.63792477E-04   5.96745730E-05   3.40818979E-16  
  40               1.12276524E+00   1.05915978E+03   8.38488721E-01   1.60476259E-01   8.69627203E-09   3.75196517E-04   3.98398343E-04   1.63788795E-04   5.96732790E-05   2.51053400E-15  
  41               1.27015876E+00   1.09215321E+03   8.38503337E-01   1.60461677E-01   1.75490081E-08   3.75194802E-04   3.98385937E-04   1.63783004E-04   5.96715173E-05   1.40021277E-14  
  42               1.43459296E+00   1.12929484E+03   8.38524642E-01   1.60440391E-01   3.70114457E-08   3.75209687E-04   3.98363572E-04   1.63769882E-04   5.96687161E-05   8.82623901E-14  
  43               1.61789215E+00   1.16323354E+03   8.38545338E-01   1.60419653E-01   6.96954711E-08   3.75302551E-04   3.98325833E-04   1.63732359E-04   5.96660402E-05   4.25716685E-13  
  44               1.82239961E+00   1.20109484E+03   8.38570008E-01   1.60394851E-01   1.35931874E-07   3.75619928E-04   3.98217348E-04   1.63586696E-04   5.96629487E-05   2.26521924E-12  
  45               2.05102587E+00   1.23557646E+03   8.38590219E-01   1.60374522E-01   2.39220845E-07   3.76562787E-04   3.97850188E-04   1.63009473E-04   5.96608449E-05   9.35296671E-12  
  46               2.30750482E+00   1.27399508E+03   8.38612160E-01   1.60353073E-01   4.34776515E-07   3.78946140E-04   3.96679565E-04   1.61077289E-04   5.96589032E-05   4.19894456E-11  
  47               2.59728036E+00   1.30900503E+03   8.38630631E-01   1.60337682E-01   7.21065547E-07   3.84088855E-04   3.93483979E-04   1.55714285E-04   5.96577357E-05   1.49144369E-10  
  48               2.92898232E+00   1.34812278E+03   8.38653723E-01   1.60323226E-01   1.23368958E-06   3.93512211E-04   3.86414580E-04   1.44136769E-04   5.96557569E-05   5.70998554E-10  
  49               3.31454591E+00   1.38390435E+03   8.38676622E-01   1.60314682E-01   1.94498084E-06   4.07082802E-04   3.74616643E-04   1.27137543E-04   5.96535131E-05   1.76721959E-09  
  50               3.76801042E+00   1.42405773E+03   8.38702051E-01   1.60306998E-01   3.16104759E-06   4.23851000E-04   3.58670937E-04   1.07084859E-04   5.96511458E-05   5.86434574E-09  
  51               4.30120350E+00   1.46101828E+03   8.38717657E-01   1.60301818E-01   4.78008603E-06   4.38785000E-04   3.44371873E-04   9.20317451E-05   5.96498087E-05   1.61421721E-08  
  52               4.92177157E+00   1.50243180E+03   8.38732912E-01   1.60296858E-01   7.44077841E-06   4.53201337E-04   3.31941166E-04   7.72171588E-05   5.96493542E-05   2.93953831E-08  
  53               5.62994991E+00   1.54048226E+03   8.38737656E-01   1.60292672E-01   1.08530059E-05   4.63055284E-04   3.22572157E-04   6.76099755E-05   5.96569292E-05   1.17562030E-07  
  54               6.42465980E+00   1.58291873E+03   8.38729932E-01   1.60286478E-01   1.62731231E-05   4.73612885E-04   3.17002357E-04   5.69406026E-05   5.96561320E-05   3.07620599E-07  
  55               7.29172852E+00   1.62195630E+03   8.38719300E-01   1.60282894E-01   2.30611683E-05   4.82362816E-04   3.24025402E-04   4.81710738E-05   5.96756976E-05   5.80937340E-07  
  56               8.21615025E+00   1.66537272E+03   8.38713529E-01   1.60278981E-01   3.35914166E-05   4.89859817E-04   3.19191147E-04   4.06349238E-05   5.96761741E-05   2.20849716E-06  
  57               9.17760643E+00   1.70574655E+03   8.38691142E-01   1.60273906E-01   4.67393075E-05   4.95800149E-04   3.20392145E-04   3.46650031E-05   5.96782710E-05   6.70651437E-06  
  58               1.01280359E+01   1.75164126E+03   8.38639878E-01   1.60265763E-01   6.75202455E-05   5.03394581E-04   3.34083747E-04   2.70189563E-05   5.96932013E-05   2.01282822E-05  
  59               1.10078865E+01   1.78999304E+03   8.38559905E-01   1.60255979E-01   9.03021155E-05   5.09103056E-04   3.62993099E-04   2.12711315E-05   5.97134469E-05   4.19551777E-05  
  60               1.17889400E+01   1.82318053E+03   8.38488381E-01   1.60249055E-01   1.15055239E-04   5.13180398E-04   3.93952449E-04   1.71658942E-05   5.97363460E-05   6.40416042E-05  
  61               1.24808006E+01   1.84990977E+03   8.38468606E-01   1.60246665E-01   1.38729806E-04   5.14715150E-04   3.92410345E-04   1.56108554E-05   5.97217215E-05   6.39110585E-05  
  62               1.32498792E+01   1.87955751E+03   8.38431805E-01   1.60241724E-01   1.69818348E-04   5.16246860E-04   3.90818782E-04   1.40459247E-05   5.97056870E-05   6.37654175E-05  
  63               1.38932461E+01   1.90210211E+03   8.38408141E-01   1.60239251E-01   1.96912878E-04   5.17206895E-04   3.89820289E-04   1.30643734E-05   5.97042667E-05   6.36490516E-05  
  64               1.44028196E+01   1.92050634E+03   8.38386218E-01   1.60237009E-01   2.21850045E-04   5.17967438E-04   3.89026933E-04   1.22847157E-05   5.96940385E-05   6.35558342E-05  
  65               1.49792043E+01   1.93931230E+03   8.38361521E-01   1.60234577E-01   2.49629960E-04   5.18614120E-04   3.88346224E-04   1.16173883E-05   5.96832983E-05   6.34547815E-05  
  66               1.56284688E+01   1.96114947E+03   8.38329234E-01   1.60231443E-01   2.85796274E-04   5.19350506E-04   3.87570268E-04   1.08558138E-05   5.96716851E-05   6.33397444E-05  
  67               1.63565705E+01   1.98342220E+03   8.38261761E-01   1.60222092E-01   3.26560760E-04   5.19951685E-04   3.86895366E-04   1.02068551E-05   5.96499041E-05   6.32134700E-05  
  68               1.68920832E+01   2.00040970E+03   8.38230523E-01   1.60219181E-01   3.61157565E-04   5.20425340E-04   3.86401155E-04   9.71169677E-06   5.96543879E-05   6.31212296E-05  
  69               1.72755700E+01   2.01122331E+03   8.38209562E-01   1.60217249E-01   3.84299040E-04   5.20667696E-04   3.86132919E-04   9.45382427E-06   5.96415482E-05   6.30582154E-05  
  70               1.77159826E+01   2.02475722E+03   8.38181263E-01   1.60214636E-01   4.15517586E-04   5.21003974E-04   3.85790921E-04   9.09840412E-06   5.96327137E-05   6.29834677E-05  
  71               1.82199499E+01   2.03856168E+03   8.38150933E-01   1.60211872E-01   4.48891986E-04   5.21280983E-04   3.85479762E-04   8.80041287E-06   5.96222938E-05   6.29018481E-05  
  72               1.87946620E+01   2.05525815E+03   8.38111004E-01   1.60208237E-01   4.92771667E-04   5.21636890E-04   3.85117219E-04   8.41867777E-06   5.96117693E-05   6.28067985E-05  
  73               1.94475238E+01   2.07239993E+03   8.38067334E-01   1.60204302E-01   5.40702525E-04   5.21933066E-04   3.84775712E-04   8.09377907E-06   5.95980492E-05   6.27032356E-05  
  74               2.01888928E+01   2.09260048E+03   8.38010833E-01   1.60199221E-01   6.02683530E-04   5.22290087E-04   3.84362784E-04   7.70179975E-06   5.95838129E-05   6.25842600E-05  
  75               2.10278692E+01   2.11342517E+03   8.37947861E-01   1.60193602E-01   6.71615628E-04   5.22586818E-04   3.84005935E-04   7.36580496E-06   5.95656985E-05   6.24547784E-05  
  76               2.19741188E+01   2.13738356E+03   8.37867546E-01   1.60186452E-01   7.59478882E-04   5.22925442E-04   3.83594248E-04   6.97982484E-06   5.95465868E-05   6.23081658E-05  
  77               2.30378563E+01   2.16201268E+03   8.37777267E-01   1.60178461E-01   8.58089182E-04   5.23200531E-04   3.83240197E-04   6.65137248E-06   5.95229821E-05   6.21495317E-05  
  78               2.42299669E+01   2.18977008E+03   8.37663553E-01   1.60168414E-01   9.82232585E-04   5.23499050E-04   3.82846782E-04   6.28892775E-06   5.94976984E-05   6.19722314E-05  
  79               2.55620072E+01   2.21817082E+03   8.37535216E-01   1.60157121E-01   1.12218840E-03   5.23731530E-04   3.82511447E-04   5.98433921E-06   5.94672886E-05   6.17816112E-05  
  80               2.70464018E+01   2.24961088E+03   8.37375520E-01   1.60143088E-01   1.29627502E-03   5.23970760E-04   3.82149776E-04   5.65925278E-06   5.94343452E-05   6.15710224E-05  
  81               2.86964528E+01   2.28160181E+03   8.37195277E-01   1.60127293E-01   1.49261667E-03   5.24142675E-04   3.81845049E-04   5.39057069E-06   5.93955669E-05   6.13460436E-05  
  82               3.05266125E+01   2.31647168E+03   8.36971829E-01   1.60107524E-01   1.73380267E-03   5.24305905E-04   3.81523053E-04   5.11159761E-06   5.93530949E-05   6.10998823E-05  
  83               3.25518186E+01   2.35176020E+03   8.36714359E-01   1.60085540E-01   2.00507111E-03   5.24490653E-04   3.87393812E-04   4.80874074E-06   5.93075012E-05   6.08385944E-05  
  84               3.47891424E+01   2.38972313E+03   8.36411983E-01   1.60059131E-01   2.33402192E-03   5.24568058E-04   3.87229763E-04   4.58129561E-06   5.92541443E-05   6.05554889E-05  
  85               3.72575495E+01   2.42794613E+03   8.36073760E-01   1.60029622E-01   2.70189509E-03   5.24579182E-04   3.87099762E-04   4.40206280E-06   5.91932279E-05   6.02564129E-05  
  86               3.99773155E+01   2.46864750E+03   8.35668757E-01   1.59994297E-01   3.14239756E-03   5.24561825E-04   3.86954784E-04   4.22314117E-06   5.91262948E-05   5.99346316E-05  
  87               4.29703657E+01   2.50951054E+03   8.35218251E-01   1.59955031E-01   3.63232057E-03   5.24479413E-04   3.86842159E-04   4.08643597E-06   5.90507789E-05   5.95961457E-05  
  88               4.62619218E+01   2.55258652E+03   8.34686763E-01   1.59908713E-01   4.21030438E-03   5.24359025E-04   3.86720728E-04   3.95316670E-06   5.89676605E-05   5.92344345E-05  
  89               4.98801839E+01   2.59577470E+03   8.34099112E-01   1.59857525E-01   4.84929722E-03   5.24173618E-04   3.86632826E-04   3.85640040E-06   5.88746836E-05   5.88550988E-05  
  90               5.38570740E+01   2.64091242E+03   8.33416282E-01   1.59798051E-01   5.59177184E-03   5.23940744E-04   3.86544879E-04   3.76547721E-06   5.87722023E-05   5.84519837E-05  
  91               5.82279847E+01   2.68613709E+03   8.32666476E-01   1.59732764E-01   6.40700611E-03   5.23641032E-04   3.86494992E-04   3.70635086E-06   5.86582534E-05   5.80302510E-05  
  92               6.30323158E+01   2.73316350E+03   8.31805747E-01   1.59657822E-01   7.34282353E-03   5.23284919E-04   3.86454637E-04   3.65355772E-06   5.85326002E-05   5.75839373E-05  
  93               6.83128092E+01   2.78017759E+03   8.30869788E-01   1.59576351E-01   8.36035908E-03   5.22857766E-04   3.86462095E-04   3.63001539E-06   5.83934497E-05   5.71184399E-05  
  94               7.41166029E+01   2.82883671E+03   8.29808780E-01   1.59483998E-01   9.51381568E-03   5.22364623E-04   3.86492158E-04   3.61335504E-06   5.82399472E-05   5.66279161E-05  
  95               8.04948954E+01   2.87748448E+03   8.28663656E-01   1.59384343E-01   1.07586315E-02   5.21795250E-04   3.86581829E-04   3.62301017E-06   5.80704063E-05   5.61176615E-05  
  96               8.75038747E+01   2.92759808E+03   8.27382393E-01   1.59272844E-01   1.21513990E-02   5.21149408E-04   3.86711103E-04   3.64054771E-06   5.78831229E-05   5.55824207E-05  
  97               9.52042872E+01   2.97765211E+03   8.26012129E-01   1.59153622E-01   1.36408105E-02   5.20420384E-04   3.86916106E-04   3.68294423E-06   5.76763176E-05   5.50274872E-05  
  98               1.03662070E+02   3.02906303E+03   8.24495712E-01   1.59021689E-01   1.52890275E-02   5.19603750E-04   3.87178863E-04   3.73360108E-06   5.74470665E-05   5.44478827E-05  
  99               1.12941372E+02   3.08029291E+03   8.22891456E-01   1.58882137E-01   1.70325922E-02   5.18696265E-04   3.87535424E-04   3.80870447E-06   5.71933532E-05   5.38497130E-05  
  100              1.23105620E+02   3.13257550E+03   8.21143197E-01   1.58730067E-01   1.89325874E-02   5.17691379E-04   3.87968787E-04   3.89362287E-06   5.69107646E-05   5.32292944E-05  
  101              1.34220414E+02   3.18452794E+03   8.19314428E-01   1.58571020E-01   2.09199299E-02   5.16588956E-04   3.88510206E-04   4.00242341E-06   5.65964964E-05   5.25928390E-05  
