# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   3.47060150E+02   8.38495975E-01   1.60510007E-01   1.71763328E-28   5.29350817E-04   3.72365993E-04   6.06113992E-05   0.00000000E+00   0.00000000E+00  
  2                2.98675054E-05   4.14228069E+02   8.38496174E-01   1.60509379E-01   2.13440918E-23   5.29340722E-04   3.72358892E-04   6.06102479E-05   0.00000000E+00   0.00000000E+00  
  3                5.11970993E-05   4.46206475E+02   8.38495965E-01   1.60509612E-01   1.54726322E-21   5.29327879E-04   3.72349856E-04   6.06087866E-05   0.00000000E+00   0.00000000E+00  
  4                7.52491806E-05   4.64894779E+02   8.38495997E-01   1.60509602E-01   1.36862379E-20   5.29316025E-04   3.72341515E-04   6.06074393E-05   0.00000000E+00   0.00000000E+00  
  5                1.02683181E-04   4.84291346E+02   8.38496023E-01   1.60509588E-01   1.13399126E-19   5.29310299E-04   3.72337487E-04   6.06067932E-05   0.00000000E+00   0.00000000E+00  
  6                1.34140473E-04   4.96370951E+02   8.38496035E-01   1.60509587E-01   3.73116548E-19   5.29304790E-04   3.72333610E-04   6.06061712E-05   0.00000000E+00   0.00000000E+00  
  7                1.70336604E-04   5.11418343E+02   8.38496053E-01   1.60509577E-01   1.58058135E-18   5.29300738E-04   3.72330759E-04   6.06057154E-05   0.00000000E+00   0.00000000E+00  
  8                2.12069315E-04   5.21043172E+02   8.38496061E-01   1.60509576E-01   3.67306097E-18   5.29298100E-04   3.72328902E-04   6.06054210E-05   0.00000000E+00   0.00000000E+00  
  9                2.60274668E-04   5.34415185E+02   8.38496080E-01   1.60509563E-01   1.17729788E-17   5.29296048E-04   3.72327457E-04   6.06051934E-05   0.00000000E+00   0.00000000E+00  
  10               3.16018893E-04   5.42856515E+02   8.38496088E-01   1.60509558E-01   2.30301915E-17   5.29294805E-04   3.72326582E-04   6.06050581E-05   0.00000000E+00   0.00000000E+00  
  11               3.80540081E-04   5.55296331E+02   8.38496117E-01   1.60509534E-01   6.23959388E-17   5.29293786E-04   3.72325864E-04   6.06049481E-05   0.00000000E+00   0.00000000E+00  
  12               4.55264599E-04   5.62954244E+02   8.38496128E-01   1.60509523E-01   1.08944759E-16   5.29293219E-04   3.72325465E-04   6.06048898E-05   0.00000000E+00   0.00000000E+00  
  13               5.41848439E-04   5.74815966E+02   8.38496178E-01   1.60509478E-01   2.63003323E-16   5.29292700E-04   3.72325098E-04   6.06048365E-05   0.00000000E+00   0.00000000E+00  
  14               6.42196613E-04   5.82046997E+02   8.38496196E-01   1.60509456E-01   4.27662985E-16   5.29292510E-04   3.72324964E-04   6.06048210E-05   0.00000000E+00   0.00000000E+00  
  15               7.58505192E-04   5.93805053E+02   8.38496289E-01   1.60509368E-01   9.67123491E-16   5.29292317E-04   3.72324827E-04   6.06048049E-05   0.00000000E+00   0.00000000E+00  
  16               8.93290145E-04   6.01086303E+02   8.38496322E-01   1.60509322E-01   1.52827974E-15   5.29292252E-04   3.72324781E-04   6.06048034E-05   0.00000000E+00   0.00000000E+00  
  17               1.04945147E-03   6.13070449E+02   8.38496500E-01   1.60509149E-01   3.33221872E-15   5.29292169E-04   3.72324721E-04   6.06047998E-05   0.00000000E+00   0.00000000E+00  
  18               1.23031767E-03   6.20558570E+02   8.38496557E-01   1.60509055E-01   5.18000695E-15   5.29292066E-04   3.72324648E-04   6.06047937E-05   0.00000000E+00   0.00000000E+00  
  19               1.43978211E-03   6.32882470E+02   8.38496899E-01   1.60508719E-01   1.09848491E-14   5.29292017E-04   3.72324613E-04   6.06047938E-05   0.00000000E+00   0.00000000E+00  
  20               1.68238149E-03   6.40676497E+02   8.38496912E-01   1.60508513E-01   1.69020096E-14   5.29291591E-04   3.72324313E-04   6.06047508E-05   0.00000000E+00   0.00000000E+00  
  21               1.96335264E-03   6.53443385E+02   8.38497561E-01   1.60507871E-01   3.50792756E-14   5.29291248E-04   3.72324070E-04   6.06047171E-05   0.00000000E+00   0.00000000E+00  
  22               2.28869256E-03   6.61690529E+02   8.38497859E-01   1.60507511E-01   5.38442023E-14   5.29290383E-04   3.72323461E-04   6.06046237E-05   0.00000000E+00   0.00000000E+00  
  23               2.66527641E-03   6.75107329E+02   8.38499102E-01   1.60506276E-01   1.10564088E-13   5.29289830E-04   3.72323072E-04   6.06045660E-05   0.00000000E+00   0.00000000E+00  
  24               3.10093218E-03   6.84059934E+02   8.38499658E-01   1.60505510E-01   1.71334498E-13   5.29288183E-04   3.72321912E-04   6.06043829E-05   0.00000000E+00   0.00000000E+00  
  25               3.60458466E-03   6.98382597E+02   8.38502087E-01   1.60503089E-01   3.51812043E-13   5.29287341E-04   3.72321319E-04   6.06042921E-05   0.00000000E+00   0.00000000E+00  
  26               4.18636756E-03   7.08180086E+02   8.38503623E-01   1.60501558E-01   5.52019593E-13   5.29284396E-04   3.72319246E-04   6.06039603E-05   0.00000000E+00   0.00000000E+00  
  27               4.85772645E-03   7.23576986E+02   8.38508352E-01   1.60496835E-01   1.13713120E-12   5.29283507E-04   3.72318620E-04   6.06038641E-05   0.00000000E+00   0.00000000E+00  
  28               5.63146009E-03   7.34578074E+02   8.38511652E-01   1.60493543E-01   1.82912231E-12   5.29278046E-04   3.72314778E-04   6.06032443E-05   0.00000000E+00   0.00000000E+00  
  29               6.52181502E-03   7.51500654E+02   8.38520883E-01   1.60484312E-01   3.83518418E-12   5.29275414E-04   3.72312925E-04   6.06029484E-05   0.00000000E+00   0.00000000E+00  
  30               7.54475373E-03   7.64010906E+02   8.38527689E-01   1.60477497E-01   6.35993914E-12   5.29265799E-04   3.72306161E-04   6.06018530E-05   0.00000000E+00   0.00000000E+00  
  31               8.71963018E-03   7.82382050E+02   8.38543790E-01   1.60461381E-01   1.33858600E-11   5.29245451E-04   3.72291847E-04   6.05995287E-05   0.00000000E+00   0.00000000E+00  
  32               1.00680982E-02   7.96420077E+02   8.38555504E-01   1.60449567E-01   2.26718339E-11   5.29229869E-04   3.72280885E-04   6.05977500E-05   0.00000000E+00   0.00000000E+00  
  33               1.16141554E-02   8.16686831E+02   8.38579391E-01   1.60425459E-01   4.83412084E-11   5.29200324E-04   3.72260101E-04   6.05943725E-05   0.00000000E+00   0.00000000E+00  
  34               1.33838022E-02   8.32858026E+02   8.38596159E-01   1.60408119E-01   8.47667906E-11   5.29178313E-04   3.72244617E-04   6.05918577E-05   0.00000000E+00   0.00000000E+00  
  35               1.54052643E-02   8.55548605E+02   8.38624122E-01   1.60378829E-01   1.84421932E-10   5.29143123E-04   3.72219862E-04   6.05878340E-05   0.00000000E+00   0.00000000E+00  
  36               1.77081473E-02   8.74284952E+02   8.38642661E-01   1.60359027E-01   3.35193505E-10   5.29118558E-04   3.72202582E-04   6.05850268E-05   0.00000000E+00   0.00000000E+00  
