# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   5.12774951E+02   8.38565212E-01   1.60521341E-01   7.47762316E-18   5.12423493E-04   2.76440467E-04   6.02921803E-05   0.00000000E+00   0.00000000E+00  
  2                1.84861314E-05   5.46037659E+02   8.38571180E-01   1.60515410E-01   1.26418168E-16   5.12415023E-04   2.76435898E-04   6.02911837E-05   0.00000000E+00   0.00000000E+00  
  3                2.88239915E-05   5.58171469E+02   8.38572140E-01   1.60514426E-01   2.89670064E-16   5.12413999E-04   2.76435346E-04   6.02910631E-05   0.00000000E+00   0.00000000E+00  
  4                4.15844925E-05   5.73779848E+02   8.38577301E-01   1.60509280E-01   8.73813338E-16   5.12406676E-04   2.76431395E-04   6.02902012E-05   0.00000000E+00   0.00000000E+00  
  5                5.73720480E-05   5.82470459E+02   8.38577611E-01   1.60508899E-01   1.47895206E-15   5.12406628E-04   2.76431369E-04   6.02901952E-05   0.00000000E+00   0.00000000E+00  
  6                7.69332577E-05   5.96025222E+02   8.38583998E-01   1.60502531E-01   3.58475682E-15   5.12397866E-04   2.76426642E-04   6.02891638E-05   0.00000000E+00   0.00000000E+00  
  7                1.01181541E-04   6.03776292E+02   8.38584094E-01   1.60502277E-01   5.52458237E-15   5.12398096E-04   2.76426767E-04   6.02891903E-05   0.00000000E+00   0.00000000E+00  
  8                1.31257130E-04   6.16438569E+02   8.38591520E-01   1.60494805E-01   1.19279706E-14   5.12389763E-04   2.76422271E-04   6.02882091E-05   0.00000000E+00   0.00000000E+00  
  9                1.68563614E-04   6.23815367E+02   8.38591546E-01   1.60494772E-01   1.74845878E-14   5.12391018E-04   2.76422949E-04   6.02883557E-05   0.00000000E+00   0.00000000E+00  
  10               2.14867276E-04   6.36077590E+02   8.38599897E-01   1.60486446E-01   3.50845051E-14   5.12378345E-04   2.76416112E-04   6.02868634E-05   0.00000000E+00   0.00000000E+00  
  11               2.72352737E-04   6.43386652E+02   8.38599556E-01   1.60486562E-01   4.99979116E-14   5.12379385E-04   2.76416674E-04   6.02869842E-05   0.00000000E+00   0.00000000E+00  
  12               3.43737785E-04   6.55628102E+02   8.38608735E-01   1.60477404E-01   9.59646201E-14   5.12368440E-04   2.76410770E-04   6.02856945E-05   0.00000000E+00   0.00000000E+00  
  13               4.32379284E-04   6.63071277E+02   8.38608460E-01   1.60477670E-01   1.34656735E-13   5.12369948E-04   2.76411584E-04   6.02858696E-05   0.00000000E+00   0.00000000E+00  
  14               5.42445188E-04   6.75474275E+02   8.38618321E-01   1.60467837E-01   2.50375718E-13   5.12354620E-04   2.76403316E-04   6.02840633E-05   0.00000000E+00   0.00000000E+00  
  15               6.79086095E-04   6.83086164E+02   8.38617796E-01   1.60468351E-01   3.46471693E-13   5.12356664E-04   2.76404420E-04   6.02843004E-05   0.00000000E+00   0.00000000E+00  
  16               8.48692060E-04   6.95662791E+02   8.38627893E-01   1.60458282E-01   6.25069130E-13   5.12340798E-04   2.76395861E-04   6.02824295E-05   0.00000000E+00   0.00000000E+00  
  17               1.05915609E-03   7.03420110E+02   8.38626916E-01   1.60459244E-01   8.51858358E-13   5.12343666E-04   2.76397410E-04   6.02827624E-05   0.00000000E+00   0.00000000E+00  
  18               1.32025781E-03   7.16152696E+02   8.38636782E-01   1.60449400E-01   1.49158270E-12   5.12328022E-04   2.76388972E-04   6.02809163E-05   0.00000000E+00   0.00000000E+00  
  19               1.64405684E-03   7.24066344E+02   8.38635280E-01   1.60450881E-01   2.00380446E-12   5.12331807E-04   2.76391016E-04   6.02813556E-05   0.00000000E+00   0.00000000E+00  
  20               2.04547247E-03   7.37003601E+02   8.38644698E-01   1.60441475E-01   3.41838633E-12   5.12316795E-04   2.76382919E-04   6.02795823E-05   0.00000000E+00   0.00000000E+00  
  21               2.54288391E-03   7.45077809E+02   8.38642630E-01   1.60443510E-01   4.52965764E-12   5.12321542E-04   2.76385482E-04   6.02801331E-05   0.00000000E+00   0.00000000E+00  
  22               3.15901563E-03   7.58167561E+02   8.38651253E-01   1.60434879E-01   7.51907277E-12   5.12307773E-04   2.76378056E-04   6.02785044E-05   0.00000000E+00   0.00000000E+00  
  23               3.92213843E-03   7.66345180E+02   8.38648475E-01   1.60437607E-01   9.80688569E-12   5.12313669E-04   2.76381240E-04   6.02791889E-05   0.00000000E+00   0.00000000E+00  
  24               4.86756112E-03   7.79528589E+02   8.38656010E-01   1.60430028E-01   1.58223196E-11   5.12301717E-04   2.76374794E-04   6.02777725E-05   0.00000000E+00   0.00000000E+00  
  25               6.03896812E-03   7.87680140E+02   8.38652232E-01   1.60433724E-01   2.02148592E-11   5.12309185E-04   2.76378825E-04   6.02786405E-05   0.00000000E+00   0.00000000E+00  
  26               7.49045221E-03   8.00975187E+02   8.38658620E-01   1.60427232E-01   3.17822271E-11   5.12299279E-04   2.76373484E-04   6.02774637E-05   0.00000000E+00   0.00000000E+00  
  27               9.28878768E-03   8.09205778E+02   8.38654091E-01   1.60431628E-01   4.00044643E-11   5.12307872E-04   2.76378122E-04   6.02784628E-05   0.00000000E+00   0.00000000E+00  
  28               1.15163201E-02   8.22744146E+02   8.38659550E-01   1.60425965E-01   6.17073148E-11   5.12299946E-04   2.76373849E-04   6.02775179E-05   0.00000000E+00   0.00000000E+00  
  29               1.42744495E-02   8.31218136E+02   8.38654604E-01   1.60430689E-01   7.70720688E-11   5.12308987E-04   2.76378728E-04   6.02785689E-05   0.00000000E+00   0.00000000E+00  
  30               1.76878081E-02   8.45269496E+02   8.38659575E-01   1.60425338E-01   1.17896957E-10   5.12302805E-04   2.76375395E-04   6.02778285E-05   0.00000000E+00   0.00000000E+00  
  31               2.19093984E-02   8.54105408E+02   8.38654375E-01   1.60430150E-01   1.46735740E-10   5.12311942E-04   2.76380327E-04   6.02788904E-05   0.00000000E+00   0.00000000E+00  
  32               2.71260896E-02   8.68812098E+02   8.38658935E-01   1.60424874E-01   2.23552347E-10   5.12308297E-04   2.76378363E-04   6.02784481E-05   0.00000000E+00   0.00000000E+00  
  33               3.35657971E-02   8.78491183E+02   8.38654319E-01   1.60428957E-01   2.81738166E-10   5.12316152E-04   2.76382602E-04   6.02793587E-05   0.00000000E+00   4.92016150E-16  
  34               4.15041743E-02   8.94369943E+02   8.38659317E-01   1.60422938E-01   4.34156168E-10   5.12317054E-04   2.76383091E-04   6.02794512E-05   0.00000000E+00   1.70068265E-15  
  35               5.12735277E-02   9.05275421E+02   8.38656358E-01   1.60425886E-01   5.59356722E-10   5.12323285E-04   2.76386454E-04   6.02801704E-05   0.00000000E+00   1.70070799E-15  
  36               6.32745451E-02   9.22925512E+02   8.38663859E-01   1.60418416E-01   8.84482580E-10   5.12311039E-04   2.76379849E-04   6.02787155E-05   0.00000000E+00   6.56365265E-15  
  37               7.79908383E-02   9.35662512E+02   8.38662876E-01   1.60419403E-01   1.18080720E-09   5.12314171E-04   2.76381541E-04   6.02790699E-05   0.00000000E+00   6.56365924E-15  
  38               9.60084241E-02   9.55570376E+02   8.38672357E-01   1.60409968E-01   1.92814061E-09   5.12298723E-04   2.76373208E-04   6.02772377E-05   0.00000000E+00   2.93329493E-14  
  39               1.18021380E-01   9.70923780E+02   8.38674164E-01   1.60408178E-01   2.70532588E-09   5.12297485E-04   2.76372541E-04   6.02770774E-05   0.00000000E+00   2.93323941E-14  
  40               1.44854775E-01   9.94053613E+02   8.38686447E-01   1.60395953E-01   4.63215406E-09   5.12277647E-04   2.76361838E-04   6.02747280E-05   0.00000000E+00   1.58321804E-13  
  41               1.77462953E-01   1.01284221E+03   8.38691562E-01   1.60390862E-01   6.89172172E-09   5.12271226E-04   2.76358365E-04   6.02739561E-05   1.47761639E-15   1.58314889E-13  
